Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
Наименование Избирательной комиссии:    Калачинская																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384					
		1.82%	1.98%	2.10%	4.42%	0.0%	2.20%	1.68%	1.61%	2.29%	2.05%	1.48%	0.0%	3.40%	2.12%	1.56%	0.96%	3.18%	2.32%	1.30%	0.0%	4.65%	2.70%	0.53%	2.13%	5.88%	1.81%	2.24%	1.96%	1.16%	2.75%	1.85%	1.56%	1.47%	2.89%	5.15%	0.0%	2.88%	1.25%	2.30%	5.06%	1.28%	0.27%	1.85%	1.92%	1.10%	1.62%	1.27%	0.74%	1.74%	2.06%	1.78%	1.17%	1.33%	1.64%	1.79%	1.61%	1.62%	2.54%	3.48%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	342	5	5	1	0	0	6	1	0	5	0	0	13	1	0	10	2	9	7	0	0	5	1	3	0	0	6	0	1	0	7	9	2	3	1	4	2	0	1	2	8	16	12	12	10	5	12	13	14	17	8	9	12	14	14	15	17	19	3					
		1.58%	0.61%	2.10%	0.88%	0.0%	0.0%	0.77%	0.80%	0.0%	1.14%	0.0%	0.0%	4.02%	1.06%	0.0%	3.21%	1.27%	1.31%	2.28%	0.0%	0.0%	1.23%	0.53%	0.80%	0.0%	0.0%	0.96%	0.0%	0.38%	0.0%	1.0%	2.81%	0.59%	4.34%	0.22%	2.81%	0.96%	0.0%	0.20%	2.53%	2.05%	2.23%	2.02%	1.92%	1.37%	0.81%	3.06%	2.42%	2.22%	2.69%	1.18%	1.31%	1.60%	2.09%	2.51%	2.02%	2.50%	4.83%	1.74%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	581	18	7	2	8	3	15	1	1	11	3	0	9	5	6	6	5	11	7	4	1	14	6	12	0	3	22	0	11	5	13	9	10	3	15	3	2	4	12	1	17	11	14	21	18	7	13	20	19	19	13	29	16	18	15	27	22	4	10					
		2.69%	2.23%	2.95%	1.76%	9.52%	2.20%	1.94%	0.80%	1.14%	2.51%	2.22%	0.0%	2.78%	5.31%	9.37%	1.92%	3.18%	1.60%	2.28%	5.63%	2.32%	3.44%	3.22%	3.20%	0.0%	5.45%	3.52%	0.0%	4.28%	3.44%	1.85%	2.81%	2.95%	4.34%	3.36%	2.11%	0.96%	1.25%	2.51%	1.26%	4.35%	1.53%	2.36%	3.37%	2.47%	1.13%	3.31%	3.73%	3.02%	3.01%	1.92%	4.25%	2.13%	2.69%	2.69%	3.63%	3.24%	1.01%	5.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	428	22	2	1	3	2	11	1	0	2	2	2	7	4	0	4	1	10	11	0	1	5	1	3	0	0	10	2	2	3	5	5	1	0	3	1	1	0	3	1	8	26	15	9	26	15	8	5	10	18	17	16	24	17	19	20	19	21	3					
		1.98%	2.72%	0.84%	0.88%	3.57%	1.47%	1.42%	0.80%	0.0%	0.45%	1.48%	2.43%	2.16%	4.25%	0.0%	1.28%	0.63%	1.45%	3.58%	0.0%	2.32%	1.23%	0.53%	0.80%	0.0%	0.0%	1.60%	1.96%	0.77%	2.06%	0.71%	1.56%	0.29%	0.0%	0.67%	0.70%	0.48%	0.0%	0.62%	1.26%	2.05%	3.63%	2.53%	1.44%	3.58%	2.43%	2.04%	0.93%	1.58%	2.85%	2.52%	2.34%	3.20%	2.54%	3.41%	2.69%	2.79%	5.34%	1.74%					
22	"5. ""За Русь Святую"""	92	6	2	0	0	2	4	0	0	0	2	0	3	0	0	0	0	6	2	0	0	0	0	0	1	0	0	1	1	0	5	2	0	0	0	0	3	1	6	0	0	6	2	1	3	5	0	4	0	1	5	3	1	5	4	3	2	0	0					
		0.42%	0.74%	0.84%	0.0%	0.0%	1.47%	0.51%	0.0%	0.0%	0.0%	1.48%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.87%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.98%	0.38%	0.0%	0.71%	0.62%	0.0%	0.0%	0.0%	0.0%	1.44%	0.31%	1.25%	0.0%	0.0%	0.83%	0.33%	0.16%	0.41%	0.81%	0.0%	0.74%	0.0%	0.15%	0.74%	0.43%	0.13%	0.74%	0.71%	0.40%	0.29%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	2	0	2	0	0	4	0	0	3	0	0	4	0	0	2	0	1	1	0	0	3	1	4	0	0	2	1	1	1	0	1	1	0	3	0	1	0	0	0	0	0	1	0	2	0	2	0	0	7	2	2	0	0	3	2	1	0	0					
		0.27%	0.24%	0.0%	1.76%	0.0%	0.0%	0.51%	0.0%	0.0%	0.68%	0.0%	0.0%	1.23%	0.0%	0.0%	0.64%	0.0%	0.14%	0.32%	0.0%	0.0%	0.73%	0.53%	1.06%	0.0%	0.0%	0.32%	0.98%	0.38%	0.68%	0.0%	0.31%	0.29%	0.0%	0.67%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.27%	0.0%	0.51%	0.0%	0.0%	1.10%	0.29%	0.29%	0.0%	0.0%	0.53%	0.26%	0.14%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	132	3	2	0	0	0	8	0	0	1	0	1	2	0	0	0	0	4	1	0	0	2	0	3	0	0	3	0	2	0	13	2	2	0	2	3	2	0	2	0	1	0	1	3	4	5	3	0	8	3	6	5	7	3	4	8	5	8	0					
		0.61%	0.37%	0.84%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.22%	0.0%	1.21%	0.61%	0.0%	0.0%	0.0%	0.0%	0.58%	0.32%	0.0%	0.0%	0.49%	0.0%	0.80%	0.0%	0.0%	0.48%	0.0%	0.77%	0.0%	1.85%	0.62%	0.59%	0.0%	0.44%	2.11%	0.96%	0.0%	0.41%	0.0%	0.25%	0.0%	0.16%	0.48%	0.55%	0.81%	0.76%	0.0%	1.27%	0.47%	0.89%	0.73%	0.93%	0.44%	0.71%	1.07%	0.73%	2.03%	0.0%					
25	"8. ""Народно-республиканская партия России"""	43	2	0	3	0	1	2	0	0	0	0	1	1	0	2	0	1	0	1	0	0	2	0	1	0	0	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	2	1	2	1	0	3	0	1	2	2	0	0	0	3	2	0	0					
		0.19%	0.24%	0.0%	2.65%	0.0%	0.73%	0.25%	0.0%	0.0%	0.0%	0.0%	1.21%	0.30%	0.0%	3.12%	0.0%	0.63%	0.0%	0.32%	0.0%	0.0%	0.49%	0.0%	0.26%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.14%	0.62%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.33%	0.16%	0.27%	0.16%	0.0%	0.55%	0.0%	0.15%	0.29%	0.29%	0.0%	0.0%	0.0%	0.40%	0.29%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	45	0	0	0	0	0	1	0	0	1	1	0	5	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	1	0	0	3	0	1	0	1	2	1	0	0	1	1	4	4	1	0	0	0	1	1	1	1	2	2	2	0	0	0					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.22%	0.74%	0.0%	1.54%	2.12%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.96%	1.81%	0.0%	0.0%	0.77%	0.68%	0.0%	0.0%	0.88%	0.0%	0.22%	0.0%	0.48%	0.62%	0.20%	0.0%	0.0%	0.13%	0.16%	0.64%	0.55%	0.16%	0.0%	0.0%	0.0%	0.15%	0.14%	0.14%	0.13%	0.29%	0.35%	0.26%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1030	48	12	3	3	6	57	0	15	37	6	0	21	3	3	29	3	16	21	1	0	22	15	32	6	6	62	12	14	19	37	20	42	1	21	8	22	24	52	6	10	33	19	17	16	11	9	25	17	15	21	29	24	23	13	12	14	13	4					
		4.78%	5.94%	5.06%	2.65%	3.57%	4.41%	7.39%	0.0%	17.24%	8.46%	4.44%	0.0%	6.50%	3.19%	4.68%	9.32%	1.91%	2.32%	6.84%	1.40%	0.0%	5.41%	8.06%	8.55%	11.76%	10.90%	9.93%	11.76%	5.44%	13.10%	5.28%	6.25%	12.42%	1.44%	4.70%	5.63%	10.57%	7.52%	10.87%	7.59%	2.56%	4.61%	3.20%	2.72%	2.20%	1.78%	2.29%	4.66%	2.70%	2.37%	3.11%	4.25%	3.20%	3.44%	2.33%	1.61%	2.06%	3.30%	2.32%					
28	"11. ""Истинные патриоты России"""	31	1	0	0	0	1	0	0	0	0	0	0	1	0	0	4	1	2	2	1	1	1	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	2	1	0	0					
		0.14%	0.12%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	1.28%	0.63%	0.29%	0.65%	1.40%	2.32%	0.24%	0.0%	0.53%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.31%	0.20%	1.26%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.18%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.14%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	218	5	4	1	0	0	9	9	1	3	0	0	5	2	0	4	0	8	2	1	0	2	2	6	1	0	8	0	3	3	9	8	2	1	3	1	2	1	2	3	3	5	7	5	10	3	5	5	7	6	7	2	5	5	6	10	9	6	1					
		1.01%	0.61%	1.68%	0.88%	0.0%	0.0%	1.16%	7.25%	1.14%	0.68%	0.0%	0.0%	1.54%	2.12%	0.0%	1.28%	0.0%	1.16%	0.65%	1.40%	0.0%	0.49%	1.07%	1.60%	1.96%	0.0%	1.28%	0.0%	1.16%	2.06%	1.28%	2.5%	0.59%	1.44%	0.67%	0.70%	0.96%	0.31%	0.41%	3.79%	0.76%	0.69%	1.18%	0.80%	1.37%	0.48%	1.27%	0.93%	1.11%	0.95%	1.03%	0.29%	0.66%	0.74%	1.07%	1.34%	1.32%	1.52%	0.58%					
30	"13. ""Демократическая партия России"""	73	4	2	1	1	0	2	0	1	1	1	0	4	1	0	1	1	1	0	0	0	2	0	3	0	0	3	0	0	1	1	0	3	2	4	2	1	2	1	1	0	2	2	2	0	1	1	0	0	0	2	4	3	1	1	5	1	1	0					
		0.33%	0.49%	0.84%	0.88%	1.19%	0.0%	0.25%	0.0%	1.14%	0.22%	0.74%	0.0%	1.23%	1.06%	0.0%	0.32%	0.63%	0.14%	0.0%	0.0%	0.0%	0.49%	0.0%	0.80%	0.0%	0.0%	0.48%	0.0%	0.0%	0.68%	0.14%	0.0%	0.88%	2.89%	0.89%	1.40%	0.48%	0.62%	0.20%	1.26%	0.0%	0.27%	0.33%	0.32%	0.0%	0.16%	0.25%	0.0%	0.0%	0.0%	0.29%	0.58%	0.40%	0.14%	0.17%	0.67%	0.14%	0.25%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	65	1	0	1	0	1	2	0	0	1	0	0	2	0	0	0	0	2	1	1	0	1	3	4	1	0	0	0	1	0	3	2	0	0	3	5	2	0	0	1	0	1	1	2	7	2	0	1	0	0	0	2	3	1	0	5	0	1	1					
		0.30%	0.12%	0.0%	0.88%	0.0%	0.73%	0.25%	0.0%	0.0%	0.22%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.29%	0.32%	1.40%	0.0%	0.24%	1.61%	1.06%	1.96%	0.0%	0.0%	0.0%	0.38%	0.0%	0.42%	0.62%	0.0%	0.0%	0.67%	3.52%	0.96%	0.0%	0.0%	1.26%	0.0%	0.13%	0.16%	0.32%	0.96%	0.32%	0.0%	0.18%	0.0%	0.0%	0.0%	0.29%	0.40%	0.14%	0.0%	0.67%	0.0%	0.25%	0.58%					
32	"15. ""Партия СЛОН"""	29	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	2	2	2	0	1	0					
		0.13%	0.12%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.32%	0.0%	0.58%	0.0%	0.0%	0.0%	0.24%	0.53%	0.26%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	1.26%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.13%	0.29%	0.35%	0.26%	0.0%	0.25%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1090	43	6	7	4	2	42	3	0	8	2	6	6	0	1	7	2	34	10	0	1	13	5	5	1	1	25	4	12	0	26	19	10	2	17	6	4	5	6	1	27	55	46	37	41	34	25	32	35	28	47	54	69	49	49	30	52	27	7					
		5.06%	5.32%	2.53%	6.19%	4.76%	1.47%	5.44%	2.41%	0.0%	1.83%	1.48%	7.31%	1.85%	0.0%	1.56%	2.25%	1.27%	4.94%	3.25%	0.0%	2.32%	3.20%	2.68%	1.33%	1.96%	1.81%	4.00%	3.92%	4.66%	0.0%	3.71%	5.93%	2.95%	2.89%	3.81%	4.22%	1.92%	1.56%	1.25%	1.26%	6.92%	7.69%	7.77%	5.93%	5.64%	5.51%	6.37%	5.97%	5.56%	4.43%	6.97%	7.91%	9.22%	7.33%	8.79%	4.04%	7.65%	6.87%	4.06%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	107	2	1	0	0	1	1	1	0	1	1	1	0	0	0	1	3	3	4	1	2	3	1	3	0	1	1	1	1	0	5	2	2	0	4	3	3	2	4	1	1	1	1	5	2	3	1	3	3	4	3	2	6	2	4	3	1	1	1					
		0.49%	0.24%	0.42%	0.0%	0.0%	0.73%	0.12%	0.80%	0.0%	0.22%	0.74%	1.21%	0.0%	0.0%	0.0%	0.32%	1.91%	0.43%	1.30%	1.40%	4.65%	0.73%	0.53%	0.80%	0.0%	1.81%	0.16%	0.98%	0.38%	0.0%	0.71%	0.62%	0.59%	0.0%	0.89%	2.11%	1.44%	0.62%	0.83%	1.26%	0.25%	0.13%	0.16%	0.80%	0.27%	0.48%	0.25%	0.55%	0.47%	0.63%	0.44%	0.29%	0.80%	0.29%	0.71%	0.40%	0.14%	0.25%	0.58%					
35	"18. ""ЛДПР"""	3498	145	54	17	12	21	76	19	14	61	17	41	47	9	12	46	20	157	67	12	7	86	26	34	6	7	90	21	37	15	123	64	57	11	69	22	15	23	65	7	50	78	87	106	118	135	74	87	105	77	105	109	129	110	106	145	155	60	30					
		16.24%	17.96%	22.78%	15.04%	14.28%	15.44%	9.85%	15.32%	16.09%	13.95%	12.59%	49.99%	14.55%	9.57%	18.75%	14.79%	12.73%	22.85%	21.82%	16.90%	16.27%	21.18%	13.97%	9.09%	11.76%	12.72%	14.42%	20.58%	14.39%	10.34%	17.57%	20.0%	16.86%	15.94%	15.47%	15.49%	7.21%	7.21%	13.59%	8.86%	12.82%	10.90%	14.69%	17.01%	16.25%	21.88%	18.87%	16.23%	16.69%	12.20%	15.57%	15.98%	17.24%	16.46%	19.03%	19.54%	22.82%	15.26%	17.44%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	328	10	1	1	2	4	12	3	2	6	5	1	4	0	0	3	1	12	1	1	0	0	4	9	1	0	10	0	0	3	6	4	8	0	14	7	2	2	4	0	6	10	19	9	6	24	6	2	6	12	14	11	7	11	10	18	7	5	2					
		1.52%	1.23%	0.42%	0.88%	2.38%	2.94%	1.55%	2.41%	2.29%	1.37%	3.70%	1.21%	1.23%	0.0%	0.0%	0.96%	0.63%	1.74%	0.32%	1.40%	0.0%	0.0%	2.15%	2.40%	1.96%	0.0%	1.60%	0.0%	0.0%	2.06%	0.85%	1.25%	2.36%	0.0%	3.13%	4.92%	0.96%	0.62%	0.83%	0.0%	1.53%	1.39%	3.20%	1.44%	0.82%	3.88%	1.53%	0.37%	0.95%	1.90%	2.07%	1.61%	0.93%	1.64%	1.79%	2.42%	1.03%	1.27%	1.16%					
37	"20. ""Политическая партия ""Единая Россия"""	7048	212	51	34	12	29	245	34	31	198	57	14	113	50	28	128	79	265	79	22	21	121	60	175	22	16	219	41	107	66	237	110	96	27	166	57	75	137	174	24	147	214	190	203	228	200	103	199	194	165	204	225	182	212	147	218	225	115	45					
		32.72%	26.27%	21.51%	30.08%	14.28%	21.32%	31.77%	27.41%	35.63%	45.30%	42.22%	17.07%	34.98%	53.19%	43.75%	41.15%	50.31%	38.57%	25.73%	30.98%	48.83%	29.80%	32.25%	46.79%	43.13%	29.09%	35.09%	40.19%	41.63%	45.51%	33.85%	34.37%	28.40%	39.13%	37.21%	40.14%	36.05%	42.94%	36.40%	30.37%	37.69%	29.93%	32.09%	32.58%	31.40%	32.41%	26.27%	37.12%	30.84%	26.14%	30.26%	32.99%	24.33%	31.73%	26.39%	29.38%	33.13%	29.26%	26.16%					
38	"21. ""Российская Конституционно-демократическая партия"""	71	4	1	0	0	1	4	1	0	2	0	0	2	0	0	1	0	8	1	0	0	1	1	0	0	0	0	0	4	0	1	4	2	0	2	0	1	0	1	2	0	0	2	1	0	2	0	0	5	2	1	0	6	1	4	2	1	0	0					
		0.32%	0.49%	0.42%	0.0%	0.0%	0.73%	0.51%	0.80%	0.0%	0.45%	0.0%	0.0%	0.61%	0.0%	0.0%	0.32%	0.0%	1.16%	0.32%	0.0%	0.0%	0.24%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	1.55%	0.0%	0.14%	1.25%	0.59%	0.0%	0.44%	0.0%	0.48%	0.0%	0.20%	2.53%	0.0%	0.0%	0.33%	0.16%	0.0%	0.32%	0.0%	0.0%	0.79%	0.31%	0.14%	0.0%	0.80%	0.14%	0.71%	0.26%	0.14%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	65	4	1	0	0	2	2	1	1	2	0	0	1	0	0	2	0	4	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	1	2	0	1	0	3	0	2	4	0	5	2	1	0	1	2	2	3	0	0	2	4	1	0	3	0					
		0.30%	0.49%	0.42%	0.0%	0.0%	1.47%	0.25%	0.80%	1.14%	0.45%	0.0%	0.0%	0.30%	0.0%	0.0%	0.64%	0.0%	0.58%	0.32%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	0.32%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	1.44%	0.44%	0.0%	0.48%	0.0%	0.62%	0.0%	0.51%	0.55%	0.0%	0.80%	0.27%	0.16%	0.0%	0.18%	0.31%	0.31%	0.44%	0.0%	0.0%	0.29%	0.71%	0.13%	0.0%	0.76%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4401	205	73	24	34	39	204	27	14	56	27	10	34	6	4	31	16	78	57	17	2	83	52	47	7	11	101	7	28	14	167	36	75	11	62	11	47	93	98	16	87	226	122	131	163	116	97	106	153	206	156	120	192	135	109	151	99	74	34					
		20.43%	25.40%	30.80%	21.23%	40.47%	28.67%	26.45%	21.77%	16.09%	12.81%	20.0%	12.19%	10.52%	6.38%	6.25%	9.96%	10.19%	11.35%	18.56%	23.94%	4.65%	20.44%	27.95%	12.56%	13.72%	20.0%	16.18%	6.86%	10.89%	9.65%	23.85%	11.25%	22.18%	15.94%	13.90%	7.74%	22.59%	29.15%	20.50%	20.25%	22.30%	31.60%	20.60%	21.02%	22.45%	18.80%	24.74%	19.77%	24.32%	32.64%	23.14%	17.59%	25.66%	20.20%	19.56%	20.35%	14.58%	18.82%	19.76%					
																																																																	
41	Против всех	955	28	7	4	2	12	36	15	3	15	9	2	15	5	6	25	6	20	22	8	4	19	4	8	1	6	37	5	13	6	19	10	9	4	16	5	5	15	20	5	8	21	28	24	40	24	22	20	38	29	29	36	39	26	28	29	29	16	18					
