Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Новоуральская городская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2614					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	1	1	0	1	0	2	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
18	1.Политическая партия «Аграрная партия России»	1516	29	36	33	41	30	27	45	24	32	53	36	23	33	27	35	33	32	26	38	31	23	33	38	44	26	31	47	42	38	34	38	65	44	46	23	57	48	12	36	5	21	44	32	25					
		2.51%	2.62%	2.54%	2.22%	2.51%	1.97%	1.93%	2.53%	1.90%	2.61%	3.51%	2.70%	2.80%	3.08%	2.12%	3.26%	1.93%	2.15%	2.20%	2.51%	2.31%	1.67%	2.01%	2.16%	2.52%	1.99%	2.83%	2.63%	3.01%	2.92%	2.59%	2.71%	3.08%	3.62%	2.11%	1.46%	2.65%	3.68%	3.11%	4.21%	3.07%	2.98%	2.44%	2.78%	1.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	2396	33	43	55	83	58	67	87	31	56	29	65	17	48	63	57	50	46	32	46	45	41	64	78	66	46	41	49	57	38	60	41	82	48	112	125	106	82	14	21	0	9	77	56	72					
		3.97%	2.99%	3.03%	3.70%	5.08%	3.81%	4.79%	4.88%	2.45%	4.56%	1.92%	4.87%	2.07%	4.48%	4.94%	5.32%	2.92%	3.09%	2.70%	3.04%	3.36%	2.98%	3.90%	4.44%	3.78%	3.53%	3.74%	2.74%	4.08%	2.92%	4.57%	2.93%	3.89%	3.95%	5.13%	7.94%	4.92%	6.28%	3.63%	2.46%	0.00%	1.28%	4.28%	4.86%	4.75%					
20	3.Политическая партия «Демократическая партия России»	93	1	1	2	2	1	2	3	4	1	7	3	1	2	2	0	2	1	3	2	4	2	4	3	0	1	0	3	0	3	1	3	1	0	4	3	2	5	0	2	0	3	2	3	4					
		0.15%	0.09%	0.07%	0.13%	0.12%	0.07%	0.14%	0.17%	0.32%	0.08%	0.46%	0.22%	0.12%	0.19%	0.16%	0.00%	0.12%	0.07%	0.25%	0.13%	0.30%	0.15%	0.24%	0.17%	0.00%	0.08%	0.00%	0.17%	0.00%	0.23%	0.08%	0.21%	0.05%	0.00%	0.18%	0.19%	0.09%	0.38%	0.00%	0.23%	0.00%	0.43%	0.11%	0.26%	0.26%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4144	83	87	98	106	111	86	116	51	100	97	137	54	91	95	95	124	70	72	102	96	84	131	91	127	107	88	127	92	92	102	131	132	118	132	99	154	71	38	39	3	24	118	79	94					
		6.86%	7.51%	6.14%	6.59%	6.49%	7.29%	6.14%	6.51%	4.03%	8.14%	6.43%	10.26%	6.59%	8.50%	7.45%	8.86%	7.23%	4.70%	6.08%	6.73%	7.16%	6.10%	7.99%	5.18%	7.28%	8.21%	8.02%	7.10%	6.59%	7.07%	7.77%	9.36%	6.26%	9.71%	6.05%	6.29%	7.15%	5.44%	9.84%	4.56%	1.84%	3.40%	6.56%	6.85%	6.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	903	8	22	13	31	21	17	17	21	16	21	32	16	14	15	21	27	13	18	30	17	22	38	30	24	31	27	21	21	20	17	27	29	14	25	29	34	22	4	12	0	9	32	7	18					
		1.50%	0.72%	1.55%	0.87%	1.90%	1.38%	1.21%	0.95%	1.66%	1.30%	1.39%	2.40%	1.95%	1.31%	1.18%	1.96%	1.58%	0.87%	1.52%	1.98%	1.27%	1.60%	2.32%	1.71%	1.38%	2.38%	2.46%	1.17%	1.50%	1.54%	1.30%	1.93%	1.38%	1.15%	1.15%	1.84%	1.58%	1.68%	1.04%	1.40%	0.00%	1.28%	1.78%	0.61%	1.19%					
23	6.Политическая партия «Партия социальной справедливости»	199	2	4	1	8	3	3	6	7	8	7	5	4	4	3	3	7	6	4	1	5	5	6	4	4	4	3	9	7	5	6	8	2	4	1	5	9	7	3	0	0	2	9	2	3					
		0.33%	0.18%	0.28%	0.07%	0.49%	0.20%	0.21%	0.34%	0.55%	0.65%	0.46%	0.37%	0.49%	0.37%	0.24%	0.28%	0.41%	0.40%	0.34%	0.07%	0.37%	0.36%	0.37%	0.23%	0.23%	0.31%	0.27%	0.50%	0.50%	0.38%	0.46%	0.57%	0.09%	0.33%	0.05%	0.32%	0.42%	0.54%	0.78%	0.00%	0.00%	0.28%	0.50%	0.17%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	7907	138	196	220	190	199	189	220	209	156	171	145	110	97	155	120	234	231	144	189	178	176	236	247	231	163	141	207	157	154	173	183	269	139	307	211	315	173	54	113	13	63	263	189	239					
		13.09%	12.49%	13.82%	14.79%	11.63%	13.07%	13.50%	12.35%	16.51%	12.70%	11.33%	10.86%	13.41%	9.06%	12.16%	11.19%	13.65%	15.50%	12.16%	12.48%	13.27%	12.79%	14.40%	14.07%	13.24%	12.50%	12.85%	11.57%	11.25%	11.84%	13.19%	13.07%	12.76%	11.44%	14.07%	13.41%	14.62%	13.25%	13.99%	13.22%	7.98%	8.94%	14.61%	16.39%	15.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7520	140	195	161	182	189	192	238	92	169	198	165	89	157	158	139	190	175	148	236	162	179	193	211	249	214	138	264	161	183	151	154	260	159	274	206	271	182	43	56	10	57	251	132	147					
		12.45%	12.67%	13.75%	10.83%	11.14%	12.41%	13.71%	13.36%	7.27%	13.76%	13.12%	12.36%	10.85%	14.66%	12.39%	12.97%	11.09%	11.74%	12.50%	15.58%	12.08%	13.01%	11.78%	12.02%	14.27%	16.41%	12.58%	14.76%	11.53%	14.07%	11.51%	11.00%	12.33%	13.09%	12.56%	13.09%	12.58%	13.94%	11.14%	6.55%	6.13%	8.09%	13.94%	11.45%	9.70%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	528	10	15	13	21	10	17	24	17	9	8	10	11	11	15	9	17	8	8	10	8	11	18	15	17	11	8	17	12	9	13	12	13	12	9	14	18	11	2	9	1	12	12	8	13					
		0.87%	0.90%	1.06%	0.87%	1.29%	0.66%	1.21%	1.35%	1.34%	0.73%	0.53%	0.75%	1.34%	1.03%	1.18%	0.84%	0.99%	0.54%	0.68%	0.66%	0.60%	0.80%	1.10%	0.85%	0.97%	0.84%	0.73%	0.95%	0.86%	0.69%	0.99%	0.86%	0.62%	0.99%	0.41%	0.89%	0.84%	0.84%	0.52%	1.05%	0.61%	1.70%	0.67%	0.69%	0.86%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	32709	615	758	830	882	831	750	944	765	620	844	673	475	556	673	544	957	871	686	788	757	782	867	976	905	664	575	992	799	713	717	735	1151	633	1188	767	1080	645	207	542	129	484	916	585	838					
		54.15%	55.66%	53.46%	55.82%	53.98%	54.56%	53.57%	53.00%	60.43%	50.49%	55.93%	50.41%	57.93%	51.91%	52.78%	50.75%	55.83%	58.46%	57.94%	52.01%	56.45%	56.83%	52.90%	55.58%	51.86%	50.92%	52.42%	55.45%	57.23%	54.80%	54.65%	52.50%	54.60%	52.10%	54.45%	48.73%	50.14%	49.39%	53.63%	63.39%	79.14%	68.65%	50.89%	50.74%	55.31%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1435	28	35	36	56	34	36	56	22	37	44	40	8	38	48	32	43	31	22	38	19	22	33	33	28	18	21	29	29	21	21	44	71	27	47	52	65	33	1	15	1	8	43	37	33					
		2.38%	2.53%	2.47%	2.42%	3.43%	2.23%	2.57%	3.14%	1.74%	3.01%	2.92%	2.99%	0.98%	3.55%	3.76%	2.99%	2.51%	2.08%	1.86%	2.51%	1.42%	1.60%	2.01%	1.88%	1.60%	1.38%	1.91%	1.62%	2.08%	1.61%	1.60%	3.14%	3.37%	2.22%	2.15%	3.30%	3.02%	2.53%	0.26%	1.75%	0.61%	1.13%	2.39%	3.21%	2.18%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
