Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Чучковская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737									
		0.03%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	2	0	0	0	0	3	0	0	0	0	0	2	0	0	5	7	1	0									
		0.69%	0.65%	0.53%	0.00%	0.00%	0.00%	0.00%	2.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	1.30%	1.43%	0.70%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	526	17	58	22	12	16	21	13	7	7	16	23	40	55	14	7	71	100	18	9									
		17.27%	11.04%	15.30%	33.33%	11.43%	22.54%	22.83%	9.70%	13.73%	16.28%	20.78%	20.35%	29.41%	15.28%	11.76%	15.56%	18.39%	20.45%	12.68%	10.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1									
		0.10%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	1.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	74	2	9	1	5	1	1	3	1	1	1	1	2	5	2	1	9	17	6	6									
		2.43%	1.30%	2.37%	1.52%	4.76%	1.41%	1.09%	2.24%	1.96%	2.33%	1.30%	0.88%	1.47%	1.39%	1.68%	2.22%	2.33%	3.48%	4.23%	7.14%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
