Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Ишимская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	374	8	2	3	2	4	19	6	3	4	3	4	4	5	3	3	5	5	15	8	7	4	7	4	7	4	8	7	5	7	5	20	5	8	3	3	6	8	15	7	3	7	5	4	30	10	7	10	8	3	3	3	10	7	4	8	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	140	8	2	1	0	1	19	4	0	0	0	0	1	5	1	1	0	1	13	6	2	0	5	0	0	0	2	2	0	4	0	2	0	2	0	0	0	4	5	7	0	2	0	0	19	5	1	1	5	0	1	0	4	0	0	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	144	3	1	1	1	4	3	4	1	4	1	2	3	1	1	1	1	3	5	2	10	1	2	2	5	1	1	3	1	5	1	5	1	2	0	3	3	2	7	3	1	3	2	2	6	2	3	3	2	4	2	1	2	3	2	5	1					
14	Число погашенных открепительных удостоверений	234	0	0	2	2	3	0	2	3	4	3	4	3	0	2	2	5	4	2	2	5	4	2	4	7	4	6	5	5	3	5	18	5	6	3	3	6	4	10	0	3	5	5	4	11	5	6	9	3	3	2	3	6	7	4	5	5					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	248	4	1	2	0	9	3	6	0	8	0	2	3	4	5	3	7	8	17	0	7	3	4	4	12	0	5	9	2	6	1	12	3	4	2	1	5	1	3	1	0	4	6	2	21	4	4	6	10	3	0	3	3	0	0	8	7					
		1.22%	0.85%	0.52%	0.64%	0.0%	2.34%	0.50%	1.58%	0.0%	2.75%	0.0%	0.95%	1.84%	1.39%	2.03%	3.19%	3.03%	3.16%	1.73%	0.0%	1.62%	2.17%	0.81%	2.09%	1.60%	0.0%	0.91%	1.33%	1.37%	1.32%	0.74%	1.46%	1.05%	1.18%	1.68%	0.48%	1.37%	0.30%	0.53%	0.19%	0.0%	1.03%	2.92%	1.27%	0.88%	1.77%	2.04%	1.84%	1.50%	2.36%	0.0%	1.91%	0.75%	0.0%	0.0%	1.76%	2.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	112	3	0	2	0	2	7	2	0	3	0	1	1	1	4	1	0	1	4	4	0	0	3	0	5	1	1	3	0	2	0	1	1	2	0	1	5	1	4	5	0	2	2	0	24	1	3	1	4	2	0	0	0	0	0	1	1					
		0.55%	0.64%	0.0%	0.64%	0.0%	0.52%	1.17%	0.52%	0.0%	1.03%	0.0%	0.47%	0.61%	0.34%	1.62%	1.06%	0.0%	0.39%	0.40%	0.76%	0.0%	0.0%	0.60%	0.0%	0.67%	0.78%	0.18%	0.44%	0.0%	0.44%	0.0%	0.12%	0.35%	0.59%	0.0%	0.48%	1.37%	0.30%	0.71%	0.98%	0.0%	0.51%	0.97%	0.0%	1.01%	0.44%	1.53%	0.30%	0.60%	1.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	203	6	6	3	2	7	3	2	0	3	0	2	0	5	4	0	3	2	10	7	0	0	1	4	9	3	3	7	1	4	2	12	3	7	3	1	2	3	5	3	0	4	6	2	24	3	1	3	3	1	1	2	0	0	2	0	13					
		1.00%	1.28%	3.12%	0.96%	0.88%	1.82%	0.50%	0.52%	0.0%	1.03%	0.0%	0.95%	0.0%	1.74%	1.62%	0.0%	1.29%	0.79%	1.02%	1.33%	0.0%	0.0%	0.20%	2.09%	1.20%	2.34%	0.54%	1.03%	0.68%	0.88%	1.49%	1.46%	1.05%	2.07%	2.52%	0.48%	0.54%	0.92%	0.89%	0.58%	0.0%	1.03%	2.92%	1.27%	1.01%	1.33%	0.51%	0.92%	0.45%	0.78%	0.61%	1.27%	0.0%	0.0%	1.04%	0.0%	4.79%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	127	2	0	0	2	2	4	0	0	0	0	3	0	1	2	1	0	4	3	4	7	0	4	0	3	0	0	12	1	0	1	5	1	5	0	1	5	2	1	2	0	1	0	2	30	3	0	1	3	0	0	2	1	0	0	3	3					
		0.62%	0.42%	0.0%	0.0%	0.88%	0.52%	0.67%	0.0%	0.0%	0.0%	0.0%	1.43%	0.0%	0.34%	0.81%	1.06%	0.0%	1.58%	0.30%	0.76%	1.62%	0.0%	0.81%	0.0%	0.40%	0.0%	0.0%	1.77%	0.68%	0.0%	0.74%	0.61%	0.35%	1.48%	0.0%	0.48%	1.37%	0.61%	0.17%	0.39%	0.0%	0.25%	0.0%	1.27%	1.26%	1.33%	0.0%	0.30%	0.45%	0.0%	0.0%	1.27%	0.25%	0.0%	0.0%	0.66%	1.10%					
22	"5. ""За Русь Святую"""	55	3	0	1	0	0	3	4	0	0	0	0	0	1	0	0	0	1	4	4	0	2	0	0	2	1	1	3	0	2	0	2	1	1	0	0	1	2	0	0	0	1	1	0	6	2	1	0	1	0	0	0	0	0	0	1	3					
		0.27%	0.64%	0.0%	0.32%	0.0%	0.0%	0.50%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.39%	0.40%	0.76%	0.0%	1.44%	0.0%	0.0%	0.26%	0.78%	0.18%	0.44%	0.0%	0.44%	0.0%	0.24%	0.35%	0.29%	0.0%	0.0%	0.27%	0.61%	0.0%	0.0%	0.0%	0.25%	0.48%	0.0%	0.25%	0.88%	0.51%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	1.10%					
23	"6. ""Объединенная Российская партия ""Русь"""	38	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	2	0	2	0	1	1	4	0	2	1	1	0	0	0	0	0	3	1	3	4	1	0	0	0	1	1	0	1	0	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.40%	0.0%	0.0%	0.39%	0.10%	0.0%	0.0%	0.0%	0.20%	0.0%	0.13%	1.56%	0.0%	0.29%	0.0%	0.22%	0.74%	0.48%	0.0%	0.59%	0.84%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.48%	1.91%	0.16%	0.44%	0.0%	0.0%	0.0%	0.78%	0.61%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	69	2	0	1	0	1	0	0	0	1	0	1	0	2	0	0	0	3	1	3	0	2	6	0	0	1	1	0	3	0	0	1	1	2	0	1	5	0	0	0	0	1	0	0	22	1	0	3	2	0	0	0	1	0	1	0	0					
		0.34%	0.42%	0.0%	0.32%	0.0%	0.26%	0.0%	0.0%	0.0%	0.34%	0.0%	0.47%	0.0%	0.69%	0.0%	0.0%	0.0%	1.18%	0.10%	0.57%	0.0%	1.44%	1.21%	0.0%	0.0%	0.78%	0.18%	0.0%	2.06%	0.0%	0.0%	0.12%	0.35%	0.59%	0.0%	0.48%	1.37%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.92%	0.44%	0.0%	0.92%	0.30%	0.0%	0.0%	0.0%	0.25%	0.0%	0.52%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	0	0	2	0	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.30%	0.0%	0.23%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	1.37%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.12%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	19	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	2	0	0	0	2	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.08%	0.0%	0.51%	0.0%	0.15%	0.0%	0.0%	1.27%	0.0%	0.0%	0.0%	0.44%	0.0%					
27	"10. ""Аграрная партия России"""	544	7	12	12	10	17	7	14	3	2	2	3	3	7	5	3	7	2	14	11	8	3	13	4	16	8	14	33	3	22	0	24	9	0	1	5	11	3	3	6	1	23	9	18	47	4	7	7	27	5	10	7	14	1	9	18	10					
		2.68%	1.49%	6.25%	3.85%	4.44%	4.43%	1.17%	3.69%	3.19%	0.68%	0.86%	1.43%	1.84%	2.44%	2.03%	3.19%	3.03%	0.79%	1.43%	2.09%	1.85%	2.17%	2.64%	2.09%	2.14%	6.25%	2.56%	4.88%	2.06%	4.84%	0.0%	2.93%	3.16%	0.0%	0.84%	2.42%	3.02%	0.92%	0.53%	1.17%	0.87%	5.97%	4.39%	11.46%	1.98%	1.77%	3.57%	2.14%	4.06%	3.93%	6.13%	4.45%	3.5%	0.84%	4.71%	3.96%	3.69%					
28	"11. ""Истинные патриоты России"""	29	0	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	2	0	10	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0					
		0.14%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	1.06%	0.0%	0.0%	0.47%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.20%	0.0%	0.13%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	2.96%	0.0%	0.0%	0.0%	0.0%	0.17%	0.19%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.51%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	273	3	2	2	0	0	9	2	1	2	0	7	3	6	3	0	5	6	12	8	14	1	4	1	19	1	1	8	1	7	0	10	2	7	2	6	8	0	2	6	0	2	6	8	34	3	2	23	14	0	0	2	3	0	1	1	3					
		1.34%	0.64%	1.04%	0.64%	0.0%	0.0%	1.51%	0.52%	1.06%	0.68%	0.0%	3.34%	1.84%	2.09%	1.21%	0.0%	2.16%	2.37%	1.22%	1.52%	3.24%	0.72%	0.81%	0.52%	2.54%	0.78%	0.18%	1.18%	0.68%	1.54%	0.0%	1.22%	0.70%	2.07%	1.68%	2.91%	2.19%	0.0%	0.35%	1.17%	0.0%	0.51%	2.92%	5.09%	1.43%	1.33%	1.02%	7.05%	2.10%	0.0%	0.0%	1.27%	0.75%	0.0%	0.52%	0.22%	1.10%					
30	"13. ""Демократическая партия России"""	39	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	4	3	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	2	1	2	1	0	0	1	0	7	2	1	0	2	0	2	0	0	0	0	0	1					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	0.40%	0.57%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.35%	0.29%	0.0%	0.0%	0.54%	0.30%	0.35%	0.19%	0.0%	0.0%	0.48%	0.0%	0.29%	0.88%	0.51%	0.0%	0.30%	0.0%	1.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0					
		0.08%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.92%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	10	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1					
		0.04%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.22%	0.0%	0.0%	0.35%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.36%					
33	"16. ""Родина"" (народно-патриотический союз)"""	305	2	4	2	3	1	5	2	2	3	1	0	3	4	3	0	3	6	38	18	5	1	4	2	12	0	3	12	0	5	6	11	1	4	1	1	8	0	8	5	0	16	3	1	59	0	4	4	13	1	5	2	0	0	5	3	0					
		1.50%	0.42%	2.08%	0.64%	1.33%	0.26%	0.84%	0.52%	2.12%	1.03%	0.43%	0.0%	1.84%	1.39%	1.21%	0.0%	1.29%	2.37%	3.88%	3.43%	1.16%	0.72%	0.81%	1.04%	1.60%	0.0%	0.54%	1.77%	0.0%	1.10%	4.47%	1.34%	0.35%	1.18%	0.84%	0.48%	2.19%	0.0%	1.43%	0.98%	0.0%	4.15%	1.46%	0.63%	2.49%	0.0%	2.04%	1.22%	1.95%	0.78%	3.06%	1.27%	0.0%	0.0%	2.61%	0.66%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	45	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	3	4	6	1	3	0	0	1	0	2	3	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	4	0	2	1	1					
		0.22%	0.0%	0.52%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.34%	0.40%	0.0%	0.0%	0.0%	0.10%	0.38%	0.0%	0.0%	0.60%	2.09%	0.80%	0.78%	0.54%	0.0%	0.0%	0.22%	0.0%	0.24%	1.05%	0.29%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.15%	0.78%	0.0%	0.0%	1.0%	0.0%	1.04%	0.22%	0.36%					
35	"18. ""ЛДПР"""	1647	25	22	15	22	29	23	30	3	37	4	16	18	48	47	8	31	43	32	24	43	32	26	12	64	12	47	39	4	45	17	71	22	0	7	19	74	4	10	18	2	32	29	7	143	56	51	61	87	28	7	22	0	12	12	27	28					
		8.12%	5.35%	11.45%	4.82%	9.77%	7.57%	3.87%	7.91%	3.19%	12.75%	1.72%	7.65%	11.04%	16.78%	19.10%	8.51%	13.41%	16.99%	3.26%	4.58%	9.97%	23.18%	5.28%	6.28%	8.57%	9.37%	8.60%	5.77%	2.75%	9.91%	12.68%	8.66%	7.74%	0.0%	5.88%	9.22%	20.32%	1.23%	1.79%	3.52%	1.75%	8.31%	14.14%	4.45%	6.03%	24.88%	26.02%	18.71%	13.08%	22.04%	4.29%	14.01%	0.0%	10.16%	6.28%	5.94%	10.33%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	184	0	3	4	0	2	3	4	0	2	0	3	1	3	5	2	3	2	17	0	8	2	5	1	10	0	3	6	2	2	2	11	1	5	1	0	4	2	3	2	0	10	2	3	19	0	5	4	2	1	0	3	4	0	0	1	6					
		0.90%	0.0%	1.56%	1.28%	0.0%	0.52%	0.50%	1.05%	0.0%	0.68%	0.0%	1.43%	0.61%	1.04%	2.03%	2.12%	1.29%	0.79%	1.73%	0.0%	1.85%	1.44%	1.01%	0.52%	1.34%	0.0%	0.54%	0.88%	1.37%	0.44%	1.49%	1.34%	0.35%	1.48%	0.84%	0.0%	1.09%	0.61%	0.53%	0.39%	0.0%	2.59%	0.97%	1.91%	0.80%	0.0%	2.55%	1.22%	0.30%	0.78%	0.0%	1.91%	1.0%	0.0%	0.0%	0.22%	2.21%					
37	"20. ""Политическая партия ""Единая Россия"""	14501	376	136	249	159	281	486	254	75	211	221	146	124	173	129	63	155	130	770	392	324	73	375	155	527	73	394	482	107	318	94	515	216	279	91	159	201	288	501	430	111	232	98	79	1703	116	103	164	420	65	115	82	350	105	149	296	181					
		71.52%	80.51%	70.83%	80.06%	70.66%	73.36%	81.81%	67.01%	79.78%	72.75%	95.25%	69.85%	76.07%	60.48%	52.43%	67.02%	67.09%	51.38%	78.65%	74.80%	75.17%	52.89%	76.21%	81.15%	70.64%	57.03%	72.16%	71.40%	73.79%	70.04%	70.14%	62.88%	76.05%	82.78%	76.47%	77.18%	55.21%	89.16%	90.10%	84.31%	97.36%	60.25%	47.80%	50.31%	71.88%	51.55%	52.55%	50.30%	63.15%	51.18%	70.55%	52.22%	87.5%	88.98%	78.01%	65.19%	66.78%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	0	1	0	0	1	0	1	0	0	0	1	0	0	3	2	0	0	1	0	0	1	2	0	1	0	2	1	0	3	0	0	1	0	0	1	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	7	0					
		0.16%	0.0%	0.52%	0.0%	0.0%	0.26%	0.0%	0.26%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	1.21%	2.12%	0.0%	0.0%	0.10%	0.0%	0.0%	0.72%	0.40%	0.0%	0.13%	0.0%	0.36%	0.14%	0.0%	0.66%	0.0%	0.0%	0.35%	0.0%	0.0%	0.48%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	1.46%	0.0%	0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.54%	0.0%					
39	"22. ""Развитие предпринимательства"""	33	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	7	0	1	0	1	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	5	1	0	2	1	0	0	0	1	0	0	0	0					
		0.16%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.18%	0.0%	0.68%	0.0%	0.0%	0.24%	0.35%	0.0%	0.0%	0.0%	0.27%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.44%	0.0%	0.61%	0.15%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1196	16	3	10	23	25	15	40	7	15	2	10	1	20	15	9	11	26	18	42	12	9	26	3	32	11	55	39	5	23	4	98	12	0	6	6	19	8	8	17	0	43	27	18	166	18	5	29	52	11	20	25	8	0	6	58	9					
		5.89%	3.42%	1.56%	3.21%	10.22%	6.52%	2.52%	10.55%	7.44%	5.17%	0.86%	4.78%	0.61%	6.99%	6.09%	9.57%	4.76%	10.27%	1.83%	8.01%	2.78%	6.52%	5.28%	1.57%	4.28%	8.59%	10.07%	5.77%	3.44%	5.06%	2.98%	11.96%	4.22%	0.0%	5.04%	2.91%	5.21%	2.47%	1.43%	3.33%	0.0%	11.16%	13.17%	11.46%	7.00%	8.0%	2.55%	8.89%	7.81%	8.66%	12.26%	15.92%	2.0%	0.0%	3.14%	12.77%	3.32%					
																																																															
41	Против всех	401	13	0	3	1	4	20	14	1	1	2	7	6	4	11	2	5	14	8	0	1	4	12	0	14	3	9	14	9	11	4	24	3	7	3	3	12	4	4	8	0	11	7	7	40	7	7	12	18	7	1	4	4	0	4	3	4					
		1.97%	2.78%	0.0%	0.96%	0.44%	1.04%	3.36%	3.69%	1.06%	0.34%	0.86%	3.34%	3.68%	1.39%	4.47%	2.12%	2.16%	5.53%	0.81%	0.0%	0.23%	2.89%	2.43%	0.0%	1.87%	2.34%	1.64%	2.07%	6.20%	2.42%	2.98%	2.93%	1.05%	2.07%	2.52%	1.45%	3.29%	1.23%	0.71%	1.56%	0.0%	2.85%	3.41%	4.45%	1.68%	3.11%	3.57%	3.68%	2.70%	5.51%	0.61%	2.54%	1.0%	0.0%	2.09%	0.66%	1.47%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
