Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Некоузская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557									
		43.07%	37.32%	32.38%	46.22%	53.47%	56.56%	46.67%	43.46%	48.56%	42.28%	43.52%	63.16%	38.69%	38.90%	30.37%	50.49%	47.87%	48.45%	75.65%	46.97%	53.70%	60.83%	70.71%	50.00%	47.41%	60.19%	30.22%	43.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	66	8	10	3	2	1	1	3	3	3	0	0	5	6	5	0	4	1	3	0	2	0	1	1	1	1	1	1									
		1.13%	1.62%	2.59%	1.33%	1.39%	0.82%	0.95%	0.74%	1.23%	0.93%	0.00%	0.00%	1.06%	1.37%	1.53%	0.00%	4.26%	1.03%	2.61%	0.00%	1.85%	0.00%	1.01%	1.00%	0.86%	0.97%	0.20%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	4	0	1	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	0	1	0	0	0	1	0									
		0.24%	0.81%	0.00%	0.44%	0.00%	0.82%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.97%	0.00%	0.00%	0.00%	1.52%	0.93%	0.00%	1.01%	0.00%	0.00%	0.00%	0.20%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1147	65	68	51	28	28	27	96	59	73	54	10	92	95	81	27	25	17	9	12	19	21	13	20	29	13	64	51									
		19.66%	13.18%	17.62%	22.67%	19.44%	22.95%	25.71%	23.70%	24.28%	22.53%	27.98%	17.54%	19.45%	21.74%	24.85%	26.21%	26.60%	17.53%	7.83%	18.18%	17.59%	17.50%	13.13%	20.00%	25.00%	12.62%	12.72%	18.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	4	0	0	0	0	1	0	1	1	1	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1									
		0.27%	0.20%	1.04%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.31%	0.52%	1.75%	0.42%	0.23%	0.61%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	10	10	3	0	0	0	3	3	1	0	0	5	2	3	0	0	0	0	0	0	2	0	0	2	1	7	2									
		0.93%	2.03%	2.59%	1.33%	0.00%	0.00%	0.00%	0.74%	1.23%	0.31%	0.00%	0.00%	1.06%	0.46%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	1.72%	0.97%	1.39%	0.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	2	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0									
		0.17%	0.00%	0.52%	0.44%	0.69%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.31%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.20%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	4	5	1	2	0	1	6	1	1	2	0	6	1	6	0	0	1	0	2	0	1	0	1	0	0	0	1									
		0.72%	0.81%	1.30%	0.44%	1.39%	0.00%	0.95%	1.48%	0.41%	0.31%	1.04%	0.00%	1.27%	0.23%	1.84%	0.00%	0.00%	1.03%	0.00%	3.03%	0.00%	0.83%	0.00%	1.00%	0.00%	0.00%	0.00%	0.36%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	724	89	65	24	7	11	10	42	9	33	15	3	48	50	47	8	9	12	5	7	11	7	5	6	15	13	128	45									
		12.41%	18.05%	16.84%	10.67%	4.86%	9.02%	9.52%	10.37%	3.70%	10.19%	7.77%	5.26%	10.15%	11.44%	14.42%	7.77%	9.57%	12.37%	4.35%	10.61%	10.19%	5.83%	5.05%	6.00%	12.93%	12.62%	25.45%	16.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	2	1	0	1	1	2	2	0	1	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	1	1	2									
		0.33%	0.41%	0.26%	0.00%	0.69%	0.82%	1.90%	0.49%	0.00%	0.31%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	0.93%	0.83%	0.00%	0.00%	0.00%	0.97%	0.20%	0.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	728	75	53	20	7	7	4	32	36	45	22	5	102	70	54	12	7	8	4	1	7	6	0	11	2	3	101	34									
		12.48%	15.21%	13.73%	8.89%	4.86%	5.74%	3.81%	7.90%	14.81%	13.89%	11.40%	8.77%	21.56%	16.02%	16.56%	11.65%	7.45%	8.25%	3.48%	1.52%	6.48%	5.00%	0.00%	11.00%	1.72%	2.91%	20.08%	12.32%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
