Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Задонская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	20	25	20	20	20	10	5	5	10	5	10	10	10	10	10	10	10	10	5	10	10	10	10	10	5	10	5	5	5	5	5	5	10	5	5	5	10	10	5	5	5	10	5	10	5	5	10	10	10	10	10	5	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	33	11	8	0	3	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	73	0	4	1	10	0	3	2	0	1	4	3	2	1	3	3	0	1	2	4	3	1	1	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	4	0	0	1	2	1	3	2					
14	Число погашенных открепительных удостоверений	467	9	17	20	17	15	10	5	5	10	5	9	10	10	10	10	9	10	10	5	10	10	10	10	10	5	10	4	5	5	5	5	5	9	5	5	5	10	10	5	5	5	10	5	10	5	5	10	8	10	10	10	5	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	"1. ""ЕДИНЕНИЕ"""	238	8	9	7	5	5	8	2	1	2	10	3	4	4	1	4	4	8	3	2	6	1	6	6	9	0	9	2	2	4	3	5	5	5	3	3	2	5	2	2	1	0	2	0	6	0	2	6	5	6	8	0	4	11	15	2					
		1.62%	0.81%	0.94%	1.47%	0.46%	0.96%	2.48%	1.94%	0.71%	0.80%	6.99%	0.58%	1.11%	1.81%	0.54%	1.98%	1.80%	2.53%	1.29%	1.32%	2.31%	0.59%	3.09%	2.72%	1.87%	0.0%	2.19%	1.47%	1.12%	3.17%	2.0%	2.47%	6.66%	1.53%	2.43%	2.80%	3.17%	2.00%	0.64%	1.78%	0.78%	0.0%	0.64%	0.0%	2.20%	0.0%	1.21%	3.22%	2.36%	2.77%	2.47%	0.0%	3.05%	3.81%	2.97%	1.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	258	27	33	13	24	12	9	1	1	2	2	12	9	4	6	0	4	1	2	1	2	7	2	2	5	0	8	5	1	0	3	4	1	0	1	3	1	9	5	3	1	2	2	1	3	0	0	3	5	0	0	4	2	5	3	2					
		1.76%	2.75%	3.48%	2.73%	2.22%	2.32%	2.79%	0.97%	0.71%	0.80%	1.39%	2.33%	2.5%	1.81%	3.27%	0.0%	1.80%	0.31%	0.86%	0.66%	0.77%	4.19%	1.03%	0.90%	1.04%	0.0%	1.95%	3.67%	0.56%	0.0%	2.0%	1.98%	1.33%	0.0%	0.81%	2.80%	1.58%	3.61%	1.61%	2.67%	0.78%	2.40%	0.64%	2.38%	1.10%	0.0%	0.0%	1.61%	2.36%	0.0%	0.0%	1.63%	1.52%	1.73%	0.59%	1.47%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	300	15	15	12	22	12	10	7	1	7	2	10	14	4	2	2	5	6	4	12	4	3	5	3	14	2	8	2	0	4	0	0	0	8	0	1	2	8	3	0	1	3	15	0	5	0	4	0	3	2	5	5	3	7	7	11					
		2.04%	1.53%	1.58%	2.52%	2.04%	2.32%	3.10%	6.79%	0.71%	2.82%	1.39%	1.94%	3.88%	1.81%	1.09%	0.99%	2.26%	1.89%	1.73%	7.94%	1.54%	1.79%	2.57%	1.36%	2.92%	2.0%	1.95%	1.47%	0.0%	3.17%	0.0%	0.0%	0.0%	2.45%	0.0%	0.93%	3.17%	3.21%	0.96%	0.0%	0.78%	3.61%	4.87%	0.0%	1.83%	0.0%	2.42%	0.0%	1.42%	0.92%	1.54%	2.04%	2.29%	2.43%	1.38%	8.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	313	53	28	17	40	19	5	3	1	5	3	8	0	4	7	1	7	4	1	5	6	7	1	2	5	1	7	1	2	0	1	0	0	1	4	0	2	1	7	0	1	2	7	1	4	1	4	1	1	7	2	11	0	3	3	6					
		2.13%	5.40%	2.95%	3.57%	3.71%	3.67%	1.55%	2.91%	0.71%	2.01%	2.09%	1.55%	0.0%	1.81%	3.82%	0.49%	3.16%	1.26%	0.43%	3.31%	2.31%	4.19%	0.51%	0.90%	1.04%	1.0%	1.70%	0.73%	1.12%	0.0%	0.66%	0.0%	0.0%	0.30%	3.25%	0.0%	3.17%	0.40%	2.25%	0.0%	0.78%	2.40%	2.27%	2.38%	1.47%	1.66%	2.42%	0.53%	0.47%	3.24%	0.61%	4.48%	0.0%	1.04%	0.59%	4.41%					
22	"5. ""За Русь Святую"""	124	9	9	3	7	3	3	1	1	0	0	3	1	1	2	0	3	5	2	7	3	0	2	1	1	1	3	2	0	2	0	2	0	3	0	11	0	6	2	5	5	3	2	0	2	0	0	0	0	0	3	0	0	3	2	0					
		0.84%	0.91%	0.94%	0.63%	0.64%	0.58%	0.93%	0.97%	0.71%	0.0%	0.0%	0.58%	0.27%	0.45%	1.09%	0.0%	1.35%	1.58%	0.86%	4.63%	1.15%	0.0%	1.03%	0.45%	0.20%	1.0%	0.73%	1.47%	0.0%	1.58%	0.0%	0.99%	0.0%	0.92%	0.0%	10.28%	0.0%	2.40%	0.64%	4.46%	3.90%	3.61%	0.64%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	1.04%	0.39%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	29	1	1	0	4	0	0	0	1	2	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	2	0					
		0.19%	0.10%	0.10%	0.0%	0.37%	0.0%	0.0%	0.0%	0.71%	0.80%	0.0%	0.0%	0.55%	0.45%	0.54%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.24%	0.0%	0.0%	0.99%	1.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.47%	0.0%	0.0%	0.81%	0.0%	0.34%	0.39%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	93	15	5	4	8	4	0	0	0	1	0	6	0	3	1	2	4	3	0	1	0	1	1	0	1	0	2	0	0	4	1	0	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	4	4	0	3	0	7	0					
		0.63%	1.53%	0.52%	0.84%	0.74%	0.77%	0.0%	0.0%	0.0%	0.40%	0.0%	1.16%	0.0%	1.36%	0.54%	0.99%	1.80%	0.94%	0.0%	0.66%	0.0%	0.59%	0.51%	0.0%	0.20%	0.0%	0.48%	0.0%	0.0%	3.17%	0.66%	0.0%	0.0%	0.92%	0.0%	0.0%	1.58%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	1.07%	0.0%	1.85%	1.23%	0.0%	2.29%	0.0%	1.38%	0.0%					
25	"8. ""Народно-республиканская партия России"""	23	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	1	0	0	1	2	0					
		0.15%	0.10%	0.0%	0.42%	0.0%	0.19%	0.0%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.38%	0.0%	1.03%	0.45%	0.41%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	1.78%	0.0%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.30%	0.0%	0.0%	0.34%	0.39%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	39	1	4	1	6	5	0	0	0	1	0	2	2	1	1	0	1	0	0	0	0	2	0	1	2	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0					
		0.26%	0.10%	0.42%	0.21%	0.55%	0.96%	0.0%	0.0%	0.0%	0.40%	0.0%	0.38%	0.55%	0.45%	0.54%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.45%	0.41%	0.0%	0.48%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.76%	0.34%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	968	62	71	22	76	24	30	10	3	9	11	27	29	6	9	8	12	30	12	1	13	9	9	12	26	7	34	14	15	6	15	16	12	20	13	2	3	25	8	7	23	2	11	3	19	1	20	11	6	13	21	14	9	14	69	14					
		6.61%	6.32%	7.48%	4.62%	7.05%	4.64%	9.31%	9.70%	2.14%	3.62%	7.69%	5.24%	8.05%	2.72%	4.91%	3.96%	5.42%	9.49%	5.19%	0.66%	5.01%	5.38%	4.63%	5.45%	5.42%	7.0%	8.29%	10.29%	8.42%	4.76%	10.0%	7.92%	16.0%	6.13%	10.56%	1.86%	4.76%	10.04%	2.58%	6.24%	17.96%	2.40%	3.57%	7.14%	6.98%	1.66%	12.12%	5.91%	2.84%	6.01%	6.50%	5.71%	6.87%	4.86%	13.69%	10.29%					
28	"11. ""Истинные патриоты России"""	27	0	0	0	0	0	3	6	3	2	0	0	0	1	0	0	0	1	0	1	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	5.82%	2.14%	0.80%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.31%	0.0%	0.66%	1.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	183	18	12	10	15	1	4	3	0	2	0	7	1	4	6	1	5	2	1	2	2	0	5	3	3	0	13	3	2	0	0	3	2	4	2	5	0	1	2	1	2	0	2	2	1	0	1	2	2	4	1	3	1	8	9	0					
		1.25%	1.83%	1.26%	2.10%	1.39%	0.19%	1.24%	2.91%	0.0%	0.80%	0.0%	1.35%	0.27%	1.81%	3.27%	0.49%	2.26%	0.63%	0.43%	1.32%	0.77%	0.0%	2.57%	1.36%	0.62%	0.0%	3.17%	2.20%	1.12%	0.0%	0.0%	1.48%	2.66%	1.22%	1.62%	4.67%	0.0%	0.40%	0.64%	0.89%	1.56%	0.0%	0.64%	4.76%	0.36%	0.0%	0.60%	1.07%	0.94%	1.85%	0.30%	1.22%	0.76%	2.77%	1.78%	0.0%					
30	"13. ""Демократическая партия России"""	40	1	1	1	3	0	0	1	0	0	0	0	2	1	0	2	0	1	2	2	0	0	1	1	2	0	2	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	1	0	1	3	1	2	1	0	0	0	1	1	1	0					
		0.27%	0.10%	0.10%	0.21%	0.27%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.55%	0.45%	0.0%	0.99%	0.0%	0.31%	0.86%	1.32%	0.0%	0.0%	0.51%	0.45%	0.41%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.32%	0.0%	0.36%	5.0%	0.60%	1.07%	0.47%	0.0%	0.0%	0.0%	0.76%	0.34%	0.19%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	3	2	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	2	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	2					
		0.18%	0.30%	0.21%	0.0%	0.0%	0.19%	0.31%	0.97%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.66%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	2.66%	0.30%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.78%	1.20%	0.32%	0.0%	0.0%	1.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.34%	0.19%	1.47%					
32	"15. ""Партия СЛОН"""	26	2	0	0	2	5	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	2	0	0	0	0					
		0.17%	0.20%	0.0%	0.0%	0.18%	0.96%	0.0%	0.97%	0.0%	0.40%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	1.58%	0.0%	0.32%	0.89%	0.78%	1.20%	0.0%	0.0%	0.36%	1.66%	0.0%	0.53%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1706	179	121	77	148	79	40	10	2	27	12	66	43	28	12	14	22	22	27	18	12	22	11	16	45	11	49	30	7	16	9	37	0	40	25	12	4	9	55	2	18	8	40	4	35	5	24	22	22	22	52	25	13	23	27	7					
		11.65%	18.26%	12.76%	16.17%	13.72%	15.28%	12.42%	9.70%	1.42%	10.88%	8.39%	12.81%	11.94%	12.72%	6.55%	6.93%	9.95%	6.96%	11.68%	11.92%	4.63%	13.17%	5.67%	7.27%	9.39%	11.0%	11.95%	22.05%	3.93%	12.69%	6.0%	18.31%	0.0%	12.26%	20.32%	11.21%	6.34%	3.61%	17.74%	1.78%	14.06%	9.63%	12.98%	9.52%	12.86%	8.33%	14.54%	11.82%	10.42%	10.18%	16.09%	10.20%	9.92%	7.98%	5.35%	5.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	1	2	0	2	1	3	2	0	1	1	0	7	0	0	0	0	0	2	1	3	1	0	1	1	2	1	0	1	1	0	1	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	2					
		0.31%	0.10%	0.21%	0.0%	0.18%	0.19%	0.93%	1.94%	0.0%	0.40%	0.69%	0.0%	1.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.66%	1.15%	0.59%	0.0%	0.45%	0.20%	2.0%	0.24%	0.0%	0.56%	0.79%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.32%	0.89%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.40%	0.0%	0.34%	0.19%	1.47%					
35	"18. ""ЛДПР"""	1864	79	112	55	121	52	38	11	18	46	28	49	62	25	20	29	33	34	39	26	31	21	23	30	45	18	55	13	30	10	26	32	19	60	18	11	7	30	59	5	15	12	37	0	24	11	14	37	29	29	44	27	25	33	87	20					
		12.73%	8.06%	11.81%	11.55%	11.22%	10.05%	11.80%	10.67%	12.85%	18.54%	19.58%	9.51%	17.22%	11.36%	10.92%	14.35%	14.93%	10.75%	16.88%	17.21%	11.96%	12.57%	11.85%	13.63%	9.39%	18.0%	13.41%	9.55%	16.85%	7.93%	17.33%	15.84%	25.33%	18.40%	14.63%	10.28%	11.11%	12.04%	19.03%	4.46%	11.71%	14.45%	12.01%	0.0%	8.82%	18.33%	8.48%	19.89%	13.74%	13.42%	13.62%	11.02%	19.08%	11.45%	17.26%	14.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	255	21	12	0	16	4	7	1	2	2	7	10	3	5	2	4	3	4	1	1	3	4	7	1	16	0	5	2	7	2	2	2	1	8	0	1	0	5	7	1	3	4	4	4	7	1	5	2	7	5	5	9	5	5	7	3					
		1.74%	2.14%	1.26%	0.0%	1.48%	0.77%	2.17%	0.97%	1.42%	0.80%	4.89%	1.94%	0.83%	2.27%	1.09%	1.98%	1.35%	1.26%	0.43%	0.66%	1.15%	2.39%	3.60%	0.45%	3.34%	0.0%	1.21%	1.47%	3.93%	1.58%	1.33%	0.99%	1.33%	2.45%	0.0%	0.93%	0.0%	2.00%	2.25%	0.89%	2.34%	4.81%	1.29%	9.52%	2.57%	1.66%	3.03%	1.07%	3.31%	2.31%	1.54%	3.67%	3.81%	1.73%	1.38%	2.20%					
37	"20. ""Политическая партия ""Единая Россия"""	3840	193	211	99	248	134	79	14	25	51	25	169	115	58	67	78	59	86	95	44	112	47	53	61	135	36	78	21	32	48	52	45	21	79	31	34	33	93	52	14	31	28	62	16	82	13	52	50	94	53	77	84	38	97	108	28					
		26.23%	19.69%	22.25%	20.79%	23.00%	25.91%	24.53%	13.59%	17.85%	20.56%	17.48%	32.81%	31.94%	26.36%	36.61%	38.61%	26.69%	27.21%	41.12%	29.13%	43.24%	28.14%	27.31%	27.72%	28.18%	36.0%	19.02%	15.44%	17.97%	38.09%	34.66%	22.27%	28.0%	24.23%	25.20%	31.77%	52.38%	37.34%	16.77%	12.49%	24.21%	33.73%	20.12%	38.09%	30.14%	21.66%	31.51%	26.88%	44.54%	24.53%	23.83%	34.28%	29.00%	33.68%	21.42%	20.58%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	0	3	2	2	1	0	1	0	0	1	0	0	0	2	1	0	1	0	1	0	0	0	2	0	0	0	1	2	0	0	2	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	2	1	1	0	0	0	0	0					
		0.21%	0.0%	0.31%	0.42%	0.18%	0.19%	0.0%	0.97%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	1.09%	0.49%	0.0%	0.31%	0.0%	0.66%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.73%	1.12%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	1.20%	0.0%	2.38%	0.0%	0.0%	0.0%	0.53%	0.94%	0.46%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	30	1	4	1	4	0	1	0	1	0	1	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0					
		0.20%	0.10%	0.42%	0.21%	0.37%	0.0%	0.31%	0.0%	0.71%	0.0%	0.69%	0.0%	0.83%	0.0%	0.54%	0.0%	0.45%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.93%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.81%	0.0%	0.34%	0.19%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3096	218	214	107	229	103	62	19	67	74	35	106	47	48	30	49	43	96	32	14	32	28	45	60	114	14	98	33	51	20	25	39	7	75	20	13	4	32	74	56	15	9	93	9	65	16	30	29	30	44	79	22	10	45	130	37					
		21.15%	22.24%	22.57%	22.47%	21.24%	19.92%	19.25%	18.44%	47.85%	29.83%	24.47%	20.58%	13.05%	21.81%	16.39%	24.25%	19.45%	30.37%	13.85%	9.27%	12.35%	16.76%	23.19%	27.27%	23.79%	14.0%	23.90%	24.26%	28.65%	15.87%	16.66%	19.30%	9.33%	23.00%	16.26%	12.14%	6.34%	12.85%	23.87%	49.99%	11.71%	10.84%	30.19%	21.42%	23.89%	26.66%	18.18%	15.59%	14.21%	20.37%	24.45%	8.97%	7.63%	15.62%	25.79%	27.20%					
																																																														
41	Против всех	698	53	57	34	85	42	10	5	1	4	2	21	11	7	6	6	8	12	6	11	11	12	11	9	30	6	19	1	13	2	10	5	3	6	5	2	0	15	8	5	5	3	22	0	9	1	7	8	1	18	10	24	8	17	9	2					
		4.76%	5.40%	6.01%	7.14%	7.88%	8.12%	3.10%	4.85%	0.71%	1.61%	1.39%	4.07%	3.05%	3.18%	3.27%	2.97%	3.61%	3.79%	2.59%	7.28%	4.24%	7.18%	5.67%	4.09%	6.26%	6.0%	4.63%	0.73%	7.30%	1.58%	6.66%	2.47%	4.0%	1.84%	4.06%	1.86%	0.0%	6.02%	2.58%	4.46%	3.90%	3.61%	7.14%	0.0%	3.30%	1.66%	4.24%	4.30%	0.47%	8.33%	3.09%	9.79%	6.10%	5.90%	1.78%	1.47%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
