Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Ломоносовская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №961									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	379	4	18	15	21	8	1	3	19	3	34	20	17	9	11	17	22	10	5	18	0	4	2	4	2	8	3	4	1	3	3	7	14	5	5	13	10	5	5	10	11	5									
		1.44%	0.64%	4.05%	2.73%	1.48%	2.28%	0.62%	2.13%	1.11%	0.75%	2.34%	1.50%	1.66%	0.69%	1.41%	2.78%	2.22%	2.07%	0.92%	2.81%	0.00%	1.14%	0.28%	1.24%	0.69%	1.52%	0.76%	1.00%	0.46%	1.16%	1.14%	1.78%	1.86%	1.18%	1.11%	2.71%	2.24%	0.86%	0.56%	1.46%	1.59%	0.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	510	4	11	19	25	10	3	2	34	13	6	25	17	16	16	23	25	12	8	15	0	0	9	6	13	26	12	12	5	10	6	12	16	11	16	10	6	8	4	15	19	10									
		1.94%	0.64%	2.48%	3.45%	1.76%	2.85%	1.86%	1.42%	1.98%	3.25%	0.41%	1.87%	1.66%	1.23%	2.06%	3.76%	2.52%	2.48%	1.48%	2.34%	0.00%	0.00%	1.25%	1.86%	4.50%	4.93%	3.03%	3.00%	2.29%	3.86%	2.27%	3.05%	2.13%	2.59%	3.55%	2.09%	1.34%	1.38%	0.45%	2.20%	2.74%	1.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	419	11	7	11	14	8	3	5	24	6	15	18	9	20	15	13	24	22	8	11	0	0	3	8	4	15	11	5	4	3	10	2	18	8	9	5	7	10	4	16	22	11									
		1.59%	1.76%	1.58%	2.00%	0.99%	2.28%	1.86%	3.55%	1.40%	1.50%	1.03%	1.35%	0.88%	1.54%	1.93%	2.13%	2.42%	4.55%	1.48%	1.72%	0.00%	0.00%	0.42%	2.48%	1.38%	2.85%	2.78%	1.25%	1.83%	1.16%	3.79%	0.51%	2.39%	1.89%	1.99%	1.04%	1.57%	1.72%	0.45%	2.34%	3.17%	1.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15907	509	256	226	895	146	79	73	1122	263	965	837	710	830	403	266	464	231	315	387	678	301	541	186	165	242	205	241	148	134	115	210	481	239	241	293	301	312	619	413	339	526									
		60.51%	81.31%	57.66%	41.09%	62.98%	41.60%	49.07%	51.77%	65.35%	65.75%	66.55%	62.70%	69.34%	63.75%	51.80%	43.54%	46.73%	47.73%	58.23%	60.47%	71.29%	86.00%	75.14%	57.76%	57.09%	45.92%	51.77%	60.25%	67.89%	51.74%	43.56%	53.44%	63.96%	56.37%	53.44%	61.17%	67.34%	53.79%	69.47%	60.47%	48.92%	63.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	210	2	3	2	11	5	0	2	9	5	9	11	6	14	8	3	12	12	1	6	21	3	2	1	2	2	12	3	0	1	0	1	7	4	2	2	3	6	3	3	4	7									
		0.80%	0.32%	0.68%	0.36%	0.77%	1.42%	0.00%	1.42%	0.52%	1.25%	0.62%	0.82%	0.59%	1.08%	1.03%	0.49%	1.21%	2.48%	0.18%	0.94%	2.21%	0.86%	0.28%	0.31%	0.69%	0.38%	3.03%	0.75%	0.00%	0.39%	0.00%	0.25%	0.93%	0.94%	0.44%	0.42%	0.67%	1.03%	0.34%	0.44%	0.58%	0.84%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	0	0	0	7	0	1	0	4	1	2	3	2	0	1	2	1	1	0	1	0	0	0	1	0	5	1	0	0	0	1	0	2	1	1	3	1	3	0	1	0	3									
		0.19%	0.00%	0.00%	0.00%	0.49%	0.00%	0.62%	0.00%	0.23%	0.25%	0.14%	0.22%	0.20%	0.00%	0.13%	0.33%	0.10%	0.21%	0.00%	0.16%	0.00%	0.00%	0.00%	0.31%	0.00%	0.95%	0.25%	0.00%	0.00%	0.00%	0.38%	0.00%	0.27%	0.24%	0.22%	0.63%	0.22%	0.52%	0.00%	0.15%	0.00%	0.36%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2958	42	18	76	209	58	25	17	194	48	90	131	138	171	86	78	106	70	85	68	54	10	50	42	41	79	55	57	25	41	38	48	79	70	59	60	36	49	17	69	93	176									
		11.25%	6.71%	4.05%	13.82%	14.71%	16.52%	15.53%	12.06%	11.30%	12.00%	6.21%	9.81%	13.48%	13.13%	11.05%	12.77%	10.67%	14.46%	15.71%	10.63%	5.68%	2.86%	6.94%	13.04%	14.19%	14.99%	13.89%	14.25%	11.47%	15.83%	14.39%	12.21%	10.51%	16.51%	13.08%	12.53%	8.05%	8.45%	1.91%	10.10%	13.42%	21.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	309	8	3	5	8	8	0	1	16	2	44	11	3	15	16	9	15	4	0	6	21	0	1	4	1	8	6	0	1	0	6	4	7	1	1	8	4	10	10	18	21	3									
		1.18%	1.28%	0.68%	0.91%	0.56%	2.28%	0.00%	0.71%	0.93%	0.50%	3.03%	0.82%	0.29%	1.15%	2.06%	1.47%	1.51%	0.83%	0.00%	0.94%	2.21%	0.00%	0.14%	1.24%	0.35%	1.52%	1.52%	0.00%	0.46%	0.00%	2.27%	1.02%	0.93%	0.24%	0.22%	1.67%	0.89%	1.72%	1.12%	2.64%	3.03%	0.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	653	7	14	15	16	10	5	2	28	8	106	33	12	38	23	29	43	10	10	13	0	2	15	7	2	14	15	9	2	2	11	18	19	11	15	18	12	14	0	19	19	7									
		2.48%	1.12%	3.15%	2.73%	1.13%	2.85%	3.11%	1.42%	1.63%	2.00%	7.31%	2.47%	1.17%	2.92%	2.96%	4.75%	4.33%	2.07%	1.85%	2.03%	0.00%	0.57%	2.08%	2.17%	0.69%	2.66%	3.79%	2.25%	0.92%	0.77%	4.17%	4.58%	2.53%	2.59%	3.33%	3.76%	2.68%	2.41%	0.00%	2.78%	2.74%	0.84%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	46	0	0	1	6	0	1	0	4	0	2	0	3	1	0	0	1	3	0	1	0	0	0	1	0	1	2	2	0	0	0	0	2	2	3	0	2	0	0	1	0	7									
		0.17%	0.00%	0.00%	0.18%	0.42%	0.00%	0.62%	0.00%	0.23%	0.00%	0.14%	0.00%	0.29%	0.08%	0.00%	0.00%	0.10%	0.62%	0.00%	0.16%	0.00%	0.00%	0.00%	0.31%	0.00%	0.19%	0.51%	0.50%	0.00%	0.00%	0.00%	0.00%	0.27%	0.47%	0.67%	0.00%	0.45%	0.00%	0.00%	0.15%	0.00%	0.84%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	641	2	13	41	41	23	2	5	32	13	24	33	30	34	29	16	52	19	15	11	0	2	7	0	3	11	9	12	1	3	21	13	9	8	9	16	10	14	2	20	20	16									
		2.44%	0.32%	2.93%	7.45%	2.89%	6.55%	1.24%	3.55%	1.86%	3.25%	1.66%	2.47%	2.93%	2.61%	3.73%	2.62%	5.24%	3.93%	2.77%	1.72%	0.00%	0.57%	0.97%	0.00%	1.04%	2.09%	2.27%	3.00%	0.46%	1.16%	7.95%	3.31%	1.20%	1.89%	1.99%	3.34%	2.24%	2.41%	0.22%	2.93%	2.89%	1.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2421	10	62	100	81	46	21	21	120	17	97	138	49	78	76	79	117	31	50	61	119	20	54	36	26	53	36	34	20	46	30	48	39	42	49	28	37	99	197	55	83	16									
		9.21%	1.60%	13.96%	18.18%	5.70%	13.11%	13.04%	14.89%	6.99%	4.25%	6.69%	10.34%	4.79%	5.99%	9.77%	12.93%	11.78%	6.40%	9.24%	9.53%	12.51%	5.71%	7.50%	11.18%	8.99%	10.06%	9.09%	8.50%	9.17%	17.76%	11.36%	12.21%	5.19%	9.91%	10.86%	5.85%	8.28%	17.07%	22.11%	8.05%	11.98%	1.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	81	6	0	2	6	1	0	2	5	2	2	3	2	6	1	2	4	2	3	1	0	0	0	0	3	4	3	1	0	1	2	0	4	2	1	3	0	0	1	3	1	2									
		0.31%	0.96%	0.00%	0.36%	0.42%	0.28%	0.00%	1.42%	0.29%	0.50%	0.14%	0.22%	0.20%	0.46%	0.13%	0.33%	0.40%	0.41%	0.55%	0.16%	0.00%	0.00%	0.00%	0.00%	1.04%	0.76%	0.76%	0.25%	0.00%	0.39%	0.76%	0.00%	0.53%	0.47%	0.22%	0.63%	0.00%	0.00%	0.11%	0.44%	0.14%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1169	13	25	29	43	18	16	4	81	14	43	54	18	44	60	55	82	34	25	22	58	8	32	17	17	33	23	16	6	7	12	23	32	11	25	16	14	30	19	23	40	27									
		4.45%	2.08%	5.63%	5.27%	3.03%	5.13%	9.94%	2.84%	4.72%	3.50%	2.97%	4.04%	1.76%	3.38%	7.71%	9.00%	8.26%	7.02%	4.62%	3.44%	6.10%	2.29%	4.44%	5.28%	5.88%	6.26%	5.81%	4.00%	2.75%	2.70%	4.55%	5.85%	4.26%	2.59%	5.54%	3.34%	3.13%	5.17%	2.13%	3.37%	5.77%	3.25%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
