Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Солнцевская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973									
		1.11%	1.21%	1.16%	0.00%	3.08%	1.08%	0.00%	0.00%	0.75%	1.22%	1.70%	3.42%	0.23%	0.77%	1.86%	2.23%	1.62%	0.00%	1.04%	0.95%	0.00%	1.28%	0.62%	0.76%	0.99%	1.16%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4361	570	568	174	54	122	65	89	100	125	123	70	293	80	356	159	112	67	130	93	144	137	246	104	180	200									
		66.03%	62.71%	59.66%	83.25%	83.08%	65.95%	76.47%	82.41%	75.19%	76.22%	69.89%	59.83%	67.20%	61.54%	60.34%	70.98%	60.54%	75.28%	67.36%	88.57%	67.92%	58.30%	75.69%	79.39%	59.80%	57.80%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	5	10	0	0	1	1	0	0	0	2	1	1	0	4	1	1	0	1	0	0	5	1	0	0	5									
		0.59%	0.55%	1.05%	0.00%	0.00%	0.54%	1.18%	0.00%	0.00%	0.00%	1.14%	0.85%	0.23%	0.00%	0.68%	0.45%	0.54%	0.00%	0.52%	0.00%	0.00%	2.13%	0.31%	0.00%	0.00%	1.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.05%	0.11%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	951	140	156	18	5	27	5	5	15	16	26	21	71	30	106	23	26	11	25	1	25	39	29	12	52	67									
		14.40%	15.40%	16.39%	8.61%	7.69%	14.59%	5.88%	4.63%	11.28%	9.76%	14.77%	17.95%	16.28%	23.08%	17.97%	10.27%	14.05%	12.36%	12.95%	0.95%	11.79%	16.60%	8.92%	9.16%	17.28%	19.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	2	5	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	2	2									
		0.24%	0.22%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.23%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.66%	0.58%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	23	8	6	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	3	0	0	0	0	1									
		0.35%	0.88%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.34%	0.45%	0.00%	0.00%	0.00%	0.95%	1.42%	0.00%	0.00%	0.00%	0.00%	0.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0									
		0.11%	0.22%	0.00%	0.48%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	4	5	1	0	0	0	1	0	1	1	1	0	0	2	2	0	0	2	0	1	1	0	0	0	2									
		0.36%	0.44%	0.53%	0.48%	0.00%	0.00%	0.00%	0.93%	0.00%	0.61%	0.57%	0.85%	0.00%	0.00%	0.34%	0.89%	0.00%	0.00%	1.04%	0.00%	0.47%	0.43%	0.00%	0.00%	0.00%	0.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	583	76	109	11	3	12	2	7	5	13	12	10	30	9	67	13	25	7	20	1	25	29	30	8	29	30									
		8.83%	8.36%	11.45%	5.26%	4.62%	6.49%	2.35%	6.48%	3.76%	7.93%	6.82%	8.55%	6.88%	6.92%	11.36%	5.80%	13.51%	7.87%	10.36%	0.95%	11.79%	12.34%	9.23%	6.11%	9.63%	8.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	17	17	2	0	4	0	2	5	1	0	1	6	2	4	5	1	0	3	1	1	1	0	1	3	3									
		1.21%	1.87%	1.79%	0.96%	0.00%	2.16%	0.00%	1.85%	3.76%	0.61%	0.00%	0.85%	1.38%	1.54%	0.68%	2.23%	0.54%	0.00%	1.55%	0.95%	0.47%	0.43%	0.00%	0.76%	0.99%	0.87%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	85	16	16	1	0	1	3	0	1	1	0	0	6	1	8	1	4	0	0	0	3	3	3	1	5	11									
		1.29%	1.76%	1.68%	0.48%	0.00%	0.54%	3.53%	0.00%	0.75%	0.61%	0.00%	0.00%	1.38%	0.77%	1.36%	0.45%	2.16%	0.00%	0.00%	0.00%	1.42%	1.28%	0.92%	0.76%	1.66%	3.18%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
