Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Сосновская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2245	УИК №2303	УИК №2399									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	646	3	8	8	8	18	3	20	8	5	29	15	25	10	10	25	9	1	5	15	10	3	20	10	3	6	6	3	25	5	15	15	10	10	23	20	10	5	5	50	15	10	5	25	10	10	6	14	10	5	5	3	3	5	21	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	540	0	8	5	8	17	3	20	3	4	21	14	24	8	3	23	9	1	5	15	6	3	13	10	0	5	5	2	25	4	14	12	4	6	19	17	10	5	3	50	14	7	4	23	6	10	4	12	10	2	2	1	2	3	17	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	403	2	2	3	2	3	3	13	5	2	6	5	13	1	1	5	15	2	2	8	0	3	0	1	0	7	1	0	1	2	127	75	2	0	7	1	1	0	2	2	10	8	2	9	4	2	2	8	2	2	0	0	5	1	5	18									
14	Число погашенных неиспользованных открепительных удостоверений	106	3	0	3	0	1	0	0	5	1	8	1	1	2	7	2	0	0	0	0	4	0	7	0	3	1	1	1	0	1	1	3	6	4	4	3	0	0	2	0	1	3	1	2	4	0	2	2	0	3	3	2	1	2	4	1									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	0	0	0	0	0	0	0	0	1	5	8	3	0	1	3	0	0	0	1	2	0	4	0	0	2	0	0	2	1	1	2	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	2	0	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	348	0	2	4	2	4	2	6	9	2	18	24	16	4	1	19	13	0	1	20	3	3	4	4	1	4	1	2	14	2	19	21	7	4	8	1	0	2	0	7	14	8	1	3	4	1	1	23	14	2	2	1	2	0	4	14									
		1.33%	0.00%	0.51%	4.76%	1.35%	1.15%	1.23%	1.42%	2.30%	0.43%	1.71%	2.60%	1.24%	1.08%	0.55%	1.79%	1.00%	0.00%	1.09%	1.66%	1.02%	1.23%	0.97%	1.06%	0.40%	1.76%	0.91%	2.11%	1.77%	1.18%	1.45%	1.64%	2.72%	1.65%	0.99%	0.38%	0.00%	1.30%	0.00%	1.20%	1.48%	1.21%	0.51%	0.49%	0.62%	0.29%	0.40%	2.02%	0.91%	0.47%	1.33%	1.09%	1.39%	0.00%	1.48%	3.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	517	3	11	0	6	8	1	11	10	11	30	12	27	6	4	19	19	1	2	16	4	6	3	4	3	4	4	1	22	23	21	18	6	6	31	11	2	4	0	24	18	10	2	11	21	8	0	12	17	1	4	2	1	4	7	5									
		1.98%	10.34%	2.79%	0.00%	4.05%	2.30%	0.61%	2.59%	2.55%	2.36%	2.85%	1.30%	2.09%	1.62%	2.20%	1.79%	1.47%	1.03%	2.17%	1.33%	1.36%	2.46%	0.73%	1.06%	1.21%	1.76%	3.64%	1.05%	2.77%	13.53%	1.61%	1.41%	2.33%	2.47%	3.85%	4.17%	1.03%	2.60%	0.00%	4.12%	1.91%	1.51%	1.02%	1.79%	3.26%	2.35%	0.00%	1.05%	1.10%	0.24%	2.67%	2.17%	0.69%	3.60%	2.59%	1.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	492	2	2	3	3	3	6	10	9	4	32	19	20	7	7	30	20	1	3	26	6	0	8	11	0	6	4	1	14	1	17	25	5	6	26	7	7	2	1	15	24	6	2	13	12	5	1	15	17	9	2	2	1	0	8	6									
		1.88%	6.90%	0.51%	3.57%	2.03%	0.86%	3.68%	2.36%	2.30%	0.86%	3.04%	2.06%	1.55%	1.89%	3.85%	2.83%	1.54%	1.03%	3.26%	2.16%	2.03%	0.00%	1.95%	2.91%	0.00%	2.64%	3.64%	1.05%	1.77%	0.59%	1.30%	1.95%	1.95%	2.47%	3.23%	2.65%	3.59%	1.30%	0.93%	2.57%	2.54%	0.90%	1.02%	2.11%	1.86%	1.47%	0.40%	1.32%	1.10%	2.13%	1.33%	2.17%	0.69%	0.00%	2.96%	1.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12630	17	207	20	72	201	78	216	140	170	396	364	527	171	88	498	694	63	65	579	129	159	248	220	170	104	57	51	369	76	569	525	102	98	398	130	121	70	66	288	497	462	98	246	289	162	142	596	953	208	57	38	73	74	94	125									
		48.38%	58.62%	52.54%	23.81%	48.65%	57.76%	47.85%	50.94%	35.71%	36.40%	37.64%	39.39%	40.88%	46.09%	48.35%	46.94%	53.55%	64.95%	70.65%	48.09%	43.73%	65.16%	60.34%	58.20%	68.83%	45.81%	51.82%	53.68%	46.53%	44.71%	43.53%	40.98%	39.69%	40.33%	49.38%	49.24%	62.05%	45.45%	61.11%	49.40%	52.65%	69.68%	50.00%	40.00%	44.88%	47.65%	56.35%	52.37%	61.88%	49.29%	38.00%	41.30%	50.69%	66.67%	34.81%	31.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	228	0	1	2	1	3	1	3	2	2	15	10	12	0	2	12	9	1	0	10	2	1	9	8	2	0	0	2	4	3	9	12	3	1	3	0	2	1	1	4	20	4	2	6	3	8	1	10	9	1	0	0	0	0	3	8									
		0.87%	0.00%	0.25%	2.38%	0.68%	0.86%	0.61%	0.71%	0.51%	0.43%	1.43%	1.08%	0.93%	0.00%	1.10%	1.13%	0.69%	1.03%	0.00%	0.83%	0.68%	0.41%	2.19%	2.12%	0.81%	0.00%	0.00%	2.11%	0.50%	1.76%	0.69%	0.94%	1.17%	0.41%	0.37%	0.00%	1.03%	0.65%	0.93%	0.69%	2.12%	0.60%	1.02%	0.98%	0.47%	2.35%	0.40%	0.88%	0.58%	0.24%	0.00%	0.00%	0.00%	0.00%	1.11%	2.01%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	0	1	1	1	0	0	2	1	0	1	1	2	1	0	2	2	0	0	2	1	1	0	3	0	0	0	1	0	1	3	0	0	2	1	3	0	1	1	3	1	0	0	2	2	1	0	1	0	4	0	2	0	0	1	3									
		0.21%	0.00%	0.25%	1.19%	0.68%	0.00%	0.00%	0.47%	0.26%	0.00%	0.10%	0.11%	0.16%	0.27%	0.00%	0.19%	0.15%	0.00%	0.00%	0.17%	0.34%	0.41%	0.00%	0.79%	0.00%	0.00%	0.00%	1.05%	0.00%	0.59%	0.23%	0.00%	0.00%	0.82%	0.12%	1.14%	0.00%	0.65%	0.93%	0.51%	0.11%	0.00%	0.00%	0.33%	0.31%	0.29%	0.00%	0.09%	0.00%	0.95%	0.00%	2.17%	0.00%	0.00%	0.37%	0.75%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3825	3	41	13	10	16	22	50	103	79	179	192	247	85	44	199	150	12	13	180	37	38	38	30	5	34	17	11	138	35	185	191	45	55	107	25	18	14	9	92	126	61	45	97	142	40	20	148	116	47	41	28	15	5	63	69									
		14.65%	10.34%	10.41%	15.48%	6.76%	4.60%	13.50%	11.79%	26.28%	16.92%	17.02%	20.78%	19.16%	22.91%	24.18%	18.76%	11.57%	12.37%	14.13%	14.95%	12.54%	15.57%	9.25%	7.94%	2.02%	14.98%	15.45%	11.58%	17.40%	20.59%	14.15%	14.91%	17.51%	22.63%	13.28%	9.47%	9.23%	9.09%	8.33%	15.78%	13.35%	9.20%	22.96%	15.77%	22.05%	11.76%	7.94%	13.01%	7.53%	11.14%	27.33%	30.43%	10.42%	4.50%	23.33%	17.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	191	0	1	4	0	1	5	2	0	5	14	10	21	4	0	2	5	0	0	2	4	2	3	2	0	0	0	1	3	0	13	14	3	1	4	2	0	0	0	0	5	8	2	8	4	1	2	4	6	0	0	0	0	0	5	18									
		0.73%	0.00%	0.25%	4.76%	0.00%	0.29%	3.07%	0.47%	0.00%	1.07%	1.33%	1.08%	1.63%	1.08%	0.00%	0.19%	0.39%	0.00%	0.00%	0.17%	1.36%	0.82%	0.73%	0.53%	0.00%	0.00%	0.00%	1.05%	0.38%	0.00%	0.99%	1.09%	1.17%	0.41%	0.50%	0.76%	0.00%	0.00%	0.00%	0.00%	0.53%	1.21%	1.02%	1.30%	0.62%	0.29%	0.79%	0.35%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	4.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	211	0	0	1	0	0	2	3	3	5	14	13	16	0	0	5	6	0	0	14	2	0	9	4	0	6	1	0	2	1	24	7	1	6	5	8	0	0	0	4	10	4	2	5	3	2	0	2	6	1	0	0	0	0	3	11									
		0.81%	0.00%	0.00%	1.19%	0.00%	0.00%	1.23%	0.71%	0.77%	1.07%	1.33%	1.41%	1.24%	0.00%	0.00%	0.47%	0.46%	0.00%	0.00%	1.16%	0.68%	0.00%	2.19%	1.06%	0.00%	2.64%	0.91%	0.00%	0.25%	0.59%	1.84%	0.55%	0.39%	2.47%	0.62%	3.03%	0.00%	0.00%	0.00%	0.69%	1.06%	0.60%	1.02%	0.81%	0.47%	0.59%	0.00%	0.18%	0.39%	0.24%	0.00%	0.00%	0.00%	0.00%	1.11%	2.76%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	43	0	0	0	0	1	0	0	3	0	0	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	1	5	2	1	0	3	0	0	0	0	4	1	2	0	0	1	1	0	4	2	1	0	1	0	0	1	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.77%	0.00%	0.00%	0.22%	0.16%	0.00%	0.00%	0.00%	0.08%	2.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.13%	0.59%	0.38%	0.16%	0.39%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.69%	0.11%	0.30%	0.00%	0.00%	0.16%	0.29%	0.00%	0.35%	0.13%	0.24%	0.00%	1.09%	0.00%	0.00%	0.37%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	467	0	7	11	2	2	1	5	6	8	23	29	28	4	2	11	12	0	1	22	2	5	9	11	0	2	2	3	11	3	37	27	11	5	14	3	1	1	0	0	10	9	5	14	11	7	4	32	12	8	1	2	0	0	7	24									
		1.79%	0.00%	1.78%	13.10%	1.35%	0.57%	0.61%	1.18%	1.53%	1.71%	2.19%	3.14%	2.17%	1.08%	1.10%	1.04%	0.93%	0.00%	1.09%	1.83%	0.68%	2.05%	2.19%	2.91%	0.00%	0.88%	1.82%	3.16%	1.39%	1.76%	2.83%	2.11%	4.28%	2.06%	1.74%	1.14%	0.51%	0.65%	0.00%	0.00%	1.06%	1.36%	2.55%	2.28%	1.71%	2.06%	1.59%	2.81%	0.78%	1.90%	0.67%	2.17%	0.00%	0.00%	2.59%	6.03%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2161	2	30	11	21	42	13	33	23	79	135	96	106	26	16	86	87	3	3	98	17	8	27	24	21	30	10	6	69	4	114	114	31	30	66	23	14	17	15	45	63	29	13	54	47	37	15	90	81	26	14	7	11	18	25	36									
		8.28%	6.90%	7.61%	13.10%	14.19%	12.07%	7.98%	7.78%	5.87%	16.92%	12.83%	10.39%	8.22%	7.01%	8.79%	8.11%	6.71%	3.09%	3.26%	8.14%	5.76%	3.28%	6.57%	6.35%	8.50%	13.22%	9.09%	6.32%	8.70%	2.35%	8.72%	8.90%	12.06%	12.35%	8.19%	8.71%	7.18%	11.04%	13.89%	7.72%	6.67%	4.37%	6.63%	8.78%	7.30%	10.88%	5.95%	7.91%	5.26%	6.16%	9.33%	7.61%	7.64%	16.22%	9.26%	9.05%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	93	0	0	1	0	2	4	0	0	2	7	1	8	0	1	1	4	1	0	3	0	0	3	1	0	1	0	0	3	0	5	3	2	1	1	1	0	0	1	2	2	0	0	4	3	3	0	13	1	1	0	0	1	1	4	1									
		0.36%	0.00%	0.00%	1.19%	0.00%	0.57%	2.45%	0.00%	0.00%	0.43%	0.67%	0.11%	0.62%	0.00%	0.55%	0.09%	0.31%	1.03%	0.00%	0.25%	0.00%	0.00%	0.73%	0.26%	0.00%	0.44%	0.00%	0.00%	0.38%	0.00%	0.38%	0.23%	0.78%	0.41%	0.12%	0.38%	0.00%	0.00%	0.93%	0.34%	0.21%	0.00%	0.00%	0.65%	0.47%	0.88%	0.00%	1.14%	0.06%	0.24%	0.00%	0.00%	0.69%	0.90%	1.48%	0.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4257	2	86	12	15	49	24	68	70	84	171	119	229	57	16	154	259	13	4	207	83	15	47	47	42	23	11	14	129	13	243	270	31	25	119	43	26	36	12	75	136	49	18	132	76	54	63	188	299	101	27	8	40	9	40	74									
		16.31%	6.90%	21.83%	14.29%	10.14%	14.08%	14.72%	16.04%	17.86%	17.99%	16.25%	12.88%	17.77%	15.36%	8.79%	14.51%	19.98%	13.40%	4.35%	17.19%	28.14%	6.15%	11.44%	12.43%	17.00%	10.13%	10.00%	14.74%	16.27%	7.65%	18.59%	21.08%	12.06%	10.29%	14.76%	16.29%	13.33%	23.38%	11.11%	12.86%	14.41%	7.39%	9.18%	21.46%	11.80%	15.88%	25.00%	16.52%	19.42%	23.93%	18.00%	8.70%	27.78%	8.11%	14.81%	18.59%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
