10	Число действительных избирательных бюллетеней	49964	518	1703	1781	1144	1401	589	1408	1314	1395	1712	1065	1301	1150	818	1154	1047	843	421	527	766	1244	210	320	119	249	215	975	250	167	446	357	298	180	414	472	260	449	1508	424	765	400	380	102	549	631	695	774	462	793	440	471	325	265	532	302	477	1771	1291	159	285	752	188	151	1303	1191	547	491	610	479	397	411	591	262	108					
11	Число полученных открепительных  удостоверений	879	10	30	30	15	25	20	20	35	25	50	30	20	20	15	30	20	15	10	10	10	25	0	5	1	7	2	19	5	5	5	7	3	5	3	5	3	3	20	3	10	5	5	2	6	2	13	23	7	10	5	3	2	2	5	2	5	30	30	7	10	20	5	2	20	10	10	10	10	10	5	10	10	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	652	5	26	23	10	20	11	18	30	24	34	20	20	13	10	22	16	13	8	7	4	16	0	3	0	2	1	16	5	3	2	6	1	2	3	5	0	1	14	3	8	0	0	1	4	2	13	23	5	10	2	2	0	1	4	0	5	28	25	4	6	20	2	0	18	7	4	3	6	8	2	10	7	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	388	1	8	4	10	1	4	10	8	4	4	8	7	3	18	9	9	2	0	2	2	3	2	3	1	3	3	3	6	6	7	3	4	2	3	7	0	1	15	5	4	5	2	1	4	9	3	7	3	9	2	5	2	4	2	1	2	11	15	2	4	11	3	3	9	28	9	2	8	6	2	2	6	4	7					
14	Число неиспользованных открепительных удостоверений	227	5	4	7	5	5	9	2	5	1	16	10	0	7	5	8	4	2	2	3	6	9	0	2	1	5	1	3	0	2	3	1	2	3	0	0	3	2	6	0	2	5	5	1	2	0	0	0	2	0	3	1	2	1	1	2	0	2	5	3	4	0	3	2	2	3	6	7	4	2	3	0	3	0	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	25	0	4	0	1	1	0	3	2	0	1	0	1	3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																	
18	Богданов Андрей Владимирович	528	6	20	18	14	20	5	17	17	25	14	19	19	15	20	15	13	11	4	2	8	7	2	0	0	1	0	7	2	2	6	2	3	2	3	8	2	5	5	2	5	1	4	1	7	10	11	7	7	12	2	1	1	4	2	2	1	21	16	2	9	8	1	1	16	9	2	7	4	3	3	2	4	0	1					
		1.04%	1.14%	1.16%	0.99%	1.20%	1.42%	0.83%	1.19%	1.28%	1.78%	0.80%	1.77%	1.44%	1.29%	2.43%	1.29%	1.23%	1.28%	0.93%	0.38%	1.03%	0.56%	0.93%	0.00%	0.00%	0.40%	0.00%	0.71%	0.79%	1.18%	1.33%	0.55%	0.99%	1.11%	0.71%	1.66%	0.76%	1.10%	0.33%	0.47%	0.65%	0.25%	1.04%	0.97%	1.26%	1.58%	1.56%	0.89%	1.50%	1.48%	0.45%	0.21%	0.30%	1.50%	0.37%	0.66%	0.21%	1.17%	1.23%	1.26%	3.07%	1.05%	0.53%	0.65%	1.22%	0.74%	0.36%	1.41%	0.64%	0.62%	0.74%	0.48%	0.67%	0.00%	0.91%					
19	Жириновский Владимир Вольфович	3922	38	145	136	87	126	51	98	111	109	141	93	104	70	74	100	76	62	20	58	72	121	23	17	6	10	19	79	19	5	23	24	25	12	32	34	14	48	112	28	55	23	33	6	51	48	79	46	37	87	42	37	24	12	39	19	30	139	84	12	36	41	13	6	101	87	54	36	59	31	44	27	39	15	8					
		7.76%	7.21%	8.41%	7.54%	7.48%	8.94%	8.50%	6.86%	8.33%	7.76%	8.08%	8.67%	7.90%	6.02%	8.99%	8.57%	7.19%	7.23%	4.67%	10.88%	9.23%	9.63%	10.75%	5.30%	5.00%	3.98%	8.76%	8.06%	7.54%	2.94%	5.11%	6.65%	8.31%	6.67%	7.62%	7.04%	5.34%	10.55%	7.35%	6.51%	7.14%	5.71%	8.62%	5.83%	9.16%	7.57%	11.19%	5.87%	7.94%	10.74%	9.46%	7.69%	7.29%	4.51%	7.24%	6.27%	6.25%	7.77%	6.44%	7.55%	12.29%	5.39%	6.91%	3.92%	7.67%	7.15%	9.69%	7.23%	9.49%	6.43%	10.86%	6.52%	6.52%	5.70%	7.27%					
20	Зюганов Геннадий Андреевич	16032	221	679	616	438	451	238	561	460	564	664	388	446	432	255	417	379	329	172	145	291	465	44	70	12	61	53	182	60	38	85	93	115	54	142	132	74	102	441	111	228	106	92	22	133	205	215	161	122	320	129	137	89	102	126	108	144	493	387	36	67	178	43	21	383	340	184	162	140	92	134	124	233	68	28					
		31.70%	41.94%	39.36%	34.17%	37.66%	32.01%	39.67%	39.26%	34.51%	40.14%	38.03%	36.16%	33.86%	37.15%	30.98%	35.73%	35.86%	38.34%	40.19%	27.20%	37.31%	37.02%	20.56%	21.81%	10.00%	24.30%	24.42%	18.57%	23.81%	22.35%	18.89%	25.76%	38.21%	30.00%	33.81%	27.33%	28.24%	22.42%	28.94%	25.81%	29.61%	26.30%	24.02%	21.36%	23.88%	32.33%	30.45%	20.56%	26.18%	39.51%	29.05%	28.48%	27.05%	38.35%	23.38%	35.64%	30.00%	27.54%	29.68%	22.64%	22.87%	23.42%	22.87%	13.73%	29.10%	27.96%	33.03%	32.53%	22.51%	19.09%	33.09%	29.95%	38.96%	25.86%	25.45%					
21	Медведев Дмитрий Анатольевич	29482	253	859	1011	605	804	295	732	726	697	893	565	732	633	469	622	579	441	225	322	395	651	141	233	101	177	143	707	169	122	332	238	155	112	237	298	170	294	950	283	477	270	251	73	358	368	390	560	296	374	267	296	211	147	365	173	302	1118	804	109	173	525	131	123	803	755	307	286	407	353	216	258	315	179	71					
		58.30%	48.01%	49.80%	56.07%	52.02%	57.06%	49.17%	51.22%	54.46%	49.61%	51.15%	52.66%	55.58%	54.43%	56.99%	53.30%	54.78%	51.40%	52.57%	60.41%	50.64%	51.83%	65.89%	72.59%	84.17%	70.52%	65.90%	72.14%	67.06%	71.76%	73.78%	65.93%	51.50%	62.22%	56.43%	61.70%	64.89%	64.62%	62.34%	65.81%	61.95%	66.99%	65.54%	70.87%	64.27%	58.04%	55.24%	71.52%	63.52%	46.17%	60.14%	61.54%	64.13%	55.26%	67.72%	57.10%	62.92%	62.46%	61.66%	68.55%	59.04%	69.08%	69.68%	80.39%	61.02%	62.09%	55.12%	57.43%	65.43%	73.24%	53.33%	62.32%	52.68%	68.06%	64.55%					
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
