Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Аликовская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239									
		0.25%	0.35%	0.00%	0.81%	0.45%	0.36%	0.60%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.40%	0.00%	0.00%	0.45%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.35%	0.00%	0.00%	0.88%	0.66%	0.00%	0.00%	0.51%	0.86%	0.00%	0.00%	0.95%	0.35%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	7	1	7	3	1	0	1	0	0	1	1	3	2	1	0	0	1	0	0	0	2	1	1	0	2	1	0	0	2	1	0	0	1	1	1	0	0	0	0									
		0.41%	1.24%	0.22%	1.42%	0.68%	0.36%	0.00%	0.85%	0.00%	0.00%	0.27%	0.29%	0.61%	0.80%	0.39%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.40%	0.79%	0.26%	0.00%	0.70%	0.58%	0.00%	0.00%	1.32%	0.66%	0.00%	0.00%	0.43%	0.50%	0.48%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1313	92	76	86	76	22	6	4	40	37	46	58	57	38	25	29	24	18	6	5	19	59	18	41	22	30	17	38	24	13	15	42	30	47	51	9	8	53	19	13									
		12.90%	16.31%	16.67%	17.41%	17.12%	7.83%	3.59%	3.42%	14.98%	17.62%	12.50%	16.76%	11.56%	15.26%	9.77%	9.63%	10.91%	8.53%	6.00%	3.88%	12.03%	11.78%	14.17%	10.82%	10.19%	10.49%	9.94%	13.57%	10.62%	8.55%	9.93%	25.30%	15.23%	20.26%	25.50%	4.29%	3.79%	18.66%	10.44%	7.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	4	0	4	4	2	0	0	3	2	2	3	0	0	0	1	0	0	0	0	0	1	1	3	1	0	0	1	0	0	1	2	0	1	0	1	0	1	4	1									
		0.42%	0.71%	0.00%	0.81%	0.90%	0.71%	0.00%	0.00%	1.12%	0.95%	0.54%	0.87%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.79%	0.79%	0.46%	0.00%	0.00%	0.36%	0.00%	0.00%	0.66%	1.20%	0.00%	0.43%	0.00%	0.48%	0.00%	0.35%	2.20%	0.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	572	47	37	40	24	27	24	5	22	10	13	19	27	12	10	10	8	4	2	5	11	23	6	21	11	11	4	21	18	8	9	7	2	7	6	11	8	12	21	9									
		5.62%	8.33%	8.11%	8.10%	5.41%	9.61%	14.37%	4.27%	8.24%	4.76%	3.53%	5.49%	5.48%	4.82%	3.91%	3.32%	3.64%	1.90%	2.00%	3.88%	6.96%	4.59%	4.72%	5.54%	5.09%	3.85%	2.34%	7.50%	7.96%	5.26%	5.96%	4.22%	1.02%	3.02%	3.00%	5.24%	3.79%	4.23%	11.54%	5.11%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
