Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Краснинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №800									
		0.20%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.21%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.39%	0.00%	0.00%	0.89%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	4	3	0	0	1	0	0	0	4	3	2	0	0	2	2	0	1	0	0	0	0	0	1	1									
		0.53%	0.62%	0.73%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	2.30%	0.63%	1.03%	0.00%	0.00%	0.91%	2.70%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	662	96	63	17	15	8	7	37	15	25	73	28	18	13	28	10	10	27	34	10	10	6	10	35	67									
		14.61%	14.93%	15.33%	12.41%	11.28%	11.27%	8.54%	29.13%	23.81%	14.37%	15.37%	14.43%	16.07%	17.33%	12.79%	13.51%	7.69%	10.15%	14.59%	13.89%	13.70%	6.00%	8.93%	20.11%	17.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	3	1	0	1	0	0	0	0	2	2	0	0	0	1	0	1	0	1	1	0	0	0	1	1									
		0.33%	0.47%	0.24%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	1.15%	0.42%	0.00%	0.00%	0.00%	0.46%	0.00%	0.77%	0.00%	0.43%	1.39%	0.00%	0.00%	0.00%	0.57%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	84	11	8	2	2	1	0	3	2	4	15	7	1	0	3	0	3	0	6	3	0	0	1	3	9									
		1.85%	1.71%	1.95%	1.46%	1.50%	1.41%	0.00%	2.36%	3.17%	2.30%	3.16%	3.61%	0.89%	0.00%	1.37%	0.00%	2.31%	0.00%	2.58%	4.17%	0.00%	0.00%	0.89%	1.72%	2.36%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
