Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Озинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	45	4	0	0	1	1	4	1	0	1	0	2	0	1	1	1	1	0	0	0	1	0	5	3	0	15	1	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	96	6	7	5	5	2	6	4	2	3	2	6	3	3	6	3	0	7	0	4	1	4	0	4	0	0	5	3	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	4	1	1	3	8	1	3	3	3	1	4	7	2	1	5	2	2	1	5	1	0	3	7	0	1	6	5	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	32	0	0	4	2	1	0	3	1	3	1	1	2	3	2	0	3	0	0	2	1	0	0	1	1	1	0	0	0	0									
		0.27%	0.00%	0.00%	1.05%	0.50%	0.17%	0.00%	0.75%	0.27%	0.74%	0.19%	0.23%	0.40%	0.79%	0.49%	0.00%	0.57%	0.00%	0.00%	0.33%	0.26%	0.00%	0.00%	0.24%	0.18%	0.28%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	271	10	6	7	6	12	0	7	9	8	7	5	9	12	6	11	10	0	3	43	14	9	16	10	3	8	29	8	0	3									
		2.29%	2.42%	1.55%	1.84%	1.50%	2.09%	0.00%	1.75%	2.40%	1.97%	1.30%	1.16%	1.81%	3.16%	1.47%	2.68%	1.89%	0.00%	2.44%	7.06%	3.70%	7.14%	4.43%	2.35%	0.55%	2.27%	8.92%	1.95%	0.00%	0.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	11	6	2	4	6	0	5	3	3	1	2	3	1	3	2	6	0	0	2	2	2	0	1	3	6	0	1	0	14									
		0.75%	2.66%	1.55%	0.53%	0.99%	1.05%	0.00%	1.25%	0.80%	0.74%	0.19%	0.47%	0.60%	0.26%	0.74%	0.49%	1.13%	0.00%	0.00%	0.33%	0.53%	1.59%	0.00%	0.24%	0.55%	1.70%	0.00%	0.24%	0.00%	4.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9439	311	320	282	303	412	285	303	275	292	434	352	389	298	336	354	362	497	97	522	302	97	292	345	485	286	265	331	338	274									
		79.82%	75.12%	82.47%	74.21%	75.56%	71.78%	75.60%	75.56%	73.33%	71.74%	80.37%	81.86%	78.27%	78.42%	82.35%	86.13%	68.43%	89.87%	78.86%	85.71%	79.89%	76.98%	80.89%	81.18%	89.32%	81.25%	81.54%	80.54%	93.37%	79.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	2	0	3	2	8	0	1	0	0	2	0	1	0	0	2	2	0	0	6	0	1	0	2	0	1	0	3	0	0									
		0.30%	0.48%	0.00%	0.79%	0.50%	1.39%	0.00%	0.25%	0.00%	0.00%	0.37%	0.00%	0.20%	0.00%	0.00%	0.49%	0.38%	0.00%	0.00%	0.99%	0.00%	0.79%	0.00%	0.47%	0.00%	0.28%	0.00%	0.73%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	0	0	1	0	0	1	2	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.23%	0.20%	0.26%	0.00%	0.00%	0.38%	0.00%	0.00%	0.16%	0.00%	0.00%	0.28%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	808	35	23	46	46	60	27	31	44	51	30	21	40	34	33	15	71	27	8	13	18	4	9	19	26	4	31	17	10	15									
		6.83%	8.45%	5.93%	12.11%	11.47%	10.45%	7.16%	7.73%	11.73%	12.53%	5.56%	4.88%	8.05%	8.95%	8.09%	3.65%	13.42%	4.88%	6.50%	2.13%	4.76%	3.17%	2.49%	4.47%	4.79%	1.14%	9.54%	4.14%	2.76%	4.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	0	1	3	0	0	0	0	0	3	1	1	0	0	0	5	0	0	2	1	0	1	1	0	1	0	0	0	1									
		0.18%	0.00%	0.00%	0.26%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.23%	0.20%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.33%	0.26%	0.00%	0.28%	0.24%	0.00%	0.28%	0.00%	0.00%	0.00%	0.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	1	0	0	2	0	0	3	0	0	2	0	1	0	0	0	3	0	0	0	0	0	1	0	0	5	0	0	0	2									
		0.17%	0.24%	0.00%	0.00%	0.50%	0.00%	0.00%	0.75%	0.00%	0.00%	0.37%	0.00%	0.20%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	1.42%	0.00%	0.00%	0.00%	0.58%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3									
		0.06%	0.24%	0.00%	0.26%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	27	0	0	3	1	1	0	0	2	1	1	0	2	1	0	1	2	0	0	0	1	0	2	0	0	5	0	3	0	1									
		0.23%	0.00%	0.00%	0.79%	0.25%	0.17%	0.00%	0.00%	0.53%	0.25%	0.19%	0.00%	0.40%	0.26%	0.00%	0.24%	0.38%	0.00%	0.00%	0.00%	0.26%	0.00%	0.55%	0.00%	0.00%	1.42%	0.00%	0.73%	0.00%	0.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	841	33	26	23	30	44	30	45	37	44	52	41	46	25	24	25	41	29	14	9	32	11	27	39	24	14	0	41	14	21									
		7.11%	7.97%	6.70%	6.05%	7.48%	7.67%	7.96%	11.22%	9.87%	10.81%	9.63%	9.53%	9.26%	6.58%	5.88%	6.08%	7.75%	5.24%	11.38%	1.48%	8.47%	8.73%	7.48%	9.18%	4.42%	3.98%	0.00%	9.98%	3.87%	6.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	5	0	3	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.16%	0.00%	0.00%	0.28%	0.00%	0.00%	1.42%	0.00%	0.73%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	108	6	5	6	1	9	7	2	4	3	3	6	1	1	1	1	12	0	0	1	3	0	3	5	1	16	0	4	0	7									
		0.91%	1.45%	1.29%	1.58%	0.25%	1.57%	1.86%	0.50%	1.07%	0.74%	0.56%	1.40%	0.20%	0.26%	0.25%	0.24%	2.27%	0.00%	0.00%	0.16%	0.79%	0.00%	0.83%	1.18%	0.18%	4.55%	0.00%	0.97%	0.00%	2.03%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
