Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Рыбновская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	246	6	0	10	4	5	1	9	0	11	2	3	2	0	1	6	2	4	5	5	5	3	2	5	3	5	8	5	6	1	12	14	12	14	16	7	12	22	18									
		1.63%	1.73%	0.00%	0.83%	2.30%	0.92%	0.43%	5.26%	0.00%	1.93%	0.87%	1.69%	0.78%	0.00%	0.62%	2.36%	0.95%	1.65%	2.58%	1.82%	2.14%	1.42%	1.82%	2.06%	1.32%	1.92%	2.41%	1.26%	2.39%	2.13%	1.94%	2.46%	3.11%	3.20%	1.64%	1.02%	1.49%	1.63%	1.53%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9340	201	96	925	93	369	165	101	120	393	157	134	178	146	70	153	150	148	133	193	155	123	74	163	145	159	190	244	143	32	345	323	199	279	632	524	417	546	722									
		62.05%	58.09%	84.21%	76.45%	53.45%	68.21%	71.12%	59.06%	72.73%	68.95%	68.56%	75.28%	68.99%	71.22%	43.48%	60.24%	71.09%	60.91%	68.56%	70.44%	66.24%	58.02%	67.27%	67.08%	63.60%	60.92%	57.23%	61.46%	56.97%	68.09%	55.92%	56.77%	51.55%	63.84%	64.62%	76.50%	51.61%	40.41%	61.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	104	0	1	2	4	5	0	0	3	2	1	1	3	0	0	0	1	0	0	0	0	0	0	1	1	3	1	2	0	0	4	3	1	15	0	2	7	37	4									
		0.69%	0.00%	0.88%	0.17%	2.30%	0.92%	0.00%	0.00%	1.82%	0.35%	0.44%	0.56%	1.16%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.44%	1.15%	0.30%	0.50%	0.00%	0.00%	0.65%	0.53%	0.26%	3.43%	0.00%	0.29%	0.87%	2.74%	0.34%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	4	0	1	2	1	2	0	1	1	1	0	0	0	1	0	2	0	0	2	0	1	15	1									
		0.27%	0.00%	0.00%	0.00%	0.57%	0.18%	0.43%	0.00%	0.61%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.90%	0.00%	0.52%	0.73%	0.43%	0.94%	0.00%	0.41%	0.44%	0.38%	0.00%	0.00%	0.00%	2.13%	0.00%	0.35%	0.00%	0.00%	0.20%	0.00%	0.12%	1.11%	0.08%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2193	65	7	86	31	75	39	18	16	47	33	16	30	32	37	33	18	32	43	41	22	36	16	35	37	40	52	66	48	3	107	102	64	45	123	45	125	361	167									
		14.57%	18.79%	6.14%	7.11%	17.82%	13.86%	16.81%	10.53%	9.70%	8.25%	14.41%	8.99%	11.63%	15.61%	22.98%	12.99%	8.53%	13.17%	22.16%	14.96%	9.40%	16.98%	14.55%	14.40%	16.23%	15.33%	15.66%	16.62%	19.12%	6.38%	17.34%	17.93%	16.58%	10.30%	12.58%	6.57%	15.47%	26.72%	14.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	2	0	4	8	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	1	1	2	1	0	8	3	5	4	4	1	3	16	7									
		0.52%	0.58%	0.00%	0.33%	4.60%	0.00%	0.43%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.91%	0.41%	0.88%	0.38%	0.30%	0.50%	0.40%	0.00%	1.30%	0.53%	1.30%	0.92%	0.41%	0.15%	0.37%	1.18%	0.59%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	115	1	1	3	0	3	0	2	1	4	1	0	0	1	4	4	2	2	0	0	1	4	0	1	6	2	5	4	0	0	5	2	4	4	10	7	4	21	6									
		0.76%	0.29%	0.88%	0.25%	0.00%	0.55%	0.00%	1.17%	0.61%	0.70%	0.44%	0.00%	0.00%	0.49%	2.48%	1.57%	0.95%	0.82%	0.00%	0.00%	0.43%	1.89%	0.00%	0.41%	2.63%	0.77%	1.51%	1.01%	0.00%	0.00%	0.81%	0.35%	1.04%	0.92%	1.02%	1.02%	0.50%	1.55%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	3	8	0									
		0.14%	0.00%	0.00%	0.17%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.29%	0.37%	0.59%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	141	0	1	7	5	0	2	0	1	4	4	2	1	0	2	2	2	3	1	0	1	3	2	1	0	4	2	4	2	2	9	7	6	1	8	2	10	27	13									
		0.94%	0.00%	0.88%	0.58%	2.87%	0.00%	0.86%	0.00%	0.61%	0.70%	1.75%	1.12%	0.39%	0.00%	1.24%	0.79%	0.95%	1.23%	0.52%	0.00%	0.43%	1.42%	1.82%	0.41%	0.00%	1.53%	0.60%	1.01%	0.80%	4.26%	1.46%	1.23%	1.55%	0.23%	0.82%	0.29%	1.24%	1.99%	1.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1454	43	7	77	13	51	18	25	7	54	20	9	16	14	27	41	19	31	5	27	27	17	12	16	20	30	50	38	27	6	58	69	49	52	91	54	96	125	113									
		9.66%	12.43%	6.14%	6.36%	7.47%	9.43%	7.76%	14.62%	4.24%	9.47%	8.73%	5.06%	6.20%	6.83%	16.77%	16.14%	9.00%	12.76%	2.58%	9.85%	11.54%	8.02%	10.91%	6.58%	8.77%	11.49%	15.06%	9.57%	10.76%	12.77%	9.40%	12.13%	12.69%	11.90%	9.30%	7.88%	11.88%	9.25%	9.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	2	0	4	0	1	1	0	0	1	0	1	1	1	2	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	1	1	0	1	1	1	3	19	2									
		0.32%	0.58%	0.00%	0.33%	0.00%	0.18%	0.43%	0.00%	0.00%	0.18%	0.00%	0.56%	0.39%	0.49%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.44%	0.00%	0.60%	0.00%	0.40%	0.00%	0.16%	0.18%	0.00%	0.23%	0.10%	0.15%	0.37%	1.41%	0.17%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	613	1	0	55	9	11	2	3	6	20	5	4	12	0	6	5	6	8	0	3	8	12	0	6	6	2	12	17	7	0	36	22	26	4	37	19	86	83	74									
		4.07%	0.29%	0.00%	4.55%	5.17%	2.03%	0.86%	1.75%	3.64%	3.51%	2.18%	2.25%	4.65%	0.00%	3.73%	1.97%	2.84%	3.29%	0.00%	1.09%	3.42%	5.66%	0.00%	2.47%	2.63%	0.77%	3.61%	4.28%	2.79%	0.00%	5.83%	3.87%	6.74%	0.92%	3.78%	2.77%	10.64%	6.14%	6.29%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
