Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																													
Дата голосования: 18.09.2016																																																													
																																																													
Наименование Избирательной комиссии:    Гурьевская																																																													
																																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																																													
																																																													
		Сумма	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	690	25	30	10	10	15	15	10	30	30	25	25	25	35	20	10	30	30	15	25	10	2	5	5	15	23	10	15	10	15	5	5	5	9	3	3	2	10	5	10	10	5	5	10	15	10	18	15	10	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	672	25	30	10	10	15	2	5	30	30	25	25	25	35	20	10	30	30	15	25	10	2	5	5	15	23	10	15	10	15	5	5	5	9	3	3	2	10	5	10	10	5	5	10	15	10	18	15	10	5	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	46	0	2	0	1	0	2	0	1	0	0	2	1	0	0	0	0	0	0	2	0	2	1	0	2	3	1	1	0	2	3	4	1	1	1	1	2	1	0	1	1	0	0	1	2	1	2	1	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	23	2	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	1	0	4	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0									
		0.07%	0.18%	0.09%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.09%	0.09%	0.00%	0.08%	0.00%	1.22%	0.00%	0.92%	0.00%	0.29%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.16%	0.65%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	65	1	4	3	0	1	0	2	4	1	0	0	1	0	0	1	0	2	0	6	1	0	1	0	2	0	0	0	1	0	0	7	1	0	1	7	0	2	4	0	1	0	1	0	0	0	4	1	2	1	2									
		0.21%	0.09%	0.35%	0.81%	0.00%	0.15%	0.00%	0.71%	0.34%	0.08%	0.00%	0.00%	0.08%	0.00%	0.00%	0.36%	0.00%	0.16%	0.00%	0.50%	0.24%	0.00%	0.21%	0.00%	0.22%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	2.13%	0.86%	0.00%	0.35%	2.01%	0.00%	1.85%	0.66%	0.00%	0.65%	0.00%	0.60%	0.00%	0.00%	0.00%	0.54%	0.10%	0.76%	1.41%	0.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	33	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	10	0	3	2	1	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0									
		0.11%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.17%	0.00%	0.08%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.08%	0.00%	3.05%	0.00%	2.75%	0.70%	0.29%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.27%	0.00%	0.38%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24791	964	966	264	361	544	364	193	986	993	999	958	1017	937	828	192	1090	1007	494	1007	339	69	416	233	793	788	1001	949	134	1132	501	179	42	49	193	251	43	41	481	223	98	53	118	515	103	102	592	835	176	25	153									
		80.70%	87.08%	83.35%	71.16%	75.52%	79.18%	68.81%	68.20%	84.06%	82.27%	82.63%	79.70%	84.19%	79.14%	85.45%	69.57%	84.04%	82.47%	79.81%	84.20%	82.89%	75.00%	85.95%	77.93%	89.00%	88.54%	87.58%	89.95%	79.76%	86.08%	79.52%	54.57%	36.21%	44.95%	67.96%	71.92%	50.00%	37.96%	78.98%	71.70%	63.64%	49.53%	71.08%	84.29%	67.32%	53.97%	80.54%	83.33%	66.67%	35.21%	70.18%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	1	0	0	0	0	2	3	0	0	1	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1									
		0.07%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.71%	0.26%	0.00%	0.00%	0.08%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.25%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.30%	0.00%	0.00%	1.06%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.46%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1783	41	43	36	41	26	48	32	47	42	59	33	41	57	37	26	32	31	29	32	19	5	19	23	48	64	77	61	17	64	31	49	6	11	18	27	7	39	64	46	23	9	15	37	18	22	74	53	44	23	37									
		5.80%	3.70%	3.71%	9.70%	8.58%	3.78%	9.07%	11.31%	4.01%	3.48%	4.88%	2.75%	3.39%	4.81%	3.82%	9.42%	2.47%	2.54%	4.68%	2.68%	4.65%	5.43%	3.93%	7.69%	5.39%	7.19%	6.74%	5.78%	10.12%	4.87%	4.92%	14.94%	5.17%	10.09%	6.34%	7.74%	8.14%	36.11%	10.51%	14.79%	14.94%	8.41%	9.04%	6.06%	11.76%	11.64%	10.07%	5.29%	16.67%	32.39%	16.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0									
		0.05%	0.09%	0.00%	0.00%	0.00%	0.00%	0.19%	0.35%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.61%	0.86%	0.00%	0.70%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	3	1	3									
		0.08%	0.00%	0.35%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.16%	0.30%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	1.41%	1.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	4	1	1	0	4	1	0	0	2	1	0	0	0	0	1	0	1	1	0	0	1									
		0.10%	0.18%	0.00%	0.81%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.60%	0.15%	0.63%	0.30%	0.86%	0.00%	1.41%	0.29%	0.00%	0.00%	0.33%	0.32%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.14%	0.10%	0.00%	0.00%	0.46%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	3	0	0	1	1	0	1	2	0	1	1	0	1	0	0	1	1	0	8	1	1	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	1	1	0	0	1	0	5	0	0	3	0	3	1	2									
		0.15%	0.27%	0.00%	0.00%	0.21%	0.15%	0.00%	0.35%	0.17%	0.00%	0.08%	0.08%	0.00%	0.08%	0.00%	0.00%	0.08%	0.08%	0.00%	0.67%	0.24%	1.09%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.92%	0.00%	0.00%	0.00%	0.93%	0.16%	0.00%	0.00%	0.93%	0.00%	0.82%	0.00%	0.00%	0.41%	0.00%	1.14%	1.41%	0.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2582	73	68	29	52	86	74	43	89	124	94	132	109	129	65	37	127	123	67	103	38	14	32	27	26	27	48	27	9	73	87	50	33	34	31	34	19	14	13	22	14	27	19	24	16	27	36	88	23	11	15									
		8.40%	6.59%	5.87%	7.82%	10.88%	12.52%	13.99%	15.19%	7.59%	10.27%	7.78%	10.98%	9.02%	10.90%	6.71%	13.41%	9.79%	10.07%	10.82%	8.61%	9.29%	15.22%	6.61%	9.03%	2.92%	3.03%	4.20%	2.56%	5.36%	5.55%	13.81%	15.24%	28.45%	31.19%	10.92%	9.74%	22.09%	12.96%	2.13%	7.07%	9.09%	25.23%	11.45%	3.93%	10.46%	14.29%	4.90%	8.78%	8.71%	15.49%	6.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	1	2	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	3	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1									
		0.08%	0.09%	0.17%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.16%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.86%	0.00%	0.35%	0.86%	1.16%	0.93%	0.16%	0.00%	0.65%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.46%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1106	15	37	29	21	26	38	7	35	43	54	71	38	49	35	19	42	49	27	21	5	1	14	12	19	7	13	15	6	29	2	5	31	8	26	18	16	10	28	15	17	16	12	26	13	27	19	21	7	9	3									
		3.60%	1.36%	3.19%	7.82%	4.39%	3.78%	7.18%	2.47%	2.98%	3.56%	4.47%	5.91%	3.15%	4.14%	3.61%	6.88%	3.24%	4.01%	4.36%	1.76%	1.22%	1.09%	2.89%	4.01%	2.13%	0.79%	1.14%	1.42%	3.57%	2.21%	0.32%	1.52%	26.72%	7.34%	9.15%	5.16%	18.60%	9.26%	4.60%	4.82%	11.04%	14.95%	7.23%	4.26%	8.50%	14.29%	2.59%	2.10%	2.65%	12.68%	1.38%									
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
