Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Плесецкая																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	234	4	6	16	2	11	0	0	6	3	12	13	7	15	3	1	10	2	1	5	5	5	0	4	7	18	0	18	12	0	3	4	0	3	12	3	2	0	1	5	2	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	129	7	8	9	4	2	0	1	3	1	1	2	5	6	3	14	5	3	2	4	11	3	0	2	2	3	0	4	6	3	1	0	0	2	4	1	0	0	2	0	0	5	0					
14	Число погашенных открепительных удостоверений	482	16	9	25	38	9	5	5	4	7	8	7	13	5	17	19	10	18	19	15	15	15	10	6	13	2	20	17	3	20	7	6	10	17	8	17	18	5	4	0	8	8	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	"1. ""ЕДИНЕНИЕ"""	325	8	14	9	6	3	3	2	13	2	12	9	7	13	0	4	12	11	5	6	10	6	3	1	20	11	4	15	21	5	4	6	1	7	15	5	10	6	12	4	9	6	5					
		1.42%	2.53%	1.72%	0.87%	1.12%	1.63%	1.42%	2.08%	2.04%	0.71%	1.28%	0.82%	0.96%	1.24%	0.0%	3.27%	0.98%	1.08%	0.78%	0.70%	1.66%	1.98%	1.97%	0.68%	2.18%	1.01%	1.93%	1.24%	1.62%	1.47%	1.82%	5.21%	0.99%	1.84%	1.11%	2.61%	2.45%	2.09%	5.66%	1.33%	2.20%	1.41%	1.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	346	7	5	16	8	0	0	0	2	3	14	16	7	14	0	1	41	38	12	21	15	3	0	4	9	12	3	24	20	11	0	3	0	3	14	0	3	5	2	0	2	6	2					
		1.51%	2.21%	0.61%	1.55%	1.49%	0.0%	0.0%	0.0%	0.31%	1.06%	1.49%	1.46%	0.96%	1.34%	0.0%	0.81%	3.34%	3.74%	1.88%	2.46%	2.5%	0.99%	0.0%	2.72%	0.98%	1.10%	1.44%	1.99%	1.54%	3.23%	0.0%	2.60%	0.0%	0.79%	1.04%	0.0%	0.73%	1.74%	0.94%	0.0%	0.49%	1.41%	0.50%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1124	10	26	50	12	6	9	5	30	18	54	67	31	59	5	6	68	49	37	41	35	13	4	5	72	56	11	55	64	21	7	5	7	21	57	7	19	13	6	21	9	8	25					
		4.91%	3.16%	3.20%	4.84%	2.24%	3.27%	4.28%	5.20%	4.72%	6.40%	5.77%	6.12%	4.28%	5.65%	5.15%	4.91%	5.55%	4.82%	5.80%	4.80%	5.83%	4.30%	2.63%	3.40%	7.85%	5.14%	5.31%	4.57%	4.95%	6.17%	3.19%	4.34%	6.93%	5.54%	4.24%	3.66%	4.66%	4.52%	2.83%	7.02%	2.20%	1.88%	6.36%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	615	6	10	30	15	6	1	0	11	9	25	40	26	37	2	1	62	44	18	28	29	13	1	0	18	17	3	49	56	12	4	2	2	2	16	1	1	4	3	0	0	2	9					
		2.68%	1.89%	1.23%	2.90%	2.80%	3.27%	0.47%	0.0%	1.73%	3.20%	2.67%	3.65%	3.59%	3.54%	2.06%	0.81%	5.06%	4.33%	2.82%	3.28%	4.83%	4.30%	0.65%	0.0%	1.96%	1.56%	1.44%	4.07%	4.33%	3.52%	1.82%	1.73%	1.98%	0.52%	1.19%	0.52%	0.24%	1.39%	1.41%	0.0%	0.0%	0.47%	2.29%					
22	"5. ""За Русь Святую"""	87	1	2	9	2	0	2	1	1	3	1	3	1	3	0	1	3	3	1	5	1	0	0	1	4	3	0	3	7	1	2	0	0	0	5	0	2	3	2	1	3	4	3					
		0.38%	0.31%	0.24%	0.87%	0.37%	0.0%	0.95%	1.04%	0.15%	1.06%	0.10%	0.27%	0.13%	0.28%	0.0%	0.81%	0.24%	0.29%	0.15%	0.58%	0.16%	0.0%	0.0%	0.68%	0.43%	0.27%	0.0%	0.24%	0.54%	0.29%	0.91%	0.0%	0.0%	0.0%	0.37%	0.0%	0.49%	1.04%	0.94%	0.33%	0.73%	0.94%	0.76%					
23	"6. ""Объединенная Российская партия ""Русь"""	98	1	5	7	2	0	0	0	1	3	3	1	2	1	0	0	6	3	2	10	3	0	0	0	3	14	1	7	3	1	2	0	3	1	4	1	0	1	0	1	0	4	2					
		0.42%	0.31%	0.61%	0.67%	0.37%	0.0%	0.0%	0.0%	0.15%	1.06%	0.32%	0.09%	0.27%	0.09%	0.0%	0.0%	0.49%	0.29%	0.31%	1.17%	0.5%	0.0%	0.0%	0.0%	0.32%	1.28%	0.48%	0.58%	0.23%	0.29%	0.91%	0.0%	2.97%	0.26%	0.29%	0.52%	0.0%	0.34%	0.0%	0.33%	0.0%	0.94%	0.50%					
24	"7. ""Новый курс - Автомобильная Россия"""	132	1	3	3	3	1	1	0	1	0	7	7	5	4	0	1	14	8	8	9	3	2	0	0	0	6	0	6	9	1	6	2	0	0	12	1	0	3	0	0	2	1	2					
		0.57%	0.31%	0.36%	0.29%	0.56%	0.54%	0.47%	0.0%	0.15%	0.0%	0.74%	0.64%	0.69%	0.38%	0.0%	0.81%	1.14%	0.78%	1.25%	1.05%	0.5%	0.66%	0.0%	0.0%	0.0%	0.55%	0.0%	0.49%	0.69%	0.29%	2.73%	1.73%	0.0%	0.0%	0.89%	0.52%	0.0%	1.04%	0.0%	0.0%	0.49%	0.23%	0.50%					
25	"8. ""Народно-республиканская партия России"""	37	2	0	1	0	0	0	0	1	0	0	3	1	2	0	0	1	1	0	0	0	1	1	1	1	1	0	2	3	1	0	2	0	0	2	2	0	2	1	1	3	0	1					
		0.16%	0.63%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.27%	0.13%	0.19%	0.0%	0.0%	0.08%	0.09%	0.0%	0.0%	0.0%	0.33%	0.65%	0.68%	0.10%	0.09%	0.0%	0.16%	0.23%	0.29%	0.0%	1.73%	0.0%	0.0%	0.14%	1.04%	0.0%	0.69%	0.47%	0.33%	0.73%	0.0%	0.25%					
26	"9. ""Российская экологическая партия ""Зеленые"""	64	0	0	3	2	0	1	0	1	0	1	4	3	7	0	0	4	3	0	9	1	0	0	0	1	3	0	7	6	1	0	0	0	2	1	0	0	0	2	0	2	0	0					
		0.27%	0.0%	0.0%	0.29%	0.37%	0.0%	0.47%	0.0%	0.15%	0.0%	0.10%	0.36%	0.41%	0.67%	0.0%	0.0%	0.32%	0.29%	0.0%	1.05%	0.16%	0.0%	0.0%	0.0%	0.10%	0.27%	0.0%	0.58%	0.46%	0.29%	0.0%	0.0%	0.0%	0.52%	0.07%	0.0%	0.0%	0.0%	0.94%	0.0%	0.49%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	791	6	11	30	6	6	4	2	20	13	24	36	25	32	3	2	55	40	8	18	19	4	12	6	19	37	6	46	29	26	5	7	0	38	84	33	16	19	9	11	10	1	13					
		3.45%	1.89%	1.35%	2.90%	1.12%	3.27%	1.90%	2.08%	3.14%	4.62%	2.56%	3.29%	3.45%	3.06%	3.09%	1.63%	4.49%	3.93%	1.25%	2.11%	3.16%	1.32%	7.89%	4.08%	2.07%	3.40%	2.89%	3.83%	2.24%	7.64%	2.28%	6.08%	0.0%	10.02%	6.25%	17.27%	3.93%	6.62%	4.24%	3.67%	2.45%	0.23%	3.30%					
28	"11. ""Истинные патриоты России"""	22	0	0	0	1	2	0	0	2	0	0	1	2	0	0	0	2	2	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2					
		0.09%	0.0%	0.0%	0.0%	0.18%	1.09%	0.0%	0.0%	0.31%	0.0%	0.0%	0.09%	0.27%	0.0%	0.0%	0.0%	0.16%	0.19%	0.15%	0.23%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.50%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	340	7	9	13	8	2	3	3	10	3	12	16	6	17	1	3	29	9	21	14	19	3	0	1	16	12	1	26	30	5	4	0	1	1	12	1	6	2	2	3	3	2	4					
		1.48%	2.21%	1.10%	1.25%	1.49%	1.09%	1.42%	3.12%	1.57%	1.06%	1.28%	1.46%	0.82%	1.62%	1.03%	2.45%	2.36%	0.88%	3.29%	1.64%	3.16%	0.99%	0.0%	0.68%	1.74%	1.10%	0.48%	2.16%	2.32%	1.47%	1.82%	0.0%	0.99%	0.26%	0.89%	0.52%	1.47%	0.69%	0.94%	1.00%	0.73%	0.47%	1.01%					
30	"13. ""Демократическая партия России"""	90	1	6	1	1	0	0	0	5	2	1	4	5	1	0	0	1	5	3	4	3	2	0	1	2	8	2	0	4	0	0	0	0	3	9	1	2	4	2	1	1	0	5					
		0.39%	0.31%	0.73%	0.09%	0.18%	0.0%	0.0%	0.0%	0.78%	0.71%	0.10%	0.36%	0.69%	0.09%	0.0%	0.0%	0.08%	0.49%	0.47%	0.46%	0.5%	0.66%	0.0%	0.68%	0.21%	0.73%	0.96%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.79%	0.67%	0.52%	0.49%	1.39%	0.94%	0.33%	0.24%	0.0%	1.27%					
31	"14. ""Великая Россия - Евразийский Союз"""	51	3	2	4	1	0	0	0	1	1	3	1	3	2	1	1	0	1	1	0	1	0	0	0	3	0	0	5	0	3	0	0	2	0	5	0	0	1	1	2	2	0	1					
		0.22%	0.94%	0.24%	0.38%	0.18%	0.0%	0.0%	0.0%	0.15%	0.35%	0.32%	0.09%	0.41%	0.19%	1.03%	0.81%	0.0%	0.09%	0.15%	0.0%	0.16%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.41%	0.0%	0.88%	0.0%	0.0%	1.98%	0.0%	0.37%	0.0%	0.0%	0.34%	0.47%	0.66%	0.49%	0.0%	0.25%					
32	"15. ""Партия СЛОН"""	41	2	1	1	0	0	1	1	1	1	0	3	0	0	0	0	2	5	2	4	3	0	0	1	0	1	0	4	0	1	0	0	1	2	0	1	0	0	1	1	0	1	0					
		0.17%	0.63%	0.12%	0.09%	0.0%	0.0%	0.47%	1.04%	0.15%	0.35%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.16%	0.49%	0.31%	0.46%	0.5%	0.0%	0.0%	0.68%	0.0%	0.09%	0.0%	0.33%	0.0%	0.29%	0.0%	0.0%	0.99%	0.52%	0.0%	0.52%	0.0%	0.0%	0.47%	0.33%	0.0%	0.23%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1945	17	54	85	45	18	11	3	65	16	74	85	58	77	5	4	178	112	87	138	58	26	6	4	60	69	16	98	123	12	11	3	18	15	153	8	29	28	5	14	22	18	17					
		8.50%	5.37%	6.65%	8.23%	8.41%	9.83%	5.23%	3.12%	10.23%	5.69%	7.91%	7.77%	8.01%	7.37%	5.15%	3.27%	14.54%	11.02%	13.65%	16.17%	9.66%	8.60%	3.94%	2.72%	6.54%	6.34%	7.72%	8.15%	9.52%	3.52%	5.02%	2.60%	17.82%	3.95%	11.39%	4.18%	7.12%	9.75%	2.35%	4.68%	5.39%	4.24%	4.32%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	84	0	3	0	1	2	2	0	3	1	2	5	3	1	0	2	3	1	1	1	2	1	1	2	5	4	3	6	7	2	0	0	2	0	4	1	2	3	1	2	2	2	1					
		0.36%	0.0%	0.36%	0.0%	0.18%	1.09%	0.95%	0.0%	0.47%	0.35%	0.21%	0.45%	0.41%	0.09%	0.0%	1.63%	0.24%	0.09%	0.15%	0.11%	0.33%	0.33%	0.65%	1.36%	0.54%	0.36%	1.44%	0.49%	0.54%	0.58%	0.0%	0.0%	1.98%	0.0%	0.29%	0.52%	0.49%	1.04%	0.47%	0.66%	0.49%	0.47%	0.25%					
35	"18. ""ЛДПР"""	2533	35	80	99	79	19	17	9	71	18	121	138	122	141	19	13	123	116	61	76	56	38	15	10	105	108	20	146	165	22	25	1	3	32	171	8	39	30	34	36	33	47	32					
		11.07%	11.07%	9.86%	9.59%	14.76%	10.38%	8.09%	9.37%	11.18%	6.40%	12.94%	12.62%	16.85%	13.50%	19.58%	10.65%	10.04%	11.41%	9.57%	8.90%	9.33%	12.58%	9.86%	6.80%	11.45%	9.92%	9.66%	12.15%	12.77%	6.47%	11.41%	0.86%	2.97%	8.44%	12.73%	4.18%	9.58%	10.45%	16.03%	12.04%	8.08%	11.08%	8.14%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	598	3	30	25	8	8	5	4	16	6	16	26	24	35	4	3	25	24	17	28	16	6	3	4	31	36	9	25	43	6	6	5	0	6	33	8	16	10	1	8	11	2	6					
		2.61%	0.94%	3.69%	2.42%	1.49%	4.37%	2.38%	4.16%	2.51%	2.13%	1.71%	2.37%	3.31%	3.35%	4.12%	2.45%	2.04%	2.36%	2.66%	3.28%	2.66%	1.98%	1.97%	2.72%	3.38%	3.30%	4.34%	2.08%	3.32%	1.76%	2.73%	4.34%	0.0%	1.58%	2.45%	4.18%	3.93%	3.48%	0.47%	2.67%	2.69%	0.47%	1.52%					
37	"20. ""Политическая партия ""Единая Россия"""	10230	171	412	489	271	87	118	46	307	120	431	457	286	439	40	61	419	407	253	329	238	140	85	90	428	535	101	478	508	165	89	68	32	192	543	83	224	103	112	156	224	276	217					
		44.73%	54.11%	50.80%	47.38%	50.65%	47.54%	56.19%	47.91%	48.34%	42.70%	46.09%	41.81%	39.50%	42.04%	41.23%	50.0%	34.23%	40.05%	39.71%	38.56%	39.66%	46.35%	55.92%	61.22%	46.67%	49.17%	48.79%	39.80%	39.31%	48.52%	40.63%	59.13%	31.68%	50.65%	40.43%	43.45%	55.03%	35.88%	52.83%	52.17%	54.90%	65.09%	55.21%					
38	"21. ""Российская Конституционно-демократическая партия"""	53	1	4	3	1	0	0	0	4	0	0	1	0	6	0	1	1	2	1	4	2	2	1	2	2	1	0	3	1	0	3	1	2	1	0	0	2	0	1	0	0	0	0					
		0.23%	0.31%	0.49%	0.29%	0.18%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.09%	0.0%	0.57%	0.0%	0.81%	0.08%	0.19%	0.15%	0.46%	0.33%	0.66%	0.65%	1.36%	0.21%	0.09%	0.0%	0.24%	0.07%	0.0%	1.36%	0.86%	1.98%	0.26%	0.0%	0.0%	0.49%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	72	0	0	5	4	0	1	0	1	0	3	1	6	6	0	0	2	6	2	2	1	1	0	2	1	1	0	5	8	0	0	0	1	1	7	0	0	1	1	1	0	1	1					
		0.31%	0.0%	0.0%	0.48%	0.74%	0.0%	0.47%	0.0%	0.15%	0.0%	0.32%	0.09%	0.82%	0.57%	0.0%	0.0%	0.16%	0.59%	0.31%	0.23%	0.16%	0.33%	0.0%	1.36%	0.10%	0.09%	0.0%	0.41%	0.61%	0.0%	0.0%	0.0%	0.99%	0.26%	0.52%	0.0%	0.0%	0.34%	0.47%	0.33%	0.0%	0.23%	0.25%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2053	23	99	102	39	13	20	12	52	34	91	126	78	94	9	15	66	75	46	66	48	27	11	6	79	100	19	110	92	34	29	7	19	37	125	24	32	40	9	28	53	30	34					
		8.97%	7.27%	12.20%	9.88%	7.28%	7.10%	9.52%	12.5%	8.18%	12.09%	9.73%	11.52%	10.77%	9.00%	9.27%	12.29%	5.39%	7.38%	7.22%	7.73%	8.0%	8.94%	7.23%	4.08%	8.61%	9.19%	9.17%	9.15%	7.12%	10.0%	13.24%	6.08%	18.81%	9.76%	9.30%	12.56%	7.86%	13.93%	4.24%	9.36%	12.99%	7.07%	8.65%					
																																																	
41	Против всех	887	9	26	38	18	10	8	6	11	19	31	34	16	46	6	3	89	41	43	34	24	11	8	6	24	40	6	69	75	4	16	2	6	7	56	4	2	4	1	4	14	12	4					
		3.87%	2.84%	3.20%	3.68%	3.36%	5.46%	3.80%	6.25%	1.73%	6.76%	3.31%	3.11%	2.20%	4.40%	6.18%	2.45%	7.27%	4.03%	6.75%	3.98%	4.0%	3.64%	5.26%	4.08%	2.61%	3.67%	2.89%	5.74%	5.80%	1.17%	7.30%	1.73%	5.94%	1.84%	4.16%	2.09%	0.49%	1.39%	0.47%	1.33%	3.43%	2.83%	1.01%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
