Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Подпорожская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	519	10	20	10	20	20	20	20	20	20	20	20	10	0	10	10	20	20	20	20	10	10	10	10	29	10	10	10	20	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	222	0	7	3	10	10	11	17	19	12	10	4	4	0	1	5	13	6	9	6	0	0	2	0	29	6	6	1	11	8	4	1	1	6	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	189	9	5	9	6	5	9	8	4	8	2	10	6	6	7	4	6	7	2	2	2	6	0	8	10	6	9	7	6	2	5	3	3	2	2	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	297	10	13	7	10	10	9	3	1	8	10	16	6	0	9	5	7	14	11	14	10	10	8	10	0	4	4	9	9	2	6	9	9	4	10	10	10	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	1	1	0	1	0	0	1	1	0	2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	353	10	7	4	24	18	22	25	18	20	24	9	6	1	2	0	8	5	19	21	0	2	1	0	16	11	3	0	31	17	6	2	3	1	2	2	13	0					
		2.52%	3.06%	1.35%	1.22%	2.96%	2.93%	2.33%	3.10%	1.91%	1.87%	3.31%	1.79%	1.83%	1.14%	2.41%	0.00%	1.42%	0.95%	2.91%	3.34%	0.00%	3.70%	0.89%	0.00%	2.11%	3.89%	1.94%	0.00%	4.45%	6.75%	3.57%	1.22%	4.55%	0.63%	2.90%	4.88%	8.02%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	108	3	8	1	3	3	7	7	12	18	2	2	2	2	0	0	6	5	1	2	0	0	1	0	10	3	0	0	2	5	1	1	0	0	1	0	0	0					
		0.77%	0.92%	1.54%	0.30%	0.37%	0.49%	0.74%	0.87%	1.28%	1.68%	0.28%	0.40%	0.61%	2.27%	0.00%	0.00%	1.07%	0.95%	0.15%	0.32%	0.00%	0.00%	0.89%	0.00%	1.32%	1.06%	0.00%	0.00%	0.29%	1.98%	0.60%	0.61%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	3	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.09%	0.92%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.20%	0.30%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1466	22	68	30	130	52	95	102	115	123	89	30	21	13	12	6	34	35	53	41	1	5	7	0	100	25	18	27	102	33	30	7	2	16	1	0	14	7					
		10.46%	6.73%	13.10%	9.15%	16.01%	8.47%	10.04%	12.64%	12.22%	11.51%	12.28%	5.96%	6.40%	14.77%	14.46%	6.74%	6.04%	6.67%	8.13%	6.53%	1.37%	9.26%	6.25%	0.00%	13.19%	8.83%	11.61%	20.45%	14.63%	13.10%	17.86%	4.27%	3.03%	10.00%	1.45%	0.00%	8.64%	12.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	227	2	13	2	17	3	15	15	13	23	8	4	3	6	0	2	30	15	12	10	3	0	0	0	7	3	6	0	0	0	2	2	1	4	3	1	2	0					
		1.62%	0.61%	2.50%	0.61%	2.09%	0.49%	1.59%	1.86%	1.38%	2.15%	1.10%	0.80%	0.91%	6.82%	0.00%	2.25%	5.33%	2.86%	1.84%	1.59%	4.11%	0.00%	0.00%	0.00%	0.92%	1.06%	3.87%	0.00%	0.00%	0.00%	1.19%	1.22%	1.52%	2.50%	4.35%	2.44%	1.23%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	0	0	0	1	1	3	1	4	2	0	3	1	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.15%	0.00%	0.00%	0.00%	0.12%	0.16%	0.32%	0.12%	0.43%	0.19%	0.00%	0.60%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.16%	1.37%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1240	28	45	38	64	71	88	66	83	122	65	55	38	6	11	5	55	54	63	47	4	3	6	1	50	17	10	10	57	16	10	7	5	23	2	2	8	5					
		8.85%	8.56%	8.67%	11.59%	7.88%	11.56%	9.30%	8.18%	8.82%	11.41%	8.97%	10.93%	11.59%	6.82%	13.25%	5.62%	9.77%	10.29%	9.66%	7.48%	5.48%	5.56%	5.36%	1.64%	6.60%	6.01%	6.45%	7.58%	8.18%	6.35%	5.95%	4.27%	7.58%	14.38%	2.90%	4.88%	4.94%	8.77%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2458	60	96	58	168	116	164	152	172	174	138	76	55	9	12	11	91	87	105	156	16	14	29	12	101	74	24	13	110	27	11	22	8	29	9	10	37	12					
		17.54%	18.35%	18.50%	17.68%	20.69%	18.89%	17.34%	18.84%	18.28%	16.28%	19.03%	15.11%	16.77%	10.23%	14.46%	12.36%	16.16%	16.57%	16.10%	24.84%	21.92%	25.93%	25.89%	19.67%	13.32%	26.15%	15.48%	9.85%	15.78%	10.71%	6.55%	13.41%	12.12%	18.13%	13.04%	24.39%	22.84%	21.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	75	0	4	1	0	1	7	2	8	7	8	3	4	2	0	1	1	5	4	2	0	2	0	0	4	1	1	1	1	0	1	0	0	2	0	0	2	0					
		0.54%	0.00%	0.77%	0.30%	0.00%	0.16%	0.74%	0.25%	0.85%	0.65%	1.10%	0.60%	1.22%	2.27%	0.00%	1.12%	0.18%	0.95%	0.61%	0.32%	0.00%	3.70%	0.00%	0.00%	0.53%	0.35%	0.65%	0.76%	0.14%	0.00%	0.60%	0.00%	0.00%	1.25%	0.00%	0.00%	1.23%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7827	198	269	188	386	343	528	420	502	560	385	310	187	49	45	63	324	302	380	339	48	27	68	45	461	142	92	78	389	153	105	119	46	81	50	26	86	33					
		55.86%	60.55%	51.83%	57.32%	47.54%	55.86%	55.81%	52.04%	53.35%	52.39%	53.10%	61.63%	57.01%	55.68%	54.22%	70.79%	57.55%	57.52%	58.28%	53.98%	65.75%	50.00%	60.71%	73.77%	60.82%	50.18%	59.35%	59.09%	55.81%	60.71%	62.50%	72.56%	69.70%	50.63%	72.46%	63.41%	53.09%	57.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	118	0	8	1	14	4	10	11	10	8	0	3	2	0	0	0	7	8	5	4	0	1	0	1	2	6	1	0	4	0	2	3	0	3	0	0	0	0					
		0.84%	0.00%	1.54%	0.30%	1.72%	0.65%	1.06%	1.36%	1.06%	0.75%	0.00%	0.60%	0.61%	0.00%	0.00%	0.00%	1.24%	1.52%	0.77%	0.64%	0.00%	1.85%	0.00%	1.64%	0.26%	2.12%	0.65%	0.00%	0.57%	0.00%	1.19%	1.83%	0.00%	1.88%	0.00%	0.00%	0.00%	0.00%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
