Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Старополтавская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3827	УИК №3828	УИК №3829	УИК №3830									
14	Число погашенных неиспользованных открепительных удостоверений	80	3	5	0	0	0	2	0	2	5	1	0	4	2	2	0	3	0	2	5	7	15	1	0	1	0	2	18	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	0	0	4	0	2	2	0	0	0	0	0	0	0	1	2	0	2	0	0	6	7	1	1	0	1	0	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	50	1	0	4	3	1	0	2	2	0	2	0	1	0	2	3	2	0	0	1	6	5	2	3	4	0	2	3	1									
		0.64%	0.74%	0.00%	1.79%	0.79%	0.24%	0.00%	0.34%	1.40%	0.00%	1.01%	0.00%	0.34%	0.00%	0.62%	0.77%	1.80%	0.00%	0.00%	0.29%	1.07%	0.97%	0.60%	0.87%	1.27%	0.00%	2.06%	0.83%	0.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	242	3	8	8	19	15	2	23	5	4	9	4	6	8	5	20	5	12	7	6	12	17	15	9	4	1	6	9	0									
		3.08%	2.21%	2.20%	3.57%	5.01%	3.53%	1.87%	3.96%	3.50%	3.67%	4.55%	1.67%	2.03%	3.33%	1.56%	5.10%	4.50%	3.70%	3.17%	1.74%	2.13%	3.29%	4.49%	2.61%	1.27%	2.04%	6.19%	2.49%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	135	6	7	3	10	5	2	9	2	5	4	4	5	3	5	7	0	3	2	3	11	12	3	6	6	0	1	5	6									
		1.72%	4.41%	1.93%	1.34%	2.64%	1.18%	1.87%	1.55%	1.40%	4.59%	2.02%	1.67%	1.69%	1.25%	1.56%	1.79%	0.00%	0.93%	0.90%	0.87%	1.95%	2.33%	0.90%	1.74%	1.90%	0.00%	1.03%	1.39%	5.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4315	63	176	126	183	219	78	329	97	54	107	139	154	138	233	217	58	219	137	206	260	212	212	209	185	38	53	155	58									
		55.00%	46.32%	48.48%	56.25%	48.28%	51.53%	72.90%	56.63%	67.83%	49.54%	54.04%	57.92%	52.20%	57.50%	72.59%	55.36%	52.25%	67.59%	61.99%	59.88%	46.18%	41.09%	63.47%	60.58%	58.54%	77.55%	54.64%	42.94%	52.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	1	1	0	1	0	2	0	0	0	0	2	0	2	2	0	0	0	1	4	2	1	1	0	0	0	3	0									
		0.29%	0.00%	0.28%	0.45%	0.00%	0.24%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.62%	0.51%	0.00%	0.00%	0.00%	0.29%	0.71%	0.39%	0.30%	0.29%	0.00%	0.00%	0.00%	0.83%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	1	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	1	2	0	0	2	0	0	0	1	1									
		0.17%	0.74%	0.00%	0.00%	0.00%	0.00%	1.87%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.31%	0.26%	0.00%	0.00%	0.00%	0.29%	0.36%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.28%	0.90%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1370	21	92	23	88	46	1	110	19	13	43	45	61	39	25	66	23	37	38	42	133	139	30	54	56	1	7	102	16									
		17.46%	15.44%	25.34%	10.27%	23.22%	10.82%	0.93%	18.93%	13.29%	11.93%	21.72%	18.75%	20.68%	16.25%	7.79%	16.84%	20.72%	11.42%	17.19%	12.21%	23.62%	26.94%	8.98%	15.65%	17.72%	2.04%	7.22%	28.25%	14.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	1	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	1	2	0	2	0	0	0	1	0									
		0.15%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	1.25%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.39%	0.00%	0.58%	0.00%	0.00%	0.00%	0.28%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	0	2	0	0	0	1	0	0	0	0	0	0	0	3	1	1	0	0	2	4	2	1	2	1	0	0	2	0									
		0.28%	0.00%	0.55%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.26%	0.90%	0.00%	0.00%	0.58%	0.71%	0.39%	0.30%	0.58%	0.32%	0.00%	0.00%	0.55%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	1	1	0	0	0	0									
		0.13%	0.74%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.90%	0.00%	0.00%	0.00%	0.18%	0.39%	0.00%	0.29%	0.32%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	1	4	1	1	2	0	2	1	0	0	1	1	0	1	1	0	1	1	3	4	2	2	1	1	0	0	1	1									
		0.42%	0.74%	1.10%	0.45%	0.26%	0.47%	0.00%	0.34%	0.70%	0.00%	0.00%	0.42%	0.34%	0.00%	0.31%	0.26%	0.00%	0.31%	0.45%	0.87%	0.71%	0.39%	0.60%	0.29%	0.32%	0.00%	0.00%	0.28%	0.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1204	27	56	43	58	102	19	79	14	27	23	36	49	40	24	53	17	43	23	65	71	93	48	38	52	9	22	52	21									
		15.35%	19.85%	15.43%	19.20%	15.30%	24.00%	17.76%	13.60%	9.79%	24.77%	11.62%	15.00%	16.61%	16.67%	7.48%	13.52%	15.32%	13.27%	10.41%	18.90%	12.61%	18.02%	14.37%	11.01%	16.46%	18.37%	22.68%	14.40%	18.92%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	1	1	0	0	1	1	2	1	1	3	2	1	3	0	4	3	1	0	3	12	5	1	1	0	0	2	6	1									
		0.71%	0.74%	0.28%	0.00%	0.00%	0.24%	0.93%	0.34%	0.70%	0.92%	1.52%	0.83%	0.34%	1.25%	0.00%	1.02%	2.70%	0.31%	0.00%	0.87%	2.13%	0.97%	0.30%	0.29%	0.00%	0.00%	2.06%	1.66%	0.90%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	190	7	7	5	9	11	0	14	2	4	5	2	5	2	6	6	1	5	1	3	26	14	19	10	3	0	2	17	4									
		2.42%	5.15%	1.93%	2.23%	2.37%	2.59%	0.00%	2.41%	1.40%	3.67%	2.53%	0.83%	1.69%	0.83%	1.87%	1.53%	0.90%	1.54%	0.45%	0.87%	4.62%	2.71%	5.69%	2.90%	0.95%	0.00%	2.06%	4.71%	3.60%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
