Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
Наименование Избирательной комиссии:    Кисловодская городская																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1678	47	43	41	41	48	71	76	36	48	37	37	48	35	40	47	59	40	41	37	45	62	49	39	36	49	23	44	25	48	31	43	51	36	28	29	45	31	42	18	3	1	4	2	1	6	6	0	0	3	4	0	2	0					
		5.03%	4.61%	5.44%	5.40%	5.95%	5.39%	6.47%	6.57%	3.64%	4.32%	3.71%	5.31%	5.34%	4.09%	4.42%	4.45%	5.38%	5.13%	4.91%	5.16%	4.93%	5.56%	5.20%	6.73%	5.23%	8.12%	5.12%	4.66%	3.76%	5.51%	3.72%	5.44%	7.25%	5.72%	4.33%	4.34%	5.76%	3.79%	3.43%	4.10%	1.66%	3.33%	12.90%	11.11%	3.84%	4.28%	17.64%	0.0%	0.0%	6.12%	15.38%	0.0%	5.12%	0.0%					
22	"5. ""За Русь Святую"""	241	7	6	0	3	5	5	16	7	8	10	7	4	3	6	10	8	6	4	11	7	6	2	2	8	7	6	4	5	10	6	4	3	4	6	10	5	7	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.72%	0.68%	0.75%	0.0%	0.43%	0.56%	0.45%	1.38%	0.70%	0.72%	1.00%	1.00%	0.44%	0.35%	0.66%	0.94%	0.72%	0.77%	0.47%	1.53%	0.76%	0.53%	0.21%	0.34%	1.16%	1.16%	1.33%	0.42%	0.75%	1.14%	0.72%	0.50%	0.42%	0.63%	0.92%	1.49%	0.64%	0.85%	0.89%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	80	0	1	1	2	0	1	2	3	1	10	4	1	0	1	4	2	3	2	3	0	2	2	3	3	1	0	3	3	2	1	1	2	2	1	1	2	1	6	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.24%	0.0%	0.12%	0.13%	0.29%	0.0%	0.09%	0.17%	0.30%	0.09%	1.00%	0.57%	0.11%	0.0%	0.11%	0.37%	0.18%	0.38%	0.23%	0.41%	0.0%	0.17%	0.21%	0.51%	0.43%	0.16%	0.0%	0.31%	0.45%	0.22%	0.12%	0.12%	0.28%	0.31%	0.15%	0.14%	0.25%	0.12%	0.49%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.04%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	348	3	10	12	13	12	4	9	16	9	6	5	16	5	6	14	11	6	12	10	11	12	6	7	4	6	2	12	6	8	5	4	9	13	8	8	11	13	13	8	1	0	0	0	0	0	1	1	0	0	0	0	0	0					
		1.04%	0.29%	1.26%	1.58%	1.88%	1.34%	0.36%	0.77%	1.62%	0.81%	0.60%	0.71%	1.78%	0.58%	0.66%	1.32%	1.00%	0.77%	1.43%	1.39%	1.20%	1.07%	0.63%	1.20%	0.58%	0.99%	0.44%	1.27%	0.90%	0.91%	0.60%	0.50%	1.28%	2.06%	1.23%	1.19%	1.40%	1.59%	1.06%	1.82%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	2.94%	3.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	3	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	3	0	1	1	1	1	0	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.14%	0.11%	0.0%	0.11%	0.09%	0.0%	0.38%	0.0%	0.13%	0.10%	0.08%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.12%	0.25%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	76	5	5	0	0	5	1	3	2	1	6	1	0	0	6	2	2	2	1	0	1	2	0	1	1	0	2	2	1	2	3	2	1	0	2	0	3	3	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.22%	0.49%	0.63%	0.0%	0.0%	0.56%	0.09%	0.25%	0.20%	0.09%	0.60%	0.14%	0.0%	0.0%	0.66%	0.18%	0.18%	0.25%	0.11%	0.0%	0.10%	0.17%	0.0%	0.17%	0.14%	0.0%	0.44%	0.21%	0.15%	0.22%	0.36%	0.25%	0.14%	0.0%	0.30%	0.0%	0.38%	0.36%	0.16%	1.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	704	17	15	15	11	20	15	29	18	11	33	22	12	14	15	25	18	24	13	12	19	36	11	23	23	8	8	26	10	6	23	13	17	8	27	11	18	23	23	15	4	0	4	1	1	0	1	0	1	2	1	1	1	0					
		2.11%	1.66%	1.89%	1.97%	1.59%	2.24%	1.36%	2.50%	1.82%	0.99%	3.30%	3.16%	1.33%	1.63%	1.66%	2.36%	1.64%	3.08%	1.55%	1.67%	2.08%	3.22%	1.16%	3.97%	3.34%	1.32%	1.78%	2.75%	1.50%	0.68%	2.76%	1.64%	2.41%	1.27%	4.17%	1.64%	2.30%	2.81%	1.88%	3.41%	2.22%	0.0%	12.90%	5.55%	3.84%	0.0%	2.94%	0.0%	7.14%	4.08%	3.84%	5.55%	2.56%	0.0%					
28	"11. ""Истинные патриоты России"""	194	5	6	5	1	0	6	9	2	1	1	5	3	0	0	4	1	1	1	2	4	2	0	1	3	1	3	7	4	2	12	4	2	8	19	3	9	12	4	20	20	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.58%	0.49%	0.75%	0.65%	0.14%	0.0%	0.54%	0.77%	0.20%	0.09%	0.10%	0.71%	0.33%	0.0%	0.0%	0.37%	0.09%	0.12%	0.11%	0.27%	0.43%	0.17%	0.0%	0.17%	0.43%	0.16%	0.66%	0.74%	0.60%	0.22%	1.44%	0.50%	0.28%	1.27%	2.94%	0.44%	1.15%	1.47%	0.32%	4.55%	11.11%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	294	12	6	4	5	1	9	9	8	5	9	6	8	0	12	19	11	1	8	8	5	16	18	5	8	2	7	3	7	4	13	9	5	1	1	1	13	9	13	4	4	0	1	0	0	1	1	0	0	0	0	0	1	1					
		0.88%	1.17%	0.75%	0.52%	0.72%	0.11%	0.82%	0.77%	0.81%	0.45%	0.90%	0.86%	0.89%	0.0%	1.32%	1.79%	1.00%	0.12%	0.95%	1.11%	0.54%	1.43%	1.91%	0.86%	1.16%	0.33%	1.55%	0.31%	1.05%	0.45%	1.56%	1.13%	0.71%	0.15%	0.15%	0.14%	1.66%	1.10%	1.06%	0.91%	2.22%	0.0%	3.22%	0.0%	0.0%	0.71%	2.94%	0.0%	0.0%	0.0%	0.0%	0.0%	2.56%	2.12%					
30	"13. ""Демократическая партия России"""	71	1	2	0	1	0	2	2	0	0	0	1	1	0	1	4	1	8	0	1	0	1	1	1	2	1	2	4	1	1	0	2	6	8	3	3	3	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.21%	0.09%	0.25%	0.0%	0.14%	0.0%	0.18%	0.17%	0.0%	0.0%	0.0%	0.14%	0.11%	0.0%	0.11%	0.37%	0.09%	1.02%	0.0%	0.13%	0.0%	0.08%	0.10%	0.17%	0.29%	0.16%	0.44%	0.42%	0.15%	0.11%	0.0%	0.25%	0.85%	1.27%	0.46%	0.44%	0.38%	0.12%	0.08%	0.68%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	67	1	1	2	0	5	0	2	4	1	3	0	4	5	1	3	3	2	1	0	2	0	1	1	1	2	1	1	0	3	1	1	0	2	3	0	1	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.20%	0.09%	0.12%	0.26%	0.0%	0.56%	0.0%	0.17%	0.40%	0.09%	0.30%	0.0%	0.44%	0.58%	0.11%	0.28%	0.27%	0.25%	0.11%	0.0%	0.21%	0.0%	0.10%	0.17%	0.14%	0.33%	0.22%	0.10%	0.0%	0.34%	0.12%	0.12%	0.0%	0.31%	0.46%	0.0%	0.12%	0.12%	0.08%	0.45%	2.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.12%					
32	"15. ""Партия СЛОН"""	30	0	0	2	0	1	1	0	3	0	0	0	0	0	1	1	0	0	1	4	1	2	3	1	0	0	1	0	0	2	1	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.0%	0.0%	0.26%	0.0%	0.11%	0.09%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.09%	0.0%	0.0%	0.11%	0.55%	0.10%	0.17%	0.31%	0.17%	0.0%	0.0%	0.22%	0.0%	0.0%	0.22%	0.12%	0.0%	0.0%	0.15%	0.0%	0.29%	0.0%	0.12%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4157	109	86	118	96	116	145	151	176	153	129	86	108	101	118	124	135	103	115	82	106	135	148	78	125	90	50	100	74	120	111	83	58	60	56	83	83	101	89	22	5	4	5	5	5	59	3	4	2	10	13	6	11	2					
		12.48%	10.69%	10.88%	15.56%	13.95%	13.04%	13.21%	13.06%	17.83%	13.78%	12.93%	12.35%	12.02%	11.81%	13.06%	11.74%	12.31%	13.22%	13.77%	11.45%	11.63%	12.10%	15.72%	13.47%	18.16%	14.92%	11.13%	10.59%	11.14%	13.77%	13.34%	10.50%	8.25%	9.53%	8.66%	12.44%	10.62%	12.37%	7.27%	5.01%	2.77%	13.33%	16.12%	27.77%	19.23%	42.14%	8.82%	12.5%	14.28%	20.40%	50.0%	33.33%	28.20%	4.25%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	1	4	1	1	0	2	0	4	4	2	1	1	0	0	3	4	4	1	1	0	0	2	0	0	4	0	0	0	1	0	1	0	0	3	0	3	4	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.17%	0.09%	0.50%	0.13%	0.14%	0.0%	0.18%	0.0%	0.40%	0.36%	0.20%	0.14%	0.11%	0.0%	0.0%	0.28%	0.36%	0.51%	0.11%	0.13%	0.0%	0.0%	0.21%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.11%	0.0%	0.12%	0.0%	0.0%	0.46%	0.0%	0.38%	0.49%	0.16%	0.45%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	2.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4345	163	104	105	82	114	112	131	120	160	134	94	135	91	145	140	168	105	125	78	161	133	95	63	76	58	59	85	93	88	72	93	75	66	78	86	102	100	335	81	13	2	1	0	2	7	1	3	2	2	1	0	3	3					
		13.04%	15.99%	13.16%	13.85%	11.91%	12.82%	10.20%	11.33%	12.15%	14.41%	13.44%	13.50%	15.03%	10.64%	16.05%	13.25%	15.32%	13.47%	14.97%	10.89%	17.67%	11.92%	10.09%	10.88%	11.04%	9.61%	13.14%	9.00%	14.00%	10.10%	8.65%	11.77%	10.66%	10.49%	12.07%	12.89%	13.06%	12.25%	27.39%	18.45%	7.22%	6.66%	3.22%	0.0%	7.69%	4.99%	2.94%	9.37%	14.28%	4.08%	3.84%	0.0%	7.69%	6.38%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	441	10	10	8	12	10	21	16	9	21	19	6	7	0	8	23	26	9	12	2	12	14	17	7	8	6	6	7	10	14	6	20	19	1	4	9	12	10	15	6	5	0	0	0	0	1	0	1	0	1	0	0	0	1					
		1.32%	0.98%	1.26%	1.05%	1.74%	1.12%	1.91%	1.38%	0.91%	1.89%	1.90%	0.86%	0.77%	0.0%	0.88%	2.17%	2.37%	1.15%	1.43%	0.27%	1.31%	1.25%	1.80%	1.20%	1.16%	0.99%	1.33%	0.74%	1.50%	1.60%	0.72%	2.53%	2.70%	0.15%	0.61%	1.34%	1.53%	1.22%	1.22%	1.36%	2.77%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	3.12%	0.0%	2.04%	0.0%	0.0%	0.0%	2.12%					
37	"20. ""Политическая партия ""Единая Россия"""	11086	384	249	282	237	306	387	364	310	352	289	236	303	436	282	332	359	222	275	237	267	399	305	186	191	208	144	380	242	294	334	236	248	223	215	237	249	220	356	123	67	12	5	4	8	13	4	8	1	13	6	8	14	24					
		33.29%	37.68%	31.51%	37.20%	34.44%	34.42%	35.27%	31.48%	31.40%	31.71%	28.98%	33.90%	33.74%	50.99%	31.22%	31.43%	32.75%	28.49%	32.93%	33.10%	29.30%	35.78%	32.41%	32.12%	27.76%	34.49%	32.07%	40.25%	36.44%	33.75%	40.14%	29.87%	35.27%	35.45%	33.28%	35.53%	31.88%	26.96%	29.10%	28.01%	37.22%	40.0%	16.12%	22.22%	30.76%	9.28%	11.76%	25.0%	7.14%	26.53%	23.07%	44.44%	35.89%	51.06%					
38	"21. ""Российская Конституционно-демократическая партия"""	47	0	1	1	4	0	0	2	0	1	1	0	3	0	2	3	2	1	1	0	0	2	3	0	1	1	2	0	1	1	3	2	1	1	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.0%	0.12%	0.13%	0.58%	0.0%	0.0%	0.17%	0.0%	0.09%	0.10%	0.0%	0.33%	0.0%	0.22%	0.28%	0.18%	0.12%	0.11%	0.0%	0.0%	0.17%	0.31%	0.0%	0.14%	0.16%	0.44%	0.0%	0.15%	0.11%	0.36%	0.25%	0.14%	0.15%	0.0%	0.0%	0.0%	0.24%	0.24%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	70	0	2	0	5	4	0	1	1	3	2	4	1	0	2	3	3	1	0	4	3	3	2	1	3	0	0	1	1	2	2	2	4	2	3	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.21%	0.0%	0.25%	0.0%	0.72%	0.44%	0.0%	0.08%	0.10%	0.27%	0.20%	0.57%	0.11%	0.0%	0.22%	0.28%	0.27%	0.12%	0.0%	0.55%	0.32%	0.26%	0.21%	0.17%	0.43%	0.0%	0.0%	0.10%	0.15%	0.22%	0.24%	0.25%	0.56%	0.31%	0.46%	0.14%	0.0%	0.12%	0.16%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4654	108	108	83	99	110	171	165	133	190	160	77	112	88	135	167	150	145	130	106	132	136	123	82	91	77	72	133	97	112	105	142	101	91	80	97	102	138	130	42	18	9	5	6	7	44	6	8	7	12	1	2	5	4					
		13.97%	10.59%	13.67%	10.94%	14.38%	12.37%	15.58%	14.27%	13.47%	17.11%	16.04%	11.06%	12.47%	10.29%	14.95%	15.81%	13.68%	18.61%	15.56%	14.80%	14.48%	12.19%	13.07%	14.16%	13.22%	12.76%	16.03%	14.08%	14.60%	12.85%	12.62%	17.97%	14.36%	14.46%	12.38%	14.54%	13.06%	16.91%	10.62%	9.56%	10.0%	30.0%	16.12%	33.33%	26.92%	31.42%	17.64%	25.0%	49.99%	24.48%	3.84%	11.11%	12.82%	8.51%					
																																																												
41	Против всех	1657	77	53	33	30	52	45	52	51	54	54	51	46	23	44	41	51	36	37	37	27	57	51	35	36	25	17	50	27	34	24	33	35	40	42	33	35	56	82	25	10	0	3	0	0	3	3	3	0	0	0	1	0	3					
		4.97%	7.55%	6.70%	4.35%	4.36%	5.84%	4.10%	4.49%	5.16%	4.86%	5.41%	7.32%	5.12%	2.69%	4.87%	3.88%	4.65%	4.62%	4.43%	5.16%	2.96%	5.11%	5.41%	6.04%	5.23%	4.14%	3.78%	5.29%	4.06%	3.90%	2.88%	4.17%	4.97%	6.35%	6.50%	4.94%	4.48%	6.86%	6.70%	5.69%	5.55%	0.0%	9.67%	0.0%	0.0%	2.14%	8.82%	9.37%	0.0%	0.0%	0.0%	5.55%	0.0%	6.38%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
