Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Пошехонская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708					
		0.38%	0.51%	0.74%	0.00%	0.32%	0.00%	0.66%	0.00%	0.00%	0.48%	0.48%	0.88%	1.19%	0.00%	0.00%	0.77%	4.08%	0.58%	0.78%	0.00%	0.00%	0.00%	1.18%	0.61%	0.00%	0.29%	0.31%	0.09%	0.00%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5764	233	104	92	218	230	297	297	139	137	156	156	185	147	192	202	61	121	161	144	55	158	102	211	132	515	524	537	110	148					
		59.61%	59.44%	76.47%	60.13%	70.10%	68.86%	65.56%	65.85%	73.54%	65.87%	74.29%	68.72%	54.90%	56.54%	62.75%	51.79%	62.24%	69.94%	62.65%	59.50%	76.39%	66.67%	60.00%	63.94%	78.57%	50.24%	53.58%	47.95%	58.20%	58.50%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	33	0	0	0	0	1	0	3	1	0	0	0	1	3	1	1	0	1	1	0	0	0	3	1	0	1	1	13	1	0					
		0.34%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.67%	0.53%	0.00%	0.00%	0.00%	0.30%	1.15%	0.33%	0.26%	0.00%	0.58%	0.39%	0.00%	0.00%	0.00%	1.76%	0.30%	0.00%	0.10%	0.10%	1.16%	0.53%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
