Выборы Президента Российской Федерации																																																																					
																																																																					
Наименование Избирательной комиссии:    Калининская №17																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484					
11	Число полученных открепительных  удостоверений	3540	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	0	0	0					
12	Число выданных открепительных удостоверений	1410	26	30	21	26	30	29	30	19	22	33	28	24	18	17	20	20	23	33	28	21	43	27	19	25	17	33	24	19	25	21	27	16	23	40	15	18	33	28	27	21	21	33	23	24	18	19	21	25	7	19	21	22	25	29	24	31	13	22	14	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1275	23	31	20	24	17	19	14	25	19	22	21	16	18	13	22	19	30	14	16	12	13	84	16	39	41	19	30	20	9	19	10	20	21	13	16	14	17	16	20	15	16	11	23	13	12	18	22	27	10	9	15	15	15	15	12	13	12	13	11	34	25	87					
14	Число неиспользованных открепительных удостоверений	2130	34	30	39	34	30	31	30	41	38	27	32	36	42	43	40	40	37	27	32	39	17	33	41	35	43	27	36	41	35	39	33	44	37	20	45	42	27	32	33	39	39	27	37	36	42	41	39	35	53	41	39	38	35	31	36	29	47	38	46	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	30	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	2	1	0	0	0	0	2	1	0	0	0	1	2	2	4	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	. Глазьев Сергей Юрьевич	3842	77	73	60	81	67	75	60	67	73	118	67	35	57	56	36	63	55	47	61	52	85	39	34	30	29	48	32	55	60	58	107	87	80	75	74	82	67	76	103	100	69	95	102	73	61	77	71	78	23	66	55	57	51	68	54	76	36	51	42	22	9	5					
		4.47%	5.56%	4.71%	4.22%	5.09%	4.52%	5.03%	3.89%	4.78%	4.24%	7.37%	5.51%	2.65%	4.59%	4.76%	3.11%	5.26%	3.98%	3.14%	4.05%	4.62%	5.27%	3.11%	3.14%	1.85%	2.74%	3.60%	4.11%	3.92%	4.31%	4.17%	7.50%	5.42%	5.47%	5.25%	5.07%	5.96%	4.06%	4.91%	7.77%	7.72%	4.96%	6.07%	6.26%	4.93%	4.52%	5.27%	5.12%	5.27%	3.32%	5.50%	2.91%	4.93%	3.59%	4.78%	3.98%	5.09%	3.31%	4.27%	3.59%	0.72%	1.06%	0.62%					
19	. Малышкин Олег Александрович	787	10	9	6	10	7	3	9	9	4	7	2	13	7	8	13	2	15	6	10	9	5	13	13	29	10	15	5	19	7	11	4	18	6	13	15	9	10	18	11	4	14	14	7	14	13	16	8	10	6	7	29	11	18	5	12	13	10	10	8	102	49	17					
		0.91%	0.72%	0.58%	0.42%	0.63%	0.47%	0.20%	0.58%	0.64%	0.23%	0.44%	0.16%	0.98%	0.56%	0.68%	1.12%	0.17%	1.09%	0.40%	0.66%	0.80%	0.31%	1.04%	1.20%	1.79%	0.95%	1.12%	0.64%	1.35%	0.50%	0.79%	0.28%	1.12%	0.41%	0.91%	1.03%	0.65%	0.61%	1.16%	0.83%	0.31%	1.01%	0.90%	0.43%	0.95%	0.96%	1.09%	0.58%	0.68%	0.87%	0.58%	1.54%	0.95%	1.27%	0.35%	0.88%	0.87%	0.92%	0.84%	0.68%	3.35%	5.74%	2.09%					
20	. Миронов Сергей Михайлович	1379	15	21	23	35	26	22	17	30	25	35	18	27	31	24	30	23	21	18	26	30	28	17	17	23	19	23	15	12	24	17	17	24	19	18	16	21	23	20	24	23	37	24	23	18	29	20	11	26	16	17	16	15	36	36	21	23	26	16	23	27	12	10					
		1.60%	1.08%	1.36%	1.62%	2.20%	1.76%	1.47%	1.10%	2.14%	1.45%	2.19%	1.48%	2.04%	2.50%	2.04%	2.60%	1.92%	1.52%	1.20%	1.73%	2.67%	1.74%	1.35%	1.57%	1.42%	1.80%	1.72%	1.93%	0.86%	1.73%	1.22%	1.19%	1.49%	1.30%	1.26%	1.10%	1.53%	1.39%	1.29%	1.81%	1.78%	2.66%	1.53%	1.41%	1.22%	2.15%	1.37%	0.79%	1.76%	2.31%	1.42%	0.85%	1.30%	2.54%	2.53%	1.55%	1.54%	2.39%	1.34%	1.97%	0.89%	1.41%	1.23%					
21	. Путин Владимир Владимирович	63950	970	1126	976	1165	1071	1074	1133	996	1209	1093	866	1044	920	868	855	888	1043	1154	1141	845	1170	952	813	1322	784	1049	627	1050	1031	1093	1050	1144	1102	1062	1113	1031	1259	1166	941	900	998	1130	1235	1086	992	1050	1047	1081	492	844	1518	882	1059	1066	1056	1106	856	901	898	2341	557	659					
		74.32%	69.99%	72.69%	68.59%	73.22%	72.32%	71.98%	73.48%	71.09%	70.29%	68.27%	71.28%	79.03%	74.13%	73.75%	73.96%	74.12%	75.52%	77.19%	75.71%	75.11%	72.54%	75.80%	75.07%	81.50%	74.17%	78.64%	80.49%	74.84%	74.12%	78.52%	73.58%	71.23%	75.38%	74.37%	76.18%	74.93%	76.26%	75.32%	71.02%	69.50%	71.80%	72.25%	75.77%	73.38%	73.43%	71.82%	75.54%	73.09%	71.00%	70.39%	80.40%	76.23%	74.58%	74.96%	77.88%	74.03%	78.68%	75.52%	76.82%	76.85%	65.30%	81.16%					
22	. Хакамада Ирина Муцуовна	5593	124	135	159	105	125	121	131	118	190	128	96	66	89	74	67	66	77	109	119	61	116	97	89	70	83	71	47	105	80	77	89	123	66	81	84	74	78	84	83	119	89	103	75	104	81	81	70	85	59	79	63	51	84	91	72	88	54	83	50	152	61	42					
		6.50%	8.95%	8.72%	11.17%	6.60%	8.44%	8.11%	8.50%	8.42%	11.05%	8.00%	7.90%	5.00%	7.17%	6.29%	5.80%	5.51%	5.58%	7.29%	7.90%	5.42%	7.19%	7.72%	8.22%	4.32%	7.85%	5.32%	6.03%	7.48%	5.75%	5.53%	6.24%	7.66%	4.51%	5.67%	5.75%	5.38%	4.72%	5.43%	6.26%	9.19%	6.40%	6.59%	4.60%	7.03%	6.00%	5.54%	5.05%	5.75%	8.51%	6.59%	3.34%	4.41%	5.92%	6.40%	5.31%	5.89%	4.96%	6.96%	4.28%	4.99%	7.15%	5.17%					
23	. Харитонов Николай Михайлович	6695	115	130	127	129	137	136	116	126	140	158	124	85	101	92	103	102	114	107	110	89	136	82	59	73	91	72	26	98	128	90	100	138	135	113	103	117	142	130	117	99	116	155	133	130	124	149	119	137	83	136	150	96	123	113	92	139	70	78	107	18	15	22					
		7.78%	8.30%	8.39%	8.92%	8.11%	9.25%	9.12%	7.52%	8.99%	8.14%	9.87%	10.21%	6.43%	8.14%	7.82%	8.91%	8.51%	8.25%	7.16%	7.30%	7.91%	8.43%	6.53%	5.45%	4.50%	8.61%	5.40%	3.34%	6.99%	9.20%	6.47%	7.01%	8.59%	9.23%	7.91%	7.05%	8.50%	8.60%	8.40%	8.83%	7.64%	8.35%	9.91%	8.16%	8.78%	9.18%	10.19%	8.59%	9.26%	11.98%	11.34%	7.94%	8.30%	8.66%	7.95%	6.78%	9.30%	6.43%	6.54%	9.15%	0.59%	1.76%	2.71%					
																																																																					
24	Против всех	3386	67	50	65	61	42	55	71	48	74	56	37	43	35	47	39	46	43	48	32	33	58	51	55	65	37	46	25	61	58	44	57	64	51	57	53	38	69	48	40	43	66	40	47	44	46	65	47	57	12	44	52	41	43	42	44	47	29	49	33	332	143	51					
		3.94%	4.83%	3.23%	4.57%	3.83%	2.84%	3.69%	4.60%	3.43%	4.30%	3.50%	3.05%	3.26%	2.82%	3.99%	3.37%	3.84%	3.11%	3.21%	2.12%	2.93%	3.60%	4.06%	5.08%	4.01%	3.50%	3.45%	3.21%	4.35%	4.17%	3.16%	3.99%	3.99%	3.49%	3.99%	3.63%	2.76%	4.18%	3.10%	3.02%	3.32%	4.75%	2.56%	2.88%	2.97%	3.40%	4.45%	3.39%	3.85%	1.73%	3.67%	2.75%	3.54%	3.03%	2.95%	3.24%	3.15%	2.67%	4.11%	2.82%	10.90%	16.76%	6.28%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
