Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Ставропольская - 159																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3514	УИК №3515	УИК №3516	УИК №3518	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №3539	УИК №3540	УИК №3541									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	402	9	4	15	22	6	9	4	4	1	24	32	44	25	9	15	24	4	4	5	0	2	15	18	4	58	45									
		1.74%	1.00%	1.61%	1.05%	1.60%	0.52%	1.25%	1.17%	0.27%	0.29%	1.68%	3.10%	3.98%	2.54%	1.44%	3.16%	2.30%	0.41%	0.45%	2.62%	0.00%	0.70%	1.25%	1.26%	2.25%	4.17%	2.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3947	130	22	225	144	183	116	38	321	45	293	177	211	190	100	94	198	137	158	30	33	35	192	230	18	298	329									
		17.12%	14.44%	8.87%	15.71%	10.50%	15.83%	16.13%	11.08%	21.39%	12.93%	20.50%	17.15%	19.10%	19.33%	15.95%	19.83%	18.95%	13.95%	17.69%	15.71%	12.00%	12.24%	16.01%	16.10%	10.11%	21.42%	21.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	2	0	2	6	1	3	1	4	0	6	3	4	5	4	3	4	3	0	1	0	1	1	5	0	4	4									
		0.29%	0.22%	0.00%	0.14%	0.44%	0.09%	0.42%	0.29%	0.27%	0.00%	0.42%	0.29%	0.36%	0.51%	0.64%	0.63%	0.38%	0.31%	0.00%	0.52%	0.00%	0.35%	0.08%	0.35%	0.00%	0.29%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	907	17	4	26	30	33	14	5	139	12	56	37	47	23	35	44	62	44	55	7	10	11	37	50	9	45	55									
		3.93%	1.89%	1.61%	1.82%	2.19%	2.85%	1.95%	1.46%	9.26%	3.45%	3.92%	3.59%	4.25%	2.34%	5.58%	9.28%	5.93%	4.48%	6.16%	3.66%	3.64%	3.85%	3.09%	3.50%	5.06%	3.24%	3.62%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
