Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Хлевенская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886					
		0.89%	2.05%	1.31%	1.32%	1.00%	0.60%	0.0%	0.0%	0.45%	3.22%	0.31%	0.42%	0.0%	0.59%	0.27%	3.84%	2.42%	0.0%	0.0%	0.0%	0.0%	1.22%	0.61%	0.30%	4.51%	0.0%	0.0%	1.47%	0.0%	0.0%	0.55%	0.0%	1.48%					
22	"5. ""За Русь Святую"""	69	9	6	5	4	0	0	1	0	0	0	11	0	2	4	1	5	2	1	1	0	0	2	0	0	0	0	7	4	0	3	1	0					
		0.72%	1.15%	0.65%	0.94%	1.34%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	4.68%	0.0%	1.19%	1.08%	1.28%	3.03%	1.41%	0.23%	1.21%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	1.28%	2.38%	0.0%	0.83%	0.32%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	3	8	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1					
		0.20%	0.38%	0.87%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.23%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.32%	0.24%					
24	"7. ""Новый курс - Автомобильная Россия"""	45	7	0	6	3	0	0	1	0	0	0	1	0	2	2	0	0	2	2	1	0	1	5	1	0	3	0	2	1	0	3	1	1					
		0.47%	0.90%	0.0%	1.13%	1.00%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.42%	0.0%	1.19%	0.54%	0.0%	0.0%	1.41%	0.47%	1.21%	0.0%	0.61%	0.76%	0.30%	0.0%	2.01%	0.0%	0.36%	0.59%	0.0%	0.83%	0.32%	0.24%					
25	"8. ""Народно-республиканская партия России"""	19	1	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	10	0	0	0	0	0					
		0.20%	0.12%	0.10%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	1.83%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0					
		0.07%	0.12%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.98%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	606	52	75	17	23	13	0	20	16	1	18	3	12	8	21	0	8	5	12	0	4	18	67	25	6	25	10	50	18	5	23	15	36					
		6.39%	6.69%	8.24%	3.21%	7.71%	3.93%	0.0%	5.88%	3.61%	1.07%	5.60%	1.27%	6.25%	4.76%	5.69%	0.0%	4.84%	3.54%	2.85%	0.0%	3.96%	11.04%	10.26%	7.59%	4.51%	16.77%	20.83%	9.19%	10.71%	3.57%	6.38%	4.88%	8.93%					
28	"11. ""Истинные патриоты России"""	7	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	1.07%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	68	1	5	2	2	1	0	5	3	0	4	0	2	0	2	0	1	0	2	0	1	1	6	1	0	0	0	5	1	0	19	3	1					
		0.71%	0.12%	0.54%	0.37%	0.67%	0.30%	0.0%	1.47%	0.67%	0.0%	1.24%	0.0%	1.04%	0.0%	0.54%	0.0%	0.60%	0.0%	0.47%	0.0%	0.99%	0.61%	0.91%	0.30%	0.0%	0.0%	0.0%	0.91%	0.59%	0.0%	5.27%	0.97%	0.24%					
30	"13. ""Демократическая партия России"""	28	5	5	2	1	1	0	3	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0					
		0.29%	0.64%	0.54%	0.37%	0.33%	0.30%	0.0%	0.88%	0.22%	0.0%	0.31%	0.0%	0.0%	1.19%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	1.34%	2.08%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	23	0	2	0	1	3	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	10	0	0	0	1	0					
		0.24%	0.0%	0.21%	0.0%	0.33%	0.90%	0.0%	0.29%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%	1.21%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	1.83%	0.0%	0.0%	0.0%	0.32%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0					
		0.09%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.34%	0.0%	0.18%	0.0%	0.0%	0.55%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	730	49	110	96	12	22	3	16	36	6	5	11	2	9	19	12	7	7	15	0	2	12	99	23	11	14	7	47	11	4	26	21	16					
		7.70%	6.30%	12.08%	18.14%	4.02%	6.66%	3.33%	4.70%	8.12%	6.45%	1.55%	4.68%	1.04%	5.35%	5.14%	15.38%	4.24%	4.96%	3.57%	0.0%	1.98%	7.36%	15.16%	6.99%	8.27%	9.39%	14.58%	8.63%	6.54%	2.85%	7.22%	6.84%	3.97%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	3	2	0	3	0	0	2	3	0	0	0	0	1	0	0	0	1	1	0	1	0	2	0	2	0	0	0	0	2	2	2	1					
		0.29%	0.38%	0.21%	0.0%	1.00%	0.0%	0.0%	0.58%	0.67%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.70%	0.23%	0.0%	0.99%	0.0%	0.30%	0.0%	1.50%	0.0%	0.0%	0.0%	0.0%	1.42%	0.55%	0.65%	0.24%					
35	"18. ""ЛДПР"""	927	77	114	40	52	41	5	38	62	9	39	32	14	13	41	8	13	11	26	2	11	12	34	20	8	9	4	41	8	20	31	42	50					
		9.77%	9.90%	12.52%	7.56%	17.44%	12.42%	5.55%	11.17%	13.99%	9.67%	12.14%	13.61%	7.29%	7.73%	11.11%	10.25%	7.87%	7.80%	6.19%	2.43%	10.89%	7.36%	5.20%	6.07%	6.01%	6.04%	8.33%	7.53%	4.76%	14.28%	8.61%	13.68%	12.40%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	142	11	14	11	2	1	1	7	9	0	7	5	3	5	9	0	6	3	1	0	0	1	7	6	0	0	0	9	1	0	11	4	8					
		1.49%	1.41%	1.53%	2.07%	0.67%	0.30%	1.11%	2.05%	2.03%	0.0%	2.18%	2.12%	1.56%	2.97%	2.43%	0.0%	3.63%	2.12%	0.23%	0.0%	0.0%	0.61%	1.07%	1.82%	0.0%	0.0%	0.0%	1.65%	0.59%	0.0%	3.05%	1.30%	1.98%					
37	"20. ""Политическая партия ""Единая Россия"""	3529	198	223	136	87	64	72	164	98	53	140	116	127	69	135	31	88	61	296	63	55	59	245	128	34	59	3	180	45	40	161	144	155					
		37.22%	25.48%	24.50%	25.70%	29.19%	19.39%	80.0%	48.23%	22.12%	56.98%	43.61%	49.36%	66.14%	41.07%	36.58%	39.74%	53.33%	43.26%	70.47%	76.82%	54.45%	36.19%	37.51%	38.90%	25.56%	39.59%	6.25%	33.08%	26.78%	28.57%	44.72%	46.90%	38.46%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	1	2	2	0	1	3	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0					
		0.17%	0.12%	0.21%	0.37%	0.0%	0.30%	3.33%	0.0%	0.0%	1.07%	0.31%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.18%	0.0%	0.71%	0.0%	0.32%	0.0%					
39	"22. ""Развитие предпринимательства"""	19	6	1	4	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2					
		0.20%	0.77%	0.10%	0.75%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.31%	0.42%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.49%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2349	268	246	159	74	157	3	53	182	15	61	31	28	41	105	17	22	39	31	8	8	37	121	113	55	19	17	127	56	56	48	57	95					
		24.78%	34.49%	27.03%	30.05%	24.83%	47.57%	3.33%	15.58%	41.08%	16.12%	19.00%	13.19%	14.58%	24.40%	28.45%	21.79%	13.33%	27.65%	7.38%	9.75%	7.92%	22.69%	18.52%	34.34%	41.35%	12.75%	35.41%	23.34%	33.33%	39.99%	13.33%	18.56%	23.57%					
																																							
41	Против всех	276	29	35	19	10	8	1	9	9	0	13	5	0	4	9	1	1	1	14	1	5	9	25	4	6	4	5	12	7	6	8	3	13					
		2.91%	3.73%	3.84%	3.59%	3.35%	2.42%	1.11%	2.64%	2.03%	0.0%	4.04%	2.12%	0.0%	2.38%	2.43%	1.28%	0.60%	0.70%	3.33%	1.21%	4.95%	5.52%	3.82%	1.21%	4.51%	2.68%	10.41%	2.20%	4.16%	4.28%	2.22%	0.97%	3.22%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
