Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    район Бибирево																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №3657									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1075	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	597	12	20	17	16	18	18	13	16	13	18	8	13	7	10	15	21	13	3	9	17	9	8	15	10	10	15	22	11	17	19	14	21	11	10	13	12	15	11	13	18	13	13	20	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	460	17	6	5	9	8	3	15	13	6	10	14	12	22	11	19	7	9	8	10	4	20	9	17	8	7	7	8	6	8	5	8	9	7	6	9	9	7	15	18	18	14	19	12	6									
14	Число погашенных неиспользованных открепительных удостоверений	478	13	5	8	9	7	7	12	9	12	7	17	12	18	15	10	4	12	22	16	8	16	17	10	15	15	10	3	14	8	6	11	4	14	15	12	13	10	14	12	7	12	12	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	97	1	3	0	2	4	3	3	0	2	3	1	3	3	1	2	2	7	2	1	5	3	1	3	4	0	4	1	0	0	4	3	4	5	1	0	2	3	2	0	4	3	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	923	14	26	28	19	18	21	17	21	18	27	11	11	28	25	24	18	17	13	26	34	16	18	21	17	32	19	27	26	32	17	26	27	26	22	9	32	19	24	28	15	22	18	14	0									
		2.83%	1.76%	3.13%	3.35%	2.30%	2.03%	2.72%	2.62%	2.44%	2.39%	3.58%	1.80%	1.64%	3.97%	3.35%	3.06%	2.43%	2.00%	2.47%	4.64%	4.63%	2.34%	2.51%	2.58%	2.21%	4.05%	2.64%	3.70%	3.59%	4.22%	2.09%	3.75%	3.35%	3.53%	3.04%	1.21%	3.94%	2.51%	2.62%	3.45%	1.76%	2.97%	2.23%	1.99%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	623	17	15	14	25	20	17	9	15	13	9	14	11	18	17	6	12	12	10	7	17	17	8	12	17	10	8	22	11	17	21	13	12	19	14	19	14	12	19	9	21	17	17	15	1									
		1.91%	2.14%	1.80%	1.67%	3.03%	2.25%	2.20%	1.39%	1.75%	1.73%	1.19%	2.29%	1.64%	2.55%	2.28%	0.77%	1.62%	1.41%	1.90%	1.25%	2.32%	2.49%	1.12%	1.48%	2.21%	1.26%	1.11%	3.02%	1.52%	2.24%	2.58%	1.87%	1.49%	2.58%	1.94%	2.55%	1.72%	1.59%	2.07%	1.11%	2.47%	2.30%	2.11%	2.13%	2.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1050	24	22	33	24	29	21	18	28	24	32	23	36	12	25	25	21	33	19	18	27	23	23	15	21	26	22	22	25	22	30	22	34	15	26	22	21	31	25	27	15	26	34	29	0									
		3.23%	3.02%	2.64%	3.95%	2.91%	3.27%	2.72%	2.77%	3.26%	3.19%	4.24%	3.76%	5.38%	1.70%	3.35%	3.19%	2.83%	3.89%	3.61%	3.21%	3.68%	3.36%	3.21%	1.85%	2.73%	3.29%	3.05%	3.02%	3.45%	2.90%	3.69%	3.17%	4.22%	2.04%	3.60%	2.95%	2.59%	4.10%	2.73%	3.33%	1.76%	3.51%	4.22%	4.12%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12389	305	321	272	309	331	310	257	344	289	296	262	243	258	283	294	277	349	211	225	275	252	287	312	273	343	283	264	262	254	336	261	324	259	241	288	292	279	356	316	342	276	314	234	30									
		38.05%	38.41%	38.58%	32.54%	37.45%	37.32%	40.16%	39.60%	40.05%	38.38%	39.21%	42.81%	36.32%	36.60%	37.88%	37.50%	37.33%	41.11%	40.04%	40.18%	37.47%	36.84%	40.08%	38.38%	35.50%	43.36%	39.25%	36.21%	36.19%	33.51%	41.28%	37.61%	40.20%	35.19%	33.33%	38.66%	35.96%	36.90%	38.86%	38.92%	40.24%	37.30%	38.96%	33.24%	62.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	665	13	30	25	16	23	17	15	16	15	14	10	12	17	9	18	15	15	5	7	14	13	16	20	15	6	17	12	16	13	12	16	15	12	18	24	21	12	18	15	22	15	13	18	0									
		2.04%	1.64%	3.61%	2.99%	1.94%	2.59%	2.20%	2.31%	1.86%	1.99%	1.85%	1.63%	1.79%	2.41%	1.20%	2.30%	2.02%	1.77%	0.95%	1.25%	1.91%	1.90%	2.23%	2.46%	1.95%	0.76%	2.36%	1.65%	2.21%	1.72%	1.47%	2.31%	1.86%	1.63%	2.49%	3.22%	2.59%	1.59%	1.97%	1.85%	2.59%	2.03%	1.61%	2.56%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	114	2	2	1	3	4	1	1	6	8	3	0	2	2	4	9	2	4	2	1	0	3	1	3	1	2	2	5	2	2	1	0	4	1	3	5	3	5	3	5	3	1	0	2	0									
		0.35%	0.25%	0.24%	0.12%	0.36%	0.45%	0.13%	0.15%	0.70%	1.06%	0.40%	0.00%	0.30%	0.28%	0.54%	1.15%	0.27%	0.47%	0.38%	0.18%	0.00%	0.44%	0.14%	0.37%	0.13%	0.25%	0.28%	0.69%	0.28%	0.26%	0.12%	0.00%	0.50%	0.14%	0.41%	0.67%	0.37%	0.66%	0.33%	0.62%	0.35%	0.14%	0.00%	0.28%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5229	145	126	140	169	146	125	100	151	136	143	98	111	122	139	119	110	147	85	88	125	109	124	128	107	121	95	125	105	108	134	97	110	109	97	143	99	154	113	92	189	132	106	101	6									
		16.06%	18.26%	15.14%	16.75%	20.48%	16.46%	16.19%	15.41%	17.58%	18.06%	18.94%	16.01%	16.59%	17.30%	18.61%	15.18%	14.82%	17.31%	16.13%	15.71%	17.03%	15.94%	17.32%	15.74%	13.91%	15.30%	13.18%	17.15%	14.50%	14.25%	16.46%	13.98%	13.65%	14.81%	13.42%	19.19%	12.19%	20.37%	12.34%	11.33%	22.24%	17.84%	13.15%	14.35%	12.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	711	19	23	17	15	17	17	12	14	11	14	18	21	15	15	30	23	27	8	10	16	13	17	14	23	13	22	15	26	15	17	11	14	20	13	13	19	21	16	16	7	9	18	15	2									
		2.18%	2.39%	2.76%	2.03%	1.82%	1.92%	2.20%	1.85%	1.63%	1.46%	1.85%	2.94%	3.14%	2.13%	2.01%	3.83%	3.10%	3.18%	1.52%	1.79%	2.18%	1.90%	2.37%	1.72%	2.99%	1.64%	3.05%	2.06%	3.59%	1.98%	2.09%	1.59%	1.74%	2.72%	1.80%	1.74%	2.34%	2.78%	1.75%	1.97%	0.82%	1.22%	2.23%	2.13%	4.17%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	965	22	28	28	22	21	19	22	25	16	21	16	17	13	35	21	24	32	12	11	18	22	23	29	26	26	23	22	17	26	13	17	21	19	29	20	28	23	35	18	22	26	29	27	1									
		2.96%	2.77%	3.37%	3.35%	2.67%	2.37%	2.46%	3.39%	2.91%	2.12%	2.78%	2.61%	2.54%	1.84%	4.69%	2.68%	3.23%	3.77%	2.28%	1.96%	2.45%	3.22%	3.21%	3.57%	3.38%	3.29%	3.19%	3.02%	2.35%	3.43%	1.60%	2.45%	2.61%	2.58%	4.01%	2.68%	3.45%	3.04%	3.82%	2.22%	2.59%	3.51%	3.60%	3.84%	2.08%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	85	2	2	3	1	2	0	5	2	2	3	2	4	2	1	2	0	1	1	2	1	1	0	2	3	4	2	1	3	4	1	3	5	1	0	1	2	2	2	0	1	0	3	6	0									
		0.26%	0.25%	0.24%	0.36%	0.12%	0.23%	0.00%	0.77%	0.23%	0.27%	0.40%	0.33%	0.60%	0.28%	0.13%	0.26%	0.00%	0.12%	0.19%	0.36%	0.14%	0.15%	0.00%	0.25%	0.39%	0.51%	0.28%	0.14%	0.41%	0.53%	0.12%	0.43%	0.62%	0.14%	0.00%	0.13%	0.25%	0.26%	0.22%	0.00%	0.12%	0.00%	0.37%	0.85%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2207	41	67	38	37	63	59	55	43	39	40	24	58	37	41	57	61	45	41	35	50	53	51	76	53	41	60	49	63	60	50	55	47	63	94	39	60	57	73	56	31	37	57	49	2									
		6.78%	5.16%	8.05%	4.55%	4.48%	7.10%	7.64%	8.47%	5.01%	5.18%	5.30%	3.92%	8.67%	5.25%	5.49%	7.27%	8.22%	5.30%	7.78%	6.25%	6.81%	7.75%	7.12%	9.35%	6.89%	5.18%	8.32%	6.72%	8.70%	7.92%	6.14%	7.93%	5.83%	8.56%	13.00%	5.23%	7.39%	7.54%	7.97%	6.90%	3.65%	5.00%	7.07%	6.96%	4.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4609	121	93	143	135	111	113	88	116	105	88	81	71	109	92	118	105	94	73	76	97	107	100	113	123	103	87	87	111	116	108	99	113	127	109	93	136	91	149	126	112	115	125	128	2									
		14.16%	15.24%	11.18%	17.11%	16.36%	12.51%	14.64%	13.56%	13.50%	13.94%	11.66%	13.24%	10.61%	15.46%	12.32%	15.05%	14.15%	11.07%	13.85%	13.57%	13.22%	15.64%	13.97%	13.90%	15.99%	13.02%	12.07%	11.93%	15.33%	15.30%	13.27%	14.27%	14.02%	17.26%	15.08%	12.48%	16.75%	12.04%	16.27%	15.52%	13.18%	15.54%	15.51%	18.18%	4.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	197	2	7	9	1	3	5	5	1	7	8	4	4	5	10	4	4	3	1	3	9	3	5	5	4	1	3	2	4	7	6	3	4	7	3	5	7	2	7	4	8	3	5	4	0									
		0.61%	0.25%	0.84%	1.08%	0.12%	0.34%	0.65%	0.77%	0.12%	0.93%	1.06%	0.65%	0.60%	0.71%	1.34%	0.51%	0.54%	0.35%	0.19%	0.54%	1.23%	0.44%	0.70%	0.62%	0.52%	0.13%	0.42%	0.27%	0.55%	0.92%	0.74%	0.43%	0.50%	0.95%	0.41%	0.67%	0.86%	0.26%	0.76%	0.49%	0.94%	0.41%	0.62%	0.57%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2185	56	56	66	37	71	35	30	54	56	46	38	54	52	35	45	55	53	37	41	35	40	30	48	75	53	60	51	44	64	58	59	64	47	40	47	67	41	62	85	36	50	59	50	3									
		6.71%	7.05%	6.73%	7.89%	4.48%	8.00%	4.53%	4.62%	6.29%	7.44%	6.09%	6.21%	8.07%	7.38%	4.69%	5.74%	7.41%	6.24%	7.02%	7.32%	4.77%	5.85%	4.19%	5.90%	9.75%	6.70%	8.32%	6.99%	6.08%	8.44%	7.13%	8.50%	7.94%	6.39%	5.53%	6.31%	8.25%	5.42%	6.77%	10.47%	4.24%	6.76%	7.32%	7.10%	6.25%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
