Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Красноармейская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957					
		1.44%	1.51%	1.94%	2.73%	2.18%	2.39%	1.48%	2.28%	1.80%	2.49%	1.57%	1.72%	2.92%	1.07%	0.83%	0.85%	1.68%	1.19%	2.71%	0.78%	1.45%	0.84%	1.66%	1.34%	1.35%	0.32%	1.34%	0.74%	0.0%	0.0%	1.44%	1.99%	2.15%	0.39%	1.20%	1.20%	1.58%	0.93%	0.91%	0.49%	1.73%	1.13%	1.85%	1.76%	0.64%	0.88%	1.46%	0.97%	0.63%	2.27%	4.25%	3.00%	1.42%	1.36%	1.32%	0.81%	0.35%	0.79%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	765	16	19	18	10	11	15	12	28	16	24	12	9	11	13	19	12	16	5	1	3	2	4	10	18	8	12	4	6	4	30	12	13	10	10	9	14	19	6	9	13	21	18	23	11	16	19	21	6	31	7	6	13	18	15	23	19	15					
		1.82%	1.86%	1.27%	1.49%	1.68%	1.54%	2.02%	2.28%	2.11%	1.99%	1.98%	2.06%	2.63%	2.35%	1.20%	1.47%	1.34%	1.91%	2.26%	0.19%	1.09%	0.84%	1.33%	2.69%	1.28%	1.29%	1.79%	1.48%	6.52%	3.27%	3.61%	1.19%	1.03%	1.95%	3.01%	1.54%	2.22%	2.96%	0.91%	1.11%	1.61%	2.98%	1.66%	1.50%	0.71%	1.41%	3.98%	1.70%	1.27%	2.81%	4.96%	4.51%	3.09%	1.88%	2.20%	2.35%	3.41%	1.98%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	662	12	32	32	7	7	16	20	20	12	22	13	8	6	9	8	17	18	0	12	2	2	3	3	32	8	4	2	2	3	21	21	27	6	1	7	10	10	8	6	13	7	32	21	27	10	7	14	6	18	3	0	18	9	15	7	3	3					
		1.57%	1.39%	2.14%	2.65%	1.17%	0.98%	2.16%	3.80%	1.50%	1.49%	1.81%	2.23%	2.33%	1.28%	0.83%	0.62%	1.91%	2.15%	0.0%	2.34%	0.72%	0.84%	1.0%	0.80%	2.28%	1.29%	0.59%	0.74%	2.17%	2.45%	2.53%	2.08%	2.15%	1.17%	0.30%	1.20%	1.58%	1.56%	1.22%	0.74%	1.61%	0.99%	2.96%	1.37%	1.74%	0.88%	1.46%	1.13%	1.27%	1.63%	2.12%	0.0%	4.28%	0.94%	2.20%	0.71%	0.53%	0.39%					
22	"5. ""За Русь Святую"""	344	8	14	13	4	5	10	16	10	17	8	3	5	6	6	7	6	6	1	1	2	3	3	4	3	3	3	3	4	2	1	5	6	2	2	11	6	6	9	6	3	6	12	17	17	3	1	9	4	11	1	2	4	7	4	5	4	4					
		0.81%	0.93%	0.93%	1.07%	0.67%	0.70%	1.35%	3.04%	0.75%	2.11%	0.66%	0.51%	1.46%	1.28%	0.55%	0.54%	0.67%	0.71%	0.45%	0.19%	0.72%	1.27%	1.0%	1.07%	0.21%	0.48%	0.44%	1.11%	4.34%	1.63%	0.12%	0.49%	0.47%	0.39%	0.60%	1.89%	0.95%	0.93%	1.37%	0.74%	0.37%	0.85%	1.11%	1.11%	1.10%	0.26%	0.20%	0.73%	0.84%	0.99%	0.70%	1.50%	0.95%	0.73%	0.58%	0.51%	0.71%	0.53%					
23	"6. ""Объединенная Российская партия ""Русь"""	115	2	6	3	1	4	1	1	1	3	0	0	2	0	0	3	1	4	0	0	0	3	4	6	2	2	0	2	1	1	2	1	5	1	2	1	2	3	5	1	2	1	4	7	4	1	2	2	0	0	0	1	1	2	0	3	5	4					
		0.27%	0.23%	0.40%	0.24%	0.16%	0.56%	0.13%	0.19%	0.07%	0.37%	0.0%	0.0%	0.58%	0.0%	0.0%	0.23%	0.11%	0.47%	0.0%	0.0%	0.0%	1.27%	1.33%	1.61%	0.14%	0.32%	0.0%	0.74%	1.08%	0.81%	0.24%	0.09%	0.39%	0.19%	0.60%	0.17%	0.31%	0.46%	0.76%	0.12%	0.24%	0.14%	0.37%	0.45%	0.25%	0.08%	0.41%	0.16%	0.0%	0.0%	0.0%	0.75%	0.23%	0.20%	0.0%	0.30%	0.89%	0.53%					
24	"7. ""Новый курс - Автомобильная Россия"""	266	3	9	12	4	3	3	2	8	4	7	4	1	5	8	7	16	2	0	0	1	4	2	1	10	5	4	1	1	1	1	0	4	0	3	2	2	2	7	4	4	4	11	13	21	5	15	7	0	4	1	1	0	2	5	7	9	4					
		0.63%	0.34%	0.60%	0.99%	0.67%	0.42%	0.40%	0.38%	0.60%	0.49%	0.57%	0.68%	0.29%	1.07%	0.74%	0.54%	1.79%	0.23%	0.0%	0.0%	0.36%	1.69%	0.66%	0.26%	0.71%	0.80%	0.59%	0.37%	1.08%	0.81%	0.12%	0.0%	0.31%	0.0%	0.90%	0.34%	0.31%	0.31%	1.06%	0.49%	0.49%	0.56%	1.02%	0.84%	1.36%	0.44%	3.14%	0.56%	0.0%	0.36%	0.70%	0.75%	0.0%	0.20%	0.73%	0.71%	1.61%	0.53%					
25	"8. ""Народно-республиканская партия России"""	85	4	3	1	0	0	3	1	2	1	0	2	0	2	1	2	1	5	1	1	0	0	1	0	0	1	1	2	0	0	2	0	5	2	0	0	2	0	0	3	3	2	2	2	6	3	1	3	1	1	1	2	3	3	0	2	0	1					
		0.20%	0.46%	0.20%	0.08%	0.0%	0.0%	0.40%	0.19%	0.15%	0.12%	0.0%	0.34%	0.0%	0.42%	0.09%	0.15%	0.11%	0.59%	0.45%	0.19%	0.0%	0.0%	0.33%	0.0%	0.0%	0.16%	0.14%	0.74%	0.0%	0.0%	0.24%	0.0%	0.39%	0.39%	0.0%	0.0%	0.31%	0.0%	0.0%	0.37%	0.37%	0.28%	0.18%	0.13%	0.38%	0.26%	0.20%	0.24%	0.21%	0.09%	0.70%	1.50%	0.71%	0.31%	0.0%	0.20%	0.0%	0.13%					
26	"9. ""Российская экологическая партия ""Зеленые"""	109	3	1	3	0	3	6	2	1	3	5	1	1	2	2	0	3	0	0	2	1	0	0	0	2	2	1	0	1	1	3	5	7	0	1	1	3	0	1	0	2	2	8	5	9	1	2	0	0	1	0	0	0	4	0	4	2	2					
		0.25%	0.34%	0.06%	0.24%	0.0%	0.42%	0.81%	0.38%	0.07%	0.37%	0.41%	0.17%	0.29%	0.42%	0.18%	0.0%	0.33%	0.0%	0.0%	0.39%	0.36%	0.0%	0.0%	0.0%	0.14%	0.32%	0.14%	0.0%	1.08%	0.81%	0.36%	0.49%	0.55%	0.0%	0.30%	0.17%	0.47%	0.0%	0.15%	0.0%	0.24%	0.28%	0.74%	0.32%	0.58%	0.08%	0.41%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.41%	0.0%	0.40%	0.35%	0.26%					
27	"10. ""Аграрная партия России"""	2912	56	63	73	35	41	50	34	78	44	70	27	17	34	57	78	44	61	5	15	20	26	14	30	94	24	36	13	7	8	40	41	63	60	24	22	19	23	39	35	33	36	35	49	58	429	59	234	57	101	11	7	16	89	34	48	38	58					
		6.93%	6.51%	4.21%	6.05%	5.88%	5.76%	6.76%	6.46%	5.88%	5.48%	5.78%	4.64%	4.97%	7.28%	5.29%	6.06%	4.94%	7.29%	2.26%	2.93%	7.29%	11.01%	4.66%	8.08%	6.72%	3.87%	5.39%	4.81%	7.60%	6.55%	4.81%	4.07%	5.02%	11.71%	7.22%	3.78%	3.02%	3.58%	5.95%	4.32%	4.09%	5.12%	3.24%	3.20%	3.75%	37.86%	12.36%	19.03%	12.10%	9.17%	7.80%	5.26%	3.80%	9.31%	5.0%	4.91%	6.82%	7.69%					
28	"11. ""Истинные патриоты России"""	28	0	1	1	1	0	1	0	1	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	2	4	1	0	0	0	0	0	0	3	0	0	1	0					
		0.06%	0.0%	0.06%	0.08%	0.16%	0.0%	0.13%	0.0%	0.07%	0.0%	0.0%	0.17%	0.0%	0.21%	0.18%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.09%	0.06%	0.12%	0.35%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.17%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	352	8	12	12	4	5	7	3	10	9	4	4	0	3	10	12	1	3	2	3	0	3	3	2	8	5	10	4	1	1	16	12	13	11	2	4	3	3	0	4	5	7	6	10	19	12	6	11	1	10	1	1	4	13	13	5	3	8					
		0.83%	0.93%	0.80%	0.99%	0.67%	0.70%	0.94%	0.57%	0.75%	1.12%	0.33%	0.68%	0.0%	0.64%	0.92%	0.93%	0.11%	0.35%	0.90%	0.58%	0.0%	1.27%	1.0%	0.53%	0.57%	0.80%	1.49%	1.48%	1.08%	0.81%	1.92%	1.19%	1.03%	2.14%	0.60%	0.68%	0.47%	0.46%	0.0%	0.49%	0.62%	0.99%	0.55%	0.65%	1.23%	1.05%	1.25%	0.89%	0.21%	0.90%	0.70%	0.75%	0.95%	1.36%	1.91%	0.51%	0.53%	1.06%					
30	"13. ""Демократическая партия России"""	91	3	0	5	2	0	1	0	6	2	2	2	1	1	1	5	0	0	2	0	2	0	0	1	3	2	2	0	1	0	0	1	2	2	0	0	2	2	1	0	2	1	7	0	3	4	3	1	0	6	0	0	2	3	0	3	2	0					
		0.21%	0.34%	0.0%	0.41%	0.33%	0.0%	0.13%	0.0%	0.45%	0.24%	0.16%	0.34%	0.29%	0.21%	0.09%	0.38%	0.0%	0.0%	0.90%	0.0%	0.72%	0.0%	0.0%	0.26%	0.21%	0.32%	0.29%	0.0%	1.08%	0.0%	0.0%	0.09%	0.15%	0.39%	0.0%	0.0%	0.31%	0.31%	0.15%	0.0%	0.24%	0.14%	0.64%	0.0%	0.19%	0.35%	0.62%	0.08%	0.0%	0.54%	0.0%	0.0%	0.47%	0.31%	0.0%	0.30%	0.35%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	1	3	0	4	2	1	0	1	1	0	0	0	5	4	3	0	2	1	0	1	2	0	1	3	0	1	1	0	1	0	1	1	1	0	2	2	3	0	1	1	2	0	8	2	0	0	1	1	0	0	0	0	0	1	0	2	2					
		0.16%	0.11%	0.20%	0.0%	0.67%	0.28%	0.13%	0.0%	0.07%	0.12%	0.0%	0.0%	0.0%	1.07%	0.37%	0.23%	0.0%	0.23%	0.45%	0.0%	0.36%	0.84%	0.0%	0.26%	0.21%	0.0%	0.14%	0.37%	0.0%	0.81%	0.0%	0.09%	0.07%	0.19%	0.0%	0.34%	0.31%	0.46%	0.0%	0.12%	0.12%	0.28%	0.0%	0.52%	0.12%	0.0%	0.0%	0.08%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.35%	0.26%					
32	"15. ""Партия СЛОН"""	34	1	2	0	1	1	2	0	2	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	3	3	1	0	0	0	0	0	0	0	1	0	1	0	2					
		0.08%	0.11%	0.13%	0.0%	0.16%	0.14%	0.27%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.18%	0.19%	0.19%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.10%	0.0%	0.26%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4888	94	231	146	91	46	70	67	173	100	159	68	37	69	97	153	89	48	25	40	21	44	37	24	129	30	88	19	4	3	104	145	196	26	21	79	88	78	101	131	96	87	117	251	141	122	49	95	50	162	8	9	61	100	95	152	52	70					
		11.64%	10.93%	15.46%	12.11%	15.29%	6.46%	9.47%	12.73%	13.04%	12.46%	13.14%	11.70%	10.81%	14.77%	9.01%	11.88%	10.0%	5.74%	11.31%	7.82%	7.66%	18.64%	12.33%	6.46%	9.22%	4.83%	13.19%	7.03%	4.34%	2.45%	12.53%	14.42%	15.62%	5.07%	6.32%	13.59%	13.99%	12.16%	15.41%	16.17%	11.91%	12.37%	10.85%	16.39%	9.13%	10.76%	10.27%	7.72%	10.61%	14.71%	5.67%	6.76%	14.52%	10.47%	13.97%	15.55%	9.33%	9.28%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	138	5	7	4	6	4	2	1	7	2	3	0	0	4	7	2	1	3	0	0	1	2	0	1	3	1	1	1	1	0	3	1	4	3	0	0	0	1	2	0	5	4	2	12	7	1	0	2	1	6	2	0	1	1	1	2	1	7					
		0.32%	0.58%	0.46%	0.33%	1.00%	0.56%	0.27%	0.19%	0.52%	0.24%	0.24%	0.0%	0.0%	0.85%	0.65%	0.15%	0.11%	0.35%	0.0%	0.0%	0.36%	0.84%	0.0%	0.26%	0.21%	0.16%	0.14%	0.37%	1.08%	0.0%	0.36%	0.09%	0.31%	0.58%	0.0%	0.0%	0.0%	0.15%	0.30%	0.0%	0.62%	0.56%	0.18%	0.78%	0.45%	0.08%	0.0%	0.16%	0.21%	0.54%	1.41%	0.0%	0.23%	0.10%	0.14%	0.20%	0.17%	0.92%					
35	"18. ""ЛДПР"""	5208	120	194	156	72	91	101	48	152	93	123	62	55	36	163	148	98	83	28	85	36	20	50	50	135	68	85	62	9	7	95	102	142	51	39	113	95	80	100	130	75	111	107	205	161	97	82	118	70	125	31	21	42	147	104	130	91	114					
		12.40%	13.95%	12.98%	12.94%	12.10%	12.79%	13.66%	9.12%	11.46%	11.59%	10.16%	10.67%	16.08%	7.70%	15.14%	11.49%	11.01%	9.92%	12.66%	16.63%	13.13%	8.47%	16.66%	13.47%	9.65%	10.96%	12.74%	22.96%	9.78%	5.73%	11.44%	10.14%	11.32%	9.96%	11.74%	19.44%	15.10%	12.48%	15.26%	16.04%	9.30%	15.78%	9.92%	13.38%	10.42%	8.56%	17.19%	9.60%	14.86%	11.35%	21.98%	15.78%	10.0%	15.39%	15.29%	13.30%	16.33%	15.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	396	8	8	7	6	7	9	9	10	6	9	3	4	4	15	15	10	8	2	7	3	0	4	10	14	5	6	1	0	0	11	8	9	7	3	3	9	8	2	2	7	8	22	10	24	8	1	12	3	13	4	2	4	10	6	4	2	4					
		0.94%	0.93%	0.53%	0.58%	1.00%	0.98%	1.21%	1.71%	0.75%	0.74%	0.74%	0.51%	1.16%	0.85%	1.39%	1.16%	1.12%	0.95%	0.90%	1.36%	1.09%	0.0%	1.33%	2.69%	1.00%	0.80%	0.89%	0.37%	0.0%	0.0%	1.32%	0.79%	0.71%	1.36%	0.90%	0.51%	1.43%	1.24%	0.30%	0.24%	0.86%	1.13%	2.04%	0.65%	1.55%	0.70%	0.20%	0.97%	0.63%	1.18%	2.83%	1.50%	0.95%	1.04%	0.88%	0.40%	0.35%	0.53%					
37	"20. ""Политическая партия ""Единая Россия"""	14493	277	537	408	175	278	238	182	445	260	401	201	113	118	468	563	416	393	53	214	104	58	111	134	516	259	210	125	33	25	290	383	404	201	141	181	198	280	217	273	389	264	406	498	515	258	113	392	112	276	36	58	136	230	190	311	172	254					
		34.53%	32.20%	35.94%	33.85%	29.41%	39.09%	32.20%	34.60%	33.55%	32.41%	33.14%	34.59%	33.04%	25.26%	43.49%	43.74%	46.74%	47.00%	23.98%	41.87%	37.95%	24.57%	37.0%	36.11%	36.90%	41.77%	31.48%	46.29%	35.86%	20.49%	34.93%	38.10%	32.21%	39.25%	42.46%	31.15%	31.47%	43.68%	33.12%	33.70%	48.26%	37.55%	37.66%	32.52%	33.35%	22.77%	23.68%	31.89%	23.77%	25.06%	25.53%	43.60%	32.38%	24.08%	27.94%	31.83%	30.87%	33.68%					
38	"21. ""Российская Конституционно-демократическая партия"""	92	0	2	2	2	0	0	2	3	1	4	0	1	3	5	3	2	1	2	0	1	0	1	0	2	1	14	1	2	2	1	1	2	1	1	2	1	1	0	0	1	4	0	4	3	0	1	2	1	2	0	1	0	2	2	0	0	2					
		0.21%	0.0%	0.13%	0.16%	0.33%	0.0%	0.0%	0.38%	0.22%	0.12%	0.33%	0.0%	0.29%	0.64%	0.46%	0.23%	0.22%	0.11%	0.90%	0.0%	0.36%	0.0%	0.33%	0.0%	0.14%	0.16%	2.09%	0.37%	2.17%	1.63%	0.12%	0.09%	0.15%	0.19%	0.30%	0.34%	0.15%	0.15%	0.0%	0.0%	0.12%	0.56%	0.0%	0.26%	0.19%	0.0%	0.20%	0.16%	0.21%	0.18%	0.0%	0.75%	0.0%	0.20%	0.29%	0.0%	0.0%	0.26%					
39	"22. ""Развитие предпринимательства"""	82	0	8	1	1	2	0	1	5	5	3	4	1	1	5	3	0	0	0	1	1	1	0	1	3	2	0	1	0	0	1	1	4	1	0	0	1	1	0	0	2	1	0	1	11	0	0	1	0	2	0	0	1	2	1	0	0	1					
		0.19%	0.0%	0.53%	0.08%	0.16%	0.28%	0.0%	0.19%	0.37%	0.62%	0.24%	0.68%	0.29%	0.21%	0.46%	0.23%	0.0%	0.0%	0.0%	0.19%	0.36%	0.42%	0.0%	0.26%	0.21%	0.32%	0.0%	0.37%	0.0%	0.0%	0.12%	0.09%	0.31%	0.19%	0.0%	0.0%	0.15%	0.15%	0.0%	0.0%	0.24%	0.14%	0.0%	0.06%	0.71%	0.0%	0.0%	0.08%	0.0%	0.18%	0.0%	0.0%	0.23%	0.20%	0.14%	0.0%	0.0%	0.13%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7339	146	216	192	93	133	124	83	256	159	213	125	55	91	123	147	91	105	68	82	50	39	37	70	321	141	147	14	13	50	158	198	229	93	70	116	136	80	116	144	84	92	193	278	388	100	73	174	110	219	11	7	72	235	149	185	114	131					
		17.48%	16.97%	14.45%	15.93%	15.63%	18.70%	16.77%	15.77%	19.30%	19.82%	17.60%	21.51%	16.08%	19.48%	11.43%	11.42%	10.22%	12.55%	30.76%	16.04%	18.24%	16.52%	12.33%	18.86%	22.96%	22.74%	22.03%	5.18%	14.13%	40.98%	19.03%	19.70%	18.26%	18.16%	21.08%	19.96%	21.62%	12.48%	17.70%	17.77%	10.42%	13.08%	17.90%	18.15%	25.12%	8.82%	15.30%	14.15%	23.35%	19.89%	7.80%	5.26%	17.14%	24.60%	21.91%	18.93%	20.46%	17.37%					
																																																																
41	Против всех	1709	37	48	49	41	36	41	19	40	24	56	24	11	14	42	57	36	37	19	32	15	17	11	9	55	27	22	6	6	9	28	31	61	18	1	15	15	14	23	35	23	25	40	53	62	35	26	78	30	61	9	10	14	43	24	43	23	29					
