Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Полевская городская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444					
		0.80%	1.41%	0.49%	0.82%	0.75%	0.80%	0.98%	0.56%	0.54%	0.95%	0.51%	0.46%	1.37%	0.46%	0.58%	0.71%	0.81%	1.10%	0.76%	0.72%	0.85%	0.63%	1.08%	1.06%	0.95%	0.90%	1.09%	0.26%	0.39%	1.02%	0.93%	0.66%	0.65%	0.92%	1.23%	0.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3555	52	111	147	148	150	116	48	47	134	94	108	98	122	74	162	157	123	118	146	199	137	120	126	102	114	62	99	57	33	84	34	47	57	44	85					
		12.17%	12.24%	10.81%	10.94%	12.35%	11.93%	12.66%	9.01%	12.63%	11.53%	11.93%	12.47%	12.22%	13.91%	10.69%	12.76%	11.55%	11.31%	9.92%	10.55%	16.86%	14.30%	12.90%	14.79%	13.78%	11.46%	11.27%	13.06%	11.11%	11.26%	13.08%	11.22%	15.36%	10.44%	9.05%	14.07%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	953	11	25	37	52	41	25	12	15	42	25	27	31	24	38	51	40	27	36	50	42	30	26	36	23	35	18	19	20	29	12	15	6	9	9	15					
		3.26%	2.59%	2.43%	2.75%	4.34%	3.26%	2.73%	2.25%	4.03%	3.61%	3.17%	3.12%	3.87%	2.74%	5.49%	4.02%	2.94%	2.48%	3.03%	3.61%	3.56%	3.13%	2.80%	4.23%	3.11%	3.52%	3.27%	2.51%	3.90%	9.90%	1.87%	4.95%	1.96%	1.65%	1.85%	2.48%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11192	159	423	526	478	481	361	195	138	393	332	318	290	323	239	474	475	380	419	535	425	373	353	325	303	402	223	308	191	108	315	105	119	241	218	244					
		38.32%	37.41%	41.19%	39.14%	39.90%	38.27%	39.41%	36.59%	37.10%	33.82%	42.13%	36.72%	36.16%	36.83%	34.54%	37.32%	34.95%	34.93%	35.24%	38.66%	36.02%	38.94%	37.96%	38.15%	40.95%	40.40%	40.55%	40.63%	37.23%	36.86%	49.07%	34.65%	38.89%	44.14%	44.86%	40.40%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	650	18	17	25	30	23	26	19	10	25	15	22	12	13	0	39	41	24	26	33	26	14	17	14	25	19	13	29	12	5	6	14	9	17	8	4					
		2.23%	4.24%	1.66%	1.86%	2.50%	1.83%	2.84%	3.56%	2.69%	2.15%	1.90%	2.54%	1.50%	1.48%	0.00%	3.07%	3.02%	2.21%	2.19%	2.38%	2.20%	1.46%	1.83%	1.64%	3.38%	1.91%	2.36%	3.83%	2.34%	1.71%	0.93%	4.62%	2.94%	3.11%	1.65%	0.66%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
