Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																							
Дата голосования: 02.12.2007																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Златоустовская городская																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132					
		58.39%	64.40%	58.51%	54.89%	61.04%	55.00%	57.14%	57.14%	67.21%	51.45%	68.76%	61.70%	67.32%	69.07%	61.41%	56.12%	60.75%	59.18%	63.70%	56.47%	56.52%	57.06%	52.43%	54.60%	57.88%	56.04%	50.85%	55.44%	56.61%	54.55%	59.59%	53.39%	55.86%	56.58%	56.19%	56.94%	57.91%	60.44%	49.34%	51.98%	58.43%	57.47%	64.74%	60.74%	61.29%	56.02%	57.42%	57.95%	54.28%	56.14%	59.71%	54.20%	58.04%	63.92%	66.20%	69.04%	64.09%	66.98%	65.12%	59.66%	54.65%	53.83%	57.24%	53.88%	56.02%	59.07%	54.34%	61.17%	70.06%	65.63%	62.19%	55.56%	55.15%	63.80%	65.17%	63.26%	63.96%	72.60%	69.04%	70.99%	54.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2155	32	42	10	22	18	36	24	8	21	3	35	9	12	32	24	17	25	29	48	49	21	34	21	31	36	63	40	37	41	39	42	44	58	47	50	33	25	57	39	44	24	7	34	43	33	30	24	48	43	23	26	36	15	4	7	4	20	16	24	29	45	32	63	23	24	39	28	7	13	7	9	12	24	10	7	6	2	8	1	7					
		2.64%	2.56%	2.85%	1.58%	1.87%	1.76%	2.76%	2.03%	1.19%	3.03%	0.50%	2.85%	1.47%	2.28%	2.24%	3.45%	2.20%	2.55%	1.94%	4.37%	3.74%	2.53%	3.67%	2.72%	2.57%	2.88%	4.30%	3.06%	3.52%	3.77%	3.49%	3.51%	3.91%	3.86%	2.97%	3.73%	2.46%	3.46%	3.74%	2.42%	3.20%	2.27%	0.92%	2.63%	3.07%	2.92%	2.75%	2.89%	4.20%	3.32%	1.75%	1.56%	2.07%	2.13%	1.41%	1.43%	0.86%	1.90%	2.56%	2.27%	2.65%	3.67%	2.74%	4.84%	2.18%	2.53%	2.97%	3.40%	1.05%	1.31%	1.16%	1.32%	1.76%	2.19%	1.40%	1.15%	0.92%	0.68%	1.39%	0.62%	0.66%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
