Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Вяземская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
		2.21%	1.42%	1.87%	1.73%	2.15%	3.25%	2.23%	2.32%	3.11%	2.76%	2.49%	1.71%	2.46%	2.43%	1.67%	1.97%	1.44%	1.89%	1.47%	2.22%	1.21%	2.23%	2.47%	2.39%	2.29%	1.68%	2.19%	2.22%	3.84%	1.35%	0.71%	0.88%	1.52%	1.08%	3.09%	1.88%	2.66%	0.94%	2.47%	3.11%	2.30%	2.21%	1.66%	2.63%	2.59%	1.85%	1.04%	4.79%	3.46%	4.31%	5.34%	0.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	251	17	7	13	14	7	9	20	10	5	3	7	1	7	3	7	3	6	8	4	7	10	10	5	6	8	25	1	1	0	1	1	0	1	0	0	1	0	7	4	1	0	1	1	3	2	0	3	0	0	0	1					
		0.78%	1.61%	0.52%	1.25%	1.16%	0.78%	0.91%	1.72%	1.11%	0.45%	0.50%	0.67%	0.11%	0.59%	0.29%	0.63%	0.48%	1.62%	1.18%	0.99%	0.77%	1.01%	1.08%	1.71%	0.51%	1.12%	1.77%	0.16%	0.24%	0.00%	0.71%	0.88%	0.00%	0.14%	0.00%	0.00%	0.53%	0.00%	0.96%	1.04%	0.38%	0.00%	0.41%	0.24%	0.71%	0.62%	0.00%	0.51%	0.00%	0.00%	0.00%	0.50%					
20	3.Политическая партия «Демократическая партия России»	39	3	1	1	0	1	2	1	1	0	0	0	1	1	0	0	1	0	2	1	0	1	1	0	3	2	2	1	0	2	0	0	2	1	0	1	0	0	0	0	0	1	1	2	1	1	0	0	0	0	0	1					
		0.12%	0.28%	0.07%	0.10%	0.00%	0.11%	0.20%	0.09%	0.11%	0.00%	0.00%	0.00%	0.11%	0.08%	0.00%	0.00%	0.16%	0.00%	0.29%	0.25%	0.00%	0.10%	0.11%	0.00%	0.25%	0.28%	0.14%	0.16%	0.00%	0.90%	0.00%	0.00%	0.61%	0.14%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.41%	0.48%	0.24%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4240	156	236	175	180	130	129	123	184	181	75	164	118	166	132	176	128	38	70	41	79	167	125	17	159	75	126	78	39	38	11	13	25	100	7	34	11	12	57	29	25	48	40	51	28	46	12	62	23	39	42	20					
		13.14%	14.76%	17.65%	16.83%	14.88%	14.56%	13.07%	10.55%	20.47%	16.12%	12.44%	15.62%	13.20%	13.91%	12.93%	15.78%	20.45%	10.27%	10.29%	10.12%	8.71%	16.92%	13.44%	5.80%	13.51%	10.47%	8.92%	12.34%	9.35%	17.12%	7.80%	11.40%	7.62%	13.51%	7.22%	10.66%	5.85%	5.63%	7.81%	7.51%	9.58%	17.65%	16.60%	12.20%	6.60%	14.20%	6.22%	10.60%	9.96%	16.81%	14.95%	10.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	149	7	8	7	9	3	11	7	5	5	7	5	8	6	1	5	3	2	1	3	6	5	5	3	3	2	5	5	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0					
		0.46%	0.66%	0.60%	0.67%	0.74%	0.34%	1.11%	0.60%	0.56%	0.45%	1.16%	0.48%	0.89%	0.50%	0.10%	0.45%	0.48%	0.54%	0.15%	0.74%	0.66%	0.51%	0.54%	1.02%	0.25%	0.28%	0.35%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.31%	0.00%	0.47%	0.14%	0.26%	0.00%	0.00%	0.41%	0.24%	0.24%	0.31%	0.52%	0.00%	0.43%	0.00%	0.36%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	51	2	5	3	3	1	2	2	0	2	0	2	0	1	1	3	2	1	1	0	2	1	1	3	3	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0					
		0.16%	0.19%	0.37%	0.29%	0.25%	0.11%	0.20%	0.17%	0.00%	0.18%	0.00%	0.19%	0.00%	0.08%	0.10%	0.27%	0.32%	0.27%	0.15%	0.00%	0.22%	0.10%	0.11%	1.02%	0.25%	0.00%	0.14%	0.32%	0.24%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.47%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3808	120	146	125	150	98	114	181	87	126	70	120	131	139	118	122	62	61	103	54	136	123	124	13	135	99	193	74	32	15	16	14	22	68	11	31	20	29	85	69	34	21	26	58	45	30	13	60	21	17	26	21					
		11.80%	11.35%	10.92%	12.02%	12.40%	10.97%	11.55%	15.52%	9.68%	11.22%	11.61%	11.43%	14.65%	11.65%	11.56%	10.94%	9.90%	16.49%	15.15%	13.33%	14.99%	12.46%	13.33%	4.44%	11.47%	13.83%	13.66%	11.71%	7.67%	6.76%	11.35%	12.28%	6.71%	9.19%	11.34%	9.72%	10.64%	13.62%	11.64%	17.88%	13.03%	7.72%	10.79%	13.88%	10.61%	9.26%	6.74%	10.26%	9.09%	7.33%	9.25%	10.55%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3054	113	166	125	98	75	91	106	115	132	77	116	103	113	128	80	52	35	85	51	86	88	102	7	140	57	136	60	23	4	3	3	10	72	4	29	17	15	46	14	11	12	4	44	56	27	7	30	13	39	21	13					
		9.46%	10.69%	12.42%	12.02%	8.10%	8.40%	9.22%	9.09%	12.79%	11.75%	12.77%	11.05%	11.52%	9.47%	12.54%	7.17%	8.31%	9.46%	12.50%	12.59%	9.48%	8.92%	10.97%	2.39%	11.89%	7.96%	9.62%	9.49%	5.52%	1.80%	2.13%	2.63%	3.05%	9.73%	4.12%	9.09%	9.04%	7.04%	6.30%	3.63%	4.21%	4.41%	1.66%	10.53%	13.21%	8.33%	3.63%	5.13%	5.63%	16.81%	7.47%	6.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	249	9	12	3	16	6	2	13	5	11	5	5	4	11	8	7	4	4	4	7	10	11	10	4	10	4	18	5	3	2	0	0	2	7	0	2	2	1	1	1	0	1	3	2	6	1	1	2	1	1	1	1					
		0.77%	0.85%	0.90%	0.29%	1.32%	0.67%	0.20%	1.11%	0.56%	0.98%	0.83%	0.48%	0.45%	0.92%	0.78%	0.63%	0.64%	1.08%	0.59%	1.73%	1.10%	1.11%	1.08%	1.37%	0.85%	0.56%	1.27%	0.79%	0.72%	0.90%	0.00%	0.00%	0.61%	0.95%	0.00%	0.63%	1.06%	0.47%	0.14%	0.26%	0.00%	0.37%	1.24%	0.48%	1.42%	0.31%	0.52%	0.34%	0.43%	0.43%	0.36%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18786	596	688	539	687	525	571	643	434	607	334	584	484	676	585	638	340	206	370	223	544	524	507	164	654	440	845	373	294	156	108	82	256	458	71	210	130	151	504	236	180	178	160	240	262	199	151	393	162	123	169	132					
		58.20%	56.39%	51.46%	51.83%	56.78%	58.79%	57.85%	55.15%	48.28%	54.05%	55.39%	55.62%	54.14%	56.66%	57.30%	57.22%	54.31%	55.68%	54.41%	55.06%	59.98%	53.09%	54.52%	55.97%	55.56%	61.45%	59.80%	59.02%	70.50%	70.27%	76.60%	71.93%	78.05%	61.89%	73.20%	65.83%	69.15%	70.89%	69.04%	61.14%	68.97%	65.44%	66.39%	57.42%	61.79%	61.42%	78.24%	67.18%	70.13%	53.02%	60.14%	66.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	273	8	17	9	16	7	7	16	17	7	3	9	4	7	7	10	5	6	11	0	16	12	11	4	11	5	18	4	2	0	0	0	0	8	1	0	1	2	3	4	0	0	0	1	0	1	0	1	0	1	0	1					
		0.85%	0.76%	1.27%	0.87%	1.32%	0.78%	0.71%	1.37%	1.89%	0.62%	0.50%	0.86%	0.45%	0.59%	0.69%	0.90%	0.80%	1.62%	1.62%	0.00%	1.76%	1.22%	1.18%	1.37%	0.93%	0.70%	1.27%	0.63%	0.48%	0.00%	0.00%	0.00%	0.00%	1.08%	1.03%	0.00%	0.53%	0.94%	0.41%	1.04%	0.00%	0.00%	0.00%	0.24%	0.00%	0.31%	0.00%	0.17%	0.00%	0.43%	0.00%	0.50%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
