Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Мантуровская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
30	"13. ""Демократическая партия России"""	14	0	0	0	1	1	0	1	0	0	2	0	0	9					
		0.43%	0.0%	0.0%	0.0%	1.08%	0.41%	0.0%	0.53%	0.0%	0.0%	0.82%	0.0%	0.0%	1.44%					
31	"14. ""Великая Россия - Евразийский Союз"""	5	1	2	0	0	0	1	0	0	0	0	0	0	1					
		0.15%	0.4%	0.66%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%					
32	"15. ""Партия СЛОН"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	122	10	9	11	3	16	3	6	5	23	9	4	3	20					
		3.78%	4.0%	2.98%	3.97%	3.26%	6.58%	1.88%	3.20%	2.12%	8.81%	3.73%	1.78%	2.34%	3.2%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	0	0	1	0	2	0	1	1	0	1	1	0	4					
		0.34%	0.0%	0.0%	0.36%	0.0%	0.82%	0.0%	0.53%	0.42%	0.0%	0.41%	0.44%	0.0%	0.64%					
35	"18. ""ЛДПР"""	306	16	35	24	13	22	16	9	23	13	22	22	22	69					
		9.49%	6.4%	11.58%	8.66%	14.13%	9.05%	10.06%	4.81%	9.78%	4.98%	9.12%	9.82%	17.18%	11.04%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	59	7	2	3	0	5	1	0	5	4	6	6	0	20					
		1.83%	2.8%	0.66%	1.08%	0.0%	2.05%	0.62%	0.0%	2.12%	1.53%	2.48%	2.67%	0.0%	3.2%					
37	"20. ""Политическая партия ""Единая Россия"""	1131	83	110	112	13	91	36	70	95	106	76	65	42	232					
		35.08%	33.2%	36.42%	40.43%	14.13%	37.44%	22.64%	37.43%	40.42%	40.61%	31.53%	29.01%	32.81%	37.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	0	1	1	0	0	0	1	1	1	0	0	1	3					
		0.27%	0.0%	0.33%	0.36%	0.0%	0.0%	0.0%	0.53%	0.42%	0.38%	0.0%	0.0%	0.78%	0.48%					
39	"22. ""Развитие предпринимательства"""	4	0	0	0	0	0	0	0	2	0	0	0	0	2					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	689	57	101	32	18	42	38	42	43	71	49	35	11	150					
		21.37%	22.8%	33.44%	11.55%	19.56%	17.28%	23.89%	22.45%	18.29%	27.20%	20.33%	15.62%	8.59%	24.0%					
																				
41	Против всех	79	5	12	8	0	7	3	7	8	5	3	2	7	12					
		2.45%	2.0%	3.97%	2.88%	0.0%	2.88%	1.88%	3.74%	3.40%	1.91%	1.24%	0.89%	5.46%	1.92%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
