Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Новодеревеньковская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527					
25	"8. ""Народно-республиканская партия России"""	8	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0					
		0.10%	0.16%	0.0%	0.0%	0.0%	0.40%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0					
		0.10%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.27%	0.57%	0.0%	0.23%	0.28%	0.0%	0.0%	0.48%	0.0%					
27	"10. ""Аграрная партия России"""	353	44	51	6	11	25	10	12	12	13	3	9	17	18	16	12	8	24	14	11	17	15	5					
		4.58%	3.66%	4.43%	2.62%	5.26%	10.16%	2.41%	3.75%	7.84%	6.37%	1.17%	3.98%	4.47%	5.82%	4.37%	6.85%	5.44%	5.56%	3.97%	4.91%	6.53%	7.21%	2.08%					
28	"11. ""Истинные патриоты России"""	24	4	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	2	6	2	4	0					
		0.31%	0.33%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.23%	0.56%	2.67%	0.76%	1.92%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	80	12	21	4	3	5	2	3	0	0	3	0	5	4	1	4	5	2	2	1	0	3	0					
		1.03%	0.99%	1.82%	1.74%	1.43%	2.03%	0.48%	0.93%	0.0%	0.0%	1.17%	0.0%	1.31%	1.29%	0.27%	2.28%	3.40%	0.46%	0.56%	0.44%	0.0%	1.44%	0.0%					
30	"13. ""Демократическая партия России"""	16	4	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	1	2	0	0	1	1					
		0.20%	0.33%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	1.14%	0.0%	0.23%	0.56%	0.0%	0.0%	0.48%	0.41%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	0	1	0	1	2	0	2	0	0	0	1	0	0	2	1	0	3	0	1	0	1	1					
		0.20%	0.0%	0.08%	0.0%	0.47%	0.81%	0.0%	0.62%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.54%	0.57%	0.0%	0.69%	0.0%	0.44%	0.0%	0.48%	0.41%					
32	"15. ""Партия СЛОН"""	13	2	2	0	0	0	0	2	0	1	1	1	0	0	2	0	0	2	0	0	0	0	0					
		0.16%	0.16%	0.17%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.49%	0.39%	0.44%	0.0%	0.0%	0.54%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	433	105	91	9	6	10	20	10	7	11	15	11	13	0	13	8	15	22	39	5	7	7	9					
		5.62%	8.73%	7.90%	3.93%	2.87%	4.06%	4.83%	3.12%	4.57%	5.39%	5.88%	4.86%	3.42%	0.0%	3.55%	4.57%	10.20%	5.10%	11.07%	2.23%	2.69%	3.36%	3.75%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	3	4	0	0	1	0	0	0	2	0	1	1	0	3	0	1	3	3	0	1	3	1					
		0.35%	0.24%	0.34%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.98%	0.0%	0.44%	0.26%	0.0%	0.81%	0.0%	0.68%	0.69%	0.85%	0.0%	0.38%	1.44%	0.41%					
35	"18. ""ЛДПР"""	766	144	159	25	22	22	33	40	15	16	19	18	15	17	25	8	30	56	14	30	15	20	23					
		9.94%	11.98%	13.81%	10.91%	10.52%	8.94%	7.97%	12.5%	9.80%	7.84%	7.45%	7.96%	3.94%	5.50%	6.83%	4.57%	20.40%	12.99%	3.97%	13.39%	5.76%	9.61%	9.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	128	30	30	1	3	3	2	2	3	5	0	2	6	2	16	1	2	5	6	3	1	2	3					
		1.66%	2.49%	2.60%	0.43%	1.43%	1.21%	0.48%	0.62%	1.96%	2.45%	0.0%	0.88%	1.57%	0.64%	4.37%	0.57%	1.36%	1.16%	1.70%	1.33%	0.38%	0.96%	1.25%					
37	"20. ""Политическая партия ""Единая Россия"""	3675	469	426	120	105	134	262	159	57	126	108	146	147	111	194	69	63	214	182	116	185	124	158					
		47.72%	39.01%	37.01%	52.40%	50.23%	54.47%	63.28%	49.68%	37.25%	61.76%	42.35%	64.60%	38.68%	35.92%	53.00%	39.42%	42.85%	49.65%	51.70%	51.78%	71.15%	59.61%	65.83%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	2	0	1	1	0	1	0	0	1	0	0	1	0	3	0	0	3	1	1	0	0	0					
		0.19%	0.16%	0.0%	0.43%	0.47%	0.0%	0.24%	0.0%	0.0%	0.49%	0.0%	0.0%	0.26%	0.0%	0.81%	0.0%	0.0%	0.69%	0.28%	0.44%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	2	3	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0					
		0.16%	0.16%	0.26%	0.0%	0.47%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.46%	0.56%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1341	241	197	44	31	24	48	61	43	15	84	22	128	134	47	32	6	42	58	37	17	15	15					
		17.41%	20.04%	17.11%	19.21%	14.83%	9.75%	11.59%	19.06%	28.10%	7.35%	32.94%	9.73%	33.68%	43.36%	12.84%	18.28%	4.08%	9.74%	16.47%	16.51%	6.53%	7.21%	6.25%					
																													
41	Против всех	276	64	57	11	14	2	13	5	5	1	6	6	17	4	14	8	7	11	6	7	3	3	12					
		3.58%	5.32%	4.95%	4.80%	6.69%	0.81%	3.14%	1.56%	3.26%	0.49%	2.35%	2.65%	4.47%	1.29%	3.82%	4.57%	4.76%	2.55%	1.70%	3.12%	1.15%	1.44%	5.0%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
