Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																														
Дата голосования: 18.09.2016																																																														
																																																														
Наименование Избирательной комиссии:    Отрадненская																																																														
																																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																																														
																																																														
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833	УИК №3834	УИК №3835	УИК №3836	УИК №3837	УИК №3838	УИК №3839	УИК №3840	УИК №3841	УИК №3842	УИК №3843	УИК №3844	УИК №3845	УИК №3846	УИК №3847	УИК №3848	УИК №3849	УИК №3850	УИК №3851									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3482	88	162	148	125	143	168	161	88	69	13	16	19	6	58	60	80	93	46	1	10	77	31	62	86	4	24	85	64	17	61	92	113	124	36	12	18	32	279	191	16	66	126	75	27	28	76	13	34	26	24	9									
		17.31%	16.03%	19.78%	17.23%	16.89%	19.70%	21.99%	24.21%	15.86%	17.83%	11.61%	8.99%	8.68%	7.14%	14.43%	14.63%	18.60%	21.99%	17.42%	0.83%	6.06%	10.45%	14.35%	15.23%	25.07%	2.61%	14.72%	17.67%	12.65%	6.03%	18.48%	22.33%	18.86%	21.91%	39.13%	20.34%	15.13%	12.85%	29.84%	30.71%	15.09%	21.09%	13.70%	10.03%	18.12%	18.67%	18.01%	9.09%	7.14%	12.50%	10.67%	8.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	65	4	3	5	5	6	2	3	2	6	0	0	2	0	1	4	1	0	0	0	0	0	0	2	1	0	0	2	0	0	0	2	0	3	0	0	1	0	3	4	0	0	0	0	0	0	1	0	1	0	1	0									
		0.32%	0.73%	0.37%	0.58%	0.68%	0.83%	0.26%	0.45%	0.36%	1.55%	0.00%	0.00%	0.91%	0.00%	0.25%	0.98%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.29%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.49%	0.00%	0.53%	0.00%	0.00%	0.84%	0.00%	0.32%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.21%	0.00%	0.44%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	90	3	4	7	6	6	4	4	7	3	0	1	0	0	1	3	5	1	0	0	0	2	1	0	0	0	1	1	0	0	2	0	3	2	0	0	2	0	4	2	2	1	7	0	0	0	1	0	2	1	0	1									
		0.45%	0.55%	0.49%	0.81%	0.81%	0.83%	0.52%	0.60%	1.26%	0.78%	0.00%	0.56%	0.00%	0.00%	0.25%	0.73%	1.16%	0.24%	0.00%	0.00%	0.00%	0.27%	0.46%	0.00%	0.00%	0.00%	0.61%	0.21%	0.00%	0.00%	0.61%	0.00%	0.50%	0.35%	0.00%	0.00%	1.68%	0.00%	0.43%	0.32%	1.89%	0.32%	0.76%	0.00%	0.00%	0.00%	0.24%	0.00%	0.42%	0.48%	0.00%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	1	1	1	1	1	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	2	0	1	1	0	0	0	0	0	0	0	0									
		0.11%	0.18%	0.12%	0.12%	0.14%	0.14%	0.39%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.14%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.21%	0.16%	1.89%	0.00%	0.11%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	104	9	3	3	9	6	4	5	1	4	0	1	1	0	3	2	1	1	1	2	1	3	0	3	0	0	1	5	1	0	2	3	4	2	1	0	0	0	1	4	0	0	4	5	0	1	1	0	3	2	1	0									
		0.52%	1.64%	0.37%	0.35%	1.22%	0.83%	0.52%	0.75%	0.18%	1.03%	0.00%	0.56%	0.46%	0.00%	0.75%	0.49%	0.23%	0.24%	0.38%	1.65%	0.61%	0.41%	0.00%	0.74%	0.00%	0.00%	0.61%	1.04%	0.20%	0.00%	0.61%	0.73%	0.67%	0.35%	1.09%	0.00%	0.00%	0.00%	0.11%	0.64%	0.00%	0.00%	0.43%	0.67%	0.00%	0.67%	0.24%	0.00%	0.63%	0.96%	0.44%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2723	127	194	134	126	120	124	88	88	53	5	9	25	21	71	73	62	49	62	0	20	33	26	61	29	5	16	83	49	33	44	73	107	96	13	5	6	31	119	70	15	22	118	40	13	10	47	9	38	20	29	12									
		13.54%	23.13%	23.69%	15.60%	17.03%	16.53%	16.23%	13.23%	15.86%	13.70%	4.46%	5.06%	11.42%	25.00%	17.66%	17.80%	14.42%	11.58%	23.48%	0.00%	12.12%	4.48%	12.04%	14.99%	8.45%	3.27%	9.82%	17.26%	9.68%	11.70%	13.33%	17.72%	17.86%	16.96%	14.13%	8.47%	5.04%	12.45%	12.73%	11.25%	14.15%	7.03%	12.83%	5.35%	8.72%	6.67%	11.14%	6.29%	7.98%	9.62%	12.89%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	3	6	2	4	1	5	2	2	0	1	2	0	0	3	0	4	0	0	0	0	1	0	0	2	3	1	0	0	0	5	2	3	4	1	0	0	0	2	2	0	3	1	2	0	0	0	0	0	1	3	0									
		0.35%	0.55%	0.73%	0.23%	0.54%	0.14%	0.65%	0.30%	0.36%	0.00%	0.89%	1.12%	0.00%	0.00%	0.75%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.58%	1.96%	0.61%	0.00%	0.00%	0.00%	1.52%	0.49%	0.50%	0.71%	1.09%	0.00%	0.00%	0.00%	0.21%	0.32%	0.00%	0.96%	0.11%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	1.33%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1368	30	42	46	48	33	30	38	29	14	15	17	6	9	38	41	36	31	12	9	9	23	14	51	6	19	7	33	13	14	22	30	43	43	12	8	16	30	50	37	1	31	53	142	19	1	24	18	30	16	9	20									
		6.80%	5.46%	5.13%	5.36%	6.49%	4.55%	3.93%	5.71%	5.23%	3.62%	13.39%	9.55%	2.74%	10.71%	9.45%	10.00%	8.37%	7.33%	4.55%	7.44%	5.45%	3.12%	6.48%	12.53%	1.75%	12.42%	4.29%	6.86%	2.57%	4.96%	6.67%	7.28%	7.18%	7.60%	13.04%	13.56%	13.45%	12.05%	5.35%	5.95%	0.94%	9.90%	5.76%	18.98%	12.75%	0.67%	5.69%	12.59%	6.30%	7.69%	4.00%	18.52%									
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
