Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Отрадненская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833	УИК №3834	УИК №3835	УИК №3836	УИК №3837	УИК №3838	УИК №3839	УИК №3840	УИК №3841	УИК №3842	УИК №3843	УИК №3844	УИК №3845	УИК №3846	УИК №3847	УИК №3848	УИК №3849	УИК №3850	УИК №3851					
24	7.Политическая партия «Либерально-демократическая партия России»	1663	33	77	58	71	64	73	87	53	42	6	16	15	9	63	55	31	39	35	3	9	20	24	35	18	5	22	33	48	9	51	24	41	49	8	12	12	9	68	56	9	27	72	38	15	13	39	16	18	13	11	9					
		5.94%	3.22%	5.90%	4.92%	5.92%	5.86%	7.28%	7.83%	5.42%	6.10%	6.32%	5.00%	4.98%	6.43%	7.57%	6.75%	4.73%	6.88%	11.01%	3.16%	4.66%	3.10%	8.08%	6.01%	4.47%	3.25%	5.79%	3.67%	7.20%	4.37%	11.46%	5.69%	5.99%	5.82%	7.41%	11.76%	8.05%	2.91%	6.72%	8.21%	6.82%	5.56%	6.47%	5.34%	8.38%	7.18%	6.76%	9.04%	2.52%	4.22%	3.04%	6.72%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1421	24	92	116	132	93	50	68	49	20	4	11	8	11	24	46	34	18	10	16	10	9	14	25	12	6	11	35	21	16	19	16	41	42	7	4	11	28	49	36	5	22	45	32	9	3	26	6	21	6	5	3					
		5.08%	2.34%	7.06%	9.84%	11.00%	8.52%	4.99%	6.12%	5.01%	2.91%	4.21%	3.44%	2.66%	7.86%	2.88%	5.64%	5.19%	3.17%	3.14%	16.84%	5.18%	1.40%	4.71%	4.30%	2.98%	3.90%	2.89%	3.89%	3.15%	7.77%	4.27%	3.79%	5.99%	4.99%	6.48%	3.92%	7.38%	9.06%	4.84%	5.28%	3.79%	4.53%	4.04%	4.49%	5.03%	1.66%	4.51%	3.39%	2.94%	1.95%	1.38%	2.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	163	8	4	4	7	4	11	11	8	0	1	0	2	3	3	5	3	5	3	1	0	0	0	7	2	2	0	4	4	0	0	1	2	4	3	2	1	0	7	8	3	2	6	5	0	1	2	4	2	3	5	0					
		0.58%	0.78%	0.31%	0.34%	0.58%	0.37%	1.10%	0.99%	0.82%	0.00%	1.05%	0.00%	0.66%	2.14%	0.36%	0.61%	0.46%	0.88%	0.94%	1.05%	0.00%	0.00%	0.00%	1.20%	0.50%	1.30%	0.00%	0.44%	0.60%	0.00%	0.00%	0.24%	0.29%	0.48%	2.78%	1.96%	0.67%	0.00%	0.69%	1.17%	2.27%	0.41%	0.54%	0.70%	0.00%	0.55%	0.35%	2.26%	0.28%	0.97%	1.38%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19392	769	818	747	710	707	673	776	714	488	77	240	173	84	602	564	481	407	190	58	131	548	209	393	292	113	310	655	492	151	312	283	446	547	49	69	102	210	690	476	86	344	711	528	114	155	423	124	548	230	273	100					
		69.32%	75.02%	62.73%	63.36%	59.17%	64.74%	67.10%	69.85%	73.01%	70.93%	81.05%	75.00%	57.48%	60.00%	72.36%	69.20%	73.44%	71.78%	59.75%	61.05%	67.88%	84.96%	70.37%	67.53%	72.46%	73.38%	81.58%	72.86%	73.76%	73.30%	70.11%	67.06%	65.20%	64.96%	45.37%	67.65%	68.46%	67.96%	68.18%	69.79%	65.15%	70.78%	63.88%	74.16%	63.69%	85.64%	73.31%	70.06%	76.64%	74.68%	75.41%	74.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	160	4	4	37	15	5	1	3	8	11	0	0	2	1	2	2	0	5	1	0	1	0	3	4	0	0	2	5	3	1	0	2	2	3	1	0	0	0	11	5	0	3	2	1	0	0	0	1	3	3	2	1					
		0.57%	0.39%	0.31%	3.14%	1.25%	0.46%	0.10%	0.27%	0.82%	1.60%	0.00%	0.00%	0.66%	0.71%	0.24%	0.25%	0.00%	0.88%	0.31%	0.00%	0.52%	0.00%	1.01%	0.69%	0.00%	0.00%	0.53%	0.56%	0.45%	0.49%	0.00%	0.47%	0.29%	0.36%	0.93%	0.00%	0.00%	0.00%	1.09%	0.73%	0.00%	0.62%	0.18%	0.14%	0.00%	0.00%	0.00%	0.56%	0.42%	0.97%	0.55%	0.75%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
