Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Куйбышевская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040									
		3.56%	0.00%	2.31%	3.68%	2.72%	5.52%	4.71%	2.41%	2.88%	1.54%	4.98%	5.66%	2.75%	4.79%	7.81%	9.09%	4.71%	4.18%	3.90%	2.79%	1.41%	3.11%	3.08%	4.62%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	96	3	15	5	26	9	3	0	4	7	5	0	1	1	1	0	2	1	2	3	2	2	0	4									
		2.03%	4.69%	2.31%	2.63%	3.08%	5.52%	3.53%	0.00%	2.88%	2.70%	1.56%	0.00%	0.92%	0.68%	0.52%	0.00%	2.35%	0.42%	2.60%	1.68%	2.82%	0.56%	0.00%	1.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2419	31	326	95	434	75	44	41	86	155	155	65	75	70	108	23	45	132	36	98	38	150	35	102									
		51.21%	48.44%	50.31%	50.00%	51.36%	46.01%	51.76%	49.40%	61.87%	59.85%	48.29%	61.32%	68.81%	47.95%	56.25%	34.85%	52.94%	55.23%	46.75%	54.75%	53.52%	42.37%	53.85%	42.86%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	0	3	0	6	1	0	0	0	0	2	0	0	2	0	2	0	1	0	0	0	2	1	0									
		0.42%	0.00%	0.46%	0.00%	0.71%	0.61%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	1.37%	0.00%	3.03%	0.00%	0.42%	0.00%	0.00%	0.00%	0.56%	1.54%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0									
		0.17%	0.00%	0.31%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	819	16	97	29	160	25	19	23	18	44	59	13	12	13	32	13	11	28	12	31	16	85	9	54									
		17.34%	25.00%	14.97%	15.26%	18.93%	15.34%	22.35%	27.71%	12.95%	16.99%	18.38%	12.26%	11.01%	8.90%	16.67%	19.70%	12.94%	11.72%	15.58%	17.32%	22.54%	24.01%	13.85%	22.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	1	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0									
		0.19%	0.00%	0.00%	0.53%	0.36%	0.00%	1.18%	0.00%	0.72%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.28%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	0	9	0	7	0	0	0	0	1	3	0	0	1	0	0	1	0	0	1	0	3	0	1									
		0.57%	0.00%	1.39%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.39%	0.93%	0.00%	0.00%	0.68%	0.00%	0.00%	1.18%	0.00%	0.00%	0.56%	0.00%	0.85%	0.00%	0.42%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2									
		0.08%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.84%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	0	2	0	6	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	3	0	0	0									
		0.38%	0.00%	0.31%	0.00%	0.71%	0.61%	0.00%	1.20%	0.00%	0.39%	0.31%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	1.30%	0.56%	4.23%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	858	11	132	41	139	32	8	11	20	22	67	16	12	41	31	15	21	56	17	26	7	79	9	45									
		18.16%	17.19%	20.37%	21.58%	16.45%	19.63%	9.41%	13.25%	14.39%	8.49%	20.87%	15.09%	11.01%	28.08%	16.15%	22.73%	24.71%	23.43%	22.08%	14.53%	9.86%	22.32%	13.85%	18.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	3	1	2	1	0	0	0	0	1	2	0	0	0	1	0	2	1	1	0	1	0	0									
		0.34%	0.00%	0.46%	0.53%	0.24%	0.61%	0.00%	0.00%	0.00%	0.00%	0.31%	1.89%	0.00%	0.00%	0.00%	1.52%	0.00%	0.84%	1.30%	0.56%	0.00%	0.28%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	101	2	16	3	14	4	3	2	5	7	7	3	2	4	1	4	0	5	1	4	1	4	3	6									
		2.14%	3.13%	2.47%	1.58%	1.66%	2.45%	3.53%	2.41%	3.60%	2.70%	2.18%	2.83%	1.83%	2.74%	0.52%	6.06%	0.00%	2.09%	1.30%	2.23%	1.41%	1.13%	4.62%	2.52%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
