Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Свердловская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653									
		18.28%	16.07%	17.19%	16.95%	19.65%	17.95%	15.08%	19.60%	9.52%	13.53%	18.81%	13.55%	15.68%	16.82%	19.80%	25.23%	22.34%	27.32%	12.32%	16.55%	26.62%	18.33%	20.15%	21.71%	9.71%	20.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	2	0									
		0.20%	0.79%	0.42%	0.14%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	1.09%	0.00%	0.00%	0.65%	0.00%	0.26%	0.00%	1.14%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	1	2	4	3	1	0	0	0	0	3	0	1	0	0	1	3	1	1	0	1	0	3	0	1	3									
		0.39%	0.20%	0.42%	0.57%	0.44%	0.19%	0.00%	0.00%	0.00%	0.00%	1.38%	0.00%	0.27%	0.00%	0.00%	0.31%	1.60%	0.55%	0.72%	0.00%	0.65%	0.00%	0.77%	0.00%	0.57%	0.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	1	1	1	0	0	1	0	0	2	0	0	2	0	2	0	1	0	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.15%	0.19%	0.40%	0.00%	0.00%	0.75%	0.00%	0.00%	0.54%	0.00%	0.00%	0.62%	0.00%	1.09%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	4	5	2	1	2	1	4	0	2	1	0	2	1	0	2	1	4	1	1	1	1	2	2	3	0									
		0.57%	0.79%	1.05%	0.28%	0.15%	0.39%	0.40%	1.15%	0.00%	1.50%	0.46%	0.00%	0.54%	0.45%	0.00%	0.62%	0.53%	2.19%	0.72%	0.69%	0.65%	0.83%	0.51%	1.14%	1.71%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1423	119	146	251	118	84	21	55	13	4	25	15	63	39	38	31	40	24	49	21	16	10	47	27	47	120									
		19.02%	23.61%	30.61%	35.75%	17.18%	16.22%	8.33%	15.85%	8.84%	3.01%	11.47%	9.68%	17.03%	17.73%	12.54%	9.54%	21.28%	13.11%	35.51%	14.48%	10.39%	8.33%	11.99%	15.43%	26.86%	26.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	2	0	3	4	3	1	1	1	0	0	0	1	0	1	2	0	0	1	1	0	4	1	0	0	0									
		0.35%	0.40%	0.00%	0.43%	0.58%	0.58%	0.40%	0.29%	0.68%	0.00%	0.00%	0.00%	0.27%	0.00%	0.33%	0.62%	0.00%	0.00%	0.72%	0.69%	0.00%	3.33%	0.26%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	245	30	13	36	23	12	3	7	10	6	7	4	5	11	5	5	13	3	6	4	9	2	12	7	3	9									
		3.27%	5.95%	2.73%	5.13%	3.35%	2.32%	1.19%	2.02%	6.80%	4.51%	3.21%	2.58%	1.35%	5.00%	1.65%	1.54%	6.91%	1.64%	4.35%	2.76%	5.84%	1.67%	3.06%	4.00%	1.71%	1.98%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
