Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Бирская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	135	1	3	10	8	4	2	0	19	6	8	7	7	5	4	1	4	6	2	3	0	1	2	2	2	0	3	0	3	4	2	2	0	1	1	0	2	0	1	1	1	0	4	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	135	0	3	0	6	3	6	0	0	0	0	0	0	1	4	1	0	3	0	3	8	5	0	2	7	4	10	0	5	8	4	2	3	2	4	2	0	14	1	10	2	5	5	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	0	3	3	5	4	0	3	4	2	1	0	2	3	0	4	6	2	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	448	4	17	112	16	12	12	2	27	9	14	10	7	7	14	23	23	4	3	6	7	0	0	7	3	5	10	9	0	19	2	0	1	7	4	0	8	6	2	2	10	4	12	6	2									
		1.62%	1.01%	2.30%	6.04%	2.17%	1.94%	1.08%	0.16%	2.67%	0.80%	1.18%	2.09%	0.52%	0.59%	1.35%	3.39%	2.75%	0.53%	0.22%	1.17%	1.67%	0.00%	0.00%	3.40%	0.85%	1.49%	2.54%	3.69%	0.00%	6.67%	0.79%	0.00%	0.65%	1.59%	0.77%	0.00%	1.39%	0.66%	0.37%	0.67%	3.46%	1.03%	3.51%	1.65%	0.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	688	25	25	8	31	23	6	0	46	19	28	26	11	6	20	26	37	17	45	20	17	7	16	6	6	11	22	3	6	17	9	9	8	17	10	0	23	6	8	9	9	21	3	11	15									
		2.49%	6.31%	3.38%	0.43%	4.21%	3.72%	0.54%	0.00%	4.55%	1.68%	2.36%	5.44%	0.82%	0.51%	1.92%	3.83%	4.43%	2.26%	3.36%	3.89%	4.05%	2.26%	7.05%	2.91%	1.70%	3.28%	5.58%	1.23%	0.74%	5.96%	3.56%	2.73%	5.16%	3.87%	1.92%	0.00%	3.99%	0.66%	1.47%	3.02%	3.11%	5.40%	0.88%	3.03%	4.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	389	7	17	4	22	17	4	4	18	12	27	13	6	14	23	15	19	10	5	12	6	1	2	5	4	8	6	1	0	10	1	2	0	4	5	1	20	13	8	6	5	7	12	5	8									
		1.41%	1.77%	2.30%	0.22%	2.99%	2.75%	0.36%	0.33%	1.78%	1.06%	2.28%	2.72%	0.45%	1.18%	2.21%	2.21%	2.27%	1.33%	0.37%	2.33%	1.43%	0.32%	0.88%	2.43%	1.13%	2.39%	1.52%	0.41%	0.00%	3.51%	0.40%	0.61%	0.00%	0.91%	0.96%	0.84%	3.47%	1.44%	1.47%	2.01%	1.73%	1.80%	3.51%	1.38%	2.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17267	180	358	1193	388	307	592	652	550	675	652	212	741	621	761	353	474	444	811	296	304	274	169	152	225	262	203	136	679	142	182	289	117	351	327	102	436	779	438	249	180	258	247	267	239									
		62.44%	45.45%	48.44%	64.35%	52.72%	49.68%	53.05%	53.62%	54.35%	59.63%	55.02%	44.35%	54.97%	52.49%	73.17%	52.06%	56.70%	59.12%	60.52%	57.59%	72.38%	88.39%	74.45%	73.79%	63.74%	78.21%	51.52%	55.74%	83.62%	49.82%	71.94%	87.58%	75.48%	79.95%	62.76%	85.71%	75.69%	86.27%	80.37%	83.56%	62.28%	66.32%	72.22%	73.55%	64.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	136	3	4	4	4	5	8	2	5	4	14	3	3	4	1	3	3	8	3	4	1	0	2	0	0	1	1	3	0	3	0	1	0	0	0	0	9	3	3	1	1	6	2	8	6									
		0.49%	0.76%	0.54%	0.22%	0.54%	0.81%	0.72%	0.16%	0.49%	0.35%	1.18%	0.63%	0.22%	0.34%	0.10%	0.44%	0.36%	1.07%	0.22%	0.78%	0.24%	0.00%	0.88%	0.00%	0.00%	0.30%	0.25%	1.23%	0.00%	1.05%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	1.56%	0.33%	0.55%	0.34%	0.35%	1.54%	0.58%	2.20%	1.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	70	0	2	3	1	6	6	1	0	0	3	1	5	2	4	1	1	2	4	3	1	1	0	1	1	2	2	0	0	4	0	0	0	1	1	0	1	1	0	1	0	3	0	5	0									
		0.25%	0.00%	0.27%	0.16%	0.14%	0.97%	0.54%	0.08%	0.00%	0.00%	0.25%	0.21%	0.37%	0.17%	0.38%	0.15%	0.12%	0.27%	0.30%	0.58%	0.24%	0.32%	0.00%	0.49%	0.28%	0.60%	0.51%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.23%	0.19%	0.00%	0.17%	0.11%	0.00%	0.34%	0.00%	0.77%	0.00%	1.38%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3741	99	153	253	95	119	246	267	171	136	196	82	297	254	114	102	119	103	124	75	33	17	10	18	48	17	55	38	25	30	27	15	16	31	76	13	41	47	34	17	39	31	7	19	32									
		13.53%	25.00%	20.70%	13.65%	12.91%	19.26%	22.04%	21.96%	16.90%	12.01%	16.54%	17.15%	22.03%	21.47%	10.96%	15.04%	14.23%	13.72%	9.25%	14.59%	7.86%	5.48%	4.41%	8.74%	13.60%	5.07%	13.96%	15.57%	3.08%	10.53%	10.67%	4.55%	10.32%	7.06%	14.59%	10.92%	7.12%	5.20%	6.24%	5.70%	13.49%	7.97%	2.05%	5.23%	8.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	99	0	3	5	8	3	1	1	9	4	5	9	3	3	0	0	19	9	2	1	1	0	0	0	1	2	0	3	0	1	1	0	0	0	1	0	0	2	0	0	2	0	0	0	0									
		0.36%	0.00%	0.41%	0.27%	1.09%	0.49%	0.09%	0.08%	0.89%	0.35%	0.42%	1.88%	0.22%	0.25%	0.00%	0.00%	2.27%	1.20%	0.15%	0.19%	0.24%	0.00%	0.00%	0.00%	0.28%	0.60%	0.00%	1.23%	0.00%	0.35%	0.40%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.22%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	106	3	2	5	5	4	3	1	11	4	8	3	2	2	6	4	3	17	4	0	0	0	0	0	1	0	1	3	0	3	0	0	0	0	2	0	1	0	0	0	0	3	0	2	3									
		0.38%	0.76%	0.27%	0.27%	0.68%	0.65%	0.27%	0.08%	1.09%	0.35%	0.68%	0.63%	0.15%	0.17%	0.58%	0.59%	0.36%	2.26%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.25%	1.23%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.55%	0.81%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	69	1	2	6	3	0	3	0	1	2	17	2	1	0	0	2	1	4	6	1	1	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	4	0	0	0	0	4	1	0	0									
		0.25%	0.25%	0.27%	0.32%	0.41%	0.00%	0.27%	0.00%	0.10%	0.18%	1.43%	0.42%	0.07%	0.00%	0.00%	0.29%	0.12%	0.53%	0.45%	0.19%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	1.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	1.03%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	264	4	2	8	15	9	23	1	20	6	16	3	13	8	8	19	9	15	8	1	0	0	1	0	2	2	1	4	36	6	0	0	0	0	4	0	2	3	4	0	1	3	2	0	5									
		0.95%	1.01%	0.27%	0.43%	2.04%	1.46%	2.06%	0.08%	1.98%	0.53%	1.35%	0.63%	0.96%	0.68%	0.77%	2.80%	1.08%	1.99%	0.60%	0.19%	0.00%	0.00%	0.44%	0.00%	0.57%	0.60%	0.25%	1.64%	4.43%	2.11%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.35%	0.33%	0.73%	0.00%	0.35%	0.77%	0.58%	0.00%	1.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3116	56	112	234	114	88	204	171	95	158	168	83	139	158	69	100	98	111	213	60	38	10	17	15	54	17	52	25	66	18	15	14	6	28	32	3	22	29	38	10	29	29	48	31	39									
		11.27%	14.14%	15.16%	12.62%	15.49%	14.24%	18.28%	14.06%	9.39%	13.96%	14.18%	17.36%	10.31%	13.36%	6.63%	14.75%	11.72%	14.78%	15.90%	11.67%	9.05%	3.23%	7.49%	7.28%	15.30%	5.07%	13.20%	10.25%	8.13%	6.32%	5.93%	4.24%	3.87%	6.38%	6.14%	2.52%	3.82%	3.21%	6.97%	3.36%	10.03%	7.46%	14.04%	8.54%	10.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	0	4	9	1	0	5	1	3	1	5	1	3	1	0	0	2	2	7	2	1	0	0	0	1	0	0	4	0	17	1	0	0	0	1	0	2	3	0	1	1	0	4	1	2									
		0.31%	0.00%	0.54%	0.49%	0.14%	0.00%	0.45%	0.08%	0.30%	0.09%	0.42%	0.21%	0.22%	0.08%	0.00%	0.00%	0.24%	0.27%	0.52%	0.39%	0.24%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	1.64%	0.00%	5.96%	0.40%	0.00%	0.00%	0.00%	0.19%	0.00%	0.35%	0.33%	0.00%	0.34%	0.35%	0.00%	1.17%	0.28%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	860	7	31	10	26	13	3	109	35	102	31	13	92	103	14	21	11	2	87	13	4	0	1	0	3	8	8	5	0	9	2	0	0	0	52	0	3	8	6	2	5	4	4	2	11									
		3.11%	1.77%	4.19%	0.54%	3.53%	2.10%	0.27%	8.96%	3.46%	9.01%	2.62%	2.72%	6.82%	8.71%	1.35%	3.10%	1.32%	0.27%	6.49%	2.53%	0.95%	0.00%	0.44%	0.00%	0.85%	2.39%	2.03%	2.05%	0.00%	3.16%	0.79%	0.00%	0.00%	0.00%	9.98%	0.00%	0.52%	0.89%	1.10%	0.67%	1.73%	1.03%	1.17%	0.55%	2.96%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
