Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    ТИК Пригородного района																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
		7.14%	7.27%	12.50%	2.92%	6.32%	2.57%	4.23%	5.18%	2.84%	2.24%	7.78%	9.47%	9.65%	10.74%	9.68%	14.79%	9.06%	7.63%	7.01%	3.40%	2.43%	11.37%	6.59%	7.52%	14.53%	3.66%	6.02%	5.45%	6.70%	5.12%	6.76%	8.71%	10.99%	8.89%	5.11%	4.92%	6.43%	3.29%	13.86%	1.24%	4.72%	7.81%	7.13%	5.00%	5.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	588	27	59	13	1	3	17	136	28	3	0	2	2	1	0	0	0	3	15	112	3	27	11	6	0	4	6	2	5	1	6	51	0	3	1	30	2	0	0	0	0	4	2	0	2					
		1.56%	4.46%	10.69%	1.58%	0.07%	1.10%	4.79%	16.39%	2.65%	0.34%	0.00%	0.22%	0.24%	0.10%	0.00%	0.00%	0.00%	0.29%	1.36%	12.70%	1.21%	2.84%	0.97%	1.03%	0.00%	0.30%	0.63%	0.73%	0.57%	0.07%	0.27%	2.94%	0.00%	0.27%	0.09%	6.15%	0.51%	0.00%	0.00%	0.00%	0.00%	0.31%	0.14%	0.00%	0.66%					
23	6.Политическая партия «Партия социальной справедливости»	128	6	0	1	5	1	0	1	2	2	0	2	5	0	0	0	2	3	6	0	0	5	0	5	0	1	3	1	5	4	0	0	0	2	44	5	0	1	0	0	0	3	11	2	0					
		0.34%	0.99%	0.00%	0.12%	0.36%	0.37%	0.00%	0.12%	0.19%	0.22%	0.00%	0.22%	0.60%	0.00%	0.00%	0.00%	0.26%	0.29%	0.55%	0.00%	0.00%	0.53%	0.00%	0.85%	0.00%	0.08%	0.32%	0.36%	0.57%	0.30%	0.00%	0.00%	0.00%	0.18%	3.81%	1.02%	0.00%	0.66%	0.00%	0.00%	0.00%	0.23%	0.79%	0.56%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	799	35	10	17	6	16	1	32	13	4	14	35	22	21	5	32	19	43	15	13	0	13	11	10	0	31	33	8	24	63	15	36	47	16	13	9	11	4	2	3	13	27	20	4	33					
		2.12%	5.79%	1.81%	2.07%	0.43%	5.88%	0.28%	3.86%	1.23%	0.45%	1.56%	3.90%	2.65%	2.13%	0.99%	2.99%	2.49%	4.10%	1.36%	1.47%	0.00%	1.37%	0.97%	1.71%	0.00%	2.36%	3.48%	2.91%	2.73%	4.68%	0.67%	2.08%	4.34%	1.47%	1.13%	1.84%	2.83%	2.63%	1.20%	1.86%	0.83%	2.09%	1.44%	1.11%	10.89%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3178	20	13	479	71	40	25	8	24	33	90	160	43	130	64	152	60	293	33	2	12	57	78	32	0	36	33	15	30	124	174	128	80	116	110	107	14	6	16	7	40	61	122	9	31					
		8.43%	3.31%	2.36%	58.27%	5.10%	14.71%	7.04%	0.96%	2.27%	3.70%	10.00%	17.82%	5.19%	13.17%	12.65%	14.23%	7.87%	27.96%	3.00%	0.23%	4.86%	6.00%	6.85%	5.47%	0.00%	2.74%	3.48%	5.45%	3.41%	9.21%	7.79%	7.38%	7.39%	10.63%	9.52%	21.93%	3.60%	3.95%	9.64%	4.35%	2.55%	4.72%	8.78%	2.50%	10.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	237	13	2	2	0	0	3	19	0	4	1	5	11	8	0	0	13	5	13	3	0	6	8	6	0	11	8	0	4	11	1	8	0	11	4	34	0	5	0	0	8	7	0	0	3					
		0.63%	2.15%	0.36%	0.24%	0.00%	0.00%	0.85%	2.29%	0.00%	0.45%	0.11%	0.56%	1.33%	0.81%	0.00%	0.00%	1.71%	0.48%	1.18%	0.34%	0.00%	0.63%	0.70%	1.03%	0.00%	0.84%	0.84%	0.00%	0.45%	0.82%	0.04%	0.46%	0.00%	1.01%	0.35%	6.97%	0.00%	3.29%	0.00%	0.00%	0.51%	0.54%	0.00%	0.00%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	27715	332	315	210	1064	133	290	489	793	802	709	570	554	612	361	602	568	549	908	706	207	684	877	424	577	1160	782	226	716	926	1840	1291	826	774	804	262	312	125	121	146	1405	1060	1085	322	196					
		73.51%	54.88%	57.07%	25.55%	76.44%	48.90%	81.69%	58.92%	75.02%	89.81%	78.78%	63.47%	66.83%	62.01%	71.34%	56.37%	74.54%	52.39%	82.62%	80.05%	83.81%	72.00%	77.07%	72.48%	83.02%	88.35%	82.58%	82.18%	81.36%	68.75%	82.33%	74.45%	76.34%	70.94%	69.61%	53.69%	80.21%	82.24%	72.89%	90.68%	89.55%	81.98%	78.11%	89.44%	64.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	369	75	61	37	3	21	1	52	17	2	5	4	3	3	0	1	0	3	7	16	0	7	0	2	0	2	4	1	4	3	4	9	0	3	2	2	1	1	0	0	0	8	4	0	1					
		0.98%	12.40%	11.05%	4.50%	0.22%	7.72%	0.28%	6.27%	1.61%	0.22%	0.56%	0.45%	0.36%	0.30%	0.00%	0.09%	0.00%	0.29%	0.64%	1.81%	0.00%	0.74%	0.00%	0.34%	0.00%	0.15%	0.42%	0.36%	0.45%	0.22%	0.18%	0.52%	0.00%	0.27%	0.17%	0.41%	0.26%	0.66%	0.00%	0.00%	0.00%	0.62%	0.29%	0.00%	0.33%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
