Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Канская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №2269					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	349	20	5	5	2	7	2	5	3	3	5	10	5	10	5	5	5	10	5	5	10	2	5	2	10	5	5	5	4	5	10	5	5	5	15	5	5	5	5	5	20	4	17	5	5	5	5	5	5	5	5	2	1	25	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	48	3	0	0	0	3	0	4	0	0	1	0	0	7	0	0	3	4	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	1	0	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	3	1	0	2	2	0	2	1	1	0	2	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0	1	0	1	0	4	0	1	0	0	0	4	0	1	0	1	0	5	0	0	0	2	0	0	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	301	17	5	5	2	4	2	1	3	3	4	10	5	3	5	5	2	6	5	5	9	2	5	2	8	5	5	5	4	5	9	5	5	5	15	5	5	5	5	5	18	4	8	5	5	5	5	5	5	5	4	2	1	18	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1070	50	4	2	11	5	3	33	7	11	33	88	17	54	10	5	8	43	3	2	40	0	1	11	40	4	4	17	3	8	23	0	11	12	46	14	5	16	7	17	31	5	110	9	9	11	49	19	5	10	9	4	2	117	12					
		10.71%	11.44%	10.00%	3.23%	9.40%	4.46%	7.69%	10.82%	7.69%	11.00%	15.42%	15.63%	13.28%	11.44%	9.43%	6.25%	9.20%	11.59%	7.32%	3.08%	11.49%	0.00%	2.94%	12.64%	11.53%	8.00%	6.35%	11.56%	5.56%	8.08%	8.01%	0.00%	8.59%	20.69%	11.76%	7.73%	6.33%	11.68%	10.61%	10.97%	6.08%	13.16%	15.05%	15.79%	10.71%	8.40%	11.61%	9.09%	4.50%	10.75%	11.25%	8.70%	2.56%	10.74%	21.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2074	98	10	16	34	23	11	77	20	24	29	84	30	94	18	34	13	37	8	12	65	3	8	9	48	12	19	21	20	13	58	13	31	10	106	54	24	56	26	75	163	4	106	9	23	28	74	25	9	29	11	8	9	226	7					
		20.76%	22.43%	25.00%	25.81%	29.06%	20.54%	28.21%	25.25%	21.98%	24.00%	13.55%	14.92%	23.44%	19.92%	16.98%	42.50%	14.94%	9.97%	19.51%	18.46%	18.68%	12.50%	23.53%	10.34%	13.83%	24.00%	30.16%	14.29%	37.04%	13.13%	20.21%	14.77%	24.22%	17.24%	27.11%	29.83%	30.38%	40.88%	39.39%	48.39%	31.96%	10.53%	14.50%	15.79%	27.38%	21.37%	17.54%	11.96%	8.11%	31.18%	13.75%	17.39%	11.54%	20.75%	12.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	2	0	1	1	0	0	3	2	0	1	11	0	6	0	0	0	3	0	0	2	0	0	0	5	0	0	0	1	0	2	1	0	1	2	4	2	5	14	0	8	0	6	1	0	2	2	1	1	0	0	0	1	7	0					
		0.98%	0.46%	0.00%	1.61%	0.85%	0.00%	0.00%	0.98%	2.20%	0.00%	0.47%	1.95%	0.00%	1.27%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	1.85%	0.00%	0.70%	1.14%	0.00%	1.72%	0.51%	2.21%	2.53%	3.65%	21.21%	0.00%	1.57%	0.00%	0.82%	1.75%	0.00%	1.53%	0.47%	0.48%	0.90%	0.00%	0.00%	0.00%	1.28%	0.64%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2210	95	12	5	27	56	14	57	12	25	33	92	15	75	22	7	23	64	10	15	77	4	7	9	85	7	16	15	4	29	65	48	20	13	61	47	11	14	2	14	124	24	185	15	27	23	108	64	15	10	24	13	22	332	17					
		22.13%	21.74%	30.00%	8.06%	23.08%	50.00%	35.90%	18.69%	13.19%	25.00%	15.42%	16.34%	11.72%	15.89%	20.75%	8.75%	26.44%	17.25%	24.39%	23.08%	22.13%	16.67%	20.59%	10.34%	24.50%	14.00%	25.40%	10.20%	7.41%	29.29%	22.65%	54.55%	15.63%	22.41%	15.60%	25.97%	13.92%	10.22%	3.03%	9.03%	24.31%	63.16%	25.31%	26.32%	32.14%	17.56%	25.59%	30.62%	13.51%	10.75%	30.00%	28.26%	28.21%	30.49%	30.36%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	112	4	0	2	0	0	0	5	1	0	2	10	1	7	0	0	0	2	1	0	3	0	0	2	7	0	0	1	0	0	1	1	2	0	1	4	1	0	1	3	4	0	12	0	0	0	6	3	2	1	2	0	0	20	0					
		1.12%	0.92%	0.00%	3.23%	0.00%	0.00%	0.00%	1.64%	1.10%	0.00%	0.93%	1.78%	0.78%	1.48%	0.00%	0.00%	0.00%	0.54%	2.44%	0.00%	0.86%	0.00%	0.00%	2.30%	2.02%	0.00%	0.00%	0.68%	0.00%	0.00%	0.35%	1.14%	1.56%	0.00%	0.26%	2.21%	1.27%	0.00%	1.52%	1.94%	0.78%	0.00%	1.64%	0.00%	0.00%	0.00%	1.42%	1.44%	1.80%	1.08%	2.50%	0.00%	0.00%	1.84%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4155	178	14	31	42	22	11	122	44	39	112	256	64	226	52	33	40	217	18	36	148	16	14	53	155	26	20	90	24	48	133	24	59	22	169	46	33	40	10	40	154	5	290	22	24	65	178	95	79	39	32	21	40	364	20					
		41.60%	40.73%	35.00%	50.00%	35.90%	19.64%	28.21%	40.00%	48.35%	39.00%	52.34%	45.47%	50.00%	47.88%	49.06%	41.25%	45.98%	58.49%	43.90%	55.38%	42.53%	66.67%	41.18%	60.92%	44.67%	52.00%	31.75%	61.22%	44.44%	48.48%	46.34%	27.27%	46.09%	37.93%	43.22%	25.41%	41.77%	29.20%	15.15%	25.81%	30.20%	13.16%	39.67%	38.60%	28.57%	49.62%	42.18%	45.45%	71.17%	41.94%	40.00%	45.65%	51.28%	33.43%	35.71%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	71	1	0	0	0	1	0	2	0	0	1	8	0	3	1	1	0	1	0	0	1	0	0	0	3	0	1	0	1	1	2	1	1	0	0	9	3	0	5	1	10	0	4	0	1	1	0	1	0	1	0	0	0	5	0					
		0.71%	0.23%	0.00%	0.00%	0.00%	0.89%	0.00%	0.66%	0.00%	0.00%	0.47%	1.42%	0.00%	0.64%	0.94%	1.25%	0.00%	0.27%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.86%	0.00%	1.59%	0.00%	1.85%	1.01%	0.70%	1.14%	0.78%	0.00%	0.00%	4.97%	3.80%	0.00%	7.58%	0.65%	1.96%	0.00%	0.55%	0.00%	1.19%	0.76%	0.00%	0.48%	0.00%	1.08%	0.00%	0.00%	0.00%	0.46%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
