Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Тахтамукайская 																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №276									
		60.28%	56.36%	64.81%	73.40%	71.13%	68.15%	75.50%	63.16%	62.24%	59.30%	61.90%	63.94%	52.97%	60.68%	64.98%	77.94%	73.68%	78.59%	70.95%	67.45%	73.71%	43.04%	45.29%	41.41%	51.06%	46.87%	46.56%	50.82%	69.11%	56.56%	53.06%	48.88%	58.03%	55.39%	59.32%	61.20%	62.34%	62.19%	52.12%	61.54%	48.64%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	137	4	3	1	0	0	1	6	8	8	2	6	1	2	5	1	1	4	0	0	2	9	0	5	6	9	4	7	0	1	2	3	7	9	2	6	1	1	1	3	6									
		0.49%	0.61%	0.33%	0.09%	0.00%	0.00%	0.50%	0.28%	0.48%	0.60%	0.13%	0.73%	0.17%	0.45%	0.39%	0.74%	0.48%	0.88%	0.00%	0.00%	0.21%	1.41%	0.00%	0.54%	0.79%	1.04%	0.89%	1.27%	0.00%	0.18%	4.08%	0.45%	1.03%	1.67%	0.85%	0.51%	0.09%	0.27%	0.61%	1.78%	1.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	3	3	3	1	0	0	4	1	2	0	2	0	0	3	0	1	1	0	2	2	0	1	5	2	3	1	2	1	1	0	0	5	3	1	0	0	0	1	0	1									
		0.20%	0.46%	0.33%	0.28%	0.23%	0.00%	0.00%	0.19%	0.06%	0.15%	0.00%	0.24%	0.00%	0.00%	0.23%	0.00%	0.48%	0.22%	0.00%	0.21%	0.21%	0.00%	0.20%	0.54%	0.26%	0.35%	0.22%	0.36%	0.13%	0.18%	0.00%	0.00%	0.74%	0.56%	0.42%	0.00%	0.00%	0.00%	0.61%	0.00%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3596	19	43	35	38	31	6	244	212	183	172	89	74	42	121	9	19	29	10	96	86	142	173	267	163	197	69	138	82	79	12	197	46	62	55	75	122	24	11	38	86									
		12.92%	2.91%	4.70%	3.26%	8.78%	11.48%	3.00%	11.36%	12.63%	13.72%	11.34%	10.88%	12.21%	9.55%	9.44%	6.62%	9.09%	6.40%	6.76%	10.31%	9.23%	22.22%	33.92%	28.86%	21.56%	22.85%	15.30%	25.05%	10.38%	14.60%	24.49%	29.36%	6.77%	11.52%	23.31%	6.34%	10.42%	6.58%	6.67%	22.49%	21.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	135	0	1	3	7	2	0	6	7	2	6	2	2	4	2	0	0	0	1	8	4	8	2	8	4	10	5	2	5	9	0	1	2	5	1	1	0	0	3	1	11									
		0.49%	0.00%	0.11%	0.28%	1.62%	0.74%	0.00%	0.28%	0.42%	0.15%	0.40%	0.24%	0.33%	0.91%	0.16%	0.00%	0.00%	0.00%	0.68%	0.86%	0.43%	1.25%	0.39%	0.86%	0.53%	1.16%	1.11%	0.36%	0.63%	1.66%	0.00%	0.15%	0.29%	0.93%	0.42%	0.08%	0.00%	0.00%	1.82%	0.59%	2.72%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	178	4	3	6	1	1	3	13	7	7	6	11	10	5	3	1	0	0	3	6	8	3	1	11	6	9	4	4	11	4	1	4	5	9	0	3	2	0	1	0	2									
		0.64%	0.61%	0.33%	0.56%	0.23%	0.37%	1.50%	0.61%	0.42%	0.52%	0.40%	1.34%	1.65%	1.14%	0.23%	0.74%	0.00%	0.00%	2.03%	0.64%	0.86%	0.47%	0.20%	1.19%	0.79%	1.04%	0.89%	0.73%	1.39%	0.74%	2.04%	0.60%	0.74%	1.67%	0.00%	0.25%	0.17%	0.00%	0.61%	0.00%	0.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	2	2	3	0	0	0	5	0	2	0	2	0	0	0	1	1	0	0	1	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0									
		0.11%	0.31%	0.22%	0.28%	0.00%	0.00%	0.00%	0.23%	0.00%	0.15%	0.00%	0.24%	0.00%	0.00%	0.00%	0.74%	0.48%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.22%	0.13%	0.12%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.55%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	292	5	14	16	3	1	0	15	11	5	13	12	12	7	12	0	0	0	1	17	4	12	3	17	9	13	11	4	10	4	0	3	17	17	1	9	3	1	2	2	6									
		1.05%	0.77%	1.53%	1.49%	0.69%	0.37%	0.00%	0.70%	0.66%	0.37%	0.86%	1.47%	1.98%	1.59%	0.94%	0.00%	0.00%	0.00%	0.68%	1.83%	0.43%	1.88%	0.59%	1.84%	1.19%	1.51%	2.44%	0.73%	1.27%	0.74%	0.00%	0.45%	2.50%	3.16%	0.42%	0.76%	0.26%	0.27%	1.21%	1.18%	1.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2975	150	133	116	29	22	32	139	98	86	95	91	79	52	72	7	14	34	7	100	81	102	53	139	85	113	86	67	73	66	4	70	101	67	13	202	116	82	39	9	51									
		10.69%	22.97%	14.54%	10.79%	6.70%	8.15%	16.00%	6.47%	5.84%	6.45%	6.26%	11.12%	13.04%	11.82%	5.62%	5.15%	6.70%	7.51%	4.73%	10.74%	8.69%	15.96%	10.39%	15.03%	11.24%	13.11%	19.07%	12.16%	9.24%	12.20%	8.16%	10.43%	14.87%	12.45%	5.51%	17.08%	9.91%	22.47%	23.64%	5.33%	12.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	0	2	3	2	0	0	2	6	1	3	2	6	3	5	0	0	1	2	5	1	1	3	2	1	1	0	0	1	8	0	4	1	0	0	0	0	0	1	1	1									
		0.25%	0.00%	0.22%	0.28%	0.46%	0.00%	0.00%	0.09%	0.36%	0.07%	0.20%	0.24%	0.99%	0.68%	0.39%	0.00%	0.00%	0.22%	1.35%	0.54%	0.11%	0.16%	0.59%	0.22%	0.13%	0.12%	0.00%	0.00%	0.13%	1.48%	0.00%	0.60%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.59%	0.25%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1822	16	35	24	9	3	0	281	230	204	215	19	50	18	166	2	0	4	1	6	20	19	7	17	20	31	17	11	24	16	2	16	12	22	5	107	150	13	11	4	15									
		6.55%	2.45%	3.83%	2.23%	2.08%	1.11%	0.00%	13.09%	13.70%	15.29%	14.17%	2.32%	8.25%	4.09%	12.95%	1.47%	0.00%	0.88%	0.68%	0.64%	2.15%	2.97%	1.37%	1.84%	2.65%	3.60%	3.77%	1.99%	3.04%	2.96%	4.08%	2.38%	1.77%	4.09%	2.12%	9.04%	12.81%	3.56%	6.67%	2.37%	3.70%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
