Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Кологривская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176					
		16.36%	8.00%	14.57%	16.56%	26.47%	16.59%	14.75%	24.62%	14.29%	11.57%	18.67%	11.36%	9.79%	22.30%	16.85%	16.25%	11.63%	20.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	1	0	0	0	0	0	2	1	0	0	6	0	0	0	7	2	1					
		0.51%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	1.19%	0.00%	0.00%	2.73%	0.00%	0.00%	0.00%	0.59%	1.16%	1.25%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	1	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0					
		0.18%	0.00%	0.66%	0.00%	0.00%	0.49%	0.00%	0.51%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	361	14	19	16	2	24	8	12	12	11	8	16	15	44	35	107	13	5					
		9.16%	11.20%	12.58%	9.82%	1.96%	11.71%	6.56%	6.15%	14.29%	9.09%	10.67%	7.27%	6.38%	10.33%	12.82%	8.96%	7.56%	6.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	457	14	16	26	24	32	6	7	21	12	7	18	27	42	16	148	30	11					
		11.59%	11.20%	10.60%	15.95%	23.53%	15.61%	4.92%	3.59%	25.00%	9.92%	9.33%	8.18%	11.49%	9.86%	5.86%	12.40%	17.44%	13.75%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	2	1	1	2	0	1	1	0	4	0	1	1	2	2	13	0	0					
		0.79%	1.60%	0.66%	0.61%	1.96%	0.00%	0.82%	0.51%	0.00%	3.31%	0.00%	0.45%	0.43%	0.47%	0.73%	1.09%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2154	73	87	88	45	93	86	110	32	73	45	135	153	218	154	621	101	40					
		54.63%	58.40%	57.62%	53.99%	44.12%	45.37%	70.49%	56.41%	38.10%	60.33%	60.00%	61.36%	65.11%	51.17%	56.41%	52.01%	58.72%	50.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	17	1	0	0	0	0	0	1	0	1	0	0	0	1	2	11	0	0					
		0.43%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.83%	0.00%	0.00%	0.00%	0.23%	0.73%	0.92%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
