Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
"Наименование Избирательной комиссии:    Нижний Новгород, Приокская"																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	923	20	30	20	70	20	20	20	30	20	20	20	20	20	23	20	20	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30	20	20	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	554	3	26	16	69	10	19	10	18	11	6	11	19	20	21	7	5	3	9	2	3	6	3	24	18	16	13	19	9	10	5	7	9	8	10	15	11	20	26	4	11	22									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	762	58	18	81	55	10	30	13	8	29	3	7	10	3	5	0	10	6	2	3	1	5	27	13	38	36	7	11	7	35	41	6	25	11	13	30	5	5	27	13	18	37									
14	Число погашенных неиспользованных открепительных удостоверений	369	17	4	4	1	10	1	10	12	9	14	9	1	0	2	13	15	17	11	18	17	14	17	6	2	4	7	1	11	10	15	13	11	12	10	5	9	0	4	16	9	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	62	1	1	1	0	3	0	2	0	2	4	3	2	3	1	1	2	0	1	0	0	1	0	0	1	0	3	4	0	1	2	0	1	3	1	3	2	5	2	0	5	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	655	5	10	16	13	17	8	21	24	33	30	16	21	17	22	24	9	8	10	7	6	20	18	16	19	17	12	20	16	27	20	5	8	14	20	14	18	20	27	5	10	12									
		1.89%	0.93%	0.88%	1.28%	0.97%	3.32%	1.65%	2.04%	2.48%	3.26%	4.44%	2.25%	2.15%	1.51%	3.13%	3.49%	2.71%	1.64%	2.46%	2.19%	2.61%	1.90%	1.63%	2.42%	1.63%	1.65%	1.66%	2.54%	2.72%	2.29%	1.54%	0.65%	0.76%	2.02%	1.41%	1.03%	1.86%	2.40%	2.31%	1.06%	2.30%	1.17%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	574	11	14	23	10	15	30	13	23	23	18	13	20	15	21	11	11	4	10	22	19	25	13	22	13	8	17	17	12	8	11	3	7	4	14	18	13	11	9	10	7	6									
		1.65%	2.06%	1.23%	1.85%	0.75%	2.93%	6.20%	1.26%	2.38%	2.27%	2.67%	1.83%	2.04%	1.33%	2.99%	1.60%	3.31%	0.82%	2.46%	6.90%	8.26%	2.37%	1.18%	3.33%	1.11%	0.78%	2.35%	2.16%	2.04%	0.68%	0.85%	0.39%	0.67%	0.58%	0.99%	1.32%	1.34%	1.32%	0.77%	2.12%	1.61%	0.58%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	512	7	12	9	5	9	16	9	16	22	11	12	21	17	16	14	8	6	6	6	8	23	14	22	7	6	19	17	14	15	8	3	14	15	16	11	15	22	20	7	7	7									
		1.48%	1.31%	1.05%	0.72%	0.37%	1.76%	3.31%	0.87%	1.66%	2.18%	1.63%	1.69%	2.15%	1.51%	2.28%	2.04%	2.41%	1.23%	1.47%	1.88%	3.48%	2.18%	1.27%	3.33%	0.60%	0.58%	2.63%	2.16%	2.38%	1.27%	0.62%	0.39%	1.33%	2.16%	1.13%	0.81%	1.55%	2.64%	1.71%	1.48%	1.61%	0.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19469	229	723	753	974	260	228	679	448	546	266	264	561	717	244	259	131	372	174	170	113	589	661	269	768	659	260	304	222	661	857	590	734	341	1011	877	269	295	678	403	173	737									
		56.09%	42.80%	63.37%	60.43%	72.96%	50.78%	47.11%	65.92%	46.38%	54.01%	39.41%	37.08%	57.36%	63.68%	34.71%	37.70%	39.46%	76.39%	42.75%	53.29%	49.13%	55.94%	59.98%	40.70%	65.70%	63.86%	36.01%	38.58%	37.76%	55.97%	65.92%	76.72%	69.84%	49.14%	71.20%	64.44%	27.76%	35.46%	58.05%	85.38%	39.77%	71.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	279	7	11	11	17	8	6	6	11	7	6	3	8	7	8	11	5	3	2	5	2	15	7	6	9	3	10	9	6	3	8	1	1	3	7	4	10	9	6	2	8	8									
		0.80%	1.31%	0.96%	0.88%	1.27%	1.56%	1.24%	0.58%	1.14%	0.69%	0.89%	0.42%	0.82%	0.62%	1.14%	1.60%	1.51%	0.62%	0.49%	1.57%	0.87%	1.42%	0.64%	0.91%	0.77%	0.29%	1.39%	1.14%	1.02%	0.25%	0.62%	0.13%	0.10%	0.43%	0.49%	0.29%	1.03%	1.08%	0.51%	0.42%	1.84%	0.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	3	2	3	3	3	1	1	1	0	3	1	0	1	1	2	1	0	1	0	1	1	1	1	0	2	0	3	1	1	1	0	1	1	1	2	1	1	0	0	0	3									
		0.14%	0.56%	0.18%	0.24%	0.22%	0.59%	0.21%	0.10%	0.10%	0.00%	0.44%	0.14%	0.00%	0.09%	0.14%	0.29%	0.30%	0.00%	0.25%	0.00%	0.43%	0.09%	0.09%	0.15%	0.00%	0.19%	0.00%	0.38%	0.17%	0.08%	0.08%	0.00%	0.10%	0.14%	0.07%	0.15%	0.10%	0.12%	0.00%	0.00%	0.00%	0.29%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3304	68	75	104	109	42	39	68	79	96	100	92	85	76	90	113	47	17	61	58	38	108	102	94	86	123	99	113	73	131	112	32	61	78	81	106	67	92	123	21	60	85									
		9.52%	12.71%	6.57%	8.35%	8.16%	8.20%	8.06%	6.60%	8.18%	9.50%	14.81%	12.92%	8.69%	6.75%	12.80%	16.45%	14.16%	3.49%	14.99%	18.18%	16.52%	10.26%	9.26%	14.22%	7.36%	11.92%	13.71%	14.34%	12.41%	11.09%	8.62%	4.16%	5.80%	11.24%	5.70%	7.79%	6.91%	11.06%	10.53%	4.45%	13.79%	8.27%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	393	7	9	12	12	11	8	12	6	16	10	11	10	13	11	8	3	3	2	2	2	3	19	15	5	13	13	16	5	13	5	5	8	10	12	10	16	14	16	0	8	19									
		1.13%	1.31%	0.79%	0.96%	0.90%	2.15%	1.65%	1.17%	0.62%	1.58%	1.48%	1.54%	1.02%	1.15%	1.56%	1.16%	0.90%	0.62%	0.49%	0.63%	0.87%	0.28%	1.72%	2.27%	0.43%	1.26%	1.80%	2.03%	0.85%	1.10%	0.38%	0.65%	0.76%	1.44%	0.85%	0.73%	1.65%	1.68%	1.37%	0.00%	1.84%	1.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	553	4	18	16	18	10	13	14	11	21	17	19	14	23	19	18	3	8	6	2	7	12	20	10	7	13	14	18	10	16	22	1	12	11	19	17	30	15	6	0	18	21									
		1.59%	0.75%	1.58%	1.28%	1.35%	1.95%	2.69%	1.36%	1.14%	2.08%	2.52%	2.67%	1.43%	2.04%	2.70%	2.62%	0.90%	1.64%	1.47%	0.63%	3.04%	1.14%	1.81%	1.51%	0.60%	1.26%	1.94%	2.28%	1.70%	1.35%	1.69%	0.13%	1.14%	1.59%	1.34%	1.25%	3.10%	1.80%	0.51%	0.00%	4.14%	2.04%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	0	0	1	0	0	2	0	1	1	0	2	2	1	0	2	0	0	1	0	0	4	1	2	0	2	0	1	0	2	2	0	0	0	2	4	1	0	2	0	0	1									
		0.11%	0.00%	0.00%	0.08%	0.00%	0.00%	0.41%	0.00%	0.10%	0.10%	0.00%	0.28%	0.20%	0.09%	0.00%	0.29%	0.00%	0.00%	0.25%	0.00%	0.00%	0.38%	0.09%	0.30%	0.00%	0.19%	0.00%	0.13%	0.00%	0.17%	0.15%	0.00%	0.00%	0.00%	0.14%	0.29%	0.10%	0.00%	0.17%	0.00%	0.00%	0.10%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	776	29	19	25	20	19	13	22	31	25	26	23	25	24	21	14	10	9	13	0	1	14	26	7	21	18	27	27	22	23	11	12	17	24	27	23	39	24	24	0	8	13									
		2.24%	5.42%	1.67%	2.01%	1.50%	3.71%	2.69%	2.14%	3.21%	2.47%	3.85%	3.23%	2.56%	2.13%	2.99%	2.04%	3.01%	1.85%	3.19%	0.00%	0.43%	1.33%	2.36%	1.06%	1.80%	1.74%	3.74%	3.43%	3.74%	1.95%	0.85%	1.56%	1.62%	3.46%	1.90%	1.69%	4.02%	2.88%	2.05%	0.00%	1.84%	1.26%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3805	81	144	126	73	52	47	93	149	107	98	118	127	116	135	88	59	33	65	20	14	108	105	81	108	108	139	113	109	120	106	53	93	71	106	114	143	141	115	11	64	52									
		10.96%	15.14%	12.62%	10.11%	5.47%	10.16%	9.71%	9.03%	15.42%	10.58%	14.52%	16.57%	12.99%	10.30%	19.20%	12.81%	17.77%	6.78%	15.97%	6.27%	6.09%	10.26%	9.53%	12.25%	9.24%	10.47%	19.25%	14.34%	18.54%	10.16%	8.15%	6.89%	8.85%	10.23%	7.46%	8.38%	14.76%	16.95%	9.85%	2.33%	14.71%	5.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	260	31	8	5	4	3	9	8	12	9	9	10	6	7	8	16	5	1	6	1	0	5	2	5	5	9	4	9	4	7	10	3	3	4	2	8	3	10	2	0	6	1									
		0.75%	5.79%	0.70%	0.40%	0.30%	0.59%	1.86%	0.78%	1.24%	0.89%	1.33%	1.40%	0.61%	0.62%	1.14%	2.33%	1.51%	0.21%	1.47%	0.31%	0.00%	0.47%	0.18%	0.76%	0.43%	0.87%	0.55%	1.14%	0.68%	0.59%	0.77%	0.39%	0.29%	0.58%	0.14%	0.59%	0.31%	1.20%	0.17%	0.00%	1.38%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3353	47	74	118	52	55	55	76	132	88	62	107	58	82	85	87	27	13	35	21	14	96	84	90	104	38	95	99	77	122	103	57	73	105	83	125	330	158	122	10	59	35									
		9.66%	8.79%	6.49%	9.47%	3.90%	10.74%	11.36%	7.38%	13.66%	8.70%	9.19%	15.03%	5.93%	7.28%	12.09%	12.66%	8.13%	2.67%	8.60%	6.58%	6.09%	9.12%	7.62%	13.62%	8.90%	3.68%	13.16%	12.56%	13.10%	10.33%	7.92%	7.41%	6.95%	15.13%	5.85%	9.18%	34.06%	18.99%	10.45%	2.12%	13.56%	3.40%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
