Выборы Президента Российской Федерации																																																												
																																																												
Наименование Избирательной комиссии:    Кетовская																																																												
																																																												
Итоги голосования 																																																												
																																																												
		Сумма	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502					
11	Число полученных открепительных  удостоверений	1005	30	30	35	35	39	8	130	35	20	15	10	16	8	20	9	17	10	7	13	6	13	16	6	7	6	16	6	24	8	44	30	6	7	43	24	8	10	6	44	13	30	16	24	6	8	9	9	18	6	31	6	6	6					
12	Число выданных открепительных удостоверений	240	8	5	13	12	10	2	14	8	2	2	8	4	1	5	5	12	3	2	8	1	5	2	0	0	4	0	1	8	1	10	5	0	1	5	10	0	5	0	6	1	22	4	4	0	4	4	2	0	0	6	0	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	490	7	4	6	2	4	9	141	61	9	11	4	4	7	8	2	8	5	3	9	12	3	6	3	7	1	8	2	11	9	8	15	5	3	3	5	1	9	2	16	7	12	6	3	0	5	3	5	8	1	3	2	0	2					
14	Число неиспользованных открепительных удостоверений	765	22	25	22	23	29	6	116	27	18	13	2	12	7	15	4	5	7	5	5	5	8	14	6	7	2	16	5	16	7	34	25	6	6	38	14	8	5	6	38	12	8	12	20	6	4	5	7	18	6	25	6	4	3					
15	"Число открепительных удостоверений, выданных в ТИК"	10	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																												
18	. Глазьев Сергей Юрьевич	740	24	22	30	25	21	19	52	51	14	4	7	20	13	18	6	18	9	6	13	0	10	16	2	5	3	9	6	31	8	32	17	3	1	26	17	6	7	2	31	16	21	7	22	1	5	4	12	12	2	25	8	1	0					
		3.00%	3.57%	3.74%	4.33%	3.72%	2.95%	7.98%	3.79%	5.33%	2.43%	1.32%	2.65%	4.46%	4.45%	2.43%	1.70%	5.29%	2.82%	2.60%	2.67%	0.00%	2.26%	2.44%	1.34%	3.68%	1.75%	1.98%	3.73%	4.33%	3.88%	3.07%	2.20%	4.11%	0.55%	2.60%	2.26%	2.43%	2.30%	1.56%	2.96%	4.00%	2.75%	1.47%	3.16%	0.64%	1.97%	1.16%	3.29%	2.18%	0.73%	2.46%	4.04%	1.56%	0.00%					
19	. Малышкин Олег Александрович	990	15	21	27	22	27	6	32	27	23	10	8	10	15	20	9	21	19	13	22	2	24	29	9	6	10	10	4	36	5	34	35	1	1	39	40	16	13	5	28	4	28	22	21	9	10	31	33	45	18	51	14	6	4					
		4.01%	2.23%	3.57%	3.90%	3.27%	3.80%	2.52%	2.33%	2.82%	3.99%	3.30%	3.03%	2.23%	5.14%	2.70%	2.55%	6.18%	5.96%	5.63%	4.52%	1.74%	5.43%	4.42%	6.04%	4.41%	5.85%	2.20%	2.48%	5.03%	2.43%	3.26%	4.52%	1.37%	0.55%	3.90%	5.31%	6.48%	4.28%	3.91%	2.67%	1.00%	3.66%	4.62%	3.01%	5.77%	3.94%	8.99%	9.04%	8.18%	6.59%	5.01%	7.07%	9.38%	3.92%					
20	. Миронов Сергей Михайлович	133	5	6	6	7	1	0	9	5	3	0	0	3	1	1	1	2	0	2	2	1	3	4	0	0	0	4	0	5	2	5	2	0	0	3	0	0	2	2	6	1	10	5	1	0	4	1	4	3	4	6	0	1	0					
		0.54%	0.74%	1.02%	0.87%	1.04%	0.14%	0.00%	0.66%	0.52%	0.52%	0.00%	0.00%	0.67%	0.34%	0.14%	0.28%	0.59%	0.00%	0.87%	0.41%	0.87%	0.68%	0.61%	0.00%	0.00%	0.00%	0.88%	0.00%	0.70%	0.97%	0.48%	0.26%	0.00%	0.00%	0.30%	0.00%	0.00%	0.66%	1.56%	0.57%	0.25%	1.31%	1.05%	0.14%	0.00%	1.57%	0.29%	1.10%	0.55%	1.47%	0.59%	0.00%	1.56%	0.00%					
21	. Путин Владимир Владимирович	17765	433	411	491	479	499	165	1038	638	408	241	194	304	206	596	293	232	229	138	354	79	324	504	124	103	114	333	133	509	146	739	564	66	147	750	502	174	203	106	813	342	566	346	463	108	144	202	215	354	228	744	145	50	76					
		71.98%	64.34%	69.90%	70.85%	71.28%	70.18%	69.33%	75.71%	66.74%	70.71%	79.54%	73.48%	67.86%	70.55%	80.54%	83.00%	68.24%	71.79%	59.74%	72.69%	68.70%	73.30%	76.83%	83.22%	75.74%	66.67%	73.19%	82.61%	71.09%	70.87%	70.79%	72.87%	90.41%	81.22%	74.93%	66.67%	70.45%	66.78%	82.81%	77.50%	85.50%	74.08%	72.69%	66.43%	69.23%	56.69%	58.55%	58.90%	64.36%	83.52%	73.08%	73.23%	78.12%	74.51%					
22	. Хакамада Ирина Муцуовна	538	23	16	20	15	21	6	37	41	16	3	10	14	2	9	3	7	5	8	7	2	6	10	1	4	3	10	1	16	6	29	15	1	7	16	11	5	1	0	23	1	23	6	9	1	9	4	5	21	4	20	3	0	2					
		2.18%	3.42%	2.72%	2.89%	2.23%	2.95%	2.52%	2.70%	4.29%	2.77%	0.99%	3.79%	3.12%	0.68%	1.22%	0.85%	2.06%	1.57%	3.46%	1.44%	1.74%	1.36%	1.52%	0.67%	2.94%	1.75%	2.20%	0.62%	2.23%	2.91%	2.78%	1.94%	1.37%	3.87%	1.60%	1.46%	2.02%	0.33%	0.00%	2.19%	0.25%	3.01%	1.26%	1.29%	0.64%	3.54%	1.16%	1.37%	3.82%	1.47%	1.96%	1.52%	0.00%	1.96%					
23	. Харитонов Николай Михайлович	3633	150	92	96	93	115	33	127	154	95	34	42	75	41	82	33	51	52	53	64	31	52	65	8	17	32	69	9	84	35	178	126	2	15	128	158	33	64	12	106	36	91	77	157	30	78	80	85	93	14	142	20	4	20					
		14.72%	22.29%	15.65%	13.85%	13.84%	16.17%	13.87%	9.26%	16.11%	16.46%	11.22%	15.91%	16.74%	14.04%	11.08%	9.35%	15.00%	16.30%	22.94%	13.14%	26.96%	11.76%	9.91%	5.37%	12.50%	18.71%	15.16%	5.59%	11.73%	16.99%	17.05%	16.28%	2.74%	8.29%	12.79%	20.98%	13.36%	21.05%	9.38%	10.10%	9.00%	11.91%	16.18%	22.53%	19.23%	30.71%	23.19%	23.29%	16.91%	5.13%	13.95%	10.10%	6.25%	19.61%					
																																																												
24	Против всех	715	20	18	19	28	26	7	76	40	11	11	3	17	8	9	6	5	4	11	20	0	16	18	5	1	6	15	6	25	3	19	15	0	7	32	19	10	13	0	29	0	18	10	19	6	1	17	8	19	2	28	7	2	0					
		2.90%	2.97%	3.06%	2.74%	4.17%	3.66%	2.94%	5.54%	4.18%	1.91%	3.63%	1.14%	3.79%	2.74%	1.22%	1.70%	1.47%	1.25%	4.76%	4.11%	0.00%	3.62%	2.74%	3.36%	0.74%	3.51%	3.30%	3.73%	3.49%	1.46%	1.82%	1.94%	0.00%	3.87%	3.20%	2.52%	4.05%	4.28%	0.00%	2.76%	0.00%	2.36%	2.10%	2.73%	3.85%	0.39%	4.93%	2.19%	3.45%	0.73%	2.75%	3.54%	3.12%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
