Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Семеновская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2488					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	71	2	0	2	2	0	3	1	2	1	4	3	5	0	2	1	2	0	1	1	0	2	3	2	2	1	0	0	1	0	0	1	2	0	0	1	1	1	3	6	0	2	1	0	0	3	1	6	0					
		0.35%	0.31%	0.0%	0.23%	0.22%	0.0%	0.43%	0.15%	0.29%	0.11%	0.49%	0.42%	0.69%	0.0%	0.41%	0.75%	1.41%	0.0%	0.25%	0.41%	0.0%	1.06%	1.73%	0.45%	0.81%	0.21%	0.0%	0.0%	0.47%	0.0%	0.0%	0.25%	0.31%	0.0%	0.0%	0.48%	0.52%	0.44%	0.76%	1.13%	0.0%	1.47%	0.62%	0.0%	0.0%	1.18%	0.09%	0.91%	0.0%					
35	"18. ""ЛДПР"""	2070	73	65	95	105	89	75	62	69	74	68	63	87	91	61	24	2	1	39	36	26	14	15	31	23	42	12	27	14	79	18	30	56	6	14	15	9	16	43	67	11	14	17	16	4	18	137	103	14					
		10.23%	11.42%	10.53%	11.26%	12.04%	13.08%	10.98%	9.62%	10.23%	8.59%	8.47%	8.97%	12.13%	10.59%	12.57%	18.04%	1.41%	1.28%	9.84%	15.0%	19.11%	7.48%	8.67%	7.02%	9.38%	9.09%	7.27%	9.21%	6.60%	12.09%	10.0%	7.79%	8.81%	3.75%	5.12%	7.24%	4.76%	7.07%	10.94%	12.66%	9.01%	10.29%	10.69%	4.17%	2.64%	7.08%	13.48%	15.62%	10.60%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	402	9	13	20	17	7	11	11	8	14	24	11	19	12	8	4	2	1	12	6	8	6	3	9	11	2	2	6	5	12	1	14	10	8	5	8	3	4	6	14	2	2	4	3	3	7	20	10	5					
		1.98%	1.40%	2.10%	2.37%	1.94%	1.02%	1.61%	1.70%	1.18%	1.62%	2.99%	1.56%	2.64%	1.39%	1.64%	3.00%	1.41%	1.28%	3.03%	2.5%	5.88%	3.20%	1.73%	2.04%	4.48%	0.43%	1.21%	2.04%	2.35%	1.83%	0.55%	3.63%	1.57%	5.0%	1.83%	3.86%	1.58%	1.76%	1.52%	2.64%	1.63%	1.47%	2.51%	0.78%	1.98%	2.75%	1.96%	1.51%	3.78%					
37	"20. ""Политическая партия ""Единая Россия"""	8708	256	248	361	328	288	291	270	298	347	344	313	296	413	197	43	50	38	162	104	48	85	83	204	88	272	97	70	93	276	56	174	262	54	169	105	98	75	173	187	59	55	47	239	116	136	400	283	57					
		43.06%	40.06%	40.19%	42.82%	37.61%	42.35%	42.60%	41.92%	44.21%	40.30%	42.89%	44.58%	41.28%	48.07%	40.61%	32.33%	35.46%	48.71%	40.90%	43.33%	35.29%	45.45%	47.97%	46.25%	35.91%	58.87%	58.78%	23.89%	43.86%	42.26%	31.11%	45.19%	41.25%	33.75%	61.90%	50.72%	51.85%	33.18%	44.02%	35.34%	48.36%	40.44%	29.55%	62.40%	76.82%	53.54%	39.37%	42.94%	43.18%					
38	"21. ""Российская Конституционно-демократическая партия"""	65	0	4	4	2	0	2	2	1	1	1	2	0	3	2	1	0	1	2	1	0	0	1	1	1	1	0	1	1	4	0	2	2	1	2	0	3	1	1	3	0	0	0	1	1	1	1	1	6					
		0.32%	0.0%	0.64%	0.47%	0.22%	0.0%	0.29%	0.31%	0.14%	0.11%	0.12%	0.28%	0.0%	0.34%	0.41%	0.75%	0.0%	1.28%	0.50%	0.41%	0.0%	0.0%	0.57%	0.22%	0.40%	0.21%	0.0%	0.34%	0.47%	0.61%	0.0%	0.51%	0.31%	0.62%	0.73%	0.0%	1.58%	0.44%	0.25%	0.56%	0.0%	0.0%	0.0%	0.26%	0.66%	0.39%	0.09%	0.15%	4.54%					
39	"22. ""Развитие предпринимательства"""	64	0	6	2	5	2	3	4	1	1	3	4	3	4	1	0	1	0	1	0	0	0	0	2	0	3	0	2	1	0	0	2	2	1	0	0	0	0	4	1	0	0	0	3	0	1	0	1	0					
		0.31%	0.0%	0.97%	0.23%	0.57%	0.29%	0.43%	0.62%	0.14%	0.11%	0.37%	0.56%	0.41%	0.46%	0.20%	0.0%	0.70%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.64%	0.0%	0.68%	0.47%	0.0%	0.0%	0.51%	0.31%	0.62%	0.0%	0.0%	0.0%	0.0%	1.01%	0.18%	0.0%	0.0%	0.0%	0.78%	0.0%	0.39%	0.0%	0.15%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2236	50	74	58	73	72	81	89	87	135	91	57	67	112	68	14	49	7	63	15	15	24	21	62	11	15	15	49	24	52	15	32	63	12	18	21	19	31	30	60	13	21	17	33	11	11	171	100	8					
		11.05%	7.82%	11.99%	6.88%	8.37%	10.58%	11.85%	13.81%	12.90%	15.67%	11.34%	8.11%	9.34%	13.03%	14.02%	10.52%	34.75%	8.97%	15.90%	6.25%	11.02%	12.83%	12.13%	14.05%	4.48%	3.24%	9.09%	16.72%	11.32%	7.96%	8.33%	8.31%	9.92%	7.5%	6.59%	10.14%	10.05%	13.71%	7.63%	11.34%	10.65%	15.44%	10.69%	8.61%	7.28%	4.33%	16.83%	15.17%	6.06%					
																																																							
41	Против всех	808	18	41	40	43	26	25	21	31	64	44	39	22	34	20	3	7	3	14	4	3	10	6	14	9	14	8	15	8	9	2	5	28	7	6	1	8	8	26	13	2	8	4	14	2	9	49	13	8					
		3.99%	2.81%	6.64%	4.74%	4.93%	3.82%	3.66%	3.26%	4.59%	7.43%	5.48%	5.55%	3.06%	3.95%	4.12%	2.25%	4.96%	3.84%	3.53%	1.66%	2.20%	5.34%	3.46%	3.17%	3.67%	3.03%	4.84%	5.11%	3.77%	1.37%	1.11%	1.29%	4.40%	4.37%	2.19%	0.48%	4.23%	3.53%	6.61%	2.45%	1.63%	5.88%	2.51%	3.65%	1.32%	3.54%	4.82%	1.97%	6.06%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
