Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Михайловская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536									
		3.06%	1.89%	2.86%	3.42%	1.12%	0.64%	3.62%	1.16%	2.13%	5.08%	3.90%	6.33%	3.35%	2.17%	2.08%	3.52%	0.99%	2.09%	0.00%	5.75%	5.61%	1.88%	1.18%	3.43%	3.80%	5.32%	2.27%	3.81%	2.13%	3.39%	5.29%	1.96%	2.43%	1.60%	4.35%	5.17%	7.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	158	11	2	1	7	7	9	1	9	2	5	3	13	1	3	1	2	4	0	0	1	12	2	10	0	1	2	6	3	10	14	1	4	0	0	11	0									
		1.55%	1.89%	1.90%	0.85%	1.57%	1.49%	2.33%	1.16%	1.48%	1.13%	1.77%	1.90%	2.56%	1.09%	1.56%	0.70%	1.98%	1.05%	0.00%	0.00%	0.47%	1.50%	1.18%	1.81%	0.00%	0.53%	2.27%	1.63%	2.13%	2.12%	2.65%	0.65%	0.75%	0.00%	0.00%	1.83%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5862	294	58	80	312	286	193	58	356	105	169	71	241	55	106	75	58	223	40	73	85	502	121	351	50	134	64	216	82	239	244	102	298	86	47	312	76									
		57.32%	50.43%	55.24%	68.38%	69.80%	60.85%	49.87%	67.44%	58.46%	59.32%	59.93%	44.94%	47.53%	59.78%	55.21%	52.82%	57.43%	58.38%	57.14%	83.91%	39.72%	62.91%	71.60%	63.36%	63.29%	71.28%	72.73%	58.86%	58.16%	50.64%	46.12%	66.67%	55.60%	68.80%	68.12%	52.00%	50.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	2	0	1	1	3	2	0	5	0	2	0	2	0	0	1	1	4	1	0	2	1	1	1	0	0	0	2	2	2	2	0	7	0	0	3	1									
		0.48%	0.34%	0.00%	0.85%	0.22%	0.64%	0.52%	0.00%	0.82%	0.00%	0.71%	0.00%	0.39%	0.00%	0.00%	0.70%	0.99%	1.05%	1.43%	0.00%	0.93%	0.13%	0.59%	0.18%	0.00%	0.00%	0.00%	0.54%	1.42%	0.42%	0.38%	0.00%	1.31%	0.00%	0.00%	0.50%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	2	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0									
		0.15%	0.34%	0.95%	0.00%	0.00%	0.00%	0.26%	0.00%	0.16%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.26%	1.43%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.19%	0.00%	0.00%	0.33%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1701	125	28	18	52	75	64	12	92	29	45	35	107	14	49	23	19	69	14	4	55	129	25	75	9	18	8	47	29	75	115	22	93	22	10	78	17									
		16.63%	21.44%	26.67%	15.38%	11.63%	15.96%	16.54%	13.95%	15.11%	16.38%	15.96%	22.15%	21.10%	15.22%	25.52%	16.20%	18.81%	18.06%	20.00%	4.60%	25.70%	16.17%	14.79%	13.54%	11.39%	9.57%	9.09%	12.81%	20.57%	15.89%	21.74%	14.38%	17.35%	17.60%	14.49%	13.00%	11.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	2	0	0	0	1	2	0	3	1	5	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	5	0	3	2	0	1	0	1	6	1									
		0.37%	0.34%	0.00%	0.00%	0.00%	0.21%	0.52%	0.00%	0.49%	0.56%	1.77%	0.00%	0.00%	0.00%	0.52%	0.70%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.59%	0.18%	0.00%	0.00%	0.00%	1.36%	0.00%	0.64%	0.38%	0.00%	0.19%	0.00%	1.45%	1.00%	0.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	2	3	0	2	1	2	0	2	1	0	0	1	0	0	2	0	1	0	0	0	4	1	0	1	0	1	0	0	3	1	0	5	0	0	0	2									
		0.34%	0.34%	2.86%	0.00%	0.45%	0.21%	0.52%	0.00%	0.33%	0.56%	0.00%	0.00%	0.20%	0.00%	0.00%	1.41%	0.00%	0.26%	0.00%	0.00%	0.00%	0.50%	0.59%	0.00%	1.27%	0.00%	1.14%	0.00%	0.00%	0.64%	0.19%	0.00%	0.93%	0.00%	0.00%	0.00%	1.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0									
		0.10%	0.34%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.13%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	3	1	0	1	1	3	0	4	1	0	2	2	1	1	0	3	2	0	0	2	4	1	2	0	0	0	3	1	3	0	0	3	0	0	4	1									
		0.48%	0.51%	0.95%	0.00%	0.22%	0.21%	0.78%	0.00%	0.66%	0.56%	0.00%	1.27%	0.39%	1.09%	0.52%	0.00%	2.97%	0.52%	0.00%	0.00%	0.93%	0.50%	0.59%	0.36%	0.00%	0.00%	0.00%	0.82%	0.71%	0.64%	0.00%	0.00%	0.56%	0.00%	0.00%	0.67%	0.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1336	91	7	12	39	50	61	10	83	12	31	28	74	10	19	28	11	48	9	2	41	86	10	56	10	22	7	52	13	72	88	19	77	7	4	114	33									
		13.06%	15.61%	6.67%	10.26%	8.72%	10.64%	15.76%	11.63%	13.63%	6.78%	10.99%	17.72%	14.60%	10.87%	9.90%	19.72%	10.89%	12.57%	12.86%	2.30%	19.16%	10.78%	5.92%	10.11%	12.66%	11.70%	7.95%	14.17%	9.22%	15.25%	16.64%	12.42%	14.37%	5.60%	5.80%	19.00%	22.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	3	0	0	1	1	4	0	2	0	0	0	5	1	0	1	0	0	0	0	2	4	0	0	0	1	0	1	0	4	2	0	2	0	0	3	1									
		0.37%	0.51%	0.00%	0.00%	0.22%	0.21%	1.03%	0.00%	0.33%	0.00%	0.00%	0.00%	0.99%	1.09%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.93%	0.50%	0.00%	0.00%	0.00%	0.53%	0.00%	0.27%	0.00%	0.85%	0.38%	0.00%	0.37%	0.00%	0.00%	0.50%	0.67%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	359	22	1	1	19	20	17	3	23	3	10	5	25	6	5	3	4	12	2	1	8	21	4	15	3	0	2	14	3	24	21	4	21	5	2	26	4									
		3.51%	3.77%	0.95%	0.85%	4.25%	4.26%	4.39%	3.49%	3.78%	1.69%	3.55%	3.16%	4.93%	6.52%	2.60%	2.11%	3.96%	3.14%	2.86%	1.15%	3.74%	2.63%	2.37%	2.71%	3.80%	0.00%	2.27%	3.81%	2.13%	5.08%	3.97%	2.61%	3.92%	4.00%	2.90%	4.33%	2.67%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
