Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Кинешемская городская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №783									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	766	17	11	10	16	25	18	11	10	14	24	18	18	26	15	18	17	19	17	19	18	17	25	18	12	11	10	10	13	23	14	12	28	9	11	9	19	24	13	13	22	17	18	17	25	16	19	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	550	14	8	8	11	16	10	8	10	9	15	10	17	22	13	12	9	15	17	17	16	17	17	12	9	4	5	7	6	13	11	11	18	7	9	3	13	20	13	8	12	13	15	9	15	7	19	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	295	11	11	5	6	8	2	14	6	0	11	8	5	1	6	9	2	7	2	2	12	8	10	9	1	4	3	1	0	8	3	5	15	16	11	2	9	6	7	1	3	10	4	0	3	4	3	21									
14	Число погашенных неиспользованных открепительных удостоверений	216	3	3	2	5	9	8	3	0	5	9	8	1	4	2	6	8	4	0	2	2	0	8	6	3	7	5	3	7	10	3	1	10	2	2	6	6	4	0	5	10	4	3	8	10	9	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	444	16	4	4	5	11	7	7	15	8	13	10	13	13	14	5	18	11	10	9	13	6	11	14	7	5	6	3	8	7	7	9	7	5	5	4	8	5	9	6	10	21	12	14	19	13	17	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	310	9	7	2	8	6	8	12	3	5	4	8	6	12	3	13	10	10	7	9	12	9	3	9	8	3	4	4	7	4	6	4	12	2	3	5	6	13	3	10	6	4	2	7	10	5	5	2									
		1.57%	1.99%	2.71%	0.65%	1.69%	1.40%	1.66%	3.40%	1.13%	1.24%	0.87%	1.52%	1.08%	2.62%	0.71%	2.07%	1.90%	1.82%	1.37%	1.44%	2.35%	1.72%	0.63%	1.78%	2.19%	0.90%	1.18%	1.22%	1.57%	0.79%	1.43%	0.88%	1.95%	0.84%	0.98%	2.12%	1.38%	4.02%	0.74%	3.21%	1.96%	1.03%	0.38%	1.59%	2.58%	1.12%	1.24%	2.08%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1602	35	24	32	14	46	28	40	17	39	34	50	51	44	31	50	44	46	19	61	44	43	38	44	35	33	15	14	33	39	32	43	45	26	26	29	40	27	35	30	20	20	45	34	48	37	17	5									
		8.11%	7.74%	9.30%	10.36%	2.97%	10.75%	5.80%	11.33%	6.42%	9.70%	7.38%	9.52%	9.16%	9.61%	7.36%	7.97%	8.37%	8.38%	3.72%	9.73%	8.61%	8.24%	7.97%	8.70%	9.56%	9.85%	4.44%	4.28%	7.38%	7.74%	7.62%	9.43%	7.32%	10.88%	8.50%	12.29%	9.20%	8.36%	8.64%	9.62%	6.54%	5.13%	8.60%	7.71%	12.40%	8.28%	4.23%	5.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	572	18	7	9	18	18	17	5	13	12	8	15	28	11	12	28	13	19	12	23	11	12	4	21	11	12	10	15	16	13	10	10	17	4	10	6	4	12	8	5	13	9	13	18	7	10	3	2									
		2.90%	3.98%	2.71%	2.91%	3.81%	4.21%	3.52%	1.42%	4.91%	2.99%	1.74%	2.86%	5.03%	2.40%	2.85%	4.47%	2.47%	3.46%	2.35%	3.67%	2.15%	2.30%	0.84%	4.15%	3.01%	3.58%	2.96%	4.59%	3.58%	2.58%	2.38%	2.19%	2.76%	1.67%	3.27%	2.54%	0.92%	3.72%	1.98%	1.60%	4.25%	2.31%	2.49%	4.08%	1.81%	2.24%	0.75%	2.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6030	150	90	103	156	122	181	103	91	107	159	154	173	138	129	177	159	175	177	181	142	153	136	127	124	99	95	71	136	154	126	122	178	73	105	62	141	103	143	98	103	130	135	118	130	142	135	24									
		30.52%	33.19%	34.88%	33.33%	33.05%	28.50%	37.47%	29.18%	34.34%	26.62%	34.49%	29.33%	31.06%	30.13%	30.64%	28.23%	30.23%	31.88%	34.64%	28.87%	27.79%	29.31%	28.51%	25.10%	33.88%	29.55%	28.11%	21.71%	30.43%	30.56%	30.00%	26.75%	28.94%	30.54%	34.31%	26.27%	32.41%	31.89%	35.31%	31.41%	33.66%	33.33%	25.81%	26.76%	33.59%	31.77%	33.58%	25.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	166	5	1	0	1	4	4	4	1	2	1	5	6	4	5	7	6	8	1	2	6	6	4	1	2	2	5	1	6	3	5	4	7	4	3	0	1	4	7	3	2	2	5	5	3	3	1	4									
		0.84%	1.11%	0.39%	0.00%	0.21%	0.93%	0.83%	1.13%	0.38%	0.50%	0.22%	0.95%	1.08%	0.87%	1.19%	1.12%	1.14%	1.46%	0.20%	0.32%	1.17%	1.15%	0.84%	0.20%	0.55%	0.60%	1.48%	0.31%	1.34%	0.60%	1.19%	0.88%	1.14%	1.67%	0.98%	0.00%	0.23%	1.24%	1.73%	0.96%	0.65%	0.51%	0.96%	1.13%	0.78%	0.67%	0.25%	4.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	0	0	0	3	0	0	1	1	5	0	0	1	0	0	2	0	2	1	1	2	2	4	2	3	0	0	0	0	1	5	3	2	0	0	4	1	1	1	2	0	0	2	2	0	1	0	0									
		0.28%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.28%	0.38%	1.24%	0.00%	0.00%	0.18%	0.00%	0.00%	0.32%	0.00%	0.36%	0.20%	0.16%	0.39%	0.38%	0.84%	0.40%	0.82%	0.00%	0.00%	0.00%	0.00%	0.20%	1.19%	0.66%	0.33%	0.00%	0.00%	1.69%	0.23%	0.31%	0.25%	0.64%	0.00%	0.00%	0.38%	0.45%	0.00%	0.22%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3785	96	47	59	111	89	72	66	53	90	88	88	102	67	67	113	86	105	103	95	100	104	112	106	57	58	69	54	87	111	77	75	108	30	53	39	73	80	68	82	72	95	102	90	75	75	94	42									
		19.16%	21.24%	18.22%	19.09%	23.52%	20.79%	14.91%	18.70%	20.00%	22.39%	19.09%	16.76%	18.31%	14.63%	15.91%	18.02%	16.35%	19.13%	20.16%	15.15%	19.57%	19.92%	23.48%	20.95%	15.57%	17.31%	20.41%	16.51%	19.46%	22.02%	18.33%	16.45%	17.56%	12.55%	17.32%	16.53%	16.78%	24.77%	16.79%	26.28%	23.53%	24.36%	19.50%	20.41%	19.38%	16.78%	23.38%	43.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	196	4	1	2	4	2	8	3	3	3	3	12	3	13	2	2	8	3	5	11	4	11	8	5	4	5	3	3	4	8	2	2	7	5	3	1	2	1	5	2	3	3	4	4	0	2	3	0									
		0.99%	0.88%	0.39%	0.65%	0.85%	0.47%	1.66%	0.85%	1.13%	0.75%	0.65%	2.29%	0.54%	2.84%	0.48%	0.32%	1.52%	0.55%	0.98%	1.75%	0.78%	2.11%	1.68%	0.99%	1.09%	1.49%	0.89%	0.92%	0.89%	1.59%	0.48%	0.44%	1.14%	2.09%	0.98%	0.42%	0.46%	0.31%	1.23%	0.64%	0.98%	0.77%	0.76%	0.91%	0.00%	0.45%	0.75%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	230	8	0	4	1	3	11	4	4	7	2	7	6	3	6	9	4	6	5	6	7	7	5	2	1	4	3	4	5	9	7	19	10	5	7	0	4	2	6	3	4	4	6	2	3	4	1	0									
		1.16%	1.77%	0.00%	1.29%	0.21%	0.70%	2.28%	1.13%	1.51%	1.74%	0.43%	1.33%	1.08%	0.66%	1.43%	1.44%	0.76%	1.09%	0.98%	0.96%	1.37%	1.34%	1.05%	0.40%	0.27%	1.19%	0.89%	1.22%	1.12%	1.79%	1.67%	4.17%	1.63%	2.09%	2.29%	0.00%	0.92%	0.62%	1.48%	0.96%	1.31%	1.03%	1.15%	0.45%	0.78%	0.89%	0.25%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	0	1	0	0	0	1	0	0	1	0	1	2	0	1	4	1	0	0	0	0	2	0	1	0	0	0	0	2	0	0	1	3	1	0	0	1	0	1	0	1	1	0	0	0	2	1	0									
		0.15%	0.00%	0.39%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.25%	0.00%	0.19%	0.36%	0.00%	0.24%	0.64%	0.19%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.22%	0.49%	0.42%	0.00%	0.00%	0.23%	0.00%	0.25%	0.00%	0.33%	0.26%	0.00%	0.00%	0.00%	0.45%	0.25%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	231	5	5	0	5	2	5	1	2	5	10	5	6	9	9	5	5	5	12	6	11	6	10	4	5	5	4	3	8	5	6	8	8	4	1	4	2	3	5	1	3	3	6	7	3	4	0	0									
		1.17%	1.11%	1.94%	0.00%	1.06%	0.47%	1.04%	0.28%	0.75%	1.24%	2.17%	0.95%	1.08%	1.97%	2.14%	0.80%	0.95%	0.91%	2.35%	0.96%	2.15%	1.15%	2.10%	0.79%	1.37%	1.49%	1.18%	0.92%	1.79%	0.99%	1.43%	1.75%	1.30%	1.67%	0.33%	1.69%	0.46%	0.93%	1.23%	0.32%	0.98%	0.77%	1.15%	1.59%	0.78%	0.89%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4260	95	52	67	109	77	95	71	37	74	74	97	102	109	95	149	119	122	103	116	104	98	88	117	79	74	101	107	101	108	109	105	151	66	50	57	103	59	86	66	54	90	134	102	62	111	108	7									
		21.56%	21.02%	20.16%	21.68%	23.09%	17.99%	19.67%	20.11%	13.96%	18.41%	16.05%	18.48%	18.31%	23.80%	22.57%	23.76%	22.62%	22.22%	20.16%	18.50%	20.35%	18.77%	18.45%	23.12%	21.58%	22.09%	29.88%	32.72%	22.60%	21.43%	25.95%	23.03%	24.55%	27.62%	16.34%	24.15%	23.68%	18.27%	21.23%	21.15%	17.65%	23.08%	25.62%	23.13%	16.02%	24.83%	26.87%	7.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	0	1	3	3	1	1	1	1	2	2	4	2	2	1	3	3	4	1	6	1	2	4	1	3	2	0	6	2	4	1	0	4	3	2	4	1	0	2	0	2	1	3	3	0	1	1	0									
		0.48%	0.00%	0.39%	0.97%	0.64%	0.23%	0.21%	0.28%	0.38%	0.50%	0.43%	0.76%	0.36%	0.44%	0.24%	0.48%	0.57%	0.73%	0.20%	0.96%	0.20%	0.38%	0.84%	0.20%	0.82%	0.60%	0.00%	1.83%	0.45%	0.79%	0.24%	0.00%	0.65%	1.26%	0.65%	1.69%	0.23%	0.00%	0.49%	0.00%	0.65%	0.26%	0.57%	0.68%	0.00%	0.22%	0.25%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2035	23	21	26	34	54	46	37	37	44	73	76	58	44	56	63	67	39	60	106	63	62	59	62	30	38	22	40	35	43	29	57	63	14	42	22	56	15	29	10	23	28	62	47	41	47	30	2									
		10.30%	5.09%	8.14%	8.41%	7.20%	12.62%	9.52%	10.48%	13.96%	10.95%	15.84%	14.48%	10.41%	9.61%	13.30%	10.05%	12.74%	7.10%	11.74%	16.91%	12.33%	11.88%	12.37%	12.25%	8.20%	11.34%	6.51%	12.23%	7.83%	8.53%	6.90%	12.50%	10.24%	5.86%	13.73%	9.32%	12.87%	4.64%	7.16%	3.21%	7.52%	7.18%	11.85%	10.66%	10.59%	10.51%	7.46%	2.08%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
