Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Черемисиновская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	2	1	0	0	0	0	3	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1									
		0.29%	0.31%	0.16%	0.00%	0.00%	0.00%	0.00%	4.62%	0.00%	0.00%	0.00%	0.00%	1.10%	0.45%	0.60%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	1.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	4	8	1	0	0	2	0	1	0	1	1	1	0	1	1	0	2	0	0	1	0	0	0	0									
		0.59%	0.62%	1.29%	0.52%	0.00%	0.00%	2.15%	0.00%	0.89%	0.00%	0.63%	0.71%	1.10%	0.00%	0.60%	0.60%	0.00%	0.83%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	7	3	0	0	0	0	0	0	2	1	0	0	2	1	2	0	3	0	0	0	0	0	0	0									
		0.51%	1.09%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.63%	0.00%	0.00%	0.90%	0.60%	1.19%	0.00%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	521	112	107	19	14	7	12	5	6	25	7	14	16	16	12	18	8	18	8	16	31	3	16	20	11									
		12.72%	17.39%	17.20%	9.95%	13.21%	10.29%	12.90%	7.69%	5.36%	14.45%	4.38%	10.00%	17.58%	7.21%	7.14%	10.71%	15.69%	7.44%	7.21%	10.53%	18.79%	3.95%	12.90%	23.26%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	10	17	3	1	0	1	0	1	4	5	1	0	3	2	3	0	2	1	5	3	0	0	2	1									
		1.59%	1.55%	2.73%	1.57%	0.94%	0.00%	1.08%	0.00%	0.89%	2.31%	3.13%	0.71%	0.00%	1.35%	1.19%	1.79%	0.00%	0.83%	0.90%	3.29%	1.82%	0.00%	0.00%	2.33%	1.52%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	77	16	15	1	1	4	2	0	1	1	3	2	6	4	2	0	0	0	1	2	1	7	3	0	5									
		1.88%	2.48%	2.41%	0.52%	0.94%	5.88%	2.15%	0.00%	0.89%	0.58%	1.88%	1.43%	6.59%	1.80%	1.19%	0.00%	0.00%	0.00%	0.90%	1.32%	0.61%	9.21%	2.42%	0.00%	7.58%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
