Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Тацинская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353									
		0.24%	0.29%	0.00%	0.00%	1.89%	0.00%	0.25%	0.08%	0.29%	0.20%	0.65%	0.00%	0.32%	0.00%	1.15%	0.24%	0.13%	0.37%	0.13%	0.49%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1743	115	61	51	94	71	111	67	46	42	64	41	49	60	1	31	77	101	87	29	31	24	41	30	16	18	26	46	41	17	66	29	41	119									
		9.90%	8.23%	8.48%	8.50%	13.64%	14.95%	13.98%	5.48%	6.56%	8.43%	13.82%	15.83%	15.76%	13.82%	1.15%	7.58%	10.25%	9.40%	11.27%	14.15%	7.42%	10.08%	12.77%	8.75%	7.92%	13.85%	9.70%	6.05%	8.40%	8.17%	8.97%	7.92%	10.43%	13.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	126	63	0	3	10	0	6	3	0	0	1	2	0	1	1	1	1	9	5	3	1	0	0	0	0	0	0	1	1	0	4	0	0	10									
		0.72%	4.51%	0.00%	0.50%	1.45%	0.00%	0.76%	0.25%	0.00%	0.00%	0.22%	0.77%	0.00%	0.23%	1.15%	0.24%	0.13%	0.84%	0.65%	1.46%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.20%	0.00%	0.54%	0.00%	0.00%	1.14%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	77	14	2	1	1	2	5	4	6	2	4	0	1	2	0	1	2	9	2	3	2	0	1	3	0	0	0	2	0	2	1	1	1	3									
		0.44%	1.00%	0.28%	0.17%	0.15%	0.42%	0.63%	0.33%	0.86%	0.40%	0.86%	0.00%	0.32%	0.46%	0.00%	0.24%	0.27%	0.84%	0.26%	1.46%	0.48%	0.00%	0.31%	0.87%	0.00%	0.00%	0.00%	0.26%	0.00%	0.96%	0.14%	0.27%	0.25%	0.34%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	1	0	1	2	0	0	1	0	2	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1									
		0.08%	0.00%	0.00%	0.17%	0.00%	0.21%	0.25%	0.00%	0.00%	0.20%	0.00%	0.77%	0.32%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.49%	0.24%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	4	3	2	0	5	8	1	0	0	3	1	0	2	1	0	2	5	2	1	1	0	0	2	0	0	1	4	1	0	4	1	0	5									
		0.33%	0.29%	0.42%	0.33%	0.00%	1.05%	1.01%	0.08%	0.00%	0.00%	0.65%	0.39%	0.00%	0.46%	1.15%	0.00%	0.27%	0.47%	0.26%	0.49%	0.24%	0.00%	0.00%	0.58%	0.00%	0.00%	0.37%	0.53%	0.20%	0.00%	0.54%	0.27%	0.00%	0.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2100	152	100	61	106	102	138	113	41	48	51	23	27	39	1	41	111	127	118	29	52	27	22	38	17	0	56	99	22	12	66	18	41	202									
		11.92%	10.87%	13.91%	10.17%	15.38%	21.47%	17.38%	9.24%	5.85%	9.64%	11.02%	8.88%	8.68%	8.99%	1.15%	10.02%	14.78%	11.82%	15.28%	14.15%	12.44%	11.34%	6.85%	11.08%	8.42%	0.00%	20.90%	13.03%	4.51%	5.77%	8.97%	4.92%	10.43%	22.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	5	1	1	8	0	2	1	2	1	2	0	1	1	0	1	2	7	2	3	0	0	0	0	2	0	0	0	1	1	0	0	0	2									
		0.26%	0.36%	0.14%	0.17%	1.16%	0.00%	0.25%	0.08%	0.29%	0.20%	0.43%	0.00%	0.32%	0.23%	0.00%	0.24%	0.27%	0.65%	0.26%	1.46%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.20%	0.48%	0.00%	0.00%	0.00%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	335	23	20	4	14	6	14	27	7	4	13	6	10	9	0	6	27	50	12	5	6	3	4	1	5	0	0	10	3	5	7	3	3	28									
		1.90%	1.65%	2.78%	0.67%	2.03%	1.26%	1.76%	2.21%	0.99%	0.80%	2.81%	2.32%	3.22%	2.07%	0.00%	1.47%	3.60%	4.66%	1.55%	2.44%	1.44%	1.26%	1.25%	0.29%	2.48%	0.00%	0.00%	1.32%	0.61%	2.40%	0.95%	0.82%	0.76%	3.18%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
