Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Татышлинская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029					
		0.70%	0.69%	0.00%	1.20%	0.58%	0.77%	0.51%	0.00%	0.81%	0.28%	0.54%	0.71%	0.00%	0.97%	0.81%	0.26%	0.80%	0.21%	0.48%	0.41%	0.20%	0.00%	2.33%	0.00%	0.45%	1.33%	0.53%	1.06%	0.80%	1.04%	0.88%	0.90%	1.71%	0.00%	0.00%	0.00%	0.32%	1.06%	0.90%	0.89%	0.40%	2.11%	2.74%	0.51%	0.88%	0.47%	0.81%	1.31%	0.86%	1.39%	1.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	87	0	0	1	2	2	1	0	0	1	2	0	0	3	5	1	13	1	6	3	2	0	0	0	0	1	1	1	5	1	3	4	1	1	1	0	0	0	3	2	1	0	2	2	3	5	0	4	3	0	0	0					
		0.48%	0.00%	0.00%	0.30%	0.39%	1.54%	0.51%	0.00%	0.00%	0.28%	0.54%	0.00%	0.00%	0.58%	1.36%	0.13%	0.95%	0.11%	0.72%	0.41%	0.40%	0.00%	0.00%	0.00%	0.00%	1.33%	0.26%	0.35%	0.80%	0.35%	0.66%	0.90%	0.57%	0.48%	0.93%	0.00%	0.00%	0.00%	0.45%	0.89%	0.40%	0.00%	0.42%	1.02%	0.88%	1.18%	0.00%	1.05%	0.86%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	19	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	1	2	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.11%	0.24%	0.14%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.32%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17603	280	80	321	501	127	188	190	243	347	359	138	107	491	353	739	1324	922	799	696	487	182	83	421	443	72	360	268	602	276	428	420	168	203	103	241	307	92	647	214	243	137	452	189	326	411	235	364	324	351	190	159					
		96.39%	96.89%	95.24%	96.40%	97.28%	97.69%	95.43%	96.94%	97.98%	98.02%	96.77%	97.87%	97.27%	95.71%	95.66%	96.22%	96.78%	97.05%	96.03%	96.13%	98.19%	87.92%	96.51%	98.59%	99.11%	96.00%	95.24%	95.04%	96.47%	95.50%	94.48%	95.02%	96.00%	98.07%	96.26%	99.18%	98.71%	97.87%	97.00%	95.11%	96.05%	96.48%	95.16%	95.94%	96.17%	96.71%	95.14%	95.29%	92.84%	97.23%	95.00%	96.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	13	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.35%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.16%	0.00%	0.22%	0.23%	0.00%	0.00%	1.87%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
