Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Вичугская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	113	7	5	5	9	10	5	8	3	8	7	4	3	2	4	4	10	5	4	1	5	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	117	6	6	5	13	7	3	12	4	5	10	6	5	4	3	5	2	4	1	4	5	7									
		1.03%	1.38%	1.34%	1.01%	2.62%	1.23%	0.59%	1.78%	0.67%	0.86%	1.38%	0.97%	1.32%	0.77%	0.75%	1.01%	0.39%	0.44%	0.26%	0.82%	0.86%	1.43%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	345	19	17	10	14	20	20	27	13	14	19	25	11	9	10	18	16	18	12	7	22	24									
		3.05%	4.36%	3.79%	2.02%	2.82%	3.53%	3.94%	3.99%	2.17%	2.40%	2.62%	4.03%	2.89%	1.73%	2.50%	3.62%	3.14%	1.98%	3.14%	1.43%	3.77%	4.91%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	367	11	19	20	13	15	10	20	15	29	23	22	10	20	12	16	20	24	10	10	23	25									
		3.24%	2.52%	4.23%	4.04%	2.62%	2.65%	1.97%	2.96%	2.51%	4.97%	3.17%	3.54%	2.63%	3.85%	3.00%	3.22%	3.92%	2.64%	2.62%	2.05%	3.94%	5.11%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4763	150	140	189	206	184	192	200	268	216	339	200	178	244	181	231	272	511	201	305	180	176									
		42.10%	34.40%	31.18%	38.18%	41.45%	32.45%	37.80%	29.59%	44.82%	36.99%	46.76%	32.21%	46.84%	47.01%	45.25%	46.48%	53.33%	56.28%	52.62%	62.50%	30.82%	35.99%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	70	3	2	4	5	2	2	7	2	2	13	7	2	3	4	1	2	1	2	1	2	3									
		0.62%	0.69%	0.45%	0.81%	1.01%	0.35%	0.39%	1.04%	0.33%	0.34%	1.79%	1.13%	0.53%	0.58%	1.00%	0.20%	0.39%	0.11%	0.52%	0.20%	0.34%	0.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	0	1	0	2	0	2	0	1	4	3	0	0	0	1	1	1	3	1	0	0									
		0.19%	0.23%	0.00%	0.20%	0.00%	0.35%	0.00%	0.30%	0.00%	0.17%	0.55%	0.48%	0.00%	0.00%	0.00%	0.20%	0.20%	0.11%	0.79%	0.20%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2221	92	106	100	96	117	109	129	98	127	143	132	89	140	81	85	74	133	84	70	109	107									
		19.63%	21.10%	23.61%	20.20%	19.32%	20.63%	21.46%	19.08%	16.39%	21.75%	19.72%	21.26%	23.42%	26.97%	20.25%	17.10%	14.51%	14.65%	21.99%	14.34%	18.66%	21.88%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	51	5	1	5	1	7	0	1	2	4	4	1	1	2	0	0	2	3	0	4	3	5									
		0.45%	1.15%	0.22%	1.01%	0.20%	1.23%	0.00%	0.15%	0.33%	0.68%	0.55%	0.16%	0.26%	0.39%	0.00%	0.00%	0.39%	0.33%	0.00%	0.82%	0.51%	1.02%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	90	2	4	2	5	6	2	8	8	4	9	7	4	1	4	3	2	2	3	3	4	7									
		0.80%	0.46%	0.89%	0.40%	1.01%	1.06%	0.39%	1.18%	1.34%	0.68%	1.24%	1.13%	1.05%	0.19%	1.00%	0.60%	0.39%	0.22%	0.79%	0.61%	0.68%	1.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	1	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.16%	0.00%	0.19%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	119	3	3	9	8	6	4	13	12	10	12	2	2	3	3	4	5	4	3	2	10	1									
		1.05%	0.69%	0.67%	1.82%	1.61%	1.06%	0.79%	1.92%	2.01%	1.71%	1.66%	0.32%	0.53%	0.58%	0.75%	0.80%	0.98%	0.44%	0.79%	0.41%	1.71%	0.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2123	97	104	95	107	139	114	167	118	122	90	138	58	70	71	92	79	151	41	52	127	91									
		18.77%	22.25%	23.16%	19.19%	21.53%	24.51%	22.44%	24.70%	19.73%	20.89%	12.41%	22.22%	15.26%	13.49%	17.75%	18.51%	15.49%	16.63%	10.73%	10.66%	21.75%	18.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	2	3	7	5	2	3	7	2	0	1	7	1	2	1	4	1	6	2	1	3	1									
		0.54%	0.46%	0.67%	1.41%	1.01%	0.35%	0.59%	1.04%	0.33%	0.00%	0.14%	1.13%	0.26%	0.39%	0.25%	0.80%	0.20%	0.66%	0.52%	0.20%	0.51%	0.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	811	37	41	36	18	51	42	73	52	37	48	63	14	15	20	25	30	45	16	24	88	36									
		7.17%	8.49%	9.13%	7.27%	3.62%	8.99%	8.27%	10.80%	8.70%	6.34%	6.62%	10.14%	3.68%	2.89%	5.00%	5.03%	5.88%	4.96%	4.19%	4.92%	15.07%	7.36%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
