Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Немская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	538	3	64	11	5	5	40	25	62	34	31	108	105	14	31					
		9.22%	4.17%	6.90%	3.36%	4.07%	6.58%	11.87%	5.83%	31.47%	12.55%	9.34%	8.89%	10.31%	5.26%	12.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	0	2	4	0	1	1	0	0	0	1	2	2	1	0					
		0.24%	0.00%	0.22%	1.22%	0.00%	1.32%	0.30%	0.00%	0.00%	0.00%	0.30%	0.16%	0.20%	0.38%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	2	0	1	0	1	0	0	0	0	5	4	0	0					
		0.22%	0.00%	0.22%	0.00%	0.81%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.41%	0.39%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	565	9	97	29	22	5	46	26	15	25	24	136	93	12	26					
		9.68%	12.50%	10.45%	8.87%	17.89%	6.58%	13.65%	6.06%	7.61%	9.23%	7.23%	11.19%	9.14%	4.51%	10.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	244	1	45	17	5	11	6	19	11	9	5	51	47	10	7					
		4.18%	1.39%	4.85%	5.20%	4.07%	14.47%	1.78%	4.43%	5.58%	3.32%	1.51%	4.20%	4.62%	3.76%	2.85%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	41	0	5	2	1	1	2	1	0	4	0	16	8	1	0					
		0.70%	0.00%	0.54%	0.61%	0.81%	1.32%	0.59%	0.23%	0.00%	1.48%	0.00%	1.32%	0.79%	0.38%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3709	51	608	235	65	38	204	291	79	149	236	761	656	177	159					
		63.54%	70.83%	65.52%	71.87%	52.85%	50.00%	60.53%	67.83%	40.10%	54.98%	71.08%	62.63%	64.44%	66.54%	64.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	20	0	3	2	0	0	1	0	0	0	5	3	5	1	0					
		0.34%	0.00%	0.32%	0.61%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	1.51%	0.25%	0.49%	0.38%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
