Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
Наименование Избирательной комиссии:    Курганинская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	999	31	35	26	24	17	10	34	22	31	30	21	20	40	40	75	10	10	50	22	23	10	5	8	5	10	1	0	9	15	5	17	16	20	22	12	2	25	5	15	5	5	5	5	5	5	5	5	10	13	16	18	16	20	17	15	15	26	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	272	3	5	22	10	2	8	6	11	2	11	3	12	25	20	2	3	1	1	5	1	1	0	2	4	6	0	1	2	4	4	1	2	0	5	3	1	4	1	6	0	1	1	1	3	4	0	1	1	1	8	5	4	5	6	3	3	8	14	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	1	3	0	3	1	0	4	1	0	3	1	4	3	4	0	0	0	1	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	2	1	0	1	0	3	1	1	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5377	133	145	196	131	123	126	206	79	114	192	154	149	209	170	127	41	23	93	104	135	60	17	16	14	58	61	66	93	67	48	23	53	86	112	91	76	91	37	65	6	27	23	4	52	17	40	4	96	50	133	127	79	131	132	169	132	178	106	87					
		12.38%	9.62%	11.45%	16.43%	14.06%	16.67%	15.18%	13.62%	10.93%	15.36%	12.74%	15.70%	14.87%	14.52%	13.06%	9.26%	10.93%	7.49%	9.65%	12.52%	15.02%	9.26%	22.67%	14.04%	11.02%	9.56%	13.15%	12.24%	10.74%	8.11%	9.90%	7.67%	9.40%	13.40%	10.97%	14.87%	9.71%	11.45%	12.94%	9.08%	6.98%	25.00%	14.02%	6.25%	8.86%	6.99%	13.89%	2.92%	10.91%	8.67%	11.65%	11.21%	10.39%	12.78%	18.38%	15.79%	12.82%	14.22%	14.64%	12.91%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5479	30	155	53	138	100	112	191	114	94	177	109	126	80	166	53	56	34	152	138	151	107	16	24	19	111	86	85	157	176	84	43	66	86	93	78	75	154	62	102	6	8	28	5	75	20	10	12	116	35	142	128	125	162	67	183	156	172	85	91					
		12.62%	2.17%	12.24%	4.44%	14.81%	13.55%	13.49%	12.63%	15.77%	12.67%	11.75%	11.11%	12.57%	5.56%	12.75%	3.87%	14.93%	11.07%	15.77%	16.61%	16.80%	16.51%	21.33%	21.05%	14.96%	18.29%	18.53%	15.77%	18.13%	21.31%	17.32%	14.33%	11.70%	13.40%	9.11%	12.75%	9.58%	19.37%	21.68%	14.25%	6.98%	7.41%	17.07%	7.81%	12.78%	8.23%	3.47%	8.76%	13.18%	6.07%	12.43%	11.30%	16.45%	15.80%	9.33%	17.10%	15.15%	13.74%	11.74%	13.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	463	12	7	7	10	18	12	23	9	11	16	11	12	19	14	14	5	7	10	15	12	7	1	1	1	5	0	9	5	13	0	3	6	4	4	6	5	13	2	3	0	1	1	1	0	0	3	2	11	6	13	7	8	12	13	16	7	10	12	8					
		1.07%	0.87%	0.55%	0.59%	1.07%	2.44%	1.45%	1.52%	1.24%	1.48%	1.06%	1.12%	1.20%	1.32%	1.08%	1.02%	1.33%	2.28%	1.04%	1.81%	1.33%	1.08%	1.33%	0.88%	0.79%	0.82%	0.00%	1.67%	0.58%	1.57%	0.00%	1.00%	1.06%	0.62%	0.39%	0.98%	0.64%	1.64%	0.70%	0.42%	0.00%	0.93%	0.61%	1.56%	0.00%	0.00%	1.04%	1.46%	1.25%	1.04%	1.14%	0.62%	1.05%	1.17%	1.81%	1.50%	0.68%	0.80%	1.66%	1.19%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9774	259	338	279	203	206	236	372	212	197	320	252	274	332	334	269	79	87	149	136	203	126	9	11	17	161	93	131	169	180	97	81	129	163	191	147	136	195	49	133	16	13	15	2	186	44	73	26	259	140	330	151	120	233	142	207	246	315	154	147					
		22.51%	18.73%	26.70%	23.39%	21.78%	27.91%	28.43%	24.60%	29.32%	26.55%	21.23%	25.69%	27.35%	23.07%	25.65%	19.62%	21.07%	28.34%	15.46%	16.37%	22.58%	19.44%	12.00%	9.65%	13.39%	26.52%	20.04%	24.30%	19.52%	21.79%	20.00%	27.00%	22.87%	25.39%	18.71%	24.02%	17.37%	24.53%	17.13%	18.58%	18.60%	12.04%	9.15%	3.13%	31.69%	18.11%	25.35%	18.98%	29.43%	24.26%	28.90%	13.33%	15.79%	22.73%	19.78%	19.35%	23.88%	25.16%	21.27%	21.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	675	31	32	14	20	19	16	48	8	23	26	23	12	22	26	17	4	3	7	26	11	5	1	1	0	1	6	10	11	16	3	0	2	8	6	11	12	6	1	6	0	0	3	0	3	0	1	2	7	4	17	4	11	6	21	24	20	28	10	20					
		1.55%	2.24%	2.53%	1.17%	2.15%	2.57%	1.93%	3.17%	1.11%	3.10%	1.73%	2.34%	1.20%	1.53%	1.99%	1.24%	1.07%	0.98%	0.73%	3.13%	1.22%	0.77%	1.33%	0.88%	0.00%	0.16%	1.29%	1.86%	1.27%	1.94%	0.62%	0.00%	0.35%	1.25%	0.59%	1.80%	1.53%	0.75%	0.35%	0.84%	0.00%	0.00%	1.83%	0.00%	0.51%	0.00%	0.35%	1.46%	0.80%	0.69%	1.49%	0.35%	1.45%	0.59%	2.92%	2.24%	1.94%	2.24%	1.38%	2.97%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20648	890	558	639	409	258	323	637	284	292	751	415	407	741	569	881	188	143	542	389	372	331	27	60	75	262	209	228	413	321	242	141	302	275	576	264	470	311	128	397	58	59	92	52	269	126	116	74	372	335	470	686	387	453	323	441	445	517	345	308					
		47.54%	64.35%	44.08%	53.56%	43.88%	34.96%	38.92%	42.13%	39.28%	39.35%	49.83%	42.30%	40.62%	51.49%	43.70%	64.26%	50.13%	46.58%	56.22%	46.81%	41.38%	51.08%	36.00%	52.63%	59.06%	43.16%	45.04%	42.30%	47.69%	38.86%	49.90%	47.00%	53.55%	42.83%	56.42%	43.14%	60.03%	39.12%	44.76%	55.45%	67.44%	54.63%	56.10%	81.25%	45.83%	51.85%	40.28%	54.01%	42.27%	58.06%	41.16%	60.55%	50.92%	44.20%	44.99%	41.21%	43.20%	41.29%	47.65%	45.70%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	249	4	9	3	8	4	5	4	5	1	7	3	8	12	6	7	1	0	1	7	4	5	1	1	0	2	1	2	5	45	0	1	1	3	1	5	3	3	3	3	0	0	0	0	0	0	2	0	7	1	8	6	5	1	5	9	5	4	6	6					
		0.57%	0.29%	0.71%	0.25%	0.86%	0.54%	0.60%	0.26%	0.69%	0.13%	0.46%	0.31%	0.80%	0.83%	0.46%	0.51%	0.27%	0.00%	0.10%	0.84%	0.44%	0.77%	1.33%	0.88%	0.00%	0.33%	0.22%	0.37%	0.58%	5.45%	0.00%	0.33%	0.18%	0.47%	0.10%	0.82%	0.38%	0.38%	1.05%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.80%	0.17%	0.70%	0.53%	0.66%	0.10%	0.70%	0.84%	0.49%	0.32%	0.83%	0.89%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
