Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Нижнекамская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	1	0	2	5	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0									
		0.06%	0.08%	0.00%	0.43%	0.25%	0.13%	0.00%	0.25%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.09%	0.05%	0.00%	0.05%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	2	1	2	6	1	0	1	0	0	2	0	1	1	0	2	0	0	4	1	0	0	0	1	1	0	0	0	1	3	1	2	2	1									
		0.13%	0.15%	0.08%	0.43%	0.30%	0.13%	0.00%	0.25%	0.00%	0.00%	0.44%	0.00%	0.34%	0.21%	0.00%	0.63%	0.00%	0.00%	0.40%	0.66%	0.00%	0.00%	0.00%	0.17%	0.20%	0.00%	0.00%	0.00%	0.10%	0.14%	0.05%	0.09%	0.10%	0.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	704	42	24	5	44	28	11	10	22	13	28	4	1	23	1	18	8	10	42	10	5	28	4	40	11	7	11	19	20	61	46	34	31	43									
		2.57%	3.20%	1.93%	1.07%	2.19%	3.76%	3.38%	2.48%	2.77%	4.09%	6.15%	0.62%	0.34%	4.90%	0.51%	5.68%	3.48%	2.08%	4.20%	6.62%	1.74%	4.48%	0.64%	6.99%	2.18%	2.98%	2.59%	3.76%	1.99%	2.78%	2.17%	1.59%	1.56%	1.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	0	1	5	1	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	2	1	3	1	8									
		0.12%	0.00%	0.00%	0.21%	0.25%	0.13%	0.31%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.43%	0.24%	0.00%	0.10%	0.09%	0.05%	0.14%	0.05%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	213	4	10	4	15	4	3	5	5	0	8	3	0	4	0	0	6	2	9	0	0	2	1	1	5	1	3	5	11	3	39	12	21	27									
		0.78%	0.30%	0.80%	0.85%	0.75%	0.54%	0.92%	1.24%	0.63%	0.00%	1.76%	0.47%	0.00%	0.85%	0.00%	0.00%	2.61%	0.42%	0.90%	0.00%	0.00%	0.32%	0.16%	0.17%	0.99%	0.43%	0.71%	0.99%	1.10%	0.14%	1.84%	0.56%	1.06%	1.16%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
