Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Воловская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125									
		0.23%	0.00%	0.90%	0.00%	0.00%	0.00%	0.78%	0.00%	0.20%	0.85%	0.38%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.69%	0.30%	0.00%	0.00%	0.00%	0.51%	0.00%	0.25%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	1	0	2	0	0	0	0	1	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	1.09%	0.00%	0.00%	0.34%	0.83%	0.00%	0.35%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	520	17	15	17	11	13	34	16	142	9	4	5	6	13	39	1	3	33	0	32	32	29	11	10	6	22									
		7.92%	6.46%	13.51%	5.54%	10.28%	6.81%	13.28%	5.30%	14.16%	7.63%	1.50%	2.72%	7.23%	5.33%	13.27%	0.83%	1.32%	11.54%	0.00%	9.73%	11.72%	9.76%	12.36%	2.53%	4.69%	5.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	1	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	2	0	1	0	0	1	0	1									
		0.20%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.69%	0.00%	0.37%	0.00%	0.00%	0.25%	0.00%	0.25%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	1	0	0	1	0	1	0	7	1	2	0	0	1	0	1	0	0	1	1	2	0	0	3	0	3									
		0.38%	0.38%	0.00%	0.00%	0.93%	0.00%	0.39%	0.00%	0.70%	0.85%	0.75%	0.00%	0.00%	0.41%	0.00%	0.83%	0.00%	0.00%	0.34%	0.30%	0.73%	0.00%	0.00%	0.76%	0.00%	0.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	0	0	0	0	1	0	1	7	3	0	1	0	0	0	2	0	1	0	0	0	0	0	2	0	1									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.33%	0.70%	2.54%	0.00%	0.54%	0.00%	0.00%	0.00%	1.65%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	838	14	23	51	22	11	43	24	155	19	33	26	6	23	56	4	10	31	57	41	38	23	19	61	16	32									
		12.76%	5.32%	20.72%	16.61%	20.56%	5.76%	16.80%	7.95%	15.45%	16.10%	12.41%	14.13%	7.23%	9.43%	19.05%	3.31%	4.39%	10.84%	19.59%	12.46%	13.92%	7.74%	21.35%	15.44%	12.50%	8.02%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	1	1	1	0	0	1	6	4	2	2	1	0	2	1	1	0	0	1	0	1	0	0	1	0	0									
		0.40%	0.38%	0.90%	0.33%	0.00%	0.00%	0.39%	1.99%	0.40%	1.69%	0.75%	0.54%	0.00%	0.82%	0.34%	0.83%	0.00%	0.00%	0.34%	0.00%	0.37%	0.00%	0.00%	0.25%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	106	1	1	1	0	1	3	5	34	1	4	3	3	1	7	4	2	5	10	2	2	5	0	6	0	5									
		1.61%	0.38%	0.90%	0.33%	0.00%	0.52%	1.17%	1.66%	3.39%	0.85%	1.50%	1.63%	3.61%	0.41%	2.38%	3.31%	0.88%	1.75%	3.44%	0.61%	0.73%	1.68%	0.00%	1.52%	0.00%	1.25%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
