Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
"Наименование Избирательной комиссии:    Новосибирск, Первомайская "																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	290	5	3	18	14	10	18	9	16	13	9	19	10	17	6	2	11	10	12	10	3	9	11	14	10	15	7	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	197	3	8	10	8	25	4	8	5	6	14	12	7	7	3	10	8	0	5	10	4	5	4	2	13	4	6	6					
14	Число погашенных открепительных удостоверений	95	5	7	2	6	5	2	1	4	7	1	1	0	3	4	8	4	0	3	5	7	6	4	1	5	0	3	1					
15	Число открепительных удостоверений выданных ТИК	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	405	8	8	13	23	12	9	13	18	15	30	13	4	16	8	7	13	30	16	13	10	20	20	20	15	31	14	6					
		1.49%	1.38%	1.61%	1.36%	1.71%	1.78%	1.05%	1.47%	1.47%	1.74%	2.35%	1.31%	0.59%	1.31%	0.94%	0.80%	1.31%	2.65%	1.98%	1.17%	1.34%	1.49%	1.59%	1.41%	1.08%	2.42%	1.59%	0.59%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1031	26	10	23	73	26	45	30	51	36	46	53	20	53	24	40	52	37	13	35	17	63	43	48	58	46	26	37					
		3.81%	4.49%	2.01%	2.42%	5.44%	3.85%	5.28%	3.39%	4.18%	4.18%	3.61%	5.35%	2.96%	4.34%	2.84%	4.61%	5.27%	3.28%	1.61%	3.17%	2.29%	4.72%	3.43%	3.39%	4.18%	3.59%	2.96%	3.64%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	856	24	20	35	31	23	23	21	34	42	34	23	19	25	21	21	36	39	39	34	41	43	32	31	46	47	35	37					
		3.16%	4.15%	4.03%	3.68%	2.31%	3.41%	2.69%	2.37%	2.78%	4.87%	2.66%	2.32%	2.81%	2.04%	2.48%	2.42%	3.65%	3.45%	4.83%	3.07%	5.53%	3.22%	2.55%	2.19%	3.32%	3.67%	3.99%	3.64%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1339	32	15	40	87	48	35	61	61	45	55	59	33	71	31	42	47	51	30	51	39	62	61	80	60	56	37	50					
		4.95%	5.53%	3.02%	4.21%	6.49%	7.12%	4.10%	6.90%	5.00%	5.22%	4.31%	5.96%	4.88%	5.81%	3.67%	4.84%	4.76%	4.52%	3.72%	4.61%	5.26%	4.64%	4.87%	5.66%	4.33%	4.38%	4.21%	4.92%					
22	"5. ""За Русь Святую"""	338	7	6	11	11	9	9	11	18	13	9	12	6	10	13	14	17	20	12	14	14	14	21	17	19	13	4	14					
		1.24%	1.21%	1.20%	1.15%	0.82%	1.33%	1.05%	1.24%	1.47%	1.50%	0.70%	1.21%	0.88%	0.81%	1.54%	1.61%	1.72%	1.77%	1.48%	1.26%	1.88%	1.04%	1.67%	1.20%	1.37%	1.01%	0.45%	1.37%					
23	"6. ""Объединенная Российская партия ""Русь"""	63	1	2	2	4	2	4	2	1	0	5	1	0	0	0	3	3	3	1	2	8	2	4	1	6	3	1	2					
		0.23%	0.17%	0.40%	0.21%	0.29%	0.29%	0.46%	0.22%	0.08%	0.0%	0.39%	0.10%	0.0%	0.0%	0.0%	0.34%	0.30%	0.26%	0.12%	0.18%	1.07%	0.14%	0.31%	0.07%	0.43%	0.23%	0.11%	0.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	224	3	5	6	9	1	5	6	13	5	15	14	10	7	9	6	7	8	12	14	4	10	7	11	10	8	11	8					
		0.82%	0.51%	1.00%	0.63%	0.67%	0.14%	0.58%	0.67%	1.06%	0.58%	1.17%	1.41%	1.48%	0.57%	1.06%	0.69%	0.70%	0.70%	1.48%	1.26%	0.53%	0.74%	0.55%	0.77%	0.72%	0.62%	1.25%	0.78%					
25	"8. ""Народно-республиканская партия России"""	34	2	0	3	1	1	1	2	0	0	3	3	0	0	2	1	2	2	0	1	3	3	1	1	1	1	0	0					
		0.12%	0.34%	0.0%	0.31%	0.07%	0.14%	0.11%	0.22%	0.0%	0.0%	0.23%	0.30%	0.0%	0.0%	0.23%	0.11%	0.20%	0.17%	0.0%	0.09%	0.40%	0.22%	0.07%	0.07%	0.07%	0.07%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	146	1	4	7	9	4	5	4	5	8	13	4	2	7	6	10	3	2	1	10	3	8	3	10	5	7	2	3					
		0.53%	0.17%	0.80%	0.73%	0.67%	0.59%	0.58%	0.45%	0.41%	0.92%	1.02%	0.40%	0.29%	0.57%	0.71%	1.15%	0.30%	0.17%	0.12%	0.90%	0.40%	0.59%	0.23%	0.70%	0.36%	0.54%	0.22%	0.29%					
27	"10. ""Аграрная партия России"""	475	19	7	17	15	12	20	14	11	16	16	16	14	22	14	21	15	20	15	17	18	25	22	24	21	26	18	20					
		1.75%	3.28%	1.41%	1.78%	1.11%	1.78%	2.34%	1.58%	0.90%	1.85%	1.25%	1.61%	2.07%	1.80%	1.65%	2.42%	1.52%	1.77%	1.86%	1.53%	2.42%	1.87%	1.75%	1.69%	1.51%	2.03%	2.05%	1.97%					
28	"11. ""Истинные патриоты России"""	24	0	0	1	1	1	1	1	0	1	0	1	0	1	2	0	0	1	1	0	1	0	1	0	1	5	2	2					
		0.08%	0.0%	0.0%	0.10%	0.07%	0.14%	0.11%	0.11%	0.0%	0.11%	0.0%	0.10%	0.0%	0.08%	0.23%	0.0%	0.0%	0.08%	0.12%	0.0%	0.13%	0.0%	0.07%	0.0%	0.07%	0.39%	0.22%	0.19%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	213	8	2	9	15	5	8	10	17	4	6	6	7	7	6	9	8	11	8	8	8	7	1	9	14	8	11	1					
		0.78%	1.38%	0.40%	0.94%	1.11%	0.74%	0.93%	1.13%	1.39%	0.46%	0.47%	0.60%	1.03%	0.57%	0.71%	1.03%	0.81%	0.97%	0.99%	0.72%	1.07%	0.52%	0.07%	0.63%	1.01%	0.62%	1.25%	0.09%					
30	"13. ""Демократическая партия России"""	64	3	3	4	1	3	2	0	4	1	4	3	1	2	1	3	0	3	0	5	1	2	2	8	4	3	0	1					
		0.23%	0.51%	0.60%	0.42%	0.07%	0.44%	0.23%	0.0%	0.32%	0.11%	0.31%	0.30%	0.14%	0.16%	0.11%	0.34%	0.0%	0.26%	0.0%	0.45%	0.13%	0.14%	0.15%	0.56%	0.28%	0.23%	0.0%	0.09%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	0	0	1	4	2	0	2	2	2	3	1	5	2	2	2	0	5	2	2	4	6	0	0	2	3	2	1					
		0.20%	0.0%	0.0%	0.10%	0.29%	0.29%	0.0%	0.22%	0.16%	0.23%	0.23%	0.10%	0.74%	0.16%	0.23%	0.23%	0.0%	0.44%	0.24%	0.18%	0.53%	0.44%	0.0%	0.0%	0.14%	0.23%	0.22%	0.09%					
32	"15. ""Партия СЛОН"""	56	0	0	3	8	1	1	2	1	1	3	1	3	3	3	4	0	3	0	1	0	4	4	3	3	0	3	1					
		0.20%	0.0%	0.0%	0.31%	0.59%	0.14%	0.11%	0.22%	0.08%	0.11%	0.23%	0.10%	0.44%	0.24%	0.35%	0.46%	0.0%	0.26%	0.0%	0.09%	0.0%	0.29%	0.31%	0.21%	0.21%	0.0%	0.34%	0.09%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2476	39	35	100	146	53	70	42	117	76	104	76	49	129	77	97	113	98	88	144	43	112	120	130	131	117	86	84					
		9.15%	6.74%	7.05%	10.52%	10.89%	7.86%	8.21%	4.75%	9.59%	8.82%	8.16%	7.68%	7.25%	10.56%	9.12%	11.18%	11.46%	8.68%	10.91%	13.04%	5.80%	8.39%	9.58%	9.20%	9.45%	9.15%	9.80%	8.27%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	1	0	2	2	2	0	5	3	3	4	3	1	3	0	3	1	7	1	1	5	5	1	3	1	2	4	1					
		0.23%	0.17%	0.0%	0.21%	0.14%	0.29%	0.0%	0.56%	0.24%	0.34%	0.31%	0.30%	0.14%	0.24%	0.0%	0.34%	0.10%	0.62%	0.12%	0.09%	0.67%	0.37%	0.07%	0.21%	0.07%	0.15%	0.45%	0.09%					
35	"18. ""ЛДПР"""	3087	76	61	87	118	103	95	135	115	83	164	110	70	145	119	90	83	116	87	108	76	115	173	210	186	162	87	113					
		11.41%	13.14%	12.29%	9.15%	8.80%	15.28%	11.15%	15.28%	9.43%	9.63%	12.87%	11.12%	10.37%	11.87%	14.09%	10.38%	8.41%	10.28%	10.79%	9.78%	10.25%	8.62%	13.81%	14.87%	13.42%	12.67%	9.92%	11.13%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	390	4	14	8	17	21	13	6	13	10	29	9	8	17	11	6	18	15	9	21	13	28	21	19	11	16	14	19					
		1.44%	0.69%	2.82%	0.84%	1.26%	3.11%	1.52%	0.67%	1.06%	1.16%	2.27%	0.91%	1.18%	1.39%	1.30%	0.69%	1.82%	1.32%	1.11%	1.90%	1.75%	2.09%	1.67%	1.34%	0.79%	1.25%	1.59%	1.87%					
37	"20. ""Политическая партия ""Единая Россия"""	7217	171	144	253	386	151	219	251	353	194	357	274	186	317	246	190	235	291	219	246	169	333	368	389	386	379	217	293					
		26.68%	29.58%	29.03%	26.63%	28.80%	22.40%	25.70%	28.42%	28.95%	22.53%	28.02%	27.70%	27.55%	25.96%	29.14%	21.91%	23.83%	25.79%	27.17%	22.28%	22.80%	24.96%	29.39%	27.54%	27.87%	29.65%	24.74%	28.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	45	2	3	1	3	1	2	0	1	4	2	1	1	1	1	1	1	2	1	0	4	2	3	4	1	1	0	2					
		0.16%	0.34%	0.60%	0.10%	0.22%	0.14%	0.23%	0.0%	0.08%	0.46%	0.15%	0.10%	0.14%	0.08%	0.11%	0.11%	0.10%	0.17%	0.12%	0.0%	0.53%	0.14%	0.23%	0.28%	0.07%	0.07%	0.0%	0.19%					
39	"22. ""Развитие предпринимательства"""	68	1	1	1	3	1	5	3	5	3	4	3	4	1	2	2	0	2	1	4	3	4	7	2	2	2	0	2					
		0.25%	0.17%	0.20%	0.10%	0.22%	0.14%	0.58%	0.33%	0.41%	0.34%	0.31%	0.30%	0.59%	0.08%	0.23%	0.23%	0.0%	0.17%	0.12%	0.36%	0.40%	0.29%	0.55%	0.14%	0.14%	0.15%	0.0%	0.19%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5605	100	108	235	267	104	210	151	250	210	223	202	178	250	160	206	245	254	151	260	172	332	207	221	238	252	212	207					
		20.72%	17.30%	21.77%	24.73%	19.92%	15.43%	24.64%	17.10%	20.50%	24.39%	17.50%	20.42%	26.37%	20.47%	18.95%	23.76%	24.84%	22.51%	18.73%	23.55%	23.21%	24.88%	16.53%	15.65%	17.18%	19.71%	24.17%	20.39%					
																																		
41	Против всех	2066	28	31	61	77	63	55	74	100	71	123	76	45	110	70	66	61	84	69	85	44	93	101	119	136	72	66	86					
		7.64%	4.84%	6.25%	6.42%	5.74%	9.34%	6.45%	8.38%	8.20%	8.24%	9.65%	7.68%	6.66%	9.00%	8.29%	7.61%	6.18%	7.44%	8.56%	7.69%	5.93%	6.97%	8.06%	8.42%	9.81%	5.63%	7.52%	8.47%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
