Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Крутинская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413					
15	"Число открепительных удостоверений, выданных в ТИК"	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	295	27	29	16	30	1	1	1	8	0	9	3	0	2	10	0	4	1	12	2	0	0	16	4	2	6	0	19	5	2	2	7	0	5	3	7	2	4	1	25	2	1	5	6	0	8	1	3	1	2	0					
		2.29%	2.18%	2.86%	1.64%	3.02%	0.98%	0.39%	1.18%	4.42%	0.00%	1.24%	2.44%	0.00%	1.90%	2.89%	0.00%	6.25%	4.00%	2.13%	1.44%	0.00%	0.00%	2.75%	3.51%	3.17%	4.96%	0.00%	2.68%	3.05%	1.82%	3.39%	3.74%	0.00%	4.76%	10.71%	1.39%	1.80%	4.40%	1.61%	2.48%	3.08%	2.00%	3.03%	6.67%	0.00%	1.96%	0.83%	2.70%	2.00%	6.45%	0.00%					
19	. Малышкин Олег Александрович	647	54	64	63	58	8	4	6	19	0	13	3	12	0	13	3	2	1	17	15	4	0	19	3	1	3	0	44	5	8	2	6	8	9	0	27	9	9	1	52	4	2	16	10	7	19	3	16	5	0	0					
		5.03%	4.35%	6.32%	6.45%	5.85%	7.84%	1.56%	7.06%	10.50%	0.00%	1.80%	2.44%	6.09%	0.00%	3.76%	2.46%	3.12%	4.00%	3.02%	10.79%	5.06%	0.00%	3.27%	2.63%	1.59%	2.48%	0.00%	6.21%	3.05%	7.27%	3.39%	3.21%	18.60%	8.57%	0.00%	5.37%	8.11%	9.89%	1.61%	5.15%	6.15%	4.00%	9.70%	11.11%	12.73%	4.66%	2.50%	14.41%	10.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	89	4	7	5	14	0	2	1	1	0	4	0	0	0	2	1	0	0	4	1	0	3	5	0	0	0	0	6	2	0	1	0	1	0	0	1	2	1	0	8	1	0	2	0	0	5	1	0	3	1	0					
		0.69%	0.32%	0.69%	0.51%	1.41%	0.00%	0.78%	1.18%	0.55%	0.00%	0.55%	0.00%	0.00%	0.00%	0.58%	0.82%	0.00%	0.00%	0.71%	0.72%	0.00%	5.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.85%	1.22%	0.00%	1.69%	0.00%	2.33%	0.00%	0.00%	0.20%	1.80%	1.10%	0.00%	0.79%	1.54%	0.00%	1.21%	0.00%	0.00%	1.23%	0.83%	0.00%	6.00%	3.23%	0.00%					
21	. Путин Владимир Владимирович	8415	836	616	581	633	77	191	66	121	85	513	104	152	88	235	87	25	18	408	63	69	28	448	92	55	106	72	420	118	82	34	128	15	54	18	313	88	65	29	475	25	41	110	64	38	309	74	83	24	19	20					
		65.44%	67.37%	60.81%	59.53%	63.81%	75.49%	74.32%	77.65%	66.85%	60.71%	70.95%	84.55%	77.16%	83.81%	67.92%	71.31%	39.06%	72.00%	72.47%	45.32%	87.34%	46.67%	77.11%	80.70%	87.30%	87.60%	84.71%	59.32%	71.95%	74.55%	57.63%	68.45%	34.88%	51.43%	64.29%	62.23%	79.28%	71.43%	46.77%	47.08%	38.46%	82.00%	66.67%	71.11%	69.09%	75.74%	61.67%	74.77%	48.00%	61.29%	54.05%					
22	. Хакамада Ирина Муцуовна	262	39	43	18	25	2	6	1	3	2	13	3	1	0	11	0	1	0	12	2	1	0	7	2	0	0	0	17	3	0	2	2	0	1	1	14	0	2	0	11	1	0	3	0	0	6	0	1	2	2	2					
		2.04%	3.14%	4.24%	1.84%	2.52%	1.96%	2.33%	1.18%	1.66%	1.43%	1.80%	2.44%	0.51%	0.00%	3.18%	0.00%	1.56%	0.00%	2.13%	1.44%	1.27%	0.00%	1.20%	1.75%	0.00%	0.00%	0.00%	2.40%	1.83%	0.00%	3.39%	1.07%	0.00%	0.95%	3.57%	2.78%	0.00%	2.20%	0.00%	1.09%	1.54%	0.00%	1.82%	0.00%	0.00%	1.47%	0.00%	0.90%	4.00%	6.45%	5.41%					
23	. Харитонов Николай Михайлович	2794	237	212	258	202	11	43	9	27	53	154	8	30	14	64	29	30	5	95	55	1	27	65	11	5	5	10	184	28	12	18	38	16	32	3	122	7	6	31	421	27	5	27	5	10	61	39	6	15	6	15					
		21.73%	19.10%	20.93%	26.43%	20.36%	10.78%	16.73%	10.59%	14.92%	37.86%	21.30%	6.50%	15.23%	13.33%	18.50%	23.77%	46.88%	20.00%	16.87%	39.57%	1.27%	45.00%	11.19%	9.65%	7.94%	4.13%	11.76%	25.99%	17.07%	10.91%	30.51%	20.32%	37.21%	30.48%	10.71%	24.25%	6.31%	6.59%	50.00%	41.72%	41.54%	10.00%	16.36%	5.56%	18.18%	14.95%	32.50%	5.41%	30.00%	19.35%	40.54%					
																																																									
24	Против всех	229	31	33	15	18	3	4	0	2	0	4	1	0	1	11	1	2	0	8	1	2	1	7	2	0	0	3	13	2	6	0	4	3	2	3	15	3	4	0	11	4	1	0	5	0	0	1	1	0	1	0					
		1.78%	2.50%	3.26%	1.54%	1.81%	2.94%	1.56%	0.00%	1.10%	0.00%	0.55%	0.81%	0.00%	0.95%	3.18%	0.82%	3.12%	0.00%	1.42%	0.72%	2.53%	1.67%	1.20%	1.75%	0.00%	0.00%	3.53%	1.84%	1.22%	5.45%	0.00%	2.14%	6.98%	1.90%	10.71%	2.98%	2.70%	4.40%	0.00%	1.09%	6.15%	2.00%	0.00%	5.56%	0.00%	0.00%	0.83%	0.90%	0.00%	3.23%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
