Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Бутурлинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431									
		12.60%	17.18%	15.99%	8.18%	9.73%	11.08%	5.00%	17.22%	9.14%	11.32%	12.35%	10.46%	9.97%	9.20%	10.88%	10.53%	15.98%	13.85%	14.14%	8.33%	20.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	4	0	2	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	0	1									
		0.19%	0.36%	0.00%	0.19%	0.00%	0.00%	0.24%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	1.05%	0.00%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	8	1	3	0	0	2	3	0	0	0	0	1	0	0	0	0	0	1	0	0									
		0.27%	0.72%	0.10%	0.28%	0.00%	0.00%	0.48%	0.77%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.26%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	7	5	0	0	2	0	8	0	0	1	2	0	0	3	0	1	0	0	0	1									
		0.43%	0.63%	0.52%	0.00%	0.00%	0.57%	0.00%	2.06%	0.00%	0.00%	0.62%	1.31%	0.00%	0.00%	1.05%	0.00%	0.46%	0.00%	0.00%	0.00%	0.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	872	229	185	72	40	28	38	58	18	5	13	14	44	11	22	0	25	19	18	13	20									
		12.61%	20.59%	19.21%	6.77%	15.56%	7.95%	9.05%	14.91%	10.29%	3.14%	8.02%	9.15%	15.12%	12.64%	7.72%	0.00%	11.42%	14.62%	9.42%	5.70%	9.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	4	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0									
		0.16%	0.36%	0.21%	0.00%	0.00%	0.28%	0.00%	0.26%	0.00%	0.00%	0.62%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	165	32	41	12	3	9	4	12	2	1	5	2	6	1	2	2	4	5	3	6	13									
		2.39%	2.88%	4.26%	1.13%	1.17%	2.56%	0.95%	3.08%	1.14%	0.63%	3.09%	1.31%	2.06%	1.15%	0.70%	3.51%	1.83%	3.85%	1.57%	2.63%	5.91%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
