Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Кувандыкская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657					
11	Число полученных открепительных  удостоверений	694	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	10	8	18	2	10	10	10	10	10	10	10	10	10	10	10	18	2	10	10	10	10	10	10	10	10	20	20	15	7	15	10	15	15	10	18	15	15	20	9					
12	Число выданных открепительных удостоверений	256	7	0	0	0	5	1	3	2	2	2	0	10	1	0	5	0	3	0	10	0	1	0	10	12	10	0	15	0	1	0	0	6	1	0	0	0	1	0	1	17	0	0	5	0	0	1	2	0	2	18	13	14	4	9	4	6	7	2	16	8	5	14	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	74	2	0	0	2	0	0	3	2	0	1	0	1	1	0	3	0	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	2	2	4	4	4	3	3	0	4	0	8	5	1	3					
14	Число неиспользованных открепительных удостоверений	438	3	10	10	10	5	9	7	8	8	8	10	0	9	10	5	10	7	10	0	10	9	10	0	0	0	8	3	2	9	10	10	4	9	10	10	10	9	10	9	1	2	10	5	10	10	9	8	10	8	2	7	1	3	6	6	9	8	8	2	7	10	6	9					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	904	13	2	5	8	8	0	8	16	3	8	3	13	10	5	8	2	2	0	14	3	9	1	10	7	7	8	15	1	2	4	7	16	12	0	3	6	10	6	6	6	1	0	4	3	4	1	25	0	22	41	42	35	26	15	33	47	35	10	70	73	44	86	20					
		3.60%	1.80%	1.77%	2.76%	5.30%	1.58%	0.00%	1.93%	4.94%	2.44%	1.79%	2.31%	2.78%	3.52%	2.75%	1.94%	2.60%	1.82%	0.00%	2.06%	1.44%	10.00%	1.30%	2.49%	2.00%	1.97%	6.45%	2.34%	0.29%	0.70%	2.68%	2.13%	4.02%	3.54%	0.00%	1.99%	7.06%	2.38%	2.34%	4.20%	1.54%	1.75%	0.00%	1.63%	2.19%	4.82%	1.69%	5.36%	0.00%	4.82%	3.43%	4.35%	3.31%	2.61%	3.30%	3.27%	7.53%	4.31%	2.70%	6.39%	6.37%	5.15%	6.42%	5.73%					
19	. Малышкин Олег Александрович	792	29	0	2	1	23	9	6	24	0	6	11	11	4	4	12	0	2	0	18	1	5	0	4	21	2	12	15	4	1	2	12	9	11	0	1	6	20	3	4	8	0	1	7	3	2	4	14	1	28	40	42	37	22	9	38	20	37	14	31	50	31	46	12					
		3.16%	4.01%	0.00%	1.10%	0.66%	4.54%	5.81%	1.45%	7.41%	0.00%	1.34%	8.46%	2.35%	1.41%	2.20%	2.91%	0.00%	1.82%	0.00%	2.64%	0.48%	5.56%	0.00%	1.00%	6.00%	0.56%	9.68%	2.34%	1.16%	0.35%	1.34%	3.65%	2.26%	3.24%	0.00%	0.66%	7.06%	4.75%	1.17%	2.80%	2.06%	0.00%	1.96%	2.86%	2.19%	2.41%	6.78%	3.00%	0.68%	6.14%	3.35%	4.35%	3.49%	2.21%	1.98%	3.77%	3.21%	4.56%	3.77%	2.83%	4.36%	3.63%	3.43%	3.44%					
20	. Миронов Сергей Михайлович	160	2	0	1	1	3	1	3	3	1	2	3	0	2	0	2	0	1	1	4	0	1	1	3	2	0	2	5	0	0	0	3	0	3	2	0	2	5	1	2	6	2	0	0	4	6	1	3	1	2	8	4	6	5	2	7	4	5	1	11	4	9	5	2					
		0.64%	0.28%	0.00%	0.55%	0.66%	0.59%	0.65%	0.72%	0.93%	0.81%	0.45%	2.31%	0.00%	0.70%	0.00%	0.48%	0.00%	0.91%	3.23%	0.59%	0.00%	1.11%	1.30%	0.75%	0.57%	0.00%	1.61%	0.78%	0.00%	0.00%	0.00%	0.91%	0.00%	0.88%	3.45%	0.00%	2.35%	1.19%	0.39%	1.40%	1.54%	3.51%	0.00%	0.00%	2.92%	7.23%	1.69%	0.64%	0.68%	0.44%	0.67%	0.41%	0.57%	0.50%	0.44%	0.69%	0.64%	0.62%	0.27%	1.00%	0.35%	1.05%	0.37%	0.57%					
21	. Путин Владимир Владимирович	13081	436	59	101	102	288	101	284	136	81	208	64	242	139	109	230	59	81	22	247	76	36	52	262	205	120	44	332	178	158	79	171	185	168	55	85	51	206	181	77	225	36	29	132	92	49	40	180	80	264	677	510	605	491	242	538	337	424	174	536	529	409	586	186					
		52.15%	60.30%	52.21%	55.80%	67.55%	56.80%	65.16%	68.43%	41.98%	65.85%	46.43%	49.23%	51.71%	48.94%	59.89%	55.69%	76.62%	73.64%	70.97%	36.27%	36.54%	40.00%	67.53%	65.34%	58.57%	33.71%	35.48%	51.79%	51.45%	55.63%	53.02%	51.98%	46.48%	49.56%	94.83%	56.29%	60.00%	48.93%	70.70%	53.85%	57.84%	63.16%	56.86%	53.88%	67.15%	59.04%	67.80%	38.63%	54.42%	57.89%	56.65%	52.80%	57.13%	49.25%	53.19%	53.37%	54.01%	52.22%	46.90%	48.95%	46.16%	47.89%	43.73%	53.30%					
22	. Хакамада Ирина Муцуовна	565	14	3	2	1	10	5	9	8	8	6	0	10	0	2	4	1	1	0	8	4	0	1	10	12	5	2	19	7	7	11	8	8	3	1	1	0	6	3	4	5	1	2	4	2	1	1	10	2	11	28	23	30	25	13	22	18	14	3	34	28	31	47	6					
		2.25%	1.94%	2.65%	1.10%	0.66%	1.97%	3.23%	2.17%	2.47%	6.50%	1.34%	0.00%	2.14%	0.00%	1.10%	0.97%	1.30%	0.91%	0.00%	1.17%	1.92%	0.00%	1.30%	2.49%	3.43%	1.40%	1.61%	2.96%	2.02%	2.46%	7.38%	2.43%	2.01%	0.88%	1.72%	0.66%	0.00%	1.43%	1.17%	2.80%	1.29%	1.75%	3.92%	1.63%	1.46%	1.20%	1.69%	2.15%	1.36%	2.41%	2.34%	2.38%	2.83%	2.51%	2.86%	2.18%	2.88%	1.72%	0.81%	3.11%	2.44%	3.63%	3.51%	1.72%					
23	. Харитонов Николай Михайлович	8523	215	46	64	38	164	37	93	119	28	213	47	164	114	57	147	14	22	7	354	116	34	22	100	85	216	55	238	151	108	51	115	171	119	0	59	17	129	59	42	129	17	19	86	31	17	10	221	61	109	350	303	289	385	143	329	163	252	144	360	402	293	475	105					
		33.98%	29.74%	40.71%	35.36%	25.17%	32.35%	23.87%	22.41%	36.73%	22.76%	47.54%	36.15%	35.04%	40.14%	31.32%	35.59%	18.18%	20.00%	22.58%	51.98%	55.77%	37.78%	28.57%	24.94%	24.29%	60.67%	44.35%	37.13%	43.64%	38.03%	34.23%	34.95%	42.96%	35.10%	0.00%	39.07%	20.00%	30.64%	23.05%	29.37%	33.16%	29.82%	37.25%	35.10%	22.63%	20.48%	16.95%	47.42%	41.50%	23.90%	29.29%	31.37%	27.29%	38.62%	31.43%	32.64%	26.12%	31.03%	38.81%	32.88%	35.08%	34.31%	35.45%	30.09%					
																																																																						
24	Против всех	803	8	2	3	0	11	2	5	13	1	3	1	21	12	3	4	0	0	0	32	1	4	0	4	14	2	0	12	3	5	2	6	7	19	0	0	1	9	1	6	7	0	0	9	0	3	1	8	2	17	40	35	48	32	31	30	30	45	19	43	53	31	87	15					
		3.20%	1.11%	1.77%	1.66%	0.00%	2.17%	1.29%	1.20%	4.01%	0.81%	0.67%	0.77%	4.49%	4.23%	1.65%	0.97%	0.00%	0.00%	0.00%	4.70%	0.48%	4.44%	0.00%	1.00%	4.00%	0.56%	0.00%	1.87%	0.87%	1.76%	1.34%	1.82%	1.76%	5.60%	0.00%	0.00%	1.18%	2.14%	0.39%	4.20%	1.80%	0.00%	0.00%	3.67%	0.00%	3.61%	1.69%	1.72%	1.36%	3.73%	3.35%	3.62%	4.53%	3.21%	6.81%	2.98%	4.81%	5.54%	5.12%	3.93%	4.62%	3.63%	6.49%	4.30%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
