Выборы Президента Российской Федерации																														
																														
Наименование Избирательной комиссии:    Кусинская																														
																														
Итоги голосования 																														
																														
		Сумма	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																														
18	. Глазьев Сергей Юрьевич	601	53	29	61	38	58	12	57	45	27	12	47	26	20	20	15	2	4	26	1	18	6	6	18					
		4.00%	5.03%	3.33%	5.80%	3.83%	8.32%	2.95%	5.78%	4.85%	4.33%	2.32%	3.76%	4.05%	3.50%	3.00%	1.99%	1.27%	2.45%	3.18%	0.50%	3.09%	3.68%	5.08%	2.25%					
19	. Малышкин Олег Александрович	452	28	28	46	39	12	9	21	33	15	17	54	12	31	16	11	2	1	17	3	16	9	4	28					
		3.01%	2.66%	3.21%	4.38%	3.93%	1.72%	2.21%	2.13%	3.56%	2.41%	3.29%	4.32%	1.87%	5.42%	2.40%	1.46%	1.27%	0.61%	2.08%	1.49%	2.74%	5.52%	3.39%	3.50%					
20	. Миронов Сергей Михайлович	126	10	7	10	12	8	1	11	10	8	5	10	5	3	4	5	0	1	5	0	6	0	0	5					
		0.84%	0.95%	0.80%	0.95%	1.21%	1.15%	0.25%	1.11%	1.08%	1.28%	0.97%	0.80%	0.78%	0.52%	0.60%	0.66%	0.00%	0.61%	0.61%	0.00%	1.03%	0.00%	0.00%	0.62%					
21	. Путин Владимир Владимирович	9545	607	558	631	584	404	288	587	560	408	339	832	433	328	391	429	111	95	650	112	437	113	92	556					
		63.58%	57.64%	64.06%	60.04%	58.81%	57.96%	70.76%	59.47%	60.41%	65.49%	65.57%	66.61%	67.45%	57.34%	58.71%	56.82%	70.70%	58.28%	79.56%	55.72%	74.96%	69.33%	77.97%	69.50%					
22	. Хакамада Ирина Муцуовна	446	35	26	51	33	39	10	49	38	10	18	26	13	16	23	15	6	1	8	4	6	3	2	14					
		2.97%	3.32%	2.99%	4.85%	3.32%	5.60%	2.46%	4.96%	4.10%	1.61%	3.48%	2.08%	2.02%	2.80%	3.45%	1.99%	3.82%	0.61%	0.98%	1.99%	1.03%	1.84%	1.69%	1.75%					
23	. Харитонов Николай Михайлович	3245	276	181	198	241	140	78	209	192	126	110	235	142	162	193	201	35	56	96	76	90	29	10	169					
		21.62%	26.21%	20.78%	18.84%	24.27%	20.09%	19.16%	21.18%	20.71%	20.22%	21.28%	18.82%	22.12%	28.32%	28.98%	26.62%	22.29%	34.36%	11.75%	37.81%	15.44%	17.79%	8.47%	21.12%					
																														
24	Против всех	510	39	38	45	39	34	7	47	42	24	15	39	9	12	13	74	0	5	7	0	7	1	3	10					
		3.40%	3.70%	4.36%	4.28%	3.93%	4.88%	1.72%	4.76%	4.53%	3.85%	2.90%	3.12%	1.40%	2.10%	1.95%	9.80%	0.00%	3.07%	0.86%	0.00%	1.20%	0.61%	2.54%	1.25%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
