Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Балезинская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151					
		1.53%	1.73%	0.96%	0.96%	2.00%	1.13%	0.85%	1.27%	1.78%	1.02%	4.22%	1.56%	0.87%	0.77%	0.0%	2.20%	0.0%	1.34%	3.49%	1.10%	4.43%	1.79%	0.0%	1.16%	3.57%	2.06%	1.89%	2.25%	0.97%	1.15%	0.61%	3.54%	1.01%	0.0%	0.58%	0.56%	1.51%	1.69%	0.0%	1.32%	0.60%	2.31%	2.39%	1.14%	0.83%	1.11%	1.77%	4.16%	1.73%	1.21%	2.70%	2.53%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	238	23	6	20	9	24	13	14	4	12	4	6	0	2	0	2	0	2	2	0	5	2	0	4	1	0	0	1	7	3	3	4	2	1	0	1	5	1	0	0	3	9	9	2	0	2	0	0	24	5	0	1					
		1.20%	2.10%	1.15%	1.75%	1.80%	2.47%	1.39%	1.62%	1.02%	1.37%	1.29%	1.56%	0.0%	0.51%	0.0%	0.36%	0.0%	0.53%	1.39%	0.0%	1.70%	0.71%	0.0%	1.16%	0.89%	0.0%	0.0%	0.37%	1.70%	0.86%	1.85%	1.08%	0.67%	0.95%	0.0%	0.56%	1.51%	0.84%	0.0%	0.0%	0.90%	1.48%	1.96%	0.76%	0.0%	1.11%	0.0%	0.0%	1.60%	3.04%	0.0%	0.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	261	17	7	19	8	19	15	13	3	7	1	5	2	3	0	10	0	4	1	2	10	2	0	3	3	0	4	8	6	4	2	8	2	1	1	1	7	2	2	1	4	8	4	1	5	2	3	1	27	3	0	0					
		1.31%	1.55%	1.34%	1.66%	1.60%	1.96%	1.61%	1.50%	0.76%	0.80%	0.32%	1.30%	0.87%	0.77%	0.0%	1.84%	0.0%	1.07%	0.69%	1.10%	3.41%	0.71%	0.0%	0.87%	2.67%	0.0%	1.26%	3.00%	1.45%	1.15%	1.23%	2.17%	0.67%	0.95%	0.29%	0.56%	2.11%	1.69%	0.81%	0.26%	1.21%	1.32%	0.87%	0.38%	2.08%	1.11%	0.59%	0.69%	1.80%	1.82%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	175	21	5	13	8	11	13	9	11	11	2	3	2	2	0	5	0	1	2	1	4	1	0	2	2	0	2	1	2	3	0	2	1	1	0	0	1	0	0	0	1	4	3	0	1	1	1	0	21	1	0	0					
		0.88%	1.91%	0.96%	1.14%	1.60%	1.13%	1.39%	1.04%	2.80%	1.25%	0.64%	0.78%	0.87%	0.51%	0.0%	0.92%	0.0%	0.26%	1.39%	0.55%	1.36%	0.35%	0.0%	0.58%	1.78%	0.0%	0.63%	0.37%	0.48%	0.86%	0.0%	0.54%	0.33%	0.95%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.30%	0.66%	0.65%	0.0%	0.41%	0.55%	0.19%	0.0%	1.40%	0.60%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	68	2	1	9	2	4	7	2	0	4	2	2	3	0	1	0	0	0	0	2	3	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	2	3	4	3	0	0	0	1	0	3	1	0	0					
		0.34%	0.18%	0.19%	0.79%	0.40%	0.41%	0.75%	0.23%	0.0%	0.45%	0.64%	0.52%	1.31%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	1.10%	1.02%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.75%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.60%	0.0%	0.0%	0.53%	0.90%	0.66%	0.65%	0.0%	0.0%	0.0%	0.19%	0.0%	0.20%	0.60%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	1	0	0	1	0	1	2	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	6	0	0	1					
		0.14%	0.09%	0.0%	0.0%	0.20%	0.0%	0.10%	0.23%	0.25%	0.11%	0.32%	0.0%	0.43%	0.25%	0.0%	0.18%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.37%	0.24%	0.28%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.84%	0.0%	0.26%	0.0%	0.16%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.63%					
24	"7. ""Новый курс - Автомобильная Россия"""	76	16	2	7	5	2	2	3	3	4	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	2	1	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	17	0	0	0					
		0.38%	1.46%	0.38%	0.61%	1.00%	0.20%	0.21%	0.34%	0.76%	0.45%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	1.13%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.37%	0.48%	0.28%	0.0%	0.27%	0.33%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.19%	0.69%	1.13%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	41	1	0	4	2	0	1	0	4	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	2	1	0	1	0	1	0	1	0	2	2	2	1	0	0	3	2	1	0	0	0					
		0.20%	0.09%	0.0%	0.35%	0.40%	0.0%	0.10%	0.0%	1.02%	0.22%	0.64%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.37%	0.0%	0.0%	0.61%	0.54%	0.33%	0.0%	0.29%	0.0%	0.30%	0.0%	0.40%	0.0%	0.60%	0.33%	0.43%	0.38%	0.0%	0.0%	0.59%	1.38%	0.06%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	39	2	5	3	0	1	3	0	0	1	0	1	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	3	0	1	0	0	1	0	1	0	0	1	2	1	1	0	1	0	1	0	0	4	1	0	0					
		0.19%	0.18%	0.96%	0.26%	0.0%	0.10%	0.32%	0.0%	0.0%	0.11%	0.0%	0.26%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.35%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.61%	0.0%	0.0%	0.95%	0.0%	0.56%	0.0%	0.0%	0.40%	0.53%	0.30%	0.16%	0.0%	0.38%	0.0%	0.55%	0.0%	0.0%	0.26%	0.60%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1121	37	17	35	22	39	27	32	17	31	10	62	25	45	2	44	1	17	3	5	28	23	7	42	3	12	30	19	21	35	6	30	17	5	41	3	28	8	16	20	27	38	32	14	8	8	49	10	38	8	6	18					
		5.65%	3.38%	3.27%	3.07%	4.40%	4.02%	2.90%	3.70%	4.33%	3.54%	3.24%	16.18%	10.91%	11.65%	1.90%	8.10%	1.13%	4.55%	2.09%	2.76%	9.55%	8.24%	6.66%	12.20%	2.67%	6.18%	9.49%	7.14%	5.10%	10.14%	3.70%	8.17%	5.72%	4.76%	11.98%	1.70%	8.45%	6.77%	6.55%	5.31%	8.18%	6.28%	6.97%	5.36%	3.33%	4.44%	9.68%	6.94%	2.54%	4.87%	8.10%	11.39%					
28	"11. ""Истинные патриоты России"""	15	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.76%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	151	17	4	3	4	11	10	9	4	8	4	1	4	1	0	4	0	0	2	1	5	0	0	0	2	2	2	2	2	1	0	6	1	0	0	3	2	1	0	3	3	5	4	2	1	2	3	0	9	0	0	3					
		0.76%	1.55%	0.77%	0.26%	0.80%	1.13%	1.07%	1.04%	1.02%	0.91%	1.29%	0.26%	1.74%	0.25%	0.0%	0.73%	0.0%	0.0%	1.39%	0.55%	1.70%	0.0%	0.0%	0.0%	1.78%	1.03%	0.63%	0.75%	0.48%	0.28%	0.0%	1.63%	0.33%	0.0%	0.0%	1.70%	0.60%	0.84%	0.0%	0.79%	0.90%	0.82%	0.87%	0.76%	0.41%	1.11%	0.59%	0.0%	0.60%	0.0%	0.0%	1.89%					
30	"13. ""Демократическая партия России"""	46	4	1	0	3	2	2	3	2	2	0	0	5	1	0	1	0	2	0	0	1	0	0	1	0	0	0	0	2	0	2	0	1	0	0	0	1	1	0	0	0	1	0	2	1	0	2	0	3	0	0	0					
		0.23%	0.36%	0.19%	0.0%	0.60%	0.20%	0.21%	0.34%	0.51%	0.22%	0.0%	0.0%	2.18%	0.25%	0.0%	0.18%	0.0%	0.53%	0.0%	0.0%	0.34%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	1.23%	0.0%	0.33%	0.0%	0.0%	0.0%	0.30%	0.84%	0.0%	0.0%	0.0%	0.16%	0.0%	0.76%	0.41%	0.0%	0.39%	0.0%	0.20%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	1	0	1	0	2	2	2	1	1	0	0	1	1	0	0	0	1	0	1	2	1	0	1	0	0	1	0	3	0	0	1	0	1	0	1	0	0	0	0	2	2	1	0	0	0	0	0	2	2	0	0					
		0.17%	0.09%	0.0%	0.08%	0.0%	0.20%	0.21%	0.23%	0.25%	0.11%	0.0%	0.0%	0.43%	0.25%	0.0%	0.0%	0.0%	0.26%	0.0%	0.55%	0.68%	0.35%	0.0%	0.29%	0.0%	0.0%	0.31%	0.0%	0.72%	0.0%	0.0%	0.27%	0.0%	0.95%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.60%	0.33%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	1.21%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	35	1	0	4	2	0	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	3	2	1	1	0	0	0	1	0	1	0	2	1	0	1	2	0	0	1	0	1	1	0	1					
		0.17%	0.09%	0.0%	0.35%	0.40%	0.0%	0.0%	0.11%	0.0%	0.22%	0.32%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.51%	0.31%	0.0%	0.72%	0.57%	0.61%	0.27%	0.0%	0.0%	0.0%	0.56%	0.0%	0.84%	0.0%	0.53%	0.30%	0.0%	0.21%	0.76%	0.0%	0.0%	0.19%	0.0%	0.06%	0.60%	0.0%	0.63%					
33	"16. ""Родина"" (народно-патриотический союз)"""	663	44	15	66	21	48	60	62	27	47	12	8	5	12	1	15	0	5	4	6	3	2	0	6	0	1	22	7	5	9	3	2	2	6	5	4	11	1	2	1	1	17	7	1	9	1	5	2	64	2	2	2					
		3.34%	4.02%	2.89%	5.79%	4.20%	4.95%	6.44%	7.17%	6.88%	5.37%	3.89%	2.08%	2.18%	3.10%	0.95%	2.76%	0.0%	1.34%	2.79%	3.31%	1.02%	0.71%	0.0%	1.74%	0.0%	0.51%	6.96%	2.63%	1.21%	2.60%	1.85%	0.54%	0.67%	5.71%	1.46%	2.27%	3.32%	0.84%	0.81%	0.26%	0.30%	2.80%	1.52%	0.38%	3.75%	0.55%	0.98%	1.38%	4.28%	1.21%	2.70%	1.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	61	4	0	0	0	2	4	1	0	0	0	1	0	0	1	2	0	1	0	0	5	2	0	3	2	0	3	1	3	1	3	3	0	0	1	3	0	0	0	0	0	1	2	0	0	4	2	2	2	0	0	2					
		0.30%	0.36%	0.0%	0.0%	0.0%	0.20%	0.42%	0.11%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.95%	0.36%	0.0%	0.26%	0.0%	0.0%	1.70%	0.71%	0.0%	0.87%	1.78%	0.0%	0.94%	0.37%	0.72%	0.28%	1.85%	0.81%	0.0%	0.0%	0.29%	1.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.43%	0.0%	0.0%	2.22%	0.39%	1.38%	0.13%	0.0%	0.0%	1.26%					
35	"18. ""ЛДПР"""	1993	127	77	124	63	82	114	97	45	97	32	45	17	41	5	39	8	21	12	10	22	15	6	31	3	10	27	32	63	28	24	19	16	7	21	7	29	13	13	23	21	70	38	34	23	24	32	4	255	12	3	12					
		10.05%	11.60%	14.83%	10.89%	12.62%	8.46%	12.24%	11.22%	11.47%	11.09%	10.38%	11.74%	7.42%	10.62%	4.76%	7.18%	9.09%	5.63%	8.39%	5.52%	7.50%	5.37%	5.71%	9.01%	2.67%	5.15%	8.54%	12.03%	15.32%	8.11%	14.81%	5.17%	5.38%	6.66%	6.14%	3.97%	8.76%	11.01%	5.32%	6.11%	6.36%	11.57%	8.27%	13.02%	9.58%	13.33%	6.32%	2.77%	17.05%	7.31%	4.05%	7.59%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	276	13	13	16	6	16	18	15	6	14	5	3	5	5	0	5	0	3	5	6	0	1	1	3	0	0	5	0	6	7	1	5	3	1	4	2	5	0	3	11	6	4	4	0	4	1	2	1	36	3	0	3					
		1.39%	1.18%	2.50%	1.40%	1.20%	1.65%	1.93%	1.73%	1.53%	1.60%	1.62%	0.78%	2.18%	1.29%	0.0%	0.92%	0.0%	0.80%	3.49%	3.31%	0.0%	0.35%	0.95%	0.87%	0.0%	0.0%	1.58%	0.0%	1.45%	2.02%	0.61%	1.36%	1.01%	0.95%	1.16%	1.13%	1.51%	0.0%	1.22%	2.92%	1.81%	0.66%	0.87%	0.0%	1.66%	0.55%	0.39%	0.69%	2.40%	1.82%	0.0%	1.89%					
37	"20. ""Политическая партия ""Единая Россия"""	11303	572	260	621	255	505	453	433	195	481	185	187	126	233	93	330	65	263	85	129	123	166	83	154	67	143	168	149	222	192	76	228	229	69	240	115	151	54	190	250	207	334	278	169	175	116	328	106	818	93	59	80					
		57.03%	52.28%	50.09%	54.56%	51.10%	52.11%	48.65%	50.11%	49.74%	55.03%	60.06%	48.82%	55.02%	60.36%	88.57%	60.77%	73.86%	70.50%	59.44%	71.27%	41.97%	59.49%	79.04%	44.76%	59.82%	73.71%	53.16%	56.01%	54.01%	55.65%	46.91%	62.12%	77.10%	65.71%	70.17%	65.34%	45.61%	45.76%	77.86%	66.48%	62.72%	55.20%	60.56%	64.75%	72.91%	64.44%	64.82%	73.61%	54.71%	56.70%	79.72%	50.63%					
38	"21. ""Российская Конституционно-демократическая партия"""	60	3	0	0	0	1	4	0	0	1	2	1	0	3	0	0	1	1	1	0	2	2	0	1	0	1	3	0	0	2	2	3	1	0	0	0	0	1	2	2	4	2	2	1	0	3	0	0	6	0	1	1					
		0.30%	0.27%	0.0%	0.0%	0.0%	0.10%	0.42%	0.0%	0.0%	0.11%	0.64%	0.26%	0.0%	0.77%	0.0%	0.0%	1.13%	0.26%	0.69%	0.0%	0.68%	0.71%	0.0%	0.29%	0.0%	0.51%	0.94%	0.0%	0.0%	0.57%	1.23%	0.81%	0.33%	0.0%	0.0%	0.0%	0.0%	0.84%	0.81%	0.53%	1.21%	0.33%	0.43%	0.38%	0.0%	1.66%	0.0%	0.0%	0.40%	0.0%	1.35%	0.63%					
39	"22. ""Развитие предпринимательства"""	30	0	2	3	1	1	3	0	1	1	1	0	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0					
		0.15%	0.0%	0.38%	0.26%	0.20%	0.10%	0.32%	0.0%	0.25%	0.11%	0.32%	0.0%	0.0%	0.25%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	0.68%	0.35%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.28%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.06%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1769	108	63	114	43	136	118	98	36	82	17	35	17	15	2	53	8	29	7	14	38	37	7	71	23	11	29	23	21	27	25	13	10	8	10	24	59	25	9	24	21	55	37	13	8	6	45	6	53	16	1	19					
		8.92%	9.87%	12.13%	10.01%	8.61%	14.03%	12.67%	11.34%	9.18%	9.38%	5.51%	9.13%	7.42%	3.88%	1.90%	9.76%	9.09%	7.77%	4.89%	7.73%	12.96%	13.26%	6.66%	20.63%	20.53%	5.67%	9.17%	8.64%	5.10%	7.82%	15.43%	3.54%	3.36%	7.61%	2.92%	13.63%	17.82%	21.18%	3.68%	6.38%	6.36%	9.09%	8.06%	4.98%	3.33%	3.33%	8.89%	4.16%	3.54%	9.75%	1.35%	12.02%					
																																																										
41	Против всех	684	44	24	48	20	39	31	41	16	44	7	10	9	10	0	10	0	10	6	1	13	11	0	9	1	6	9	10	21	14	3	5	6	1	11	2	14	2	5	12	9	23	11	10	2	5	13	2	71	9	0	4					
		3.45%	4.02%	4.62%	4.21%	4.00%	4.02%	3.32%	4.74%	4.08%	5.03%	2.27%	2.61%	3.93%	2.59%	0.0%	1.84%	0.0%	2.68%	4.19%	0.55%	4.43%	3.94%	0.0%	2.61%	0.89%	3.09%	2.84%	3.75%	5.10%	4.05%	1.85%	1.36%	2.02%	0.95%	3.21%	1.13%	4.22%	1.69%	2.04%	3.19%	2.72%	3.80%	2.39%	3.83%	0.83%	2.77%	2.56%	1.38%	4.74%	5.48%	0.0%	2.53%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
