Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Рогнединская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2197	990	131	200	93	35	81	92	109	142	81	120	82	41									
		59.31%	57.26%	70.05%	69.69%	80.17%	72.92%	42.41%	57.50%	61.58%	46.71%	63.28%	63.16%	66.13%	65.08%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	7	1	0	1	0	0	0	0	4	1	0	0	0	0									
		0.19%	0.06%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	2.26%	0.33%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	1	1	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.33%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	463	171	24	24	8	1	57	28	26	58	17	28	13	8									
		12.50%	9.89%	12.83%	8.36%	6.90%	2.08%	29.84%	17.50%	14.69%	19.08%	13.28%	14.74%	10.48%	12.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	5	1	0	0	1	0	0	0	0	0	1	0	0									
		0.22%	0.29%	0.53%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	4	0	0	0	0	0	0	1	0	0	0	0	0									
		0.13%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	0	1	1	0	1	0	0	0	0									
		0.11%	0.06%	0.00%	0.00%	0.00%	0.00%	0.52%	0.63%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	14	9	0	0	0	0	0	0	1	3	0	0	1	0									
		0.38%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.99%	0.00%	0.00%	0.81%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	741	444	23	37	12	8	36	22	25	62	22	23	19	8									
		20.01%	25.68%	12.30%	12.89%	10.34%	16.67%	18.85%	13.75%	14.12%	20.39%	17.19%	12.11%	15.32%	12.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	4	0	1	0	0	0	0	0	3	1	1	0	0									
		0.27%	0.23%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.78%	0.53%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	70	36	1	4	0	1	2	5	4	11	0	3	1	2									
		1.89%	2.08%	0.53%	1.39%	0.00%	2.08%	1.05%	3.13%	2.26%	3.62%	0.00%	1.58%	0.81%	3.17%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
