Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Сапожковская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491									
		0.28%	0.28%	0.20%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	1.14%	0.00%	0.00%	1.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0									
		0.09%	0.00%	0.10%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.57%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	3	7	12	1	0	0	0	0	0	0	1	4	1	1	0	2	0									
		0.68%	0.28%	0.71%	1.30%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	3.57%	1.05%	0.57%	0.00%	0.54%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	574	159	122	97	27	16	6	6	22	9	8	12	8	8	13	7	17	37									
		12.27%	14.97%	12.41%	10.50%	25.71%	15.09%	5.83%	6.82%	12.79%	9.78%	13.11%	15.00%	7.14%	8.42%	7.39%	14.00%	4.61%	37.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.15%	0.28%	0.31%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	71	11	19	24	3	2	0	0	3	0	1	1	0	0	2	1	2	2									
		1.52%	1.04%	1.93%	2.60%	2.86%	1.89%	0.00%	0.00%	1.74%	0.00%	1.64%	1.25%	0.00%	0.00%	1.14%	2.00%	0.54%	2.00%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
