Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Зиминская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	760	40	40	45	45	45	40	30	25	30	30	40	45	40	40	40	30	30	30	30	35	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	177	12	4	10	13	4	20	10	14	8	2	11	6	3	9	1	8	13	5	14	6	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	100	12	2	4	1	7	3	4	9	9	0	3	11	4	5	2	6	0	4	3	6	5									
14	Число погашенных неиспользованных открепительных удостоверений	583	28	36	35	32	41	20	20	11	22	28	29	39	37	31	39	22	17	25	16	29	26									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	2	1	0	0	0	2	1	0	0	2	2	0	0	1	0	1	1	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	77	2	5	6	8	4	2	1	3	2	3	7	6	4	2	2	2	5	5	1	6	1									
		1.04%	0.51%	1.81%	1.28%	2.08%	1.28%	0.53%	0.26%	0.98%	0.67%	1.10%	1.48%	1.85%	1.20%	0.61%	0.55%	0.51%	1.47%	1.59%	0.39%	1.37%	0.29%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	254	12	13	10	10	13	15	12	8	12	12	14	14	14	9	10	9	11	15	14	20	7									
		3.44%	3.08%	4.69%	2.14%	2.60%	4.17%	3.95%	3.10%	2.61%	4.04%	4.40%	2.95%	4.31%	4.20%	2.74%	2.75%	2.31%	3.23%	4.78%	5.43%	4.57%	2.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	124	7	4	10	6	11	4	6	3	4	3	8	3	2	4	6	5	8	9	5	12	4									
		1.68%	1.80%	1.44%	2.14%	1.56%	3.53%	1.05%	1.55%	0.98%	1.35%	1.10%	1.69%	0.92%	0.60%	1.22%	1.65%	1.29%	2.35%	2.87%	1.94%	2.74%	1.15%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2670	137	93	150	124	102	143	120	120	115	92	173	139	122	129	139	160	135	77	100	155	145									
		36.16%	35.22%	33.57%	32.12%	32.21%	32.69%	37.63%	31.01%	39.22%	38.72%	33.70%	36.50%	42.77%	36.64%	39.33%	38.19%	41.13%	39.59%	24.52%	38.76%	35.39%	41.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	3	3	1	4	0	6	3	2	1	1	2	1	4	5	1	2	2	0	0	2	2									
		0.61%	0.77%	1.08%	0.21%	1.04%	0.00%	1.58%	0.78%	0.65%	0.34%	0.37%	0.42%	0.31%	1.20%	1.52%	0.27%	0.51%	0.59%	0.00%	0.00%	0.46%	0.58%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	1	0	0	1	0	1	0	0	1	2	0	0	0	0	1	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.26%	0.00%	0.34%	0.00%	0.00%	0.31%	0.60%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1669	84	57	84	91	70	80	84	89	76	79	95	71	78	76	89	68	81	71	75	88	83									
		22.60%	21.59%	20.58%	17.99%	23.64%	22.44%	21.05%	21.71%	29.08%	25.59%	28.94%	20.04%	21.85%	23.42%	23.17%	24.45%	17.48%	23.75%	22.61%	29.07%	20.09%	23.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	1	2	1	2	1	3	1	1	0	2	2	0	1	1	2	1	0	2	0	0									
		0.31%	0.00%	0.36%	0.43%	0.26%	0.64%	0.26%	0.78%	0.33%	0.34%	0.00%	0.42%	0.62%	0.00%	0.30%	0.27%	0.51%	0.29%	0.00%	0.78%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	2	3	6	3	1	1	2	2	3	0	1	2	0	0	2	2	2	3	0	1	0									
		0.49%	0.51%	1.08%	1.28%	0.78%	0.32%	0.26%	0.52%	0.65%	1.01%	0.00%	0.21%	0.62%	0.00%	0.00%	0.55%	0.51%	0.59%	0.96%	0.00%	0.23%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	0	4	2	4	2	1	3	1	2	2	4	2	4	3	3	4	2	1	3	5	0									
		0.70%	0.00%	1.44%	0.43%	1.04%	0.64%	0.26%	0.78%	0.33%	0.67%	0.73%	0.84%	0.62%	1.20%	0.91%	0.82%	1.03%	0.59%	0.32%	1.16%	1.14%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1886	98	68	160	111	89	96	122	60	59	64	126	68	87	73	89	105	76	97	44	110	84									
		25.54%	25.19%	24.55%	34.26%	28.83%	28.53%	25.26%	31.52%	19.61%	19.87%	23.44%	26.58%	20.92%	26.13%	22.26%	24.45%	26.99%	22.29%	30.89%	17.05%	25.11%	24.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	4	2	0	1	1	1	1	0	2	1	3	0	0	0	0	1	2	1	1	1	0									
		0.30%	1.03%	0.72%	0.00%	0.26%	0.32%	0.26%	0.26%	0.00%	0.67%	0.37%	0.63%	0.00%	0.00%	0.00%	0.00%	0.26%	0.59%	0.32%	0.39%	0.23%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	284	13	10	15	13	13	20	16	12	8	8	29	10	5	17	16	13	9	12	6	26	13									
		3.85%	3.34%	3.61%	3.21%	3.38%	4.17%	5.26%	4.13%	3.92%	2.69%	2.93%	6.12%	3.08%	1.50%	5.18%	4.40%	3.34%	2.64%	3.82%	2.33%	5.94%	3.75%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
