Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Шегарская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799					
19	2.Всероссийская политическая партия «Гражданская Сила»	54	2	0	0	1	1	0	0	0	0	1	0	6	1	0	0	3	0	0	0	1	0	0	7	6	4	1	3	8	2	0	3	4					
		0.54%	0.92%	0.00%	0.00%	0.43%	0.28%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	1.10%	0.17%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	1.38%	1.24%	0.75%	0.22%	1.12%	1.36%	0.55%	0.00%	0.84%	1.36%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	2	1	0	0	1	4	0	1	2	0					
		0.17%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.26%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.39%	0.21%	0.00%	0.00%	0.37%	0.68%	0.00%	0.18%	0.56%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1312	11	17	21	2	26	15	100	46	14	54	40	47	45	37	21	88	6	46	24	25	17	14	69	62	51	56	51	76	69	79	44	39					
		13.03%	5.05%	6.27%	8.05%	0.85%	7.34%	12.93%	16.23%	16.37%	16.87%	14.14%	32.00%	8.62%	7.53%	12.59%	25.30%	30.45%	10.53%	26.59%	35.29%	7.40%	8.72%	16.09%	13.58%	12.78%	9.53%	12.20%	19.03%	12.93%	19.01%	14.44%	12.32%	13.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	81	4	0	0	0	0	1	5	0	0	1	0	1	4	0	0	1	0	0	0	6	0	0	7	1	11	10	1	8	4	5	4	7					
		0.80%	1.83%	0.00%	0.00%	0.00%	0.00%	0.86%	0.81%	0.00%	0.00%	0.26%	0.00%	0.18%	0.67%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	1.78%	0.00%	0.00%	1.38%	0.21%	2.06%	2.18%	0.37%	1.36%	1.10%	0.91%	1.12%	2.38%					
23	6.Политическая партия «Партия социальной справедливости»	24	0	0	1	2	0	1	0	1	0	0	0	2	3	0	0	0	1	2	0	0	0	0	1	2	2	1	2	2	0	0	0	1					
		0.24%	0.00%	0.00%	0.38%	0.85%	0.00%	0.86%	0.00%	0.36%	0.00%	0.00%	0.00%	0.37%	0.50%	0.00%	0.00%	0.00%	1.75%	1.16%	0.00%	0.00%	0.00%	0.00%	0.20%	0.41%	0.37%	0.22%	0.75%	0.34%	0.00%	0.00%	0.00%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	1130	14	14	54	16	35	9	71	10	16	46	15	84	53	31	13	23	0	9	3	33	14	6	53	73	88	54	38	70	42	65	39	39					
		11.22%	6.42%	5.17%	20.69%	6.84%	9.89%	7.76%	11.53%	3.56%	19.28%	12.04%	12.00%	15.41%	8.86%	10.54%	15.66%	7.96%	0.00%	5.20%	4.41%	9.76%	7.18%	6.90%	10.43%	15.05%	16.45%	11.76%	14.18%	11.90%	11.57%	11.88%	10.92%	13.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	633	7	1	5	6	11	11	19	20	6	25	0	41	46	8	3	14	4	10	1	17	10	1	53	51	42	36	15	54	29	41	24	22					
		6.28%	3.21%	0.37%	1.92%	2.56%	3.11%	9.48%	3.08%	7.12%	7.23%	6.54%	0.00%	7.52%	7.69%	2.72%	3.61%	4.84%	7.02%	5.78%	1.47%	5.03%	5.13%	1.15%	10.43%	10.52%	7.85%	7.84%	5.60%	9.18%	7.99%	7.50%	6.72%	7.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	88	1	0	0	1	4	0	5	1	0	3	1	6	5	0	1	7	0	2	3	1	1	0	8	6	5	0	1	4	2	12	5	3					
		0.87%	0.46%	0.00%	0.00%	0.43%	1.13%	0.00%	0.81%	0.36%	0.00%	0.79%	0.80%	1.10%	0.84%	0.00%	1.20%	2.42%	0.00%	1.16%	4.41%	0.30%	0.51%	0.00%	1.57%	1.24%	0.93%	0.00%	0.37%	0.68%	0.55%	2.19%	1.40%	1.02%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6342	169	238	176	187	267	78	391	178	45	235	59	344	380	205	45	141	43	91	28	238	143	64	295	267	323	285	154	340	203	333	227	170					
		62.97%	77.52%	87.82%	67.43%	79.91%	75.42%	67.24%	63.47%	63.35%	54.22%	61.52%	47.20%	63.12%	63.55%	69.73%	54.22%	48.79%	75.44%	52.60%	41.18%	70.41%	73.33%	73.56%	58.07%	55.05%	60.37%	62.09%	57.46%	57.82%	55.92%	60.88%	63.59%	57.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	72	0	0	1	1	1	0	0	0	0	3	1	6	7	2	0	1	1	1	0	3	2	0	3	8	4	9	1	9	1	3	0	4					
		0.71%	0.00%	0.00%	0.38%	0.43%	0.28%	0.00%	0.00%	0.00%	0.00%	0.79%	0.80%	1.10%	1.17%	0.68%	0.00%	0.35%	1.75%	0.58%	0.00%	0.89%	1.03%	0.00%	0.59%	1.65%	0.75%	1.96%	0.37%	1.53%	0.28%	0.55%	0.00%	1.36%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
