Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Ровенская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	11	2	6	0	0	2	3	4	8	1	1	0	3	0	0	3	0	0	2	0					
		0.58%	1.25%	0.36%	1.20%	0.00%	0.00%	1.12%	0.45%	0.80%	2.11%	0.31%	0.72%	0.00%	0.38%	0.00%	0.00%	0.39%	0.00%	0.00%	0.58%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	988	145	83	70	9	38	6	102	117	22	37	16	23	132	18	18	48	29	10	59	6					
		12.50%	16.48%	14.98%	14.06%	10.47%	17.92%	3.37%	15.25%	23.45%	5.80%	11.38%	11.51%	10.41%	16.73%	11.92%	2.50%	6.29%	8.79%	10.31%	17.10%	8.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	7	10	6	1	0	0	5	3	3	2	2	0	6	0	1	1	1	0	1	0					
		0.62%	0.80%	1.81%	1.20%	1.16%	0.00%	0.00%	0.75%	0.60%	0.79%	0.62%	1.44%	0.00%	0.76%	0.00%	0.14%	0.13%	0.30%	0.00%	0.29%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5695	414	379	261	60	163	149	458	289	324	215	99	174	567	120	684	675	260	80	263	61					
		72.02%	47.05%	68.41%	52.41%	69.77%	76.89%	83.71%	68.46%	57.92%	85.49%	66.15%	71.22%	78.73%	71.86%	79.47%	95.13%	88.47%	78.79%	82.47%	76.23%	83.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	5	3	3	0	0	0	2	4	0	0	1	0	2	0	0	3	1	0	1	0					
		0.32%	0.57%	0.54%	0.60%	0.00%	0.00%	0.00%	0.30%	0.80%	0.00%	0.00%	0.72%	0.00%	0.25%	0.00%	0.00%	0.39%	0.30%	0.00%	0.29%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
