Выборы Президента Российской Федерации																																																																			
																																																																			
Наименование Избирательной комиссии:    Сальская																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562					
		77.34%	67.18%	79.05%	85.57%	78.98%	72.69%	86.62%	76.37%	75.21%	74.45%	83.56%	84.74%	78.45%	67.65%	83.51%	62.36%	69.94%	85.37%	73.44%	88.60%	77.33%	74.42%	89.62%	90.04%	88.17%	89.04%	80.88%	78.78%	70.27%	75.19%	63.20%	83.56%	82.13%	88.04%	86.92%	86.61%	84.43%	67.62%	70.51%	80.04%	62.66%	86.20%	68.56%	68.57%	90.22%	90.62%	80.18%	63.62%	80.04%	62.34%	71.49%	69.48%	59.92%	86.79%	81.58%	85.47%	80.65%	76.53%	76.56%	80.63%	69.83%					
22	. Хакамада Ирина Муцуовна	1218	36	17	32	53	55	11	29	62	46	45	13	67	41	26	55	24	28	50	17	24	49	5	11	5	18	9	9	22	8	24	5	11	0	3	10	29	9	6	2	4	17	15	4	7	3	10	27	7	28	39	4	20	2	14	3	0	6	17	11	14					
		1.68%	1.78%	1.35%	1.45%	2.66%	2.43%	0.46%	1.58%	3.18%	2.04%	2.14%	0.71%	2.57%	2.70%	1.53%	3.18%	1.73%	1.78%	2.18%	0.73%	1.71%	2.27%	1.10%	0.82%	0.87%	1.55%	1.28%	0.95%	1.64%	1.54%	1.27%	0.69%	1.77%	0.00%	0.46%	0.78%	2.11%	1.17%	2.56%	0.15%	1.27%	2.61%	1.29%	1.27%	1.16%	0.55%	1.28%	1.53%	0.46%	1.78%	1.96%	0.67%	4.09%	0.60%	3.35%	2.56%	0.00%	2.82%	2.87%	2.48%	3.02%					
23	. Харитонов Николай Михайлович	10052	437	153	146	193	376	271	272	290	354	129	220	357	287	174	401	249	87	379	201	135	276	25	80	20	23	65	68	287	72	509	67	38	41	53	101	31	171	45	258	67	35	242	75	17	27	122	414	277	439	402	121	101	38	44	7	30	28	91	49	85					
		13.88%	21.60%	12.14%	6.62%	9.68%	16.62%	11.43%	14.77%	14.89%	15.68%	6.13%	11.95%	13.71%	18.91%	10.21%	23.15%	17.95%	5.53%	16.56%	8.58%	9.62%	12.79%	5.52%	5.94%	3.48%	1.98%	9.27%	7.14%	21.39%	13.85%	27.03%	9.25%	6.12%	8.04%	8.15%	7.91%	2.26%	22.15%	19.23%	19.21%	21.20%	5.37%	20.84%	23.81%	2.82%	4.96%	15.60%	23.39%	18.01%	27.93%	20.18%	20.40%	20.65%	11.41%	10.53%	5.98%	12.10%	13.15%	15.35%	11.04%	18.32%					
																																																																			
24	Против всех	1287	47	30	50	50	43	14	32	48	56	58	14	11	38	28	60	37	44	57	4	39	61	5	11	6	19	8	28	27	8	31	5	6	2	5	21	21	18	2	1	19	4	19	4	8	6	5	59	3	30	28	9	18	1	6	2	0	1	4	5	11					
		1.78%	2.32%	2.38%	2.27%	2.51%	1.90%	0.59%	1.74%	2.46%	2.48%	2.76%	0.76%	0.42%	2.50%	1.64%	3.46%	2.67%	2.80%	2.49%	0.17%	2.78%	2.83%	1.10%	0.82%	1.04%	1.64%	1.14%	2.94%	2.01%	1.54%	1.65%	0.69%	0.97%	0.39%	0.77%	1.64%	1.53%	2.33%	0.85%	0.07%	6.01%	0.61%	1.64%	1.27%	1.33%	1.10%	0.64%	3.33%	0.20%	1.91%	1.41%	1.52%	3.68%	0.30%	1.44%	1.71%	0.00%	0.47%	0.67%	1.13%	2.37%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
